crash_id,vehicle_type
20144036,heavy_rigid_truck
20144048,heavy_rigid_truck
20145171,heavy_rigid_truck
20145172,heavy_rigid_truck
20145102,heavy_rigid_truck
20144091,heavy_rigid_truck
20145087,heavy_rigid_truck
20144028,heavy_rigid_truck
20144018,heavy_rigid_truck
20146001,heavy_rigid_truck
20146029,heavy_rigid_truck
20144055,heavy_rigid_truck
20144008,heavy_rigid_truck
20146022,heavy_rigid_truck
20145046,heavy_rigid_truck
20145168,heavy_rigid_truck
20145058,heavy_rigid_truck
20144083,heavy_rigid_truck
20241054,articulated_truck
20241101,articulated_truck
20241068,articulated_truck
20241291,articulated_truck
20243044,articulated_truck
20241181,articulated_truck
20241194,articulated_truck
20241197,articulated_truck
20243213,articulated_truck
20242023,articulated_truck
20243153,articulated_truck
20241173,articulated_truck
20246004,articulated_truck
20243040,articulated_truck
20241247,articulated_truck
20243144,articulated_truck
20241235,articulated_truck
20243129,articulated_truck
20243017,articulated_truck
20241081,articulated_truck
20241209,articulated_truck
20243158,articulated_truck
20243082,articulated_truck
20242040,articulated_truck
20243261,articulated_truck
20243233,articulated_truck
20246018,articulated_truck
20243021,articulated_truck
20243251,articulated_truck
20246023,articulated_truck
20241293,articulated_truck
20241243,articulated_truck
20242024,articulated_truck
20241298,articulated_truck
20241208,articulated_truck
20242259,articulated_truck
20243120,articulated_truck
20243116,articulated_truck
20243214,articulated_truck
20241190,articulated_truck
20241010,articulated_truck
20243263,articulated_truck
20243053,articulated_truck
20243271,articulated_truck
20243097,articulated_truck
20242182,articulated_truck
20241120,articulated_truck
20242223,articulated_truck
20241083,articulated_truck
20244011,articulated_truck
20241025,articulated_truck
20242113,articulated_truck
20241206,articulated_truck
20241043,articulated_truck
20243112,articulated_truck
20242244,articulated_truck
20243045,articulated_truck
20241226,articulated_truck
20241156,articulated_truck
20242258,articulated_truck
20242054,articulated_truck
20241075,articulated_truck
20243230,articulated_truck
20241121,articulated_truck
20243016,articulated_truck
20241225,articulated_truck
20241084,articulated_truck
20241129,articulated_truck
20241064,articulated_truck
20241001,articulated_truck
20241191,articulated_truck
20241280,articulated_truck
20241193,articulated_truck
20243219,articulated_truck
20233145,articulated_truck
20231189,articulated_truck
20232192,articulated_truck
20231091,articulated_truck
20232098,articulated_truck
20232128,articulated_truck
20232061,articulated_truck
20231111,articulated_truck
20231283,articulated_truck
20231206,articulated_truck
20231068,articulated_truck
20232074,articulated_truck
20231067,articulated_truck
20233143,articulated_truck
20233014,articulated_truck
20234109,articulated_truck
20233247,articulated_truck
20231101,articulated_truck
20233001,articulated_truck
20231289,articulated_truck
20233119,articulated_truck
20233123,articulated_truck
20233105,articulated_truck
20233232,articulated_truck
20231204,articulated_truck
20232210,articulated_truck
20233135,articulated_truck
20233005,articulated_truck
20233252,articulated_truck
20231221,articulated_truck
20231135,articulated_truck
20233140,articulated_truck
20231113,articulated_truck
20232145,articulated_truck
20231183,articulated_truck
20231051,articulated_truck
20232187,articulated_truck
20231021,articulated_truck
20231211,articulated_truck
20236034,articulated_truck
20231219,articulated_truck
20232038,articulated_truck
20233203,articulated_truck
20233112,articulated_truck
20232180,articulated_truck
20233243,articulated_truck
20231137,articulated_truck
20231298,articulated_truck
20232032,articulated_truck
20231230,articulated_truck
20231269,articulated_truck
20233257,articulated_truck
20231186,articulated_truck
20237002,articulated_truck
20231031,articulated_truck
20236023,articulated_truck
20236002,articulated_truck
20234074,articulated_truck
20231114,articulated_truck
20231130,articulated_truck
20231121,articulated_truck
20231069,articulated_truck
20232149,articulated_truck
20232075,articulated_truck
20233037,articulated_truck
20232100,articulated_truck
20232233,articulated_truck
20233147,articulated_truck
20233124,articulated_truck
20233101,articulated_truck
20232164,articulated_truck
20233174,articulated_truck
20223173,articulated_truck
20221248,articulated_truck
20221012,articulated_truck
20223163,articulated_truck
20221233,articulated_truck
20223101,articulated_truck
20221116,articulated_truck
20221011,articulated_truck
20222211,articulated_truck
20222205,articulated_truck
20222180,articulated_truck
20223005,articulated_truck
20222191,articulated_truck
20223034,articulated_truck
20222014,articulated_truck
20222225,articulated_truck
20223147,articulated_truck
20222215,articulated_truck
20223170,articulated_truck
20221096,articulated_truck
20221232,articulated_truck
20221256,articulated_truck
20222044,articulated_truck
20222232,articulated_truck
20223218,articulated_truck
20227001,articulated_truck
20222028,articulated_truck
20222064,articulated_truck
20222011,articulated_truck
20223082,articulated_truck
20223172,articulated_truck
20223156,articulated_truck
20221028,articulated_truck
20222075,articulated_truck
20223273,articulated_truck
20221211,articulated_truck
20222096,articulated_truck
20223149,articulated_truck
20221125,articulated_truck
20221095,articulated_truck
20221196,articulated_truck
20224049,articulated_truck
20223260,articulated_truck
20222114,articulated_truck
20223225,articulated_truck
20221139,articulated_truck
20223094,articulated_truck
20223132,articulated_truck
20223137,articulated_truck
20221083,articulated_truck
20227010,articulated_truck
20222155,articulated_truck
20223267,articulated_truck
20223257,articulated_truck
20221034,articulated_truck
20223211,articulated_truck
20221068,articulated_truck
20223133,articulated_truck
20221241,articulated_truck
20227034,articulated_truck
20212161,articulated_truck
20213164,articulated_truck
20213187,articulated_truck
20214049,articulated_truck
20211174,articulated_truck
20211246,articulated_truck
20211164,articulated_truck
20212162,articulated_truck
20214020,articulated_truck
20212057,articulated_truck
20211140,articulated_truck
20214050,articulated_truck
20212185,articulated_truck
20211183,articulated_truck
20211213,articulated_truck
20213032,articulated_truck
20217014,articulated_truck
20214023,articulated_truck
20211207,articulated_truck
20212019,articulated_truck
20212049,articulated_truck
20213135,articulated_truck
20213177,articulated_truck
20211203,articulated_truck
20212077,articulated_truck
20213165,articulated_truck
20211048,articulated_truck
20215028,articulated_truck
20211197,articulated_truck
20213113,articulated_truck
20213232,articulated_truck
20213218,articulated_truck
20211118,articulated_truck
20211220,articulated_truck
20211057,articulated_truck
20212044,articulated_truck
20214066,articulated_truck
20216024,articulated_truck
20213073,articulated_truck
20212096,articulated_truck
20212149,articulated_truck
20213035,articulated_truck
20211221,articulated_truck
20213169,articulated_truck
20211012,articulated_truck
20213079,articulated_truck
20213180,articulated_truck
20213054,articulated_truck
20212022,articulated_truck
20211003,articulated_truck
20214052,articulated_truck
20211104,articulated_truck
20213171,articulated_truck
20213124,articulated_truck
20213225,articulated_truck
20215045,articulated_truck
20211053,articulated_truck
20215056,articulated_truck
20213060,articulated_truck
20213186,articulated_truck
20215100,articulated_truck
20211043,articulated_truck
