crashID,age,gender,roadUser,ageGroup,personID
20195021,20,Male,Driver,17_to_25,P5680
20191298,17,Female,Driver,17_to_25,P5681
20192199,99,Male,Pedestrian,75_or_older,P5682
20193030,79,Male,Driver,75_or_older,P5683
20195131,56,Male,Motorcycle rider,40_to_64,P5684
20195058,4,Female,Passenger,0_to_16,P5685
20195022,83,Male,Pedestrian,75_or_older,P5686
20191051,68,Male,Driver,65_to_74,P5687
20191077,25,Male,Driver,17_to_25,P5688
20194060,22,Male,Motorcycle rider,17_to_25,P5689
20192123,62,Male,Pedestrian,40_to_64,P5690
20192006,37,Male,Driver,26_to_39,P5691
20194049,76,Male,Driver,75_or_older,P5692
20194088,15,Female,Pedestrian,0_to_16,P5693
20192010,39,Male,Pedestrian,26_to_39,P5694
20192243,20,Male,Pedestrian,17_to_25,P5695
20191126,22,Male,Pedal cyclist,17_to_25,P5696
20191280,25,Male,Motorcycle rider,17_to_25,P5697
20193002,31,Male,Passenger,26_to_39,P5698
20193057,19,Male,Driver,17_to_25,P5699
20192201,22,Male,Driver,17_to_25,P5700
20192115,62,Male,Pedestrian,40_to_64,P5701
20193138,60,Male,Driver,40_to_64,P5702
20193138,63,Female,Passenger,40_to_64,P5703
20193138,62,Female,Driver,40_to_64,P5704
20191208,59,Male,Driver,40_to_64,P5705
20195041,21,Male,Motorcycle rider,17_to_25,P5706
20192111,71,Female,Passenger,65_to_74,P5707
20191019,34,Female,Passenger,26_to_39,P5708
20193172,25,Male,Pedestrian,17_to_25,P5709
20193094,29,Male,Driver,26_to_39,P5710
20195148,46,Male,Driver,40_to_64,P5711
20195066,20,Male,Driver,17_to_25,P5712
20191205,86,Male,Pedal cyclist,75_or_older,P5713
20193141,16,Female,Driver,0_to_16,P5714
20192075,52,Male,Driver,40_to_64,P5715
20192218,95,Male,Pedestrian,75_or_older,P5716
20197014,57,Female,Driver,40_to_64,P5717
20192234,30,Male,Motorcycle rider,26_to_39,P5718
20191243,37,Male,Motorcycle rider,26_to_39,P5719
20191237,88,Male,Pedestrian,75_or_older,P5720
20191082,75,Male,Driver,75_or_older,P5721
20193185,23,Male,Driver,17_to_25,P5722
20197017,35,Male,Driver,26_to_39,P5723
20191328,24,Male,Pedestrian,17_to_25,P5724
20196009,24,Male,Motorcycle rider,17_to_25,P5725
20196020,56,Male,Pedestrian,40_to_64,P5726
20191315,76,Male,Driver,75_or_older,P5727
20193065,37,Female,Passenger,26_to_39,P5728
20193065,34,Male,Driver,26_to_39,P5729
20195045,42,Male,Driver,40_to_64,P5730
20191289,58,Female,Motorcycle rider,40_to_64,P5731
20195057,47,Male,Driver,40_to_64,P5732
20195057,47,Male,Passenger,40_to_64,P5733
20198005,44,Male,Driver,40_to_64,P5734
20191236,45,Male,Driver,40_to_64,P5735
20192100,62,Male,Driver,40_to_64,P5736
20191235,30,Male,Driver,26_to_39,P5737
20195015,65,Male,Driver,65_to_74,P5738
20195103,28,Male,Passenger,26_to_39,P5739
20191194,49,Male,Driver,40_to_64,P5740
20192166,22,Male,Driver,17_to_25,P5741
20193020,69,Female,Driver,65_to_74,P5742
20191011,41,Male,Passenger,40_to_64,P5743
20194023,78,Female,Pedestrian,75_or_older,P5744
20195134,47,Male,Driver,40_to_64,P5745
20193061,31,Male,Driver,26_to_39,P5746
20192193,73,Female,Passenger,65_to_74,P5747
20192193,73,Male,Driver,65_to_74,P5748
20192193,56,Female,Driver,40_to_64,P5749
20193160,20,Female,Passenger,17_to_25,P5750
20192240,41,Male,Pedestrian,40_to_64,P5751
20195130,30,Male,Motorcycle rider,26_to_39,P5752
20192088,28,Male,Motorcycle rider,26_to_39,P5753
20191109,57,Male,Driver,40_to_64,P5754
20191318,50,Female,Driver,40_to_64,P5755
20194094,59,Male,Motorcycle rider,40_to_64,P5756
20192116,77,Female,Driver,75_or_older,P5757
20191008,64,Female,Passenger,40_to_64,P5758
20194066,32,Male,Driver,26_to_39,P5759
20192035,86,Male,Passenger,75_or_older,P5760
20192035,85,Female,Passenger,75_or_older,P5761
20191253,27,Male,Passenger,26_to_39,P5762
20192099,79,Female,Passenger,75_or_older,P5763
20196014,75,Male,Driver,75_or_older,P5764
20193121,63,Female,Driver,40_to_64,P5765
20193121,74,Male,Passenger,65_to_74,P5766
20194069,30,Male,Driver,26_to_39,P5767
20192211,45,Female,Pedestrian,40_to_64,P5768
20192113,21,Male,Passenger,17_to_25,P5769
20191217,46,Male,Driver,40_to_64,P5770
20192140,18,Female,Passenger,17_to_25,P5771
20192140,22,Male,Driver,17_to_25,P5772
20193195,32,Male,Motorcycle rider,26_to_39,P5773
20191173,27,Male,Passenger,26_to_39,P5774
20194007,18,Male,Passenger,17_to_25,P5775
20195114,41,Male,Driver,40_to_64,P5776
20192191,15,Male,Passenger,0_to_16,P5777
20194016,17,Female,Driver,17_to_25,P5778
20192126,49,Male,Driver,40_to_64,P5779
20195049,63,Male,Passenger,40_to_64,P5780
20195025,40,Female,Passenger,40_to_64,P5781
20193007,49,Male,Motorcycle rider,40_to_64,P5782
20192143,58,Male,Motorcycle rider,40_to_64,P5783
20192032,88,Male,Driver,75_or_older,P5784
20192086,31,Male,Motorcycle rider,26_to_39,P5785
20194078,20,Male,Pedestrian,17_to_25,P5786
20191027,73,Female,Pedestrian,65_to_74,P5787
20192013,26,Male,Motorcycle rider,26_to_39,P5788
20195055,58,Male,Driver,40_to_64,P5789
20193095,32,Male,Motorcycle rider,26_to_39,P5790
20193095,23,Male,Driver,17_to_25,P5791
20192175,19,Male,Driver,17_to_25,P5792
20191219,64,Male,Driver,40_to_64,P5793
20193031,23,Male,Motorcycle rider,17_to_25,P5794
20194037,82,Male,Driver,75_or_older,P5795
20192248,59,Male,Driver,40_to_64,P5796
20192050,25,Female,Passenger,17_to_25,P5797
20192050,19,Male,Driver,17_to_25,P5798
20194026,23,Male,Driver,17_to_25,P5799
20192105,68,Male,Pedestrian,65_to_74,P5800
20196027,43,Male,Driver,40_to_64,P5801
20191049,21,Male,Passenger,17_to_25,P5802
20193192,28,Male,Driver,26_to_39,P5803
20193059,20,Male,Driver,17_to_25,P5804
20194103,56,Female,Driver,40_to_64,P5805
20191056,36,Male,Driver,26_to_39,P5806
20192246,47,Male,Motorcycle rider,40_to_64,P5807
20193066,90,Male,Driver,75_or_older,P5808
20191140,83,Female,Pedestrian,75_or_older,P5809
20194082,25,Male,Motorcycle rider,17_to_25,P5810
20193170,43,Male,Motorcycle rider,40_to_64,P5811
20191091,81,Female,Pedestrian,75_or_older,P5812
20195109,18,Female,Driver,17_to_25,P5813
20191134,69,Male,Pedestrian,65_to_74,P5814
20194031,74,Male,Driver,65_to_74,P5815
20195128,46,Male,Pedestrian,40_to_64,P5816
20191325,75,Male,Driver,75_or_older,P5817
20195129,26,Male,Motorcycle rider,26_to_39,P5818
20192215,75,Female,Driver,75_or_older,P5819
20193196,23,Female,Passenger,17_to_25,P5820
20193196,24,Male,Driver,17_to_25,P5821
20193112,78,Male,Driver,75_or_older,P5822
20192133,80,Female,Pedestrian,75_or_older,P5823
20191001,66,Male,Driver,65_to_74,P5824
20193012,20,Male,Driver,17_to_25,P5825
20191198,66,Male,Pedal cyclist,65_to_74,P5826
20191121,62,Male,Motorcycle rider,40_to_64,P5827
20193174,30,Female,Driver,26_to_39,P5828
20197027,42,Female,Driver,40_to_64,P5829
20192163,42,Male,Driver,40_to_64,P5830
20192094,63,Male,Driver,40_to_64,P5831
20193104,62,Male,Driver,40_to_64,P5832
20191130,41,Male,Passenger,40_to_64,P5833
20193051,14,Male,Passenger,0_to_16,P5834
20191304,20,Male,Passenger,17_to_25,P5835
20195007,91,Male,Driver,75_or_older,P5836
20192122,29,Male,Driver,26_to_39,P5837
20193019,86,Male,Driver,75_or_older,P5838
20192095,78,Male,Pedestrian,75_or_older,P5839
20197028,21,Male,Passenger,17_to_25,P5840
20197028,7,Male,Passenger,0_to_16,P5841
20194058,31,Male,Driver,26_to_39,P5842
20194058,35,Male,Driver,26_to_39,P5843
20192236,17,Male,Passenger,17_to_25,P5844
20193037,28,Female,Passenger,26_to_39,P5845
20192024,19,Male,Passenger,17_to_25,P5846
20193181,26,Male,Motorcycle rider,26_to_39,P5847
20192059,50,Male,Driver,40_to_64,P5848
20192001,55,Male,Passenger,40_to_64,P5849
20194102,66,Male,Pedal cyclist,65_to_74,P5850
20192109,82,Male,Driver,75_or_older,P5851
20197005,27,Male,Driver,26_to_39,P5852
20194105,86,Male,Driver,75_or_older,P5853
20191252,92,Male,Passenger,75_or_older,P5854
20193109,26,Female,Driver,26_to_39,P5855
20194005,90,Male,Driver,75_or_older,P5856
20195053,46,Male,Driver,40_to_64,P5857
20191142,80,Male,Pedestrian,75_or_older,P5858
20195077,20,Male,Driver,17_to_25,P5859
20194081,36,Male,Driver,26_to_39,P5860
20192068,29,Male,Pedestrian,26_to_39,P5861
20191052,72,Male,Pedestrian,65_to_74,P5862
20195136,26,Male,Driver,26_to_39,P5863
20193026,47,Male,Driver,40_to_64,P5864
20195006,38,Male,Driver,26_to_39,P5865
20192085,43,Male,Pedestrian,40_to_64,P5866
20192101,27,Male,Passenger,26_to_39,P5867
20191227,25,Female,Driver,17_to_25,P5868
20191017,89,Male,Pedestrian,75_or_older,P5869
20192232,86,Female,Pedestrian,75_or_older,P5870
20192235,53,Male,Driver,40_to_64,P5871
20193107,78,Male,Pedestrian,75_or_older,P5872
20191188,62,Female,Pedestrian,40_to_64,P5873
20192108,51,Male,Driver,40_to_64,P5874
20192125,24,Male,Motorcycle rider,17_to_25,P5875
20196015,18,Male,Passenger,17_to_25,P5876
20194046,56,Male,Driver,40_to_64,P5877
20194091,23,Male,Driver,17_to_25,P5878
20194010,47,Female,Driver,40_to_64,P5879
20193144,27,Male,Motorcycle rider,26_to_39,P5880
20195088,0,Female,Passenger,0_to_16,P5881
20194071,92,Female,Driver,75_or_older,P5882
20195087,58,Male,Motorcycle rider,40_to_64,P5883
20192067,36,Male,Driver,26_to_39,P5884
20191319,25,Male,Pedestrian,17_to_25,P5885
20197023,31,Female,Pedestrian,26_to_39,P5886
20191041,29,Male,Passenger,26_to_39,P5887
20191041,35,Male,Driver,26_to_39,P5888
20193100,23,Male,Pedestrian,17_to_25,P5889
20195090,63,Male,Motorcycle rider,40_to_64,P5890
20191024,21,Female,Driver,17_to_25,P5891
20195040,48,Female,Passenger,40_to_64,P5892
20195036,19,Female,Pedestrian,17_to_25,P5893
20192015,91,Male,Pedestrian,75_or_older,P5894
20192169,75,Female,Driver,75_or_older,P5895
20191084,23,Male,Driver,17_to_25,P5896
20191103,57,Male,Driver,40_to_64,P5897
20193111,20,Male,Driver,17_to_25,P5898
20195004,40,Male,Motorcycle rider,40_to_64,P5899
20192177,70,Female,Passenger,65_to_74,P5900
20192177,5,Female,Passenger,0_to_16,P5901
20191042,19,Female,Passenger,17_to_25,P5902
20195145,50,Male,Driver,40_to_64,P5903
20196018,76,Female,Driver,75_or_older,P5904
20193033,72,Female,Passenger,65_to_74,P5905
20192230,54,Male,Driver,40_to_64,P5906
20191002,39,Male,Driver,26_to_39,P5907
20192080,30,Male,Pedal cyclist,26_to_39,P5908
20192139,89,Female,Driver,75_or_older,P5909
20191118,31,Female,Pedestrian,26_to_39,P5910
20191179,18,Male,Passenger,17_to_25,P5911
20191226,43,Male,Driver,40_to_64,P5912
20191264,90,Male,Driver,75_or_older,P5913
20193122,21,Male,Driver,17_to_25,P5914
20192036,45,Male,Driver,40_to_64,P5915
20191031,80,Male,Driver,75_or_older,P5916
20191247,78,Male,Passenger,75_or_older,P5917
20191247,75,Male,Driver,75_or_older,P5918
20191284,46,Male,Motorcycle rider,40_to_64,P5919
20193093,48,Male,Motorcycle rider,40_to_64,P5920
