crashID,age,gender,roadUser,ageGroup,personID
20234092,63,Male,Driver,40_to_64,P1853
20231212,30,Male,Motorcycle rider,26_to_39,P1854
20234040,64,Male,Pedestrian,40_to_64,P1855
20231208,29,Male,Pedestrian,26_to_39,P1856
20231069,28,Male,Driver,26_to_39,P1857
20232149,46,Male,Motorcycle rider,40_to_64,P1858
20233082,37,Male,Motorcycle rider,26_to_39,P1859
20232140,39,Male,Driver,26_to_39,P1860
20232167,22,Male,Pedal cyclist,17_to_25,P1861
20232075,85,Female,Driver,75_or_older,P1862
20234028,79,Female,Driver,75_or_older,P1863
20231276,59,Male,Driver,40_to_64,P1864
20234072,31,Female,Driver,26_to_39,P1865
20234075,72,Male,Motorcycle rider,65_to_74,P1866
20232053,83,Male,Motorcycle rider,75_or_older,P1867
20233037,76,Male,Driver,75_or_older,P1868
20233048,58,Male,Driver,40_to_64,P1869
20234014,27,Male,Driver,26_to_39,P1870
20232055,34,Male,Driver,26_to_39,P1871
20232148,24,Male,Driver,17_to_25,P1872
20232060,76,Male,Driver,75_or_older,P1873
20232060,71,Female,Passenger,65_to_74,P1874
20232162,99,Female,Pedestrian,75_or_older,P1875
20232100,68,Male,Driver,65_to_74,P1876
20232233,74,Female,Passenger,65_to_74,P1877
20236033,47,Male,Driver,40_to_64,P1878
20232105,73,Male,Pedestrian,65_to_74,P1879
20232013,28,Male,Driver,26_to_39,P1880
20233225,14,Male,Pedestrian,0_to_16,P1881
20232221,71,Male,Motorcycle rider,65_to_74,P1882
20233147,20,Male,Driver,17_to_25,P1883
20234076,34,Male,Passenger,26_to_39,P1884
20232176,36,Male,Motorcycle rider,26_to_39,P1885
20231006,48,Male,Driver,40_to_64,P1886
20233023,24,Female,Driver,17_to_25,P1887
20233182,66,Male,Motorcycle rider,65_to_74,P1888
20232132,68,Male,Pedal cyclist,65_to_74,P1889
20232160,40,Male,Driver,40_to_64,P1890
20232036,59,Male,Pedal cyclist,40_to_64,P1891
20233041,31,Male,Motorcycle rider,26_to_39,P1892
20232179,19,Male,Motorcycle rider,17_to_25,P1893
20232041,66,Female,Passenger,65_to_74,P1894
20232041,82,Male,Driver,75_or_older,P1895
20232253,65,Female,Driver,65_to_74,P1896
20233080,61,Female,Motorcycle rider,40_to_64,P1897
20231197,28,Male,Driver,26_to_39,P1898
20233124,52,Male,Driver,40_to_64,P1899
20233236,73,Male,Driver,65_to_74,P1900
20231213,48,Female,Passenger,40_to_64,P1901
20234081,28,Male,Motorcycle rider,26_to_39,P1902
20231041,43,Female,Driver,40_to_64,P1903
20233101,25,Male,Pedestrian,17_to_25,P1904
20232155,69,Male,Driver,65_to_74,P1905
20231282,20,Male,Driver,17_to_25,P1906
20234103,50,Female,Driver,40_to_64,P1907
20234097,18,Male,Driver,17_to_25,P1908
20232003,20,Female,Driver,17_to_25,P1909
20231196,22,Female,Driver,17_to_25,P1910
20232078,31,Female,Driver,26_to_39,P1911
20233149,51,Male,Passenger,40_to_64,P1912
20233149,43,Female,Driver,40_to_64,P1913
20232164,47,Male,Driver,40_to_64,P1914
20231001,55,Male,Driver,40_to_64,P1915
20231060,57,Male,Motorcycle rider,40_to_64,P1916
20233188,31,Male,Driver,26_to_39,P1917
20233129,61,Male,Motorcycle rider,40_to_64,P1918
20232161,33,Female,Driver,26_to_39,P1919
20233003,68,Male,Motorcycle rider,65_to_74,P1920
20231166,71,Male,Driver,65_to_74,P1921
20232234,29,Female,Driver,26_to_39,P1922
20236001,35,Female,Driver,26_to_39,P1923
20231277,50,Male,Motorcycle rider,40_to_64,P1924
20234039,20,Male,Driver,17_to_25,P1925
20233047,27,Male,Motorcycle rider,26_to_39,P1926
20234043,21,Female,Driver,17_to_25,P1927
20231014,18,Male,Driver,17_to_25,P1928
20233031,41,Male,Motorcycle rider,40_to_64,P1929
20233164,15,Male,Motorcycle rider,0_to_16,P1930
20234003,72,Male,Pedal cyclist,65_to_74,P1931
20237004,19,Female,Driver,17_to_25,P1932
20234023,75,Female,Pedestrian,75_or_older,P1933
20232039,21,Female,Passenger,17_to_25,P1934
20232092,65,Male,Driver,65_to_74,P1935
20233239,48,Male,Motorcycle rider,40_to_64,P1936
20233158,41,Male,Passenger,40_to_64,P1937
20232008,24,Male,Driver,17_to_25,P1938
20232139,25,Male,Driver,17_to_25,P1939
20231013,45,Male,Pedal cyclist,40_to_64,P1940
20231123,25,Male,Driver,17_to_25,P1941
20231123,24,Male,Passenger,17_to_25,P1942
20232019,29,Female,Passenger,26_to_39,P1943
20236021,63,Male,Driver,40_to_64,P1944
20238002,21,Male,Driver,17_to_25,P1945
20232122,30,Female,Driver,26_to_39,P1946
20232122,48,Male,Driver,40_to_64,P1947
20232111,64,Female,Driver,40_to_64,P1948
20234007,25,Female,Driver,17_to_25,P1949
20231240,79,Female,Pedestrian,75_or_older,P1950
20231099,4,Female,Passenger,0_to_16,P1951
20231161,83,Male,Pedal cyclist,75_or_older,P1952
20231099,26,Female,Driver,26_to_39,P1953
20232259,68,Male,Driver,65_to_74,P1954
20233174,40,Male,Passenger,40_to_64,P1955
20233174,38,Female,Driver,26_to_39,P1956
20233174,1,Female,Passenger,0_to_16,P1957
20232101,35,Male,Driver,26_to_39,P1958
20232120,35,Male,Driver,26_to_39,P1959
20236013,58,Female,Driver,40_to_64,P1960
20233253,59,Male,Motorcycle rider,40_to_64,P1961
20231209,64,Female,Pedestrian,40_to_64,P1962
20231107,9,Male,Passenger,0_to_16,P1963
20234083,78,Female,Driver,75_or_older,P1964
20234083,75,Male,Driver,75_or_older,P1965
20234046,65,Male,Motorcycle rider,65_to_74,P1966
20233092,56,Male,Motorcycle rider,40_to_64,P1967
20232082,53,Male,Driver,40_to_64,P1968
20232177,60,Male,Passenger,40_to_64,P1969
20232177,47,Male,Passenger,40_to_64,P1970
20232177,53,Male,Passenger,40_to_64,P1971
20232177,48,Male,Passenger,40_to_64,P1972
20233255,61,Male,Motorcycle rider,40_to_64,P1973
20232142,20,Male,Driver,17_to_25,P1974
20221099,56,Male,Driver,40_to_64,P1975
20221136,70,Male,Pedal cyclist,65_to_74,P1976
20221056,95,Female,Pedestrian,75_or_older,P1977
20221035,80,Female,Driver,75_or_older,P1978
20221187,39,Female,Driver,26_to_39,P1979
20221203,63,Male,Driver,40_to_64,P1980
20223053,35,Female,Passenger,26_to_39,P1981
20223053,79,Male,Passenger,75_or_older,P1982
20223053,70,Female,Driver,65_to_74,P1983
20221170,70,Female,Driver,65_to_74,P1984
20221220,54,Male,Motorcycle rider,40_to_64,P1985
20221184,29,Male,Passenger,26_to_39,P1986
20224015,52,Male,Driver,40_to_64,P1987
20221079,19,Male,Driver,17_to_25,P1988
20221252,40,Male,Pedestrian,40_to_64,P1989
20221252,25,Female,Pedestrian,17_to_25,P1990
20224050,32,Male,Driver,26_to_39,P1991
20223141,19,Male,Driver,17_to_25,P1992
20223045,35,Female,Motorcycle pillion passenger,26_to_39,P1993
20223045,64,Male,Motorcycle rider,40_to_64,P1994
20221135,98,Female,Passenger,75_or_older,P1995
20223271,80,Female,Passenger,75_or_older,P1996
20223271,20,Female,Driver,17_to_25,P1997
20223108,83,Female,Driver,75_or_older,P1998
20221109,77,Male,Pedestrian,75_or_older,P1999
20223173,28,Male,Driver,26_to_39,P2000
20223123,76,Male,Motorcycle rider,75_or_older,P2001
20226027,47,Male,Driver,40_to_64,P2002
20223253,57,Female,Motorcycle rider,40_to_64,P2003
20223174,24,Male,Passenger,17_to_25,P2004
20224019,58,Female,Driver,40_to_64,P2005
20223023,23,Male,Driver,17_to_25,P2006
20227028,19,Male,Driver,17_to_25,P2007
20221166,24,Female,Passenger,17_to_25,P2008
20223107,10,Male,Passenger,0_to_16,P2009
20223239,39,Male,Driver,26_to_39,P2010
20223148,26,Male,Driver,26_to_39,P2011
20221143,17,Male,Pedestrian,17_to_25,P2012
20221248,44,Female,Driver,40_to_64,P2013
20221194,6,Male,Passenger,0_to_16,P2014
20223046,78,Male,Pedestrian,75_or_older,P2015
20223093,96,Female,Passenger,75_or_older,P2016
20221112,52,Male,Motorcycle rider,40_to_64,P2017
20223058,34,Male,Motorcycle rider,26_to_39,P2018
20221012,19,Male,Motorcycle rider,17_to_25,P2019
20221015,24,Female,Driver,17_to_25,P2020
20223201,28,Male,Motorcycle rider,26_to_39,P2021
20221202,49,Male,Motorcycle rider,40_to_64,P2022
20221061,30,Male,Driver,26_to_39,P2023
20224062,19,Male,Driver,17_to_25,P2024
20224062,46,Male,Passenger,40_to_64,P2025
20224062,17,Female,Passenger,17_to_25,P2026
20221047,21,Male,Motorcycle rider,17_to_25,P2027
20221009,27,Female,Pedestrian,26_to_39,P2028
20223090,87,Male,Passenger,75_or_older,P2029
20221150,82,Male,Pedestrian,75_or_older,P2030
20223163,21,Female,Passenger,17_to_25,P2031
20223199,38,Male,Driver,26_to_39,P2032
20223163,39,Male,Driver,26_to_39,P2033
20221082,75,Female,Pedestrian,75_or_older,P2034
20223181,45,Male,Motorcycle rider,40_to_64,P2035
20224055,48,Male,Driver,40_to_64,P2036
20223206,73,Male,Pedestrian,65_to_74,P2037
20224032,25,Male,Motorcycle rider,17_to_25,P2038
20222052,41,Male,Driver,40_to_64,P2039
20221262,69,Female,Pedestrian,65_to_74,P2040
20222106,73,Male,Pedestrian,65_to_74,P2041
20226038,25,Male,Driver,17_to_25,P2042
20223272,39,Male,Motorcycle rider,26_to_39,P2043
20222098,68,Male,Motorcycle rider,65_to_74,P2044
20224002,55,Male,Pedal cyclist,40_to_64,P2045
20221087,26,Male,Driver,26_to_39,P2046
20222108,72,Male,Pedestrian,65_to_74,P2047
20223062,22,Female,Driver,17_to_25,P2048
20224013,33,Male,Motorcycle rider,26_to_39,P2049
20222182,29,Male,Pedal cyclist,26_to_39,P2050
20223051,21,Male,Driver,17_to_25,P2051
20221233,59,Female,Driver,40_to_64,P2052
20221105,62,Female,Driver,40_to_64,P2053
20226040,74,Male,Pedestrian,65_to_74,P2054
20221078,52,Female,Pedestrian,40_to_64,P2055
20223219,77,Female,Pedestrian,75_or_older,P2056
20222012,24,Female,Pedestrian,17_to_25,P2057
20223091,84,Male,Driver,75_or_older,P2058
20222013,44,Male,Pedestrian,40_to_64,P2059
20222016,30,Male,Motorcycle rider,26_to_39,P2060
20223074,30,Male,Pedestrian,26_to_39,P2061
20223071,35,Female,Motorcycle pillion passenger,26_to_39,P2062
20223071,36,Male,Motorcycle rider,26_to_39,P2063
20221013,57,Male,Pedal cyclist,40_to_64,P2064
20221086,100,Male,Passenger,75_or_older,P2065
20223099,68,Male,Motorcycle rider,65_to_74,P2066
20223158,58,Male,Motorcycle rider,40_to_64,P2067
20221189,63,Male,Motorcycle rider,40_to_64,P2068
20223078,85,Female,Driver,75_or_older,P2069
20226034,16,Male,Motorcycle rider,0_to_16,P2070
20221103,55,Female,Driver,40_to_64,P2071
20222004,23,Female,Passenger,17_to_25,P2072
20224054,83,Male,Driver,75_or_older,P2073
20223150,30,Female,Pedestrian,26_to_39,P2074
20221181,22,Male,Motorcycle rider,17_to_25,P2075
20221215,27,Male,Passenger,26_to_39,P2076
20223113,72,Female,Pedestrian,65_to_74,P2077
20223018,41,Male,Motorcycle rider,40_to_64,P2078
20223223,84,Female,Driver,75_or_older,P2079
20221040,20,Male,Motorcycle rider,17_to_25,P2080
20222023,63,Female,Driver,40_to_64,P2081
20221042,38,Female,Driver,26_to_39,P2082
20223010,8,Male,Pedestrian,0_to_16,P2083
20223012,17,Male,Driver,17_to_25,P2084
20222220,60,Female,Driver,40_to_64,P2085
20221031,18,Male,Passenger,17_to_25,P2086
20222015,4,Female,Pedestrian,0_to_16,P2087
20223028,41,Male,Pedestrian,40_to_64,P2088
20222196,27,Male,Driver,26_to_39,P2089
20221081,31,Male,Pedal cyclist,26_to_39,P2090
20221188,72,Male,Pedal cyclist,65_to_74,P2091
20221173,85,Female,Driver,75_or_older,P2092
20221131,45,Female,Driver,40_to_64,P2093
20222159,31,Male,Driver,26_to_39,P2094
20223052,27,Male,Driver,26_to_39,P2095
20223052,27,Female,Passenger,26_to_39,P2096
20223138,69,Male,Pedal cyclist,65_to_74,P2097
20222031,45,Female,Driver,40_to_64,P2098
20223064,11,Male,Pedal cyclist,0_to_16,P2099
20222121,59,Male,Motorcycle rider,40_to_64,P2100
20227002,21,Male,Passenger,17_to_25,P2101
20223198,17,Male,Driver,17_to_25,P2102
20223101,27,Male,Passenger,26_to_39,P2103
20223101,23,Female,Driver,17_to_25,P2104
20221110,54,Male,Motorcycle rider,40_to_64,P2105
20222177,50,Male,Driver,40_to_64,P2106
20221116,28,Male,Driver,26_to_39,P2107
20226041,65,Male,Driver,65_to_74,P2108
20221161,48,Female,Pedestrian,40_to_64,P2109
20224037,86,Female,Driver,75_or_older,P2110
20222036,56,Female,Driver,40_to_64,P2111
20221011,63,Male,Driver,40_to_64,P2112
20223065,50,Male,Passenger,40_to_64,P2113
20221205,23,Female,Driver,17_to_25,P2114
20224025,26,Female,Passenger,26_to_39,P2115
20223029,51,Male,Pedal cyclist,40_to_64,P2116
20223220,28,Male,Driver,26_to_39,P2117
20222051,21,Male,Driver,17_to_25,P2118
20221074,89,Male,Driver,75_or_older,P2119
20223131,22,Male,Passenger,17_to_25,P2120
20222157,57,Male,Pedestrian,40_to_64,P2121
20226044,19,Male,Passenger,17_to_25,P2122
20226044,19,Male,Driver,17_to_25,P2123
20227017,31,Male,Passenger,26_to_39,P2124
20223248,23,Male,Driver,17_to_25,P2125
20223044,48,Female,Driver,40_to_64,P2126
20227040,72,Female,Pedestrian,65_to_74,P2127
20222163,76,Male,Driver,75_or_older,P2128
20222217,28,Male,Motorcycle rider,26_to_39,P2129
20223024,25,Male,Motorcycle rider,17_to_25,P2130
20221175,18,Male,Driver,17_to_25,P2131
20222207,15,Male,Pedestrian,0_to_16,P2132
20224012,57,Male,Motorcycle rider,40_to_64,P2133
20221052,69,Female,Pedestrian,65_to_74,P2134
20222178,24,Male,Driver,17_to_25,P2135
20221191,56,Male,Driver,40_to_64,P2136
20221051,32,Male,Passenger,26_to_39,P2137
20221051,30,Male,Passenger,26_to_39,P2138
20223050,59,Male,Motorcycle rider,40_to_64,P2139
20221234,62,Female,Pedestrian,40_to_64,P2140
20222068,43,Male,Motorcycle rider,40_to_64,P2141
20226023,68,Male,Driver,65_to_74,P2142
20221002,10,Male,Passenger,0_to_16,P2143
20222126,64,Male,Driver,40_to_64,P2144
20222102,80,Male,Driver,75_or_older,P2145
20221176,22,Male,Driver,17_to_25,P2146
20226011,20,Male,Passenger,17_to_25,P2147
20221037,71,Male,Pedestrian,65_to_74,P2148
20222139,61,Male,Pedestrian,40_to_64,P2149
20228002,24,Male,Driver,17_to_25,P2150
20222211,45,Female,Driver,40_to_64,P2151
20221077,22,Male,Driver,17_to_25,P2152
20223059,55,Male,Pedal cyclist,40_to_64,P2153
20223129,34,Male,Pedestrian,26_to_39,P2154
20228009,15,Female,Passenger,0_to_16,P2155
20228009,14,Female,Passenger,0_to_16,P2156
20223252,76,Female,Driver,75_or_older,P2157
20224044,63,Male,Motorcycle rider,40_to_64,P2158
20222032,75,Male,Pedal cyclist,75_or_older,P2159
20223146,25,Male,Motorcycle rider,17_to_25,P2160
20221102,66,Male,Motorcycle rider,65_to_74,P2161
20228007,21,Male,Passenger,17_to_25,P2162
20228007,61,Male,Passenger,40_to_64,P2163
20228007,54,Female,Passenger,40_to_64,P2164
20221245,17,Male,Driver,17_to_25,P2165
20221240,69,Female,Driver,65_to_74,P2166
20223055,57,Male,Driver,40_to_64,P2167
20223258,51,Male,Motorcycle rider,40_to_64,P2168
20223164,52,Male,Motorcycle rider,40_to_64,P2169
20221199,38,Female,Driver,26_to_39,P2170
20221016,43,Male,Pedestrian,40_to_64,P2171
20222205,82,Male,Driver,75_or_older,P2172
20222103,76,Male,Pedal cyclist,75_or_older,P2173
20223152,29,Male,Motorcycle rider,26_to_39,P2174
20224065,40,Female,Pedestrian,40_to_64,P2175
20221080,12,Male,Passenger,0_to_16,P2176
20221008,37,Male,Driver,26_to_39,P2177
20222142,40,Male,Motorcycle rider,40_to_64,P2178
20222019,35,Female,Passenger,26_to_39,P2179
20223246,19,Male,Driver,17_to_25,P2180
20223135,46,Male,Passenger,40_to_64,P2181
20222180,61,Male,Pedestrian,40_to_64,P2182
20221017,19,Male,Driver,17_to_25,P2183
20223166,63,Male,Driver,40_to_64,P2184
20222111,63,Male,Motorcycle rider,40_to_64,P2185
20222135,22,Male,Driver,17_to_25,P2186
20221152,24,Male,Motorcycle rider,17_to_25,P2187
20223162,57,Male,Pedestrian,40_to_64,P2188
20221225,73,Male,Pedestrian,65_to_74,P2189
20226005,36,Male,Pedestrian,26_to_39,P2190
20223208,30,Male,Driver,26_to_39,P2191
20221230,65,Male,Driver,65_to_74,P2192
20226007,81,Male,Driver,75_or_older,P2193
20223005,18,Male,Driver,17_to_25,P2194
20223003,32,Male,Driver,26_to_39,P2195
20221132,32,Male,Passenger,26_to_39,P2196
20221094,29,Male,Driver,26_to_39,P2197
20221094,63,Female,Passenger,40_to_64,P2198
20222021,33,Male,Motorcycle rider,26_to_39,P2199
20223209,69,Male,Driver,65_to_74,P2200
20221195,80,Male,Pedestrian,75_or_older,P2201
20221026,83,Female,Pedestrian,75_or_older,P2202
20221192,26,Male,Driver,26_to_39,P2203
20222073,21,Male,Motorcycle rider,17_to_25,P2204
20221163,32,Male,Pedestrian,26_to_39,P2205
20223016,37,Male,Pedestrian,26_to_39,P2206
20222204,76,Female,Pedestrian,75_or_older,P2207
20224007,18,Female,Driver,17_to_25,P2208
20223249,49,Male,Passenger,40_to_64,P2209
20226006,26,Male,Motorcycle rider,26_to_39,P2210
20221126,57,Male,Pedestrian,40_to_64,P2211
20221107,48,Male,Driver,40_to_64,P2212
20223226,59,Male,Motorcycle rider,40_to_64,P2213
20223002,29,Male,Driver,26_to_39,P2214
20222191,56,Male,Driver,40_to_64,P2215
20221097,85,Female,Pedestrian,75_or_older,P2216
20223214,60,Male,Driver,40_to_64,P2217
20222040,42,Female,Driver,40_to_64,P2218
20223075,30,Female,Driver,26_to_39,P2219
20223073,19,Male,Motorcycle rider,17_to_25,P2220
20221210,46,Male,Driver,40_to_64,P2221
20221210,14,Male,Passenger,0_to_16,P2222
20222037,66,Female,Pedestrian,65_to_74,P2223
20224061,21,Male,Motorcycle rider,17_to_25,P2224
20222184,74,Female,Driver,65_to_74,P2225
20223139,18,Male,Driver,17_to_25,P2226
20221180,54,Male,Motorcycle rider,40_to_64,P2227
20224041,21,Male,Pedestrian,17_to_25,P2228
20222190,30,Male,Pedestrian,26_to_39,P2229
20222101,38,Male,Pedestrian,26_to_39,P2230
20227025,39,Female,Pedestrian,26_to_39,P2231
20221067,17,Male,Passenger,17_to_25,P2232
20223034,52,Male,Driver,40_to_64,P2233
20222006,56,Male,Pedal cyclist,40_to_64,P2234
20221190,48,Male,Motorcycle rider,40_to_64,P2235
20222104,22,Male,Motorcycle rider,17_to_25,P2236
20221106,39,Male,Passenger,26_to_39,P2237
20223068,15,Male,Motorcycle rider,0_to_16,P2238
20221250,80,Female,Driver,75_or_older,P2239
20221141,64,Male,Motorcycle rider,40_to_64,P2240
20226026,44,Male,Driver,40_to_64,P2241
20221162,22,Female,Driver,17_to_25,P2242
20222120,18,Female,Driver,17_to_25,P2243
20223217,28,Male,Motorcycle rider,26_to_39,P2244
20222014,28,Male,Driver,26_to_39,P2245
20222109,27,Male,Motorcycle rider,26_to_39,P2246
20222166,28,Male,Motorcycle rider,26_to_39,P2247
20222131,71,Male,Pedal cyclist,65_to_74,P2248
20223154,11,Male,Passenger,0_to_16,P2249
20222225,23,Male,Motorcycle rider,17_to_25,P2250
20221174,47,Male,Driver,40_to_64,P2251
20224036,79,Female,Driver,75_or_older,P2252
20223031,32,Male,Motorcycle rider,26_to_39,P2253
20223221,25,Male,Motorcycle rider,17_to_25,P2254
20221140,94,Female,Driver,75_or_older,P2255
20222169,13,Male,Pedestrian,0_to_16,P2256
20221237,48,Male,Motorcycle rider,40_to_64,P2257
20221060,32,Male,Pedestrian,26_to_39,P2258
20222090,44,Male,Motorcycle rider,40_to_64,P2259
20222176,27,Female,Driver,26_to_39,P2260
20222214,58,Male,Motorcycle rider,40_to_64,P2261
20221243,84,Female,Passenger,75_or_older,P2262
20222208,49,Male,Driver,40_to_64,P2263
20223118,41,Female,Passenger,40_to_64,P2264
20222172,53,Male,Motorcycle pillion passenger,40_to_64,P2265
20221127,85,Female,Driver,75_or_older,P2266
20222183,29,Male,Motorcycle rider,26_to_39,P2267
20223153,33,Male,Pedestrian,26_to_39,P2268
20221244,14,Female,Passenger,0_to_16,P2269
20221244,16,Male,Passenger,0_to_16,P2270
20221244,14,Female,Passenger,0_to_16,P2271
20221244,15,Male,Passenger,0_to_16,P2272
20221244,15,Female,Passenger,0_to_16,P2273
20221133,56,Male,Driver,40_to_64,P2274
20224026,17,Male,Passenger,17_to_25,P2275
20222199,27,Male,Pedestrian,26_to_39,P2276
20224038,38,Male,Motorcycle rider,26_to_39,P2277
20224051,24,Male,Driver,17_to_25,P2278
20223228,56,Female,Driver,40_to_64,P2279
20221025,53,Female,Motorcycle rider,40_to_64,P2280
20223025,56,Female,Driver,40_to_64,P2281
20223147,27,Male,Motorcycle rider,26_to_39,P2282
20223039,57,Male,Driver,40_to_64,P2283
20222192,46,Male,Motorcycle rider,40_to_64,P2284
20222215,20,Female,Driver,17_to_25,P2285
20223061,82,Male,Driver,75_or_older,P2286
20223170,62,Female,Passenger,40_to_64,P2287
20223170,67,Male,Driver,65_to_74,P2288
20221054,20,Male,Motorcycle rider,17_to_25,P2289
20221096,88,Male,Passenger,75_or_older,P2290
20221235,56,Male,Motorcycle rider,40_to_64,P2291
20222047,30,Female,Driver,26_to_39,P2292
20221010,19,Female,Driver,17_to_25,P2293
20222195,20,Male,Driver,17_to_25,P2294
20222195,16,Male,Passenger,0_to_16,P2295
20223117,37,Female,Driver,26_to_39,P2296
20222233,79,Female,Driver,75_or_older,P2297
20223121,64,Male,Motorcycle rider,40_to_64,P2298
20222119,84,Female,Passenger,75_or_older,P2299
20228003,42,Male,Driver,40_to_64,P2300
20227018,67,Female,Passenger,65_to_74,P2301
20227018,74,Male,Driver,65_to_74,P2302
20221217,49,Male,Motorcycle rider,40_to_64,P2303
20221089,41,Male,Driver,40_to_64,P2304
20226042,32,Male,Motorcycle rider,26_to_39,P2305
20223042,28,Male,Driver,26_to_39,P2306
20227038,22,Male,Driver,17_to_25,P2307
20223114,61,Male,Motorcycle rider,40_to_64,P2308
20224053,66,Female,Driver,65_to_74,P2309
20222231,58,Male,Motorcycle rider,40_to_64,P2310
20223264,19,Male,Passenger,17_to_25,P2311
20226016,19,Female,Passenger,17_to_25,P2312
20226016,28,Male,Passenger,26_to_39,P2313
20226016,27,Male,Driver,26_to_39,P2314
20222164,39,Female,Passenger,26_to_39,P2315
20221118,32,Male,Motorcycle rider,26_to_39,P2316
20223086,39,Female,Driver,26_to_39,P2317
20224043,63,Male,Driver,40_to_64,P2318
20223265,79,Female,Pedestrian,75_or_older,P2319
20223180,70,Male,Driver,65_to_74,P2320
20221168,91,Male,Driver,75_or_older,P2321
20223100,72,Male,Motorcycle rider,65_to_74,P2322
20221239,62,Male,Motorcycle rider,40_to_64,P2323
20221092,85,Male,Driver,75_or_older,P2324
20223202,44,Male,Motorcycle rider,40_to_64,P2325
20222005,35,Male,Driver,26_to_39,P2326
20224008,41,Male,Driver,40_to_64,P2327
20223241,30,Female,Passenger,26_to_39,P2328
20227009,32,Female,Passenger,26_to_39,P2329
20222071,65,Male,Driver,65_to_74,P2330
20227031,78,Male,Driver,75_or_older,P2331
20223097,64,Female,Passenger,40_to_64,P2332
20224056,73,Female,Pedestrian,65_to_74,P2333
20221232,30,Male,Driver,26_to_39,P2334
20222224,19,Male,Driver,17_to_25,P2335
20224057,31,Female,Driver,26_to_39,P2336
20221256,74,Male,Driver,65_to_74,P2337
20223238,21,Male,Driver,17_to_25,P2338
20222003,36,Male,Passenger,26_to_39,P2339
20227037,22,Male,Driver,17_to_25,P2340
20227012,21,Female,Pedestrian,17_to_25,P2341
20223256,28,Male,Motorcycle rider,26_to_39,P2342
20222140,30,Male,Driver,26_to_39,P2343
20221055,62,Male,Motorcycle rider,40_to_64,P2344
20222152,44,Male,Driver,40_to_64,P2345
20221098,83,Male,Driver,75_or_older,P2346
20223076,1,Male,Pedestrian,0_to_16,P2347
20222044,46,Male,Driver,40_to_64,P2348
20222216,42,Male,Motorcycle rider,40_to_64,P2349
20223171,63,Female,Driver,40_to_64,P2350
20223015,48,Male,Driver,40_to_64,P2351
20223191,20,Female,Driver,17_to_25,P2352
20223115,68,Male,Driver,65_to_74,P2353
20223004,60,Male,Motorcycle rider,40_to_64,P2354
20222232,26,Male,Driver,26_to_39,P2355
20223218,59,Female,Driver,40_to_64,P2356
20222197,88,Female,Driver,75_or_older,P2357
20221255,37,Male,Driver,26_to_39,P2358
20222029,83,Male,Pedestrian,75_or_older,P2359
20223125,43,Male,Driver,40_to_64,P2360
20223222,47,Male,Driver,40_to_64,P2361
20223203,64,Male,Driver,40_to_64,P2362
20223111,83,Male,Driver,75_or_older,P2363
20221212,17,Male,Motorcycle rider,17_to_25,P2364
20224066,38,Female,Driver,26_to_39,P2365
20222223,19,Female,Driver,17_to_25,P2366
20226015,80,Male,Driver,75_or_older,P2367
20223008,18,Male,Driver,17_to_25,P2368
20222181,59,Male,Driver,40_to_64,P2369
20227001,25,Female,Passenger,17_to_25,P2370
20227001,0,Female,Passenger,0_to_16,P2371
20224058,62,Male,Passenger,40_to_64,P2372
20222028,52,Female,Motorcycle rider,40_to_64,P2373
20222010,40,Male,Motorcycle rider,40_to_64,P2374
20227023,45,Male,Pedestrian,40_to_64,P2375
20222151,49,Male,Driver,40_to_64,P2376
20221249,86,Female,Pedestrian,75_or_older,P2377
20224033,29,Female,Driver,26_to_39,P2378
20223098,58,Male,Driver,40_to_64,P2379
20223188,45,Female,Pedal cyclist,40_to_64,P2380
20222105,21,Male,Driver,17_to_25,P2381
20221149,36,Male,Driver,26_to_39,P2382
20222024,23,Male,Passenger,17_to_25,P2383
20221197,19,Male,Motorcycle rider,17_to_25,P2384
20224060,25,Female,Driver,17_to_25,P2385
20223186,71,Male,Driver,65_to_74,P2386
20222154,82,Male,Pedestrian,75_or_older,P2387
20221073,22,Male,Motorcycle rider,17_to_25,P2388
20226019,43,Male,Driver,40_to_64,P2389
20222236,43,Male,Driver,40_to_64,P2390
20221153,17,Male,Driver,17_to_25,P2391
20222089,18,Male,Motorcycle rider,17_to_25,P2392
20222067,33,Male,Motorcycle rider,26_to_39,P2393
20223102,31,Male,Motorcycle rider,26_to_39,P2394
20223032,57,Male,Driver,40_to_64,P2395
20223037,35,Male,Motorcycle rider,26_to_39,P2396
20223177,79,Male,Driver,75_or_older,P2397
20221071,81,Male,Pedestrian,75_or_older,P2398
20223143,25,Male,Driver,17_to_25,P2399
20227016,15,Male,Passenger,0_to_16,P2400
20221151,49,Male,Pedestrian,40_to_64,P2401
20223234,22,Male,Driver,17_to_25,P2402
20222221,62,Female,Pedestrian,40_to_64,P2403
20222133,53,Female,Driver,40_to_64,P2404
20221006,71,Male,Pedestrian,65_to_74,P2405
20223038,80,Female,Passenger,75_or_older,P2406
20223095,82,Male,Passenger,75_or_older,P2407
20223254,66,Male,Motorcycle rider,65_to_74,P2408
20226004,31,Male,Motorcycle rider,26_to_39,P2409
20223085,48,Male,Motorcycle rider,40_to_64,P2410
20222008,67,Male,Motorcycle rider,65_to_74,P2411
20224040,45,Male,Driver,40_to_64,P2412
20222143,85,Male,Pedestrian,75_or_older,P2413
20222123,22,Male,Passenger,17_to_25,P2414
