crash_id,year,month,day_of_week,christmas_period,easter_period,weekday_or_weekend,date_id
20201256,2020,3,Friday,No,No,Weekday,2020-3-Friday
20205038,2020,3,Friday,No,No,Weekday,2020-3-Friday
20203240,2020,3,Friday,No,No,Weekday,2020-3-Friday
20201216,2020,3,Friday,No,No,Weekend,2020-3-Friday
20202077,2020,3,Friday,No,No,Weekend,2020-3-Friday
20205070,2020,3,Monday,No,No,Weekend,2020-3-Monday
20202135,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202182,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202181,2020,3,Monday,No,No,Weekday,2020-3-Monday
20203140,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202017,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202005,2020,3,Monday,No,No,Weekday,2020-3-Monday
20205103,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202042,2020,3,Monday,No,No,Weekday,2020-3-Monday
20202027,2020,3,Monday,No,No,Weekday,2020-3-Monday
20203186,2020,3,Monday,No,No,Weekday,2020-3-Monday
20201077,2020,3,Monday,No,No,Weekday,2020-3-Monday
20203231,2020,3,Monday,No,No,Weekday,2020-3-Monday
20203150,2020,3,Monday,No,No,Weekday,2020-3-Monday
20204058,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202155,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202173,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202074,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20201183,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20205006,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20205126,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20201168,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20205062,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20203085,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20204027,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202055,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20204014,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202146,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20204045,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20204077,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20204064,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20205076,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202113,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20202030,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20203082,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20205113,2020,3,Saturday,No,No,Weekend,2020-3-Saturday
20203026,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201192,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20204024,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20203145,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20204056,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20203151,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20203170,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20204051,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201221,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201109,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201113,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20202148,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201117,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20201083,2020,3,Sunday,No,No,Weekend,2020-3-Sunday
20202117,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20204057,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20203182,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20201260,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20203180,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20201097,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20204026,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20202165,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20203059,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20201248,2020,3,Thursday,No,No,Weekday,2020-3-Thursday
20203169,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20201147,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20202043,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20202067,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20203183,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20205012,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20201228,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20203174,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20203073,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20201017,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20201227,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20203141,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20202036,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20204070,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20204002,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20206001,2020,3,Tuesday,No,No,Weekday,2020-3-Tuesday
20202137,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20203016,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20206013,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20204055,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20202001,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20201028,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20202149,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20201156,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20202010,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20201005,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20201055,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20207012,2020,3,Wednesday,No,No,Weekday,2020-3-Wednesday
20204043,2020,2,Friday,No,No,Weekday,2020-2-Friday
20201161,2020,2,Friday,No,No,Weekday,2020-2-Friday
20203019,2020,2,Friday,No,No,Weekday,2020-2-Friday
20202120,2020,2,Friday,No,No,Weekday,2020-2-Friday
20202021,2020,2,Friday,No,No,Weekday,2020-2-Friday
20205084,2020,2,Friday,No,No,Weekday,2020-2-Friday
20203154,2020,2,Friday,No,No,Weekday,2020-2-Friday
20201230,2020,2,Friday,No,No,Weekday,2020-2-Friday
20201089,2020,2,Friday,No,No,Weekday,2020-2-Friday
20203247,2020,2,Friday,No,No,Weekend,2020-2-Friday
20207016,2020,2,Friday,No,No,Weekend,2020-2-Friday
20203044,2020,2,Friday,No,No,Weekend,2020-2-Friday
20201108,2020,2,Monday,No,No,Weekday,2020-2-Monday
20205021,2020,2,Monday,No,No,Weekday,2020-2-Monday
20205003,2020,2,Monday,No,No,Weekday,2020-2-Monday
20202078,2020,2,Monday,No,No,Weekday,2020-2-Monday
20205115,2020,2,Monday,No,No,Weekday,2020-2-Monday
20202150,2020,2,Monday,No,No,Weekday,2020-2-Monday
20202112,2020,2,Monday,No,No,Weekday,2020-2-Monday
20207014,2020,2,Monday,No,No,Weekday,2020-2-Monday
20201115,2020,2,Monday,No,No,Weekday,2020-2-Monday
20202103,2020,2,Monday,No,No,Weekday,2020-2-Monday
20203102,2020,2,Monday,No,No,Weekday,2020-2-Monday
20206007,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201020,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20204023,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201069,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201030,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201235,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20205085,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20202185,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20202136,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20205107,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201157,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20202152,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20205088,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20201050,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20202179,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20204042,2020,2,Saturday,No,No,Weekend,2020-2-Saturday
20203133,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20202031,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20202052,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20204009,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20203216,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20203219,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20201128,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20201074,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20206031,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20205060,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20201139,2020,2,Sunday,No,No,Weekend,2020-2-Sunday
20201261,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20207021,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20201123,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20201049,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20201015,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20203251,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20206002,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20202048,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20203034,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20201054,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20201018,2020,2,Thursday,No,No,Weekday,2020-2-Thursday
20202003,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20204031,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20203067,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20204018,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20203110,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20201103,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20202107,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20203166,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20201024,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20201206,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20202142,2020,2,Tuesday,No,No,Weekday,2020-2-Tuesday
20201203,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20201075,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20206009,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20202045,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20204059,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20205132,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20203200,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20205090,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20205037,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20201111,2020,2,Wednesday,No,No,Weekday,2020-2-Wednesday
20202158,2020,1,Friday,No,No,Weekday,2020-1-Friday
20202167,2020,1,Friday,No,No,Weekday,2020-1-Friday
20202040,2020,1,Friday,Yes,No,Weekday,2020-1-Friday
20201107,2020,1,Friday,No,No,Weekday,2020-1-Friday
20203224,2020,1,Friday,No,No,Weekday,2020-1-Friday
20203147,2020,1,Friday,No,No,Weekday,2020-1-Friday
20202184,2020,1,Friday,Yes,No,Weekday,2020-1-Friday
20201190,2020,1,Friday,No,No,Weekday,2020-1-Friday
20201245,2020,1,Friday,No,No,Weekday,2020-1-Friday
20204083,2020,1,Friday,No,No,Weekend,2020-1-Friday
20203207,2020,1,Friday,Yes,No,Weekend,2020-1-Friday
20201259,2020,1,Friday,Yes,No,Weekend,2020-1-Friday
20202068,2020,1,Friday,No,No,Weekend,2020-1-Friday
20201178,2020,1,Friday,Yes,No,Weekend,2020-1-Friday
20203196,2020,1,Friday,No,No,Weekend,2020-1-Friday
20206016,2020,1,Friday,No,No,Weekend,2020-1-Friday
20206008,2020,1,Monday,No,No,Weekend,2020-1-Monday
20201105,2020,1,Monday,No,No,Weekend,2020-1-Monday
20201171,2020,1,Monday,No,No,Weekday,2020-1-Monday
20202161,2020,1,Monday,No,No,Weekday,2020-1-Monday
20205010,2020,1,Monday,No,No,Weekday,2020-1-Monday
20202085,2020,1,Monday,No,No,Weekday,2020-1-Monday
20206026,2020,1,Monday,No,No,Weekday,2020-1-Monday
20201199,2020,1,Monday,No,No,Weekday,2020-1-Monday
20201085,2020,1,Monday,No,No,Weekday,2020-1-Monday
20206024,2020,1,Monday,No,No,Weekday,2020-1-Monday
20201027,2020,1,Monday,No,No,Weekday,2020-1-Monday
20202024,2020,1,Monday,No,No,Weekday,2020-1-Monday
20203092,2020,1,Monday,No,No,Weekday,2020-1-Monday
20206029,2020,1,Saturday,No,No,Weekend,2020-1-Saturday
20204080,2020,1,Saturday,No,No,Weekend,2020-1-Saturday
20204049,2020,1,Saturday,No,No,Weekend,2020-1-Saturday
20205011,2020,1,Saturday,No,No,Weekend,2020-1-Saturday
20201076,2020,1,Saturday,No,No,Weekend,2020-1-Saturday
20203227,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20201012,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20205137,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20204038,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20202174,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20205122,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20201048,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20202054,2020,1,Sunday,No,No,Weekend,2020-1-Sunday
20203242,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20201210,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20204016,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20202192,2020,1,Thursday,Yes,No,Weekday,2020-1-Thursday
20201179,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20205082,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20202115,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20205079,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20203022,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20202083,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20204062,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20202026,2020,1,Thursday,No,No,Weekday,2020-1-Thursday
20201254,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20201160,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20202104,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20205131,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20201134,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20202086,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20202126,2020,1,Tuesday,No,No,Weekday,2020-1-Tuesday
20202011,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20202047,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20202064,2020,1,Wednesday,Yes,No,Weekday,2020-1-Wednesday
20201060,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20205087,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20206021,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20201046,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20203149,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20204052,2020,1,Wednesday,Yes,No,Weekday,2020-1-Wednesday
20202194,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20207010,2020,1,Wednesday,Yes,No,Weekday,2020-1-Wednesday
20205121,2020,1,Wednesday,No,No,Weekday,2020-1-Wednesday
20191119,2019,12,Friday,Yes,No,Weekday,2019-12-Friday
20192173,2019,12,Friday,No,No,Weekday,2019-12-Friday
20193073,2019,12,Friday,No,No,Weekday,2019-12-Friday
20192170,2019,12,Friday,No,No,Weekday,2019-12-Friday
20197003,2019,12,Friday,No,No,Weekday,2019-12-Friday
20194003,2019,12,Friday,Yes,No,Weekday,2019-12-Friday
20191322,2019,12,Friday,No,No,Weekday,2019-12-Friday
20193148,2019,12,Friday,No,No,Weekday,2019-12-Friday
20192171,2019,12,Friday,No,No,Weekday,2019-12-Friday
20192038,2019,12,Friday,No,No,Weekday,2019-12-Friday
20194038,2019,12,Friday,No,No,Weekday,2019-12-Friday
20195069,2019,12,Friday,No,No,Weekday,2019-12-Friday
20193071,2019,12,Friday,No,No,Weekday,2019-12-Friday
20193006,2019,12,Friday,No,No,Weekend,2019-12-Friday
20194020,2019,12,Friday,No,No,Weekend,2019-12-Friday
20194053,2019,12,Monday,No,No,Weekend,2019-12-Monday
20197018,2019,12,Monday,No,No,Weekday,2019-12-Monday
20193115,2019,12,Monday,No,No,Weekday,2019-12-Monday
20197021,2019,12,Monday,Yes,No,Weekday,2019-12-Monday
20191214,2019,12,Monday,Yes,No,Weekday,2019-12-Monday
20192073,2019,12,Monday,No,No,Weekend,2019-12-Monday
20191117,2019,12,Monday,Yes,No,Weekday,2019-12-Monday
20191169,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191207,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20192176,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20198001,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191012,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20194030,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20192130,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191066,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20195135,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191133,2019,12,Saturday,Yes,No,Weekend,2019-12-Saturday
20191089,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20194050,2019,12,Saturday,Yes,No,Weekend,2019-12-Saturday
20193168,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191125,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20191078,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20192016,2019,12,Saturday,Yes,No,Weekend,2019-12-Saturday
20191071,2019,12,Saturday,No,No,Weekend,2019-12-Saturday
20195043,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20195073,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20191274,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20196003,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20192149,2019,12,Sunday,Yes,No,Weekend,2019-12-Sunday
20197016,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20195106,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20194051,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20195074,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20194068,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20192152,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20192072,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20191171,2019,12,Sunday,No,No,Weekend,2019-12-Sunday
20193015,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20195142,2019,12,Thursday,Yes,No,Weekday,2019-12-Thursday
20191035,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192151,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20194076,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192247,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20193029,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192239,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192104,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192039,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20196023,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20192226,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20193060,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20191096,2019,12,Thursday,No,No,Weekday,2019-12-Thursday
20191076,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20195116,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20194072,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20191200,2019,12,Tuesday,Yes,No,Weekday,2019-12-Tuesday
20193004,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20192233,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20191026,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20192082,2019,12,Tuesday,Yes,No,Weekday,2019-12-Tuesday
20193090,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20191248,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20197020,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20196011,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20191321,2019,12,Tuesday,Yes,No,Weekday,2019-12-Tuesday
20193009,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20191250,2019,12,Tuesday,Yes,No,Weekday,2019-12-Tuesday
20191256,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20193099,2019,12,Tuesday,No,No,Weekday,2019-12-Tuesday
20195063,2019,12,Wednesday,Yes,No,Weekday,2019-12-Wednesday
20191105,2019,12,Wednesday,Yes,No,Weekday,2019-12-Wednesday
20194032,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20194014,2019,12,Wednesday,Yes,No,Weekday,2019-12-Wednesday
20191261,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20193127,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20195119,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20193069,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20191120,2019,12,Wednesday,No,No,Weekday,2019-12-Wednesday
20197010,2019,12,Wednesday,Yes,No,Weekday,2019-12-Wednesday
20194067,2019,12,Wednesday,Yes,No,Weekday,2019-12-Wednesday
20195081,2019,11,Friday,No,No,Weekday,2019-11-Friday
20193134,2019,11,Friday,No,No,Weekday,2019-11-Friday
20196010,2019,11,Friday,No,No,Weekday,2019-11-Friday
20192096,2019,11,Friday,No,No,Weekday,2019-11-Friday
20194055,2019,11,Friday,No,No,Weekday,2019-11-Friday
20191127,2019,11,Friday,No,No,Weekday,2019-11-Friday
20191209,2019,11,Friday,No,No,Weekday,2019-11-Friday
20191057,2019,11,Friday,No,No,Weekday,2019-11-Friday
20192129,2019,11,Friday,No,No,Weekday,2019-11-Friday
20193139,2019,11,Friday,No,No,Weekend,2019-11-Friday
20191154,2019,11,Monday,No,No,Weekend,2019-11-Monday
20192052,2019,11,Monday,No,No,Weekend,2019-11-Monday
20192078,2019,11,Monday,No,No,Weekend,2019-11-Monday
20193052,2019,11,Monday,No,No,Weekend,2019-11-Monday
20191262,2019,11,Monday,No,No,Weekday,2019-11-Monday
20194080,2019,11,Monday,No,No,Weekday,2019-11-Monday
20191313,2019,11,Monday,No,No,Weekday,2019-11-Monday
20191063,2019,11,Monday,No,No,Weekday,2019-11-Monday
20194086,2019,11,Monday,No,No,Weekday,2019-11-Monday
20193123,2019,11,Monday,No,No,Weekday,2019-11-Monday
20192208,2019,11,Monday,No,No,Weekend,2019-11-Monday
20192087,2019,11,Monday,No,No,Weekend,2019-11-Monday
20191296,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20192127,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20193177,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20193167,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20195099,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20194061,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20193013,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20191004,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20191213,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20191215,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20193129,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20193053,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20191092,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20194092,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20191232,2019,11,Saturday,No,No,Weekend,2019-11-Saturday
20194084,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20195105,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20192107,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20195120,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20193153,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20191158,2019,11,Sunday,No,No,Weekend,2019-11-Sunday
20192147,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20194077,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20192203,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20191151,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20191087,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20195016,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20191303,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20192219,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20192216,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20192206,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20195122,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20194029,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20195084,2019,11,Thursday,No,No,Weekday,2019-11-Thursday
20191283,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20191305,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20194059,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20192027,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20191101,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20193048,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20193023,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20191128,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20192172,2019,11,Tuesday,No,No,Weekday,2019-11-Tuesday
20194042,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20191141,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20192084,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20191230,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20192020,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20193046,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20192112,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20195026,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20193064,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20194104,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20194110,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20191324,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20191075,2019,11,Wednesday,No,No,Weekday,2019-11-Wednesday
20196002,2019,10,Friday,No,No,Weekday,2019-10-Friday
