crash_id,year,month,day_of_week,christmas_period,easter_period,weekday_or_weekend,date_id
20231244,2023,10,Monday,No,No,Weekday,2023-10-Monday
20232118,2023,10,Monday,No,No,Weekday,2023-10-Monday
20231128,2023,10,Monday,No,No,Weekday,2023-10-Monday
20232048,2023,10,Monday,No,No,Weekday,2023-10-Monday
20236004,2023,10,Monday,No,No,Weekday,2023-10-Monday
20232204,2023,10,Monday,No,No,Weekday,2023-10-Monday
20231251,2023,10,Monday,No,No,Weekday,2023-10-Monday
20231263,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20231078,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20233251,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20234077,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20236003,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20233246,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20232248,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20237008,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20232026,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20233170,2023,10,Saturday,No,No,Weekend,2023-10-Saturday
20233210,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20233076,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20233131,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20233133,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20232124,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20232136,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20233183,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20232022,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20231168,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20232217,2023,10,Sunday,No,No,Weekend,2023-10-Sunday
20236016,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20231220,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20233195,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20231301,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20233167,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20233021,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20231106,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20231149,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20231226,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20236022,2023,10,Thursday,No,No,Weekday,2023-10-Thursday
20232084,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20232172,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20237023,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20232154,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20234026,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20232103,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20232163,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20231163,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20231262,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20231059,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20236011,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20234095,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20232205,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20234059,2023,10,Tuesday,No,No,Weekday,2023-10-Tuesday
20234066,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20232223,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20231010,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20231274,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20231188,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20231062,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20233191,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20234087,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20232150,2023,10,Wednesday,No,No,Weekday,2023-10-Wednesday
20233144,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233208,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233212,2023,9,Friday,No,No,Weekday,2023-9-Friday
20234032,2023,9,Friday,No,No,Weekday,2023-9-Friday
20232125,2023,9,Friday,No,No,Weekday,2023-9-Friday
20231234,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233121,2023,9,Friday,No,No,Weekday,2023-9-Friday
20232081,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233098,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233070,2023,9,Friday,No,No,Weekday,2023-9-Friday
20233040,2023,9,Friday,No,No,Weekday,2023-9-Friday
20236027,2023,9,Friday,No,No,Weekday,2023-9-Friday
20232239,2023,9,Friday,No,No,Weekday,2023-9-Friday
20231245,2023,9,Friday,No,No,Weekday,2023-9-Friday
20231097,2023,9,Friday,No,No,Weekday,2023-9-Friday
20232152,2023,9,Friday,No,No,Weekend,2023-9-Friday
20231022,2023,9,Friday,No,No,Weekend,2023-9-Friday
20231117,2023,9,Friday,No,No,Weekend,2023-9-Friday
20231164,2023,9,Friday,No,No,Weekend,2023-9-Friday
20231019,2023,9,Monday,No,No,Weekend,2023-9-Monday
20233175,2023,9,Monday,No,No,Weekday,2023-9-Monday
20233015,2023,9,Monday,No,No,Weekday,2023-9-Monday
20231043,2023,9,Monday,No,No,Weekday,2023-9-Monday
20234057,2023,9,Monday,No,No,Weekday,2023-9-Monday
20234105,2023,9,Monday,No,No,Weekday,2023-9-Monday
20233214,2023,9,Monday,No,No,Weekday,2023-9-Monday
20234035,2023,9,Monday,No,No,Weekday,2023-9-Monday
20231067,2023,9,Monday,No,No,Weekday,2023-9-Monday
20231085,2023,9,Monday,No,No,Weekday,2023-9-Monday
20231026,2023,9,Monday,No,No,Weekday,2023-9-Monday
20233263,2023,9,Monday,No,No,Weekday,2023-9-Monday
20237021,2023,9,Monday,No,No,Weekday,2023-9-Monday
20231214,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232181,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20231086,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232076,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233053,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233250,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233118,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20231011,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232135,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233035,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20237006,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233058,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233264,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232005,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20234005,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20231012,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20231158,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20231248,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20234006,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233204,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233027,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232146,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20233162,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232182,2023,9,Saturday,No,No,Weekend,2023-9-Saturday
20232042,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20231165,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20233143,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20231297,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20232023,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20233153,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20232094,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20231074,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20233059,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20233014,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20232051,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20231195,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20231005,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20232252,2023,9,Sunday,No,No,Weekend,2023-9-Sunday
20234109,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20231136,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20234052,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20234056,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20232033,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20232116,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20232189,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20233169,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20232245,2023,9,Thursday,No,No,Weekday,2023-9-Thursday
20231255,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20231057,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20233229,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20231238,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20234062,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20234048,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20232214,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20231150,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20233093,2023,9,Tuesday,No,No,Weekday,2023-9-Tuesday
20231109,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20233247,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20232224,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20232069,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20232004,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20233066,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20231101,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20232190,2023,9,Wednesday,No,No,Weekday,2023-9-Wednesday
20233001,2023,8,Friday,No,No,Weekday,2023-8-Friday
20232025,2023,8,Friday,No,No,Weekday,2023-8-Friday
20231289,2023,8,Friday,No,No,Weekday,2023-8-Friday
20233045,2023,8,Friday,No,No,Weekday,2023-8-Friday
20231036,2023,8,Friday,No,No,Weekday,2023-8-Friday
20233223,2023,8,Friday,No,No,Weekday,2023-8-Friday
20231264,2023,8,Friday,No,No,Weekday,2023-8-Friday
20233249,2023,8,Friday,No,No,Weekday,2023-8-Friday
20232256,2023,8,Friday,No,No,Weekday,2023-8-Friday
20231035,2023,8,Friday,No,No,Weekend,2023-8-Friday
20231159,2023,8,Friday,No,No,Weekend,2023-8-Friday
20232215,2023,8,Friday,No,No,Weekend,2023-8-Friday
20232031,2023,8,Friday,No,No,Weekend,2023-8-Friday
20231242,2023,8,Friday,No,No,Weekend,2023-8-Friday
20231046,2023,8,Friday,No,No,Weekend,2023-8-Friday
20231087,2023,8,Friday,No,No,Weekend,2023-8-Friday
20236007,2023,8,Monday,No,No,Weekend,2023-8-Monday
20231070,2023,8,Monday,No,No,Weekend,2023-8-Monday
20231201,2023,8,Monday,No,No,Weekday,2023-8-Monday
20233234,2023,8,Monday,No,No,Weekday,2023-8-Monday
20233209,2023,8,Monday,No,No,Weekday,2023-8-Monday
20233094,2023,8,Monday,No,No,Weekday,2023-8-Monday
20231200,2023,8,Monday,No,No,Weekday,2023-8-Monday
20232257,2023,8,Monday,No,No,Weekday,2023-8-Monday
20231146,2023,8,Monday,No,No,Weekday,2023-8-Monday
20231028,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233029,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233254,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233241,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231089,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233180,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233193,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20232225,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231027,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231180,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231156,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231092,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20231162,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20236017,2023,8,Saturday,No,No,Weekend,2023-8-Saturday
20233117,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20233119,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20233123,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20234036,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20232153,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20233152,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20232138,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20234011,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20233105,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20232258,2023,8,Sunday,No,No,Weekend,2023-8-Sunday
20233232,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20231204,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20234071,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20231259,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20232210,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20233181,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20232087,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20237005,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20232131,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20233135,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20231153,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20236005,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20232068,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20232007,2023,8,Thursday,No,No,Weekday,2023-8-Thursday
20233102,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20233005,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20231291,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20234038,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20232057,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20233252,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20233213,2023,8,Tuesday,No,No,Weekday,2023-8-Tuesday
20232143,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20234012,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20231207,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20233013,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20231221,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20233211,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20231210,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20233108,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20231090,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20232127,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20232017,2023,8,Wednesday,No,No,Weekday,2023-8-Wednesday
20233016,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233004,2023,7,Friday,No,No,Weekday,2023-7-Friday
20231053,2023,7,Friday,No,No,Weekday,2023-7-Friday
20234010,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233163,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233237,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233097,2023,7,Friday,No,No,Weekday,2023-7-Friday
20231007,2023,7,Friday,No,No,Weekday,2023-7-Friday
20231135,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233222,2023,7,Friday,No,No,Weekday,2023-7-Friday
20234082,2023,7,Friday,No,No,Weekday,2023-7-Friday
20233095,2023,7,Friday,No,No,Weekday,2023-7-Friday
20231034,2023,7,Friday,No,No,Weekend,2023-7-Friday
20232186,2023,7,Friday,No,No,Weekend,2023-7-Friday
20237001,2023,7,Friday,No,No,Weekend,2023-7-Friday
20231008,2023,7,Monday,No,No,Weekend,2023-7-Monday
20233006,2023,7,Monday,No,No,Weekday,2023-7-Monday
20231040,2023,7,Monday,No,No,Weekday,2023-7-Monday
20231075,2023,7,Monday,No,No,Weekday,2023-7-Monday
20233140,2023,7,Monday,No,No,Weekday,2023-7-Monday
20233185,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232034,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232133,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232173,2023,7,Monday,No,No,Weekday,2023-7-Monday
20234080,2023,7,Monday,No,No,Weekday,2023-7-Monday
20234106,2023,7,Monday,No,No,Weekday,2023-7-Monday
20233019,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232232,2023,7,Monday,No,No,Weekday,2023-7-Monday
20233038,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232199,2023,7,Monday,No,No,Weekday,2023-7-Monday
20232231,2023,7,Monday,No,No,Weekday,2023-7-Monday
20231071,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231113,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20232157,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20234091,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20233201,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231042,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231225,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231147,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20234004,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20238003,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231073,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20234015,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231280,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231047,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20231083,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20232247,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20232145,2023,7,Saturday,No,No,Weekend,2023-7-Saturday
20233109,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20234045,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20232222,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20231294,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20231039,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20231127,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20231184,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20232216,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20233087,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20233022,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20232020,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20236014,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20232006,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20233142,2023,7,Sunday,No,No,Weekend,2023-7-Sunday
20231268,2023,7,Thursday,No,No,Weekday,2023-7-Thursday
20231183,2023,7,Thursday,No,No,Weekday,2023-7-Thursday
20231258,2023,7,Thursday,No,No,Weekday,2023-7-Thursday
20232147,2023,7,Thursday,No,No,Weekday,2023-7-Thursday
20234016,2023,7,Thursday,No,No,Weekday,2023-7-Thursday
20233132,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20233018,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20233206,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20232050,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20231100,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20234085,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20231037,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20231218,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20233233,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20233238,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20232218,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20231177,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20233002,2023,7,Tuesday,No,No,Weekday,2023-7-Tuesday
20232202,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20231051,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20231126,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20233160,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20233103,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20232187,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20232255,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20231009,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20233146,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20232126,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20231018,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20233262,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20231021,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20232242,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20233128,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20232107,2023,7,Wednesday,No,No,Weekday,2023-7-Wednesday
20234001,2023,6,Friday,No,No,Weekday,2023-6-Friday
20237009,2023,6,Friday,No,No,Weekday,2023-6-Friday
20236019,2023,6,Friday,No,No,Weekday,2023-6-Friday
20231300,2023,6,Friday,No,No,Weekday,2023-6-Friday
20232086,2023,6,Friday,No,No,Weekday,2023-6-Friday
20233024,2023,6,Friday,No,No,Weekday,2023-6-Friday
20232002,2023,6,Friday,No,No,Weekday,2023-6-Friday
20231138,2023,6,Friday,No,No,Weekday,2023-6-Friday
20233125,2023,6,Friday,No,No,Weekday,2023-6-Friday
20232251,2023,6,Friday,No,No,Weekday,2023-6-Friday
20233067,2023,6,Friday,No,No,Weekday,2023-6-Friday
20233190,2023,6,Friday,No,No,Weekend,2023-6-Friday
20233240,2023,6,Monday,No,No,Weekend,2023-6-Monday
20233030,2023,6,Monday,No,No,Weekend,2023-6-Monday
20232030,2023,6,Monday,No,No,Weekday,2023-6-Monday
20233166,2023,6,Monday,No,No,Weekday,2023-6-Monday
20232056,2023,6,Monday,No,No,Weekday,2023-6-Monday
20233044,2023,6,Monday,No,No,Weekday,2023-6-Monday
20231211,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20232121,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231187,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20236031,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20232114,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20233088,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20237012,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20233150,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231033,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231082,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231167,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20233126,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231174,2023,6,Saturday,No,No,Weekend,2023-6-Saturday
20231286,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20232166,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20231170,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20231193,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20233039,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20231185,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20233075,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20232235,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20236029,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20231253,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20233089,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20231157,2023,6,Sunday,No,No,Weekend,2023-6-Sunday
20232108,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20231194,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20233090,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20233104,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20236034,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20231118,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20234107,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20232158,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20233079,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20232079,2023,6,Thursday,No,No,Weekday,2023-6-Thursday
20231219,2023,6,Tuesday,No,No,Weekday,2023-6-Tuesday
20231140,2023,6,Tuesday,No,No,Weekday,2023-6-Tuesday
20231080,2023,6,Tuesday,No,No,Weekday,2023-6-Tuesday
20231116,2023,6,Tuesday,No,No,Weekday,2023-6-Tuesday
20234013,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20233007,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20232038,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20231079,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20231151,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20232035,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20231243,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20233065,2023,6,Wednesday,No,No,Weekday,2023-6-Wednesday
20233203,2023,5,Friday,No,No,Weekday,2023-5-Friday
20233148,2023,5,Friday,No,No,Weekday,2023-5-Friday
20234089,2023,5,Friday,No,No,Weekday,2023-5-Friday
20233172,2023,5,Friday,No,No,Weekday,2023-5-Friday
20231260,2023,5,Friday,No,No,Weekday,2023-5-Friday
20233256,2023,5,Friday,No,No,Weekday,2023-5-Friday
20234102,2023,5,Friday,No,No,Weekday,2023-5-Friday
20231236,2023,5,Friday,No,No,Weekday,2023-5-Friday
20233186,2023,5,Friday,No,No,Weekday,2023-5-Friday
20231228,2023,5,Friday,No,No,Weekday,2023-5-Friday
20232209,2023,5,Friday,No,No,Weekday,2023-5-Friday
20234044,2023,5,Friday,No,No,Weekend,2023-5-Friday
20233072,2023,5,Monday,No,No,Weekend,2023-5-Monday
20231122,2023,5,Monday,No,No,Weekday,2023-5-Monday
20233179,2023,5,Monday,No,No,Weekday,2023-5-Monday
20233192,2023,5,Monday,No,No,Weekday,2023-5-Monday
20232052,2023,5,Monday,No,No,Weekday,2023-5-Monday
20234078,2023,5,Monday,No,No,Weekday,2023-5-Monday
20232260,2023,5,Monday,No,No,Weekday,2023-5-Monday
20233112,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20233083,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20233197,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20232080,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20231084,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20233199,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20234022,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
20233113,2023,5,Saturday,No,No,Weekend,2023-5-Saturday
