crash_id,time_id
20242262,525
20242100,526
20242211,527
20241168,528
20241162,529
20241073,530
20243097,531
20242182,532
20243123,533
20242044,534
20241120,535
20242266,536
20241048,537
20243023,538
20243137,539
20241200,540
20242151,541
20242223,542
20241259,543
20241264,544
20243086,545
20242215,546
20246012,547
20244068,548
20241296,549
20241006,550
20241258,551
20241290,552
20241056,552
20242014,553
20241251,554
20243076,555
20243162,556
20242027,557
20243029,558
20242179,559
20244080,560
20242241,561
20244047,562
20241041,563
20241165,564
20242077,565
20242078,566
20242017,567
20243223,568
20241271,569
20242217,570
20242245,571
20241170,572
20242199,573
20241177,574
20246015,575
20242165,576
20241011,577
20243260,578
20241083,579
20246006,580
20244058,581
20243218,582
20241089,583
20243146,584
20241295,585
20243264,586
20241136,587
20241281,587
20241076,588
20244073,589
20242094,590
20241058,591
20241019,592
20241275,593
20243222,594
20241065,595
20243094,596
20243145,597
20241305,598
20242146,599
20241231,600
20241145,601
20241228,602
20243030,603
20243034,604
20242058,605
20241085,606
20243091,607
20243184,608
20242104,609
20248004,610
20242101,611
20243195,612
20243055,613
20241212,614
20241241,615
20243071,616
20241171,617
20243193,618
20244011,619
20242225,620
20242160,621
20241183,622
20241025,623
20241079,624
20246010,625
20242235,626
20242113,627
20242025,628
20241148,628
20241262,629
20241172,630
20242192,631
20241014,632
20242191,633
20243189,634
20244033,635
20241206,636
20243069,637
20243188,638
20241130,639
20241178,640
20248011,641
20241043,642
20244054,643
20243032,644
20244015,645
20243112,646
20243253,647
20246028,648
20242244,649
20244006,650
20241154,651
20241146,651
20242009,652
20241217,653
20242030,654
20243025,655
20242168,656
20246021,657
20241238,658
20241158,659
20243228,660
20242210,661
20242253,662
20242256,663
20241289,664
20243045,665
20242028,666
20243054,667
20241187,668
20246007,669
20241126,670
20244049,671
20242021,672
20242045,673
20243101,674
20242206,675
20242117,676
20241226,677
20242079,678
20241156,679
20243093,680
20243125,681
20243134,681
20242239,682
20241232,683
20241061,684
20244056,685
20242039,686
20241182,687
20241044,688
20242131,689
20244031,690
20242059,691
20242033,692
20241207,693
20243033,693
20242159,694
20243177,695
20243241,696
20243132,697
20243159,698
20242072,699
20243028,699
20243105,700
20242258,701
20241007,702
20241227,703
20243130,704
20242065,705
20243259,706
20244052,707
20242247,708
20241093,709
20241276,710
20242208,711
20241157,712
20244065,713
20242054,714
20242221,715
20242197,716
20241075,717
20241279,718
20243095,719
20243272,720
20243027,721
20248001,722
20242228,723
20242105,724
20241069,725
20244074,726
20244008,727
20243100,728
20241122,729
20244064,730
20243138,731
20241141,732
20241244,733
20242236,734
20242195,735
20242010,736
20242205,737
20244002,738
20242041,739
20242084,740
20243230,741
20241114,742
20243068,743
20243099,743
20242145,744
20243062,745
20244048,746
20241112,747
20243047,748
20242198,749
20243202,750
20244029,751
20241185,752
20242153,753
20243257,754
20243149,755
20242202,756
20243245,757
20244004,758
20241123,759
20242222,760
20242248,761
20241213,762
20242220,763
20242047,764
20243270,765
20241121,766
20243016,767
20241038,768
20243200,768
20243039,769
20242246,770
20242063,771
20243180,772
20241297,773
20243059,774
20242242,775
20242091,776
20243077,777
20244038,778
20243136,779
20243211,780
20241270,781
20241225,782
20241084,783
20243050,784
20243216,785
20242190,786
20243115,787
20242116,788
20241129,789
20244076,790
20243141,791
20241095,792
20242082,793
20241090,794
20241113,795
20243258,796
20244053,797
20241064,798
20243175,799
20243183,800
20241049,801
20241242,802
20241144,803
20243262,804
20241001,805
20242231,806
20241018,807
20241105,808
20241282,809
20243204,810
20243224,811
20243179,812
20241192,813
20241026,814
20241067,815
20242001,816
20243013,817
20241191,818
20242031,819
20241117,820
20246020,821
20241012,822
20242263,823
20242038,824
20246005,825
20244030,826
20242061,827
20244036,828
20242134,829
20243060,830
20242002,831
20243057,832
20243166,832
20242203,833
20243196,834
20241214,834
20242083,835
20241272,836
20241104,837
20243182,838
20242180,839
20242126,840
20241023,841
20243065,842
20243083,843
20244070,844
20243048,845
20241280,846
20242118,847
20241193,848
20242150,849
20241239,850
20242111,851
20243255,852
20241033,853
20241288,854
20243012,855
20241164,856
20243250,857
20242076,858
20241099,859
20243052,860
20241015,861
20243219,862
20241184,863
20241284,864
20242218,865
20241008,866
20244075,867
20242147,868
20248010,869
20234108,870
20234099,871
20233145,872
20236026,873
20233259,874
20236028,875
20231088,876
20231189,877
20232156,878
20233100,879
20231103,879
20232192,880
20233056,881
20231091,882
20232211,883
20231104,884
20231155,885
20232098,886
20232128,887
20233085,888
20234027,889
20232061,890
20234033,891
20232044,892
20232250,893
20233231,894
20231020,895
20231115,896
20231038,897
20231108,898
20231281,899
20233078,900
20231261,901
20233258,902
20236009,903
20232237,904
20232188,905
20233165,906
20231098,907
20234029,908
20231102,909
20231198,910
20231129,911
20231231,912
20233120,913
20232196,914
20234053,915
20232240,916
20231095,917
20232119,918
20232243,919
20234042,920
20232067,921
20234079,922
20231023,923
20233221,924
20233081,925
20231076,926
20232045,927
20236006,928
20234061,929
20232201,930
20236025,931
20233189,932
20233111,933
20232097,934
20233036,935
20231250,936
20233228,937
20234084,938
20232009,939
20231145,940
20231056,941
20232115,942
20233012,943
20232018,944
20233200,945
20233110,946
20233154,947
20231223,948
20234067,949
20231182,950
20238004,951
20231173,952
20233155,953
20233161,954
20234020,955
20231052,956
20231296,957
20231143,958
20234021,959
20231302,960
20231285,961
20231178,962
20234031,963
20237013,964
20233136,965
20233051,965
20231229,966
20233176,967
20234068,968
20231044,969
20231190,970
20236012,971
20233205,972
20233074,973
20233050,974
20231045,975
20231205,976
20234025,977
20231119,978
20231272,979
20233139,980
20233043,981
20231256,982
20234018,983
20231278,984
20233008,985
20234063,986
20233069,987
20234017,988
20231029,989
20231111,990
20234034,991
20231160,992
20233224,993
20231139,994
20231303,995
20231283,996
20231141,997
20231206,998
20233017,999
20231175,1000
20233073,1001
20233114,1002
20231064,1003
20233032,1004
20233063,1005
20231271,1006
20234094,1007
20231152,1008
20231068,1009
20233020,1009
20233134,1010
20233198,1010
20231252,1011
20231227,1012
20231292,1013
20232065,1014
20232171,1015
20232063,1016
20232074,1017
20231288,1018
20232170,1019
20231133,1020
20231249,1021
20231171,1022
20233196,1023
20233245,1024
20231025,1025
20231244,1026
20232118,1027
20231128,1028
20232048,1029
20236004,1030
20232204,1031
20231251,1032
20231263,1033
20231078,1034
20233251,1035
20234077,1036
20236003,1037
20233246,1038
20232248,1039
20237008,1040
20232026,1041
20233170,1042
20233210,1043
20233076,1043
20233131,1044
20233133,1045
20232124,1046
20232136,1047
20233183,1048
20232022,1049
20231168,1050
20232217,1051
20236016,1052
20231220,1053
20233195,1054
20231301,1055
20233167,1056
20233021,1057
20231106,1058
20231149,1059
20231226,1060
20236022,1061
20232084,1062
20232172,1063
20237023,1064
20232154,1065
20234026,1066
20232103,1067
20232163,1068
20231163,1069
20231262,1070
20231059,1071
20236011,1072
20234095,1073
20232205,1074
20234059,1075
20234066,1076
20232223,1077
20231010,1078
20231274,1079
20231188,1080
20231062,1081
20233191,1082
20234087,1083
20232150,1084
20233144,1085
20233208,1086
20233212,1087
20234032,1088
20232125,1089
20231234,1090
20233121,1091
20232081,1091
20233098,1092
20233070,1092
20233040,1092
20236027,1093
20232239,1094
20231245,1095
20231097,1096
20232152,1097
20231022,1098
20231117,1099
20231164,1100
20231019,1101
20233175,1102
20233015,1103
20231043,1104
20234057,1105
20234105,1106
20233214,1107
20234035,1108
20231067,1109
20231085,1110
20231026,1111
20233263,1111
20237021,1112
20231214,1113
20232181,1114
20231086,1115
20232076,1116
20233053,1117
20233250,1118
20233118,1119
20231011,1120
20232135,1120
20233035,1121
20237006,1122
20233058,1123
20233264,1124
20232005,1125
20234005,1126
20231012,1127
20231158,1128
20231248,1129
20234006,1129
20233204,1129
20233027,1130
20232146,1131
20233162,1132
20232182,1133
20232042,1134
20231165,1135
20233143,1136
20231297,1137
20232023,1138
20233153,1139
20232094,1140
20231074,1141
20233059,1142
20233014,1143
20232051,1144
20231195,1145
20231005,1145
20232252,1146
20234109,1147
20231136,1148
20234052,1149
20234056,1150
20232033,1151
20232116,1152
20232189,1153
20233169,1154
20232245,1155
20231255,1156
20231057,1157
20233229,1157
20231238,1158
20234062,1159
20234048,1160
20232214,1161
20231150,1162
20233093,1163
20231109,1164
20233247,1165
20232224,1166
20232069,1167
20232004,1168
20233066,1169
20231101,1170
20232190,1171
20233001,1172
20232025,1173
20231289,1174
20233045,1175
20231036,1176
20233223,1177
20231264,1178
20233249,1179
20232256,1180
20231035,1181
20231159,1182
20232215,1183
20232031,1184
20231242,1185
20231046,1186
20231087,1187
20236007,1188
20231070,1189
20231201,1190
20233234,1191
20233209,1192
20233094,1192
20231200,1193
20232257,1194
20231146,1195
20231028,1196
20233029,1197
20233254,1197
20233241,1198
20231089,1199
20233180,1200
20233193,1201
20232225,1202
20231027,1203
20231180,1204
20231156,1205
20231092,1206
20231162,1207
20236017,1208
20233117,1209
20233119,1210
20233123,1211
20234036,1212
20232153,1213
20233152,1214
20232138,1215
20234011,1216
20233105,1217
20232258,1218
20233232,1219
20231204,1220
20234071,1221
20231259,1222
20232210,1223
20233181,1224
20232087,1225
20237005,1226
20232131,1227
20233135,1228
20231153,1229
20236005,1230
20232068,1231
20232007,1232
20233102,1233
20233005,1234
20231291,1235
20234038,1236
20232057,1237
20233252,1238
20233213,1238
20232143,1239
20234012,1240
20231207,1241
20233013,1242
20231221,1243
20233211,1244
20231210,1245
20233108,1246
20231090,1247
20232127,1248
20232017,1249
20233016,1250
20233004,1251
20231053,1252
20234010,1253
20233163,1254
20233237,1255
20233097,1256
20231007,1257
20231135,1258
20233222,1259
20234082,1260
20233095,1261
20231034,1262
20232186,1263
20237001,1264
20231008,1265
20233006,1266
20231040,1266
20231075,1267
20233140,1268
20233185,1269
20232034,1270
20232133,1271
20232173,1272
20234080,1273
20234106,1274
20233019,1275
20232232,1276
20233038,1277
20232199,1278
20232231,1279
20231071,1280
20231113,1281
20232157,1282
20234091,1283
20233201,1284
20231042,1285
20231225,1286
20231147,1287
20234004,1288
20238003,1289
20231073,1290
20234015,1291
20231280,1292
20231047,1293
20231083,1294
20232247,1295
20232145,1296
20233109,1297
20234045,1297
20232222,1298
20231294,1299
20231039,1300
20231127,1301
20231184,1302
20232216,1303
20233087,1304
20233022,1305
20232020,1306
20236014,1307
20232006,1308
20233142,1309
20231268,1310
20231183,1311
20231258,1312
20232147,1313
20234016,1314
20233132,1315
20233018,1316
20233206,1317
20232050,1318
20231100,1319
20234085,1320
20231037,1321
20231218,1322
20233233,1322
20233238,1323
20232218,1324
20231177,1324
20233002,1325
20232202,1326
20231051,1327
20231126,1328
20233160,1329
20233103,1329
20232187,1330
20232255,1331
20231009,1332
20233146,1333
20232126,1334
20231018,1335
20233262,1336
20231021,1337
20232242,1337
20233128,1338
20232107,1339
20234001,1340
20237009,1341
20236019,1342
20231300,1343
20232086,1344
20233024,1345
20232002,1346
20231138,1347
20233125,1348
20232251,1349
20233067,1350
20233190,1351
20233240,1352
20233030,1353
20232030,1354
20233166,1355
20232056,1356
20233044,1357
20231211,1358
20232121,1359
20231187,1360
20236031,1361
20232114,1362
20233088,1363
20237012,1364
20233150,1365
20231033,1366
20231082,1367
20231167,1368
20233126,1369
20231174,1370
20231286,1371
20232166,1372
20231170,1373
20231193,1374
20233039,1375
20231185,1376
20233075,1377
20232235,1378
20236029,1379
20231253,1380
20233089,1381
20231157,1382
20232108,1383
20231194,1384
20233090,1385
20233104,1386
20236034,1387
20231118,1388
20234107,1389
20232158,1390
20233079,1391
20232079,1392
20231219,1393
20231140,1394
20231080,1395
20231116,1396
20234013,1397
20233007,1398
20232038,1399
20231079,1400
20231151,1401
20232035,1402
20231243,1403
20233065,1404
20233203,1405
20233148,1406
20234089,1407
20233172,1408
20231260,1409
20233256,1410
20234102,1411
20231236,1412
20233186,1413
20231228,1414
20232209,1415
20234044,1416
20233072,1417
20231122,1418
20233179,1419
20233192,1420
20232052,1421
20234078,1422
20232260,1423
20233112,1424
20233083,1425
20233197,1425
20232080,1426
20231084,1427
20233199,1428
20234022,1429
20233113,1430
20231273,1431
20236032,1432
20233137,1433
20232085,1434
20231266,1435
20233151,1436
20233116,1437
20231295,1438
20233127,1439
20231024,1440
20231279,1441
20233011,1442
20234086,1443
20234058,1444
20231061,1445
20231016,1446
20236010,1447
20233130,1448
20236024,1449
20234055,1450
20233173,1451
20233071,1451
20231241,1452
20233054,1452
20231048,1452
20232180,1453
20231284,1454
20231222,1455
20233235,1456
20233243,1457
20232102,1458
20233062,1459
20233242,1460
20234051,1461
20233034,1462
20231247,1463
20231072,1464
20231125,1465
20231032,1466
20236008,1467
20231293,1468
20231065,1469
20234002,1470
20231063,1471
20233226,1472
20234088,1473
20233106,1474
20231191,1475
20233215,1476
20231137,1477
20232208,1478
20231176,1479
20231217,1480
20232207,1481
20231298,1482
20232043,1483
20232238,1484
20233026,1485
20237007,1485
20231142,1486
20231290,1487
20231154,1488
20231002,1489
20231015,1490
20233033,1490
20234101,1491
20233046,1492
20236018,1493
20231004,1494
20231066,1495
20232129,1496
20232228,1497
20233107,1498
20233141,1498
20234070,1499
20231124,1500
20233009,1501
20233091,1502
20231081,1503
20231131,1504
20233086,1505
20232032,1506
20231203,1507
20231148,1508
20233248,1509
20231050,1510
20232159,1511
20232029,1512
20233230,1513
20234104,1514
20231192,1515
20234098,1516
20231132,1517
20233042,1518
20231224,1519
20231003,1520
20233064,1521
20231254,1522
20233060,1523
20233061,1524
20233115,1525
20233260,1526
20233227,1526
20231230,1527
20236020,1528
20234019,1529
20234096,1530
20231232,1531
20234064,1532
20232117,1533
20231054,1534
20233049,1535
20234093,1536
20231287,1537
20231299,1538
20233244,1539
20231179,1540
20231267,1541
20231265,1542
20233084,1543
20231269,1544
20233025,1545
20234037,1546
20234030,1547
20231144,1548
20233207,1549
20234060,1550
20233099,1551
20232014,1552
20231216,1553
20234069,1554
20231172,1555
20233177,1556
20232064,1557
20231120,1558
20231030,1559
20233257,1560
20233057,1561
20233178,1562
20231233,1563
20234008,1564
20232175,1565
20232197,1566
20231186,1567
20232212,1568
20231235,1569
20233219,1570
20232151,1571
20233010,1572
20231058,1573
20236015,1574
20232070,1575
20234054,1576
20237002,1577
20232206,1578
20234090,1579
20231049,1580
20232220,1581
20231134,1582
20234041,1583
20233217,1584
20231239,1585
20231202,1586
20234009,1587
20233194,1588
20233187,1588
20231105,1589
20232134,1590
20231077,1591
20231031,1592
20234065,1593
20232091,1594
20236023,1595
20234024,1596
20232010,1597
20233077,1598
20231094,1599
20231055,1600
20231270,1600
20231246,1601
20231275,1602
20237020,1603
20234100,1604
20234073,1605
20233220,1606
20236002,1607
20231110,1608
20233028,1609
20234074,1609
20233168,1610
20234047,1610
20233171,1611
20233055,1612
20232109,1613
20234049,1614
20231114,1615
20231093,1616
20234050,1617
20231130,1618
20233261,1619
20233218,1620
20231257,1621
20233159,1622
20231112,1622
20233096,1623
20231121,1624
20232011,1625
20231237,1626
20231096,1627
20233202,1628
20231017,1629
20232229,1630
20233216,1631
20231169,1632
20231181,1633
20231215,1634
20231199,1635
20236030,1636
20234092,1637
20231212,1638
20234040,1639
20231208,1640
20231069,1641
20232149,1642
20233082,1643
20232140,1644
20232167,1645
20232075,1646
20234028,1647
20231276,1648
20234072,1649
20234075,1650
20232053,1651
20233037,1652
20233048,1653
20234014,1654
20232055,1655
20232148,1656
20232060,1657
20232162,1658
20232100,1659
20232233,1660
20236033,1661
20232105,1662
20232013,1663
20233225,1664
20232221,1665
20233147,1666
20234076,1667
20232176,1668
20231006,1669
20233023,1670
20233182,1670
20232132,1671
20232160,1672
20232036,1673
20233041,1674
20232179,1675
20232041,1676
20232253,1677
20233080,1678
20231197,1679
20233124,1680
20233236,1680
20231213,1681
20234081,1682
20231041,1683
20233101,1684
20232155,1685
20231282,1686
20234103,1687
20234097,1688
20232003,1689
20231196,1690
20232078,1691
20233149,1692
20232164,1693
20231001,1694
20231060,1695
20233188,1696
20233129,1697
20232161,1698
20233003,1699
20231166,1700
20232234,1701
20236001,1702
20231277,1703
20234039,1704
20233047,1705
20234043,1706
20231014,1707
20233031,1708
20233164,1709
20234003,1710
20237004,1711
20234023,1712
20232039,1713
20232092,1714
20233239,1715
20233158,1716
20232008,1717
20232139,1718
20231013,1719
20231123,1720
20232019,1721
20236021,1722
20238002,1723
20232122,1724
20232111,1725
20234007,1726
20231240,1727
20231099,1728
20231161,1728
20232259,1729
20233174,1730
20232101,1731
20232120,1732
20236013,1733
20233253,1734
20231209,1735
20231107,1736
20234083,1737
20234046,1738
20233092,1739
20232082,1739
20232177,1740
20233255,1741
20232142,1742
20221099,1743
20221136,1744
20221056,1745
20221035,1746
20221187,1747
20221203,1748
20223053,1749
20221170,1750
20221220,1751
20221184,1752
20224015,1753
20221079,1754
20221252,1755
20224050,1756
20223141,1757
20223045,1758
20221135,1759
20223271,1760
20223108,1760
20221109,1761
20223173,1762
20223123,1762
20226027,1763
20223253,1764
20223174,1765
20224019,1766
20223023,1767
20227028,1768
20221166,1769
20223107,1770
20223239,1771
20223148,1772
20221143,1773
20221248,1774
20221194,1775
20223046,1776
20223093,1776
20221112,1777
20223058,1778
20221012,1779
20221015,1780
20223201,1781
20221202,1782
20221061,1783
20224062,1784
20221047,1785
20221009,1786
20223090,1787
20221150,1788
20223163,1789
20223199,1789
20221082,1790
20223181,1791
20224055,1792
20223206,1793
20224032,1794
20222052,1795
20221262,1796
20222106,1797
20226038,1798
20223272,1799
20222098,1800
20224002,1801
20221087,1802
20222108,1803
20223062,1804
20224013,1805
20222182,1806
20223051,1807
20221233,1808
20221105,1809
20226040,1810
20221078,1811
20223219,1812
20222012,1813
20223091,1814
20222013,1815
20222016,1816
20223074,1817
20223071,1817
20221013,1818
20221086,1819
20223099,1820
20223158,1821
20221189,1822
20223078,1823
20226034,1824
20221103,1825
20222004,1826
20224054,1827
20223150,1828
20221181,1829
20221215,1830
20223113,1831
20223018,1832
20223223,1832
20221040,1833
20222023,1834
20221042,1835
20223010,1836
20223012,1837
20222220,1838
20221031,1839
20222015,1840
20223028,1841
20222196,1842
20221081,1843
20221188,1844
20221173,1845
20221131,1846
20222159,1847
20223052,1848
20223138,1849
20222031,1850
20223064,1851
20222121,1852
20227002,1853
20223198,1854
20223101,1855
20221110,1856
20222177,1857
20221116,1858
20226041,1859
20221161,1860
20224037,1861
20222036,1862
20221011,1863
20223065,1864
20221205,1865
20224025,1866
20223029,1867
20223220,1868
20222051,1869
20221074,1870
20223131,1871
20222157,1872
20226044,1873
20227017,1874
20223248,1875
20223044,1876
20227040,1877
20222163,1878
20222217,1879
20223024,1880
20221175,1881
20222207,1882
20224012,1883
20221052,1884
20222178,1885
20221191,1886
20221051,1887
20223050,1888
20221234,1889
20222068,1890
20226023,1891
20221002,1892
20222126,1893
20222102,1894
20221176,1895
20226011,1896
20221037,1897
20222139,1898
20228002,1899
20222211,1900
20221077,1901
20223059,1902
20223129,1902
20228009,1903
20223252,1904
20224044,1905
20222032,1906
20223146,1907
20221102,1907
20228007,1908
20221245,1909
20221240,1910
20223055,1911
20223258,1912
20223164,1913
20221199,1914
20221016,1915
20222205,1916
20222103,1917
20223152,1918
20224065,1919
20221080,1920
20221008,1921
20222142,1922
20222019,1923
20223246,1924
20223135,1925
20222180,1926
20221017,1927
20223166,1928
20222111,1929
20222135,1930
20221152,1931
20223162,1932
20221225,1933
20226005,1934
20223208,1935
20221230,1936
20226007,1937
20223005,1938
20223003,1939
20221132,1940
20221094,1941
20222021,1942
20223209,1943
20221195,1944
20221026,1945
20221192,1946
20222073,1947
20221163,1948
20223016,1949
20222204,1950
20224007,1951
20223249,1952
20226006,1953
20221126,1954
20221107,1955
20223226,1956
20223002,1957
20222191,1958
20221097,1959
20223214,1960
20222040,1961
20223075,1962
20223073,1963
20221210,1964
20222037,1965
20224061,1966
20222184,1967
20223139,1968
20221180,1969
20224041,1970
20222190,1971
20222101,1972
20227025,1973
20221067,1974
20223034,1975
20222006,1976
20221190,1977
20222104,1978
20221106,1978
20223068,1979
20221250,1980
20221141,1981
20226026,1982
20221162,1983
20222120,1984
20223217,1985
20222014,1986
20222109,1987
20222166,1988
20222131,1989
20223154,1989
20222225,1990
20221174,1991
20224036,1992
20223031,1993
20223221,1994
20221140,1995
20222169,1996
20221237,1997
20221060,1998
20222090,1999
20222176,2000
20222214,2001
20221243,2002
20222208,2003
20223118,2003
20222172,2004
20221127,2005
20222183,2006
20223153,2007
20221244,2008
20221133,2009
20224026,2010
20222199,2011
20224038,2012
20224051,2013
20223228,2014
20221025,2015
20223025,2016
20223147,2017
20223039,2018
20222192,2019
20222215,2020
20223061,2020
20223170,2021
20221054,2022
20221096,2023
20221235,2024
20222047,2025
20221010,2026
20222195,2027
20223117,2028
20222233,2029
20223121,2030
20222119,2031
20228003,2032
20227018,2033
20221217,2034
20221089,2035
20226042,2036
20223042,2037
20227038,2038
20223114,2039
20224053,2040
20222231,2041
20223264,2042
20226016,2043
20222164,2044
20221118,2045
20223086,2046
20224043,2047
20223265,2048
20223180,2049
20221168,2050
20223100,2051
20221239,2052
20221092,2053
20223202,2054
20222005,2055
20224008,2056
20223241,2057
20227009,2058
20222071,2059
20227031,2060
20223097,2061
