crash_id,person_id
20223268,20223268_Passenger_Male_14_0_to_16
20223124,20223124_Driver_Male_51_40_to_64
20221036,20221036_Driver_Male_60_40_to_64
20223084,20223084_Motorcycle rider_Male_49_40_to_64
20221172,20221172_Driver_Male_29_26_to_39
20222048,20222048_Driver_Male_18_17_to_25
20221134,20221134_Motorcycle rider_Male_16_0_to_16
20223251,20223251_Pedestrian_Male_87_75_or_older
20222113,20222113_Pedal cyclist_Male_62_40_to_64
20222017,20222017_Motorcycle rider_Male_27_26_to_39
20221069,20221069_Driver_Male_33_26_to_39
20223213,20223213_Driver_Male_40_40_to_64
20222070,20222070_Motorcycle rider_Male_42_40_to_64
20223229,20223229_Motorcycle rider_Male_60_40_to_64
20223187,20223187_Motorcycle rider_Male_32_26_to_39
20222130,20222130_Pedestrian_Male_8_0_to_16
20221023,20221023_Motorcycle rider_Male_51_40_to_64
20221038,20221038_Motorcycle rider_Male_24_17_to_25
20227030,20227030_Passenger_Male_27_26_to_39
20227030,20227030_Passenger_Male_30_26_to_39
20227030,20227030_Driver_Male_32_26_to_39
20227030,20227030_Passenger_Male_36_26_to_39
20221083,20221083_Driver_Male_71_65_to_74
20221083,20221083_Driver_Male_48_40_to_64
20224031,20224031_Pedestrian_Male_47_40_to_64
20222213,20222213_Motorcycle rider_Male_20_17_to_25
20221206,20221206_Passenger_Male_18_17_to_25
20227010,20227010_Driver_Male_65_65_to_74
20224027,20224027_Driver_Male_46_40_to_64
20223130,20223130_Passenger_Male_22_17_to_25
20222083,20222083_Driver_Male_26_26_to_39
20223126,20223126_Passenger_Male_23_17_to_25
20223144,20223144_Driver_Male_34_26_to_39
20221032,20221032_Driver_Male_49_40_to_64
20221156,20221156_Pedestrian_Male_18_17_to_25
20224029,20224029_Driver_Male_19_17_to_25
20224063,20224063_Driver_Male_37_26_to_39
20223027,20223027_Passenger_Male_23_17_to_25
20224022,20224022_Driver_Female_23_17_to_25
20221130,20221130_Driver_Female_19_17_to_25
20222082,20222082_Motorcycle rider_Male_44_40_to_64
20222097,20222097_Motorcycle rider_Male_62_40_to_64
20223244,20223244_Driver_Female_29_26_to_39
20221260,20221260_Driver_Male_82_75_or_older
20221167,20221167_Driver_Male_66_65_to_74
20222228,20222228_Driver_Female_57_40_to_64
20221005,20221005_Driver_Male_54_40_to_64
20223255,20223255_Driver_Female_42_40_to_64
20223079,20223079_Driver_Male_76_75_or_older
20222188,20222188_Driver_Male_60_40_to_64
20228011,20228011_Pedestrian_Male_28_26_to_39
20226025,20226025_Driver_Male_62_40_to_64
20223207,20223207_Motorcycle rider_Male_79_75_or_older
20222086,20222086_Motorcycle rider_Male_53_40_to_64
20221045,20221045_Pedestrian_Male_76_75_or_older
20223007,20223007_Motorcycle rider_Male_72_65_to_74
20226032,20226032_Motorcycle rider_Male_28_26_to_39
20221117,20221117_Driver_Female_72_65_to_74
20222107,20222107_Motorcycle rider_Male_20_17_to_25
20221104,20221104_Driver_Male_54_40_to_64
20221218,20221218_Motorcycle rider_Male_22_17_to_25
20224052,20224052_Driver_Male_21_17_to_25
20223182,20223182_Pedestrian_Male_90_75_or_older
20222155,20222155_Driver_Male_19_17_to_25
20226028,20226028_Pedal cyclist_Male_53_40_to_64
20222045,20222045_Driver_Female_68_65_to_74
20223161,20223161_Driver_Male_63_40_to_64
20223161,20223161_Driver_Male_52_40_to_64
20224039,20224039_Driver_Female_42_40_to_64
20221142,20221142_Motorcycle rider_Male_63_40_to_64
20223231,20223231_Driver_Male_25_17_to_25
20222146,20222146_Driver_Male_60_40_to_64
20222039,20222039_Pedal cyclist_Male_80_75_or_older
20221160,20221160_Motorcycle rider_Male_70_65_to_74
20221137,20221137_Driver_Female_52_40_to_64
20223227,20223227_Motorcycle rider_Male_27_26_to_39
20221022,20221022_Driver_Female_76_75_or_older
20227035,20227035_Pedestrian_Female_51_40_to_64
20223009,20223009_Motorcycle rider_Male_54_40_to_64
20223165,20223165_Driver_Female_63_40_to_64
20223019,20223019_Driver_Male_80_75_or_older
20222201,20222201_Motorcycle rider_Male_38_26_to_39
20222050,20222050_Driver_Female_55_40_to_64
20223081,20223081_Passenger_Female_72_65_to_74
20223081,20223081_Driver_Male_50_40_to_64
20223210,20223210_Motorcycle rider_Male_30_26_to_39
20223116,20223116_Driver_Female_44_40_to_64
20221041,20221041_Driver_Male_40_40_to_64
20222088,20222088_Passenger_Male_72_65_to_74
20224010,20224010_Pedestrian_Male_70_65_to_74
20221216,20221216_Pedestrian_Female_19_17_to_25
20223267,20223267_Driver_Male_49_40_to_64
20223030,20223030_Driver_Male_61_40_to_64
20221007,20221007_Pedestrian_Male_25_17_to_25
20223176,20223176_Driver_Male_51_40_to_64
20223176,20223176_Driver_Female_52_40_to_64
20221246,20221246_Driver_Female_17_17_to_25
20223022,20223022_Driver_Male_17_17_to_25
20223230,20223230_Passenger_Male_69_65_to_74
20221021,20221021_Motorcycle rider_Male_39_26_to_39
20222087,20222087_Motorcycle rider_Male_73_65_to_74
20223184,20223184_Driver_Male_22_17_to_25
20224030,20224030_Passenger_Female_47_40_to_64
20222179,20222179_Driver_Male_65_65_to_74
20222118,20222118_Driver_Male_68_65_to_74
20224005,20224005_Driver_Male_21_17_to_25
20221048,20221048_Driver_Male_28_26_to_39
20223140,20223140_Driver_Male_44_40_to_64
20223092,20223092_Passenger_Male_27_26_to_39
20221014,20221014_Driver_Female_22_17_to_25
20221057,20221057_Driver_Female_46_40_to_64
20222116,20222116_Driver_Female_64_40_to_64
20223047,20223047_Passenger_Male_17_17_to_25
20222056,20222056_Driver_Male_20_17_to_25
20222203,20222203_Driver_Male_18_17_to_25
20223257,20223257_Driver_Male_19_17_to_25
20223128,20223128_Passenger_Female_14_0_to_16
20222160,20222160_Pedestrian_Male_30_26_to_39
20222053,20222053_Motorcycle rider_Male_17_17_to_25
20221183,20221183_Driver_Female_26_26_to_39
20222110,20222110_Motorcycle rider_Male_43_40_to_64
20221224,20221224_Motorcycle rider_Male_80_75_or_older
20221259,20221259_Driver_Male_61_40_to_64
20221228,20221228_Motorcycle rider_Male_57_40_to_64
20221198,20221198_Motorcycle rider_Male_62_40_to_64
20223195,20223195_Driver_Male_29_26_to_39
20221034,20221034_Driver_Male_60_40_to_64
20221115,20221115_Motorcycle rider_Male_23_17_to_25
20223211,20223211_Driver_Male_45_40_to_64
20223211,20223211_Driver_Female_22_17_to_25
20221075,20221075_Motorcycle rider_Male_55_40_to_64
20223089,20223089_Motorcycle rider_Male_78_75_or_older
20222162,20222162_Passenger_Male_79_75_or_older
20222065,20222065_Passenger_Female_69_65_to_74
20221159,20221159_Motorcycle rider_Female_47_40_to_64
20222046,20222046_Motorcycle rider_Female_49_40_to_64
20221068,20221068_Driver_Male_46_40_to_64
20222174,20222174_Driver_Male_78_75_or_older
20223041,20223041_Motorcycle rider_Male_26_26_to_39
20226022,20226022_Driver_Male_50_40_to_64
20221020,20221020_Driver_Male_15_0_to_16
20223133,20223133_Passenger_Male_6_0_to_16
20222062,20222062_Pedal cyclist_Male_58_40_to_64
20221254,20221254_Passenger_Male_46_40_to_64
20221254,20221254_Driver_Male_52_40_to_64
20222007,20222007_Driver_Male_40_40_to_64
20223233,20223233_Pedestrian_Male_50_40_to_64
20221241,20221241_Driver_Male_51_40_to_64
20227006,20227006_Motorcycle rider_Male_46_40_to_64
20222212,20222212_Driver_Male_38_26_to_39
20221229,20221229_Passenger_Male_5_0_to_16
20226033,20226033_Motorcycle pillion passenger_Male_39_26_to_39
20222041,20222041_Motorcycle rider_Male_21_17_to_25
20221186,20221186_Driver_Male_79_75_or_older
20227034,20227034_Pedestrian_Female_23_17_to_25
20224048,20224048_Driver_Male_56_40_to_64
20221214,20221214_Driver_Female_80_75_or_older
20223142,20223142_Motorcycle rider_Male_14_0_to_16
20222100,20222100_Driver_Female_29_26_to_39
20223021,20223021_Motorcycle rider_Male_33_26_to_39
20221158,20221158_Passenger_Female_37_26_to_39
20222117,20222117_Driver_Female_36_26_to_39
20221154,20221154_Driver_Male_94_75_or_older
20227019,20227019_Driver_Male_40_40_to_64
20221024,20221024_Passenger_Female_43_40_to_64
20221024,20221024_Driver_Female_21_17_to_25
20222186,20222186_Pedestrian_Female_65_65_to_74
20224017,20224017_Motorcycle rider_Male_22_17_to_25
20222219,20222219_Motorcycle rider_Male_20_17_to_25
20228001,20228001_Driver_Male_31_26_to_39
20222125,20222125_Pedestrian_Female_18_17_to_25
20226024,20226024_Pedestrian_Female_37_26_to_39
20213216,20213216_Passenger_Female_16_0_to_16
20212172,20212172_Driver_Male_26_26_to_39
20215133,20215133_Driver_Male_65_65_to_74
20213127,20213127_Pedal cyclist_Male_74_65_to_74
20212142,20212142_Motorcycle rider_Male_25_17_to_25
20212161,20212161_Pedestrian_Female_59_40_to_64
20211232,20211232_Pedestrian_Male_3_0_to_16
20212205,20212205_Driver_Male_29_26_to_39
20211018,20211018_Motorcycle rider_Male_64_40_to_64
20212026,20212026_Passenger_Female_84_75_or_older
20217020,20217020_Passenger_Male_10_0_to_16
20216011,20216011_Driver_Male_66_65_to_74
20212157,20212157_Pedestrian_Male_70_65_to_74
20213119,20213119_Passenger_Female_12_0_to_16
20212051,20212051_Motorcycle rider_Male_31_26_to_39
20211130,20211130_Motorcycle rider_Male_51_40_to_64
20217003,20217003_Passenger_Female_44_40_to_64
20213226,20213226_Motorcycle rider_Male_22_17_to_25
20217003,20217003_Driver_Male_49_40_to_64
20217025,20217025_Passenger_Male_58_40_to_64
20213164,20213164_Driver_Male_33_26_to_39
20211254,20211254_Motorcycle rider_Male_21_17_to_25
20212108,20212108_Passenger_Female_34_26_to_39
20212108,20212108_Passenger_Female_68_65_to_74
20213187,20213187_Motorcycle rider_Male_61_40_to_64
20212145,20212145_Passenger_Female_2_0_to_16
20214071,20214071_Passenger_Female_62_40_to_64
20211225,20211225_Driver_Male_36_26_to_39
20211166,20211166_Motorcycle rider_Male_21_17_to_25
20211178,20211178_Motorcycle rider_Male_22_17_to_25
20214004,20214004_Pedestrian_Male_31_26_to_39
20211200,20211200_Motorcycle rider_Male_48_40_to_64
20215156,20215156_Motorcycle rider_Male_65_65_to_74
20211155,20211155_Driver_Female_72_65_to_74
20211170,20211170_Motorcycle rider_Male_59_40_to_64
20215047,20215047_Driver_Male_47_40_to_64
20212198,20212198_Motorcycle rider_Male_53_40_to_64
20212013,20212013_Driver_Male_57_40_to_64
20214049,20214049_Driver_Male_56_40_to_64
20213006,20213006_Pedal cyclist_Male_54_40_to_64
20211017,20211017_Passenger_Female_36_26_to_39
20214075,20214075_Pedestrian_Female_37_26_to_39
20213162,20213162_Pedestrian_Male_27_26_to_39
20217007,20217007_Pedestrian_Male_27_26_to_39
20211124,20211124_Driver_Male_17_17_to_25
20215063,20215063_Driver_Male_25_17_to_25
20211075,20211075_Motorcycle rider_Male_49_40_to_64
20211174,20211174_Driver_Male_42_40_to_64
20211229,20211229_Motorcycle rider_Male_40_40_to_64
20213008,20213008_Driver_Male_39_26_to_39
20213150,20213150_Pedal cyclist_Male_20_17_to_25
20211133,20211133_Driver_Male_18_17_to_25
20211042,20211042_Driver_Male_56_40_to_64
20212133,20212133_Pedestrian_Female_76_75_or_older
20212194,20212194_Pedestrian_Female_66_65_to_74
20212196,20212196_Driver_Male_38_26_to_39
20213195,20213195_Pedal cyclist_Male_89_75_or_older
20212129,20212129_Motorcycle rider_Male_42_40_to_64
20215152,20215152_Driver_Male_51_40_to_64
20215013,20215013_Driver_Male_54_40_to_64
20215078,20215078_Motorcycle rider_Male_52_40_to_64
20216018,20216018_Driver_Male_80_75_or_older
20211250,20211250_Motorcycle rider_Male_29_26_to_39
20216010,20216010_Driver_Male_28_26_to_39
20211039,20211039_Driver_Male_19_17_to_25
20211131,20211131_Driver_Male_16_0_to_16
20214022,20214022_Driver_Male_21_17_to_25
20211246,20211246_Driver_Male_49_40_to_64
20214015,20214015_Driver_Male_25_17_to_25
20211031,20211031_Pedal cyclist_Male_80_75_or_older
20212030,20212030_Motorcycle rider_Male_47_40_to_64
20212067,20212067_Motorcycle rider_Male_81_75_or_older
20212067,20212067_Motorcycle rider_Male_71_65_to_74
20211081,20211081_Motorcycle rider_Male_48_40_to_64
20211181,20211181_Motorcycle rider_Male_71_65_to_74
20215057,20215057_Pedestrian_Male_56_40_to_64
20214074,20214074_Driver_Male_34_26_to_39
20215150,20215150_Driver_Male_38_26_to_39
20213228,20213228_Motorcycle rider_Male_24_17_to_25
20211027,20211027_Motorcycle rider_Male_17_17_to_25
20211087,20211087_Driver_Male_31_26_to_39
20211086,20211086_Pedestrian_Male_89_75_or_older
20211242,20211242_Pedal cyclist_Male_79_75_or_older
20215054,20215054_Pedestrian_Female_67_65_to_74
20215144,20215144_Motorcycle rider_Male_50_40_to_64
20211147,20211147_Motorcycle rider_Male_18_17_to_25
20211194,20211194_Pedestrian_Female_70_65_to_74
20213247,20213247_Driver_Female_75_75_or_older
20211146,20211146_Passenger_Male_57_40_to_64
20212029,20212029_Driver_Male_15_0_to_16
20213206,20213206_Driver_Female_49_40_to_64
20216016,20216016_Motorcycle rider_Female_84_75_or_older
20211164,20211164_Driver_Male_62_40_to_64
20211009,20211009_Driver_Female_36_26_to_39
20212162,20212162_Driver_Male_37_26_to_39
20213242,20213242_Driver_Male_53_40_to_64
20212075,20212075_Driver_Female_24_17_to_25
20213086,20213086_Driver_Male_84_75_or_older
20211235,20211235_Motorcycle rider_Male_31_26_to_39
20211025,20211025_Driver_Male_74_65_to_74
20213175,20213175_Driver_Male_24_17_to_25
20212078,20212078_Driver_Male_67_65_to_74
20211058,20211058_Driver_Male_61_40_to_64
20212153,20212153_Motorcycle rider_Male_28_26_to_39
20211167,20211167_Pedestrian_Male_20_17_to_25
20212167,20212167_Driver_Male_28_26_to_39
20211215,20211215_Driver_Female_51_40_to_64
20213154,20213154_Pedestrian_Male_48_40_to_64
20211205,20211205_Driver_Male_75_75_or_older
20215151,20215151_Driver_Male_94_75_or_older
20215066,20215066_Passenger_Male_70_65_to_74
20212113,20212113_Pedal cyclist_Male_74_65_to_74
20214077,20214077_Driver_Female_21_17_to_25
20211013,20211013_Pedestrian_Female_21_17_to_25
20211103,20211103_Passenger_Female_82_75_or_older
20211085,20211085_Passenger_Male_22_17_to_25
20213026,20213026_Passenger_Male_24_17_to_25
20217018,20217018_Pedestrian_Female_57_40_to_64
20213052,20213052_Passenger_Female_89_75_or_older
20213031,20213031_Driver_Female_47_40_to_64
20213153,20213153_Motorcycle rider_Male_52_40_to_64
20214027,20214027_Motorcycle rider_Male_19_17_to_25
20215076,20215076_Passenger_Male_20_17_to_25
20215076,20215076_Driver_Male_21_17_to_25
20216032,20216032_Driver_Male_18_17_to_25
20214020,20214020_Pedal cyclist_Male_51_40_to_64
20211097,20211097_Driver_Male_62_40_to_64
20212061,20212061_Driver_Male_68_65_to_74
20213071,20213071_Driver_Male_28_26_to_39
20212176,20212176_Driver_Male_17_17_to_25
20212136,20212136_Driver_Male_19_17_to_25
20212136,20212136_Passenger_Male_32_26_to_39
20214084,20214084_Driver_Male_31_26_to_39
20215105,20215105_Motorcycle rider_Male_21_17_to_25
20214056,20214056_Driver_Male_68_65_to_74
20211024,20211024_Pedestrian_Female_68_65_to_74
20212201,20212201_Passenger_Male_51_40_to_64
20212201,20212201_Driver_Female_47_40_to_64
20213166,20213166_Motorcycle rider_Male_28_26_to_39
20215106,20215106_Motorcycle rider_Male_22_17_to_25
20212057,20212057_Motorcycle rider_Male_32_26_to_39
20211201,20211201_Driver_Male_61_40_to_64
20212160,20212160_Driver_Female_69_65_to_74
20211140,20211140_Driver_Female_47_40_to_64
20211041,20211041_Motorcycle rider_Male_62_40_to_64
20212034,20212034_Passenger_Female_78_75_or_older
20212010,20212010_Passenger_Female_61_40_to_64
20214036,20214036_Driver_Female_70_65_to_74
20213163,20213163_Driver_Male_77_75_or_older
20211101,20211101_Driver_Male_45_40_to_64
20211251,20211251_Driver_Male_25_17_to_25
20213143,20213143_Passenger_Female_59_40_to_64
20213143,20213143_Passenger_Male_2_0_to_16
20213143,20213143_Passenger_Male_18_17_to_25
20212209,20212209_Pedestrian_Male_46_40_to_64
20212135,20212135_Pedestrian_Male_44_40_to_64
20211168,20211168_Driver_Female_28_26_to_39
20214050,20214050_Driver_Male_58_40_to_64
20212011,20212011_Driver_Male_75_75_or_older
20212185,20212185_Driver_Female_18_17_to_25
20213088,20213088_Driver_Male_52_40_to_64
20211245,20211245_Driver_Male_21_17_to_25
20214039,20214039_Passenger_Male_35_26_to_39
20214039,20214039_Driver_Male_41_40_to_64
20213137,20213137_Driver_Male_21_17_to_25
20213137,20213137_Passenger_Male_19_17_to_25
20212137,20212137_Driver_Male_48_40_to_64
20215141,20215141_Driver_Male_75_75_or_older
20213214,20213214_Driver_Female_33_26_to_39
20211127,20211127_Driver_Male_54_40_to_64
20213134,20213134_Pedestrian_Male_26_26_to_39
20211183,20211183_Driver_Male_69_65_to_74
20213027,20213027_Motorcycle rider_Male_26_26_to_39
20212155,20212155_Driver_Male_41_40_to_64
20213067,20213067_Driver_Male_65_65_to_74
20211213,20211213_Driver_Male_18_17_to_25
20212016,20212016_Driver_Female_61_40_to_64
20215018,20215018_Driver_Male_31_26_to_39
20215149,20215149_Driver_Male_33_26_to_39
20213190,20213190_Driver_Female_26_26_to_39
20212024,20212024_Driver_Female_54_40_to_64
20215024,20215024_Driver_Male_51_40_to_64
20216027,20216027_Motorcycle rider_Male_38_26_to_39
20215095,20215095_Driver_Male_30_26_to_39
20215095,20215095_Passenger_Male_39_26_to_39
20213149,20213149_Driver_Male_31_26_to_39
20212143,20212143_Driver_Male_22_17_to_25
20214058,20214058_Pedal cyclist_Female_47_40_to_64
20211185,20211185_Driver_Male_25_17_to_25
20211159,20211159_Pedestrian_Female_72_65_to_74
20213140,20213140_Pedestrian_Male_84_75_or_older
20212156,20212156_Passenger_Female_79_75_or_older
20212156,20212156_Driver_Female_77_75_or_older
20215001,20215001_Motorcycle rider_Male_66_65_to_74
20215114,20215114_Pedestrian_Male_54_40_to_64
20212097,20212097_Driver_Male_76_75_or_older
20212028,20212028_Driver_Male_47_40_to_64
20215067,20215067_Pedestrian_Male_43_40_to_64
20212087,20212087_Driver_Male_32_26_to_39
20213227,20213227_Motorcycle pillion passenger_Male_32_26_to_39
20213227,20213227_Motorcycle rider_Male_30_26_to_39
20213174,20213174_Driver_Female_18_17_to_25
20213136,20213136_Motorcycle rider_Male_25_17_to_25
20211202,20211202_Motorcycle rider_Male_18_17_to_25
20213197,20213197_Driver_Male_45_40_to_64
20211189,20211189_Motorcycle pillion passenger_Female_17_17_to_25
20213106,20213106_Driver_Male_77_75_or_older
20211100,20211100_Driver_Female_20_17_to_25
20211093,20211093_Driver_Female_64_40_to_64
20213032,20213032_Passenger_Male_65_65_to_74
20213032,20213032_Passenger_Male_87_75_or_older
20214003,20214003_Driver_Male_31_26_to_39
20211021,20211021_Passenger_Female_94_75_or_older
20211161,20211161_Driver_Male_41_40_to_64
20211256,20211256_Driver_Male_28_26_to_39
20215065,20215065_Motorcycle rider_Male_52_40_to_64
20213070,20213070_Pedal cyclist_Male_80_75_or_older
20213132,20213132_Motorcycle rider_Male_27_26_to_39
20212056,20212056_Passenger_Male_10_0_to_16
20217014,20217014_Passenger_Female_39_26_to_39
20213046,20213046_Motorcycle rider_Male_64_40_to_64
20214037,20214037_Motorcycle rider_Male_50_40_to_64
20211135,20211135_Passenger_Male_6_0_to_16
20211234,20211234_Motorcycle rider_Male_65_65_to_74
20213170,20213170_Motorcycle rider_Male_59_40_to_64
20214061,20214061_Motorcycle rider_Male_60_40_to_64
20213235,20213235_Passenger_Female_55_40_to_64
20213212,20213212_Driver_Male_85_75_or_older
20214023,20214023_Driver_Male_68_65_to_74
20211151,20211151_Driver_Male_65_65_to_74
20212060,20212060_Motorcycle rider_Male_32_26_to_39
20211089,20211089_Driver_Male_25_17_to_25
20215041,20215041_Driver_Male_25_17_to_25
20213123,20213123_Passenger_Male_17_17_to_25
20211145,20211145_Pedal cyclist_Male_55_40_to_64
20216009,20216009_Passenger_Male_18_17_to_25
20211078,20211078_Driver_Male_23_17_to_25
20211207,20211207_Pedestrian_Male_21_17_to_25
20211059,20211059_Driver_Male_31_26_to_39
20211059,20211059_Passenger_Male_22_17_to_25
20212154,20212154_Driver_Male_23_17_to_25
20215020,20215020_Motorcycle rider_Male_49_40_to_64
20212019,20212019_Driver_Male_67_65_to_74
20213144,20213144_Pedestrian_Male_74_65_to_74
20213199,20213199_Driver_Male_57_40_to_64
20212186,20212186_Driver_Male_31_26_to_39
20213082,20213082_Motorcycle rider_Male_48_40_to_64
20211006,20211006_Motorcycle rider_Male_62_40_to_64
20213003,20213003_Driver_Female_47_40_to_64
20213003,20213003_Passenger_Male_2_0_to_16
20213141,20213141_Driver_Male_64_40_to_64
20214030,20214030_Driver_Female_80_75_or_older
20214054,20214054_Passenger_Female_59_40_to_64
20215125,20215125_Driver_Female_38_26_to_39
20213230,20213230_Driver_Male_17_17_to_25
20212179,20212179_Pedal cyclist_Male_60_40_to_64
20215157,20215157_Driver_Male_80_75_or_older
20211077,20211077_Driver_Male_43_40_to_64
20212049,20212049_Driver_Male_68_65_to_74
20213135,20213135_Passenger_Female_47_40_to_64
20213135,20213135_Driver_Male_50_40_to_64
20213135,20213135_Passenger_Female_48_40_to_64
20214062,20214062_Driver_Male_85_75_or_older
20213112,20213112_Motorcycle rider_Male_66_65_to_74
20211199,20211199_Motorcycle rider_Male_42_40_to_64
20212092,20212092_Driver_Female_24_17_to_25
20211152,20211152_Driver_Male_43_40_to_64
20212036,20212036_Motorcycle pillion passenger_Female_24_17_to_25
20213093,20213093_Motorcycle rider_Male_30_26_to_39
20213151,20213151_Pedestrian_Male_35_26_to_39
20213057,20213057_Driver_Male_18_17_to_25
20215059,20215059_Driver_Male_25_17_to_25
20211212,20211212_Driver_Male_46_40_to_64
20211106,20211106_Pedestrian_Female_43_40_to_64
20211184,20211184_Driver_Male_85_75_or_older
20215154,20215154_Passenger_Male_14_0_to_16
20213183,20213183_Motorcycle rider_Male_39_26_to_39
20217012,20217012_Motorcycle rider_Male_22_17_to_25
20211063,20211063_Motorcycle rider_Male_32_26_to_39
20217009,20217009_Pedestrian_Male_52_40_to_64
20213177,20213177_Pedestrian_Female_54_40_to_64
20213101,20213101_Driver_Male_84_75_or_older
20212095,20212095_Driver_Male_89_75_or_older
20213185,20213185_Driver_Male_63_40_to_64
20214091,20214091_Driver_Male_42_40_to_64
20214081,20214081_Driver_Male_78_75_or_older
20212128,20212128_Pedestrian_Male_68_65_to_74
20215102,20215102_Passenger_Female_58_40_to_64
20212098,20212098_Passenger_Male_85_75_or_older
20212098,20212098_Driver_Female_84_75_or_older
20214059,20214059_Driver_Male_77_75_or_older
20211177,20211177_Pedal cyclist_Male_68_65_to_74
20214001,20214001_Pedestrian_Male_90_75_or_older
20212119,20212119_Pedal cyclist_Male_78_75_or_older
20215127,20215127_Motorcycle rider_Male_49_40_to_64
20213002,20213002_Pedestrian_Male_19_17_to_25
20216013,20216013_Driver_Female_80_75_or_older
20213087,20213087_Driver_Male_47_40_to_64
20213030,20213030_Motorcycle rider_Male_19_17_to_25
20212021,20212021_Driver_Male_46_40_to_64
20211116,20211116_Driver_Male_19_17_to_25
20211076,20211076_Motorcycle rider_Male_26_26_to_39
20211136,20211136_Passenger_Female_11_0_to_16
20212008,20212008_Driver_Male_20_17_to_25
20215077,20215077_Passenger_Female_24_17_to_25
20213129,20213129_Motorcycle rider_Male_24_17_to_25
20212066,20212066_Motorcycle rider_Male_45_40_to_64
20214047,20214047_Motorcycle rider_Male_31_26_to_39
20211191,20211191_Motorcycle rider_Male_36_26_to_39
20215044,20215044_Driver_Female_20_17_to_25
20212106,20212106_Driver_Male_23_17_to_25
20212134,20212134_Passenger_Female_22_17_to_25
20212053,20212053_Motorcycle rider_Male_38_26_to_39
20217008,20217008_Motorcycle rider_Male_71_65_to_74
20212111,20212111_Motorcycle rider_Male_49_40_to_64
20211011,20211011_Driver_Male_46_40_to_64
20213068,20213068_Driver_Male_19_17_to_25
20213157,20213157_Driver_Male_52_40_to_64
20212012,20212012_Pedal cyclist_Male_52_40_to_64
20211203,20211203_Driver_Female_86_75_or_older
20215140,20215140_Motorcycle pillion passenger_Female_27_26_to_39
20213090,20213090_Motorcycle rider_Male_52_40_to_64
20212072,20212072_Motorcycle rider_Male_50_40_to_64
20215088,20215088_Driver_Male_20_17_to_25
20215155,20215155_Driver_Male_61_40_to_64
20215147,20215147_Driver_Male_56_40_to_64
20213155,20213155_Driver_Male_34_26_to_39
20215055,20215055_Pedestrian_Female_83_75_or_older
20211020,20211020_Motorcycle rider_Male_37_26_to_39
20213130,20213130_Driver_Male_67_65_to_74
20215121,20215121_Driver_Male_49_40_to_64
20216022,20216022_Driver_Female_84_75_or_older
20215014,20215014_Motorcycle rider_Male_76_75_or_older
20212090,20212090_Driver_Male_69_65_to_74
20211030,20211030_Driver_Male_60_40_to_64
20215040,20215040_Pedestrian_Male_90_75_or_older
20213188,20213188_Driver_Female_32_26_to_39
20212159,20212159_Passenger_Male_16_0_to_16
20212159,20212159_Passenger_Male_15_0_to_16
20212159,20212159_Passenger_Male_17_17_to_25
20212159,20212159_Driver_Male_16_0_to_16
20214013,20214013_Driver_Male_24_17_to_25
20215142,20215142_Passenger_Male_15_0_to_16
20215142,20215142_Passenger_Male_17_17_to_25
20211154,20211154_Driver_Male_64_40_to_64
20215132,20215132_Pedal cyclist_Female_63_40_to_64
20212077,20212077_Driver_Female_71_65_to_74
20212077,20212077_Passenger_Female_42_40_to_64
20216014,20216014_Pedestrian_Female_4_0_to_16
20211094,20211094_Driver_Female_19_17_to_25
20212146,20212146_Pedal cyclist_Male_62_40_to_64
20211015,20211015_Passenger_Male_10_0_to_16
20211015,20211015_Driver_Female_32_26_to_39
20211015,20211015_Passenger_Female_6_0_to_16
20211108,20211108_Motorcycle rider_Male_32_26_to_39
20213165,20213165_Driver_Male_62_40_to_64
20214086,20214086_Pedal cyclist_Female_70_65_to_74
20214079,20214079_Driver_Female_91_75_or_older
20214010,20214010_Motorcycle rider_Male_74_65_to_74
20215128,20215128_Passenger_Male_72_65_to_74
20213062,20213062_Motorcycle rider_Male_34_26_to_39
20215089,20215089_Passenger_Female_66_65_to_74
20211055,20211055_Pedestrian_Male_38_26_to_39
20213128,20213128_Driver_Female_37_26_to_39
20213128,20213128_Passenger_Male_39_26_to_39
20213128,20213128_Passenger_Female_2_0_to_16
20213128,20213128_Driver_Male_34_26_to_39
20211048,20211048_Driver_Male_52_40_to_64
20211048,20211048_Driver_Female_41_40_to_64
20213210,20213210_Passenger_Male_29_26_to_39
20212055,20212055_Driver_Female_35_26_to_39
20212055,20212055_Passenger_Male_1_0_to_16
20212055,20212055_Passenger_Female_8_0_to_16
20212151,20212151_Driver_Female_51_40_to_64
20213084,20213084_Motorcycle rider_Male_51_40_to_64
20215028,20215028_Driver_Female_69_65_to_74
20216031,20216031_Passenger_Female_75_75_or_older
20216031,20216031_Passenger_Male_45_40_to_64
20217010,20217010_Passenger_Female_29_26_to_39
20211237,20211237_Driver_Male_82_75_or_older
20211197,20211197_Driver_Male_35_26_to_39
20215002,20215002_Pedestrian_Male_71_65_to_74
20211160,20211160_Driver_Male_49_40_to_64
20215022,20215022_Driver_Male_27_26_to_39
20213113,20213113_Driver_Male_77_75_or_older
20213133,20213133_Passenger_Female_79_75_or_older
20213232,20213232_Driver_Male_40_40_to_64
20215030,20215030_Motorcycle rider_Male_40_40_to_64
20212175,20212175_Driver_Male_24_17_to_25
20213096,20213096_Driver_Male_29_26_to_39
20213096,20213096_Passenger_Male_40_40_to_64
20211029,20211029_Driver_Male_76_75_or_older
