crashID,dayType,timeOfDay
20223043,Weekend,Night
20223197,Weekend,Day
20223236,Weekend,Day
20221227,Weekend,Day
20221100,Weekend,Day
20223134,Weekend,Day
20224028,Weekend,Day
20221221,Weekend,Day
20221090,Weekend,Day
20222009,Weekend,Day
20223006,Weekend,Night
20223235,Weekend,Night
20221050,Weekend,Night
20223273,Weekday,Day
20223190,Weekday,Day
20223243,Weekday,Day
20222078,Weekday,Day
20221263,Weekday,Day
20223237,Weekday,Night
20226020,Weekday,Night
20221211,Weekday,Night
20222074,Weekday,Night
20226012,Weekday,Night
20221222,Weekday,Night
20228005,Weekday,Night
20222096,Weekday,Night
20223224,Weekday,Day
20221144,Weekday,Day
20221146,Weekday,Day
20223083,Weekday,Day
20226010,Weekday,Day
20223104,Weekday,Day
20222025,Weekday,Day
20224047,Weekday,Day
20227032,Weekday,Night
20223149,Weekday,Night
20223192,Weekday,Night
20223106,Weekday,Night
20224011,Weekday,Night
20221114,Weekday,Day
20221236,Weekday,Day
20221029,Weekday,Day
20224023,Weekday,Day
20224046,Weekday,Day
20222189,Weekday,Day
20221125,Weekday,Day
20222099,Weekday,Day
20221095,Weekday,Night
20227015,Weekday,Night
20223040,Weekday,Night
20221147,Weekday,Night
20227008,Weekday,Night
20228012,Weekday,Night
20221201,Weekday,Day
20221062,Weekday,Day
20223020,Weekday,Day
20222076,Weekday,Day
20224064,Weekday,Day
20222238,Weekday,Day
20224059,Weekend,Night
20221164,Weekend,Night
20222170,Weekend,Night
20221108,Weekend,Night
20222144,Weekend,Night
20222038,Weekend,Night
20226029,Weekday,Day
20221046,Weekday,Day
20223266,Weekday,Day
20221196,Weekday,Day
20226031,Weekday,Night
20222072,Weekday,Night
20221226,Weekday,Night
20223035,Weekend,Night
20221124,Weekend,Night
20221027,Weekend,Day
20221261,Weekend,Day
20221113,Weekend,Day
20223196,Weekend,Day
20221185,Weekend,Day
20221044,Weekend,Day
20226001,Weekend,Day
20224001,Weekend,Day
20221231,Weekend,Day
20222084,Weekend,Day
20221128,Weekend,Night
20227024,Weekend,Night
20222066,Weekend,Night
20221018,Weekend,Night
20227026,Weekend,Day
20228010,Weekend,Day
20223167,Weekend,Day
20222042,Weekend,Day
20222034,Weekend,Day
20226036,Weekend,Day
20223145,Weekend,Day
20223036,Weekend,Day
20224049,Weekend,Day
20222147,Weekend,Day
20223151,Weekend,Night
20223109,Weekend,Night
20221001,Weekday,Night
20224016,Weekday,Night
20221200,Weekday,Day
20222227,Weekday,Day
20221208,Weekday,Day
20223056,Weekday,Day
20226039,Weekday,Day
20226008,Weekday,Day
20226017,Weekday,Night
20221111,Weekday,Night
20224018,Weekday,Night
20227036,Weekday,Night
20222200,Weekday,Night
20224045,Weekday,Day
20222230,Weekday,Day
20222173,Weekday,Day
20224004,Weekday,Day
20221253,Weekday,Day
20222093,Weekday,Night
20221238,Weekday,Night
20221093,Weekday,Night
20222058,Weekday,Day
20221157,Weekday,Day
20223260,Weekday,Day
20224006,Weekday,Night
20222175,Weekday,Night
20226018,Weekday,Day
20221072,Weekday,Day
20221076,Weekday,Day
20221251,Weekday,Day
20224021,Weekday,Day
20221148,Weekday,Day
20222080,Weekday,Day
20222114,Weekday,Day
20223127,Weekday,Day
20226009,Weekend,Night
20222145,Weekend,Night
20222049,Weekend,Night
20221193,Weekday,Day
20223072,Weekday,Day
20223169,Weekday,Day
20221049,Weekday,Day
20223225,Weekday,Day
20224003,Weekday,Day
20221064,Weekday,Day
20223159,Weekday,Day
20222185,Weekday,Night
20223060,Weekday,Night
20227007,Weekend,Night
20222081,Weekend,Day
20222138,Weekend,Day
20223240,Weekend,Day
20221084,Weekend,Night
20221121,Weekend,Night
20227033,Weekend,Night
20224042,Weekend,Night
20227020,Weekend,Night
20221145,Weekend,Night
20221066,Weekend,Night
20221139,Weekend,Night
20223094,Weekend,Day
20221242,Weekend,Day
20222027,Weekend,Day
20221223,Weekend,Day
20223160,Weekend,Day
20224014,Weekend,Night
20223017,Weekend,Night
20223132,Weekend,Night
20221101,Weekend,Night
20222026,Weekday,Night
20223245,Weekday,Night
20223200,Weekday,Night
20221019,Weekday,Day
20224034,Weekday,Day
20222122,Weekday,Day
20223215,Weekday,Day
20223122,Weekday,Day
20221182,Weekday,Night
20222061,Weekday,Night
20221247,Weekday,Night
20221033,Weekday,Day
20223189,Weekday,Day
20226035,Weekday,Day
20221169,Weekday,Day
20221207,Weekday,Day
20223250,Weekday,Day
20226014,Weekday,Day
20223232,Weekday,Day
20221088,Weekday,Night
20221165,Weekday,Night
20222234,Weekday,Day
20221204,Weekday,Day
20222134,Weekday,Day
20226013,Weekday,Day
20223175,Weekday,Day
20223263,Weekday,Night
20222020,Weekday,Night
20223001,Weekday,Night
20221119,Weekday,Night
20221138,Weekday,Night
20223205,Weekday,Night
20221063,Weekday,Night
20227004,Weekday,Night
20223112,Weekday,Day
20222161,Weekday,Day
20222235,Weekday,Day
20222150,Weekday,Day
20223066,Weekday,Day
20223069,Weekend,Night
20223137,Weekend,Night
20223194,Weekend,Night
20223268,Weekend,Night
20223124,Weekend,Night
20221036,Weekday,Day
20223084,Weekday,Day
20221172,Weekday,Night
20222048,Weekday,Night
20221134,Weekend,Day
20223251,Weekend,Day
20222113,Weekend,Day
20222017,Weekend,Day
20221069,Weekend,Day
20223213,Weekend,Day
20222070,Weekend,Day
20223229,Weekend,Day
20223187,Weekend,Day
20222130,Weekend,Day
20221023,Weekend,Day
20221038,Weekend,Day
20227030,Weekend,Night
20221083,Weekend,Night
20224031,Weekend,Night
20222213,Weekend,Night
20221206,Weekend,Night
20227010,Weekend,Night
20224027,Weekend,Night
20223130,Weekend,Night
20222083,Weekend,Night
20223126,Weekend,Night
20223144,Weekend,Night
20221032,Weekend,Night
20221156,Weekend,Night
20224029,Weekend,Day
20224063,Weekend,Day
20223027,Weekend,Day
20224022,Weekend,Day
20221130,Weekend,Day
20222082,Weekend,Day
20222097,Weekend,Day
20223244,Weekend,Day
20221260,Weekend,Day
20221167,Weekend,Day
20222228,Weekend,Day
20221005,Weekend,Night
20223255,Weekend,Night
20223079,Weekend,Night
20222188,Weekend,Night
20228011,Weekend,Night
20226025,Weekday,Day
20223207,Weekday,Day
20222086,Weekday,Day
20221045,Weekday,Day
20223007,Weekday,Day
20226032,Weekday,Day
20221117,Weekday,Day
20222107,Weekday,Day
20221104,Weekday,Night
20221218,Weekday,Night
20224052,Weekday,Night
20223182,Weekday,Day
20222155,Weekday,Day
20226028,Weekday,Day
20222045,Weekday,Day
20223161,Weekday,Day
20224039,Weekday,Day
20221142,Weekday,Day
20223231,Weekday,Day
20222146,Weekday,Day
20222039,Weekday,Day
20221160,Weekday,Day
20221137,Weekday,Day
20223227,Weekday,Day
20221022,Weekday,Night
20227035,Weekday,Night
20223009,Weekday,Night
20223165,Weekday,Night
20223019,Weekday,Night
20222201,Weekday,Day
20222050,Weekday,Day
20223081,Weekday,Day
20223210,Weekday,Day
20223116,Weekday,Day
20221041,Weekday,Day
20222088,Weekday,Night
20224010,Weekday,Night
20221216,Weekday,Night
20223267,Weekday,Night
20223030,Weekday,Night
20221007,Weekday,Night
20223176,Weekday,Day
20221246,Weekday,Day
20223022,Weekday,Day
20223230,Weekday,Day
20221021,Weekday,Day
20222087,Weekday,Day
20223184,Weekend,Night
20224030,Weekend,Night
20222179,Weekend,Night
20222118,Weekend,Night
20224005,Weekend,Night
20221048,Weekend,Night
20223140,Weekend,Night
20223092,Weekend,Night
20221014,Weekday,Day
20221057,Weekday,Day
20222116,Weekday,Day
20223047,Weekday,Day
20222056,Weekday,Day
20222203,Weekday,Day
20223257,Weekday,Night
20223128,Weekend,Night
20222160,Weekend,Night
20222053,Weekend,Day
20221183,Weekend,Day
20222110,Weekend,Day
20221224,Weekend,Day
20221259,Weekend,Day
20221228,Weekend,Day
20221198,Weekend,Night
20223195,Weekend,Night
20221034,Weekend,Night
20221115,Weekend,Night
20223211,Weekend,Day
20221075,Weekend,Day
20223089,Weekend,Day
20222162,Weekend,Day
20222065,Weekend,Day
20221159,Weekend,Day
20222046,Weekend,Day
20221068,Weekend,Day
20222174,Weekend,Day
20223041,Weekend,Night
20226022,Weekend,Night
20221020,Weekend,Night
20223133,Weekday,Night
20222062,Weekday,Night
20221254,Weekday,Day
20222007,Weekday,Day
20223233,Weekday,Day
20221241,Weekday,Day
20227006,Weekday,Day
20222212,Weekday,Day
20221229,Weekday,Day
20226033,Weekday,Day
20222041,Weekday,Night
20221186,Weekday,Night
20227034,Weekday,Night
20224048,Weekday,Day
20221214,Weekday,Day
20223142,Weekday,Day
20222100,Weekday,Day
20223021,Weekday,Night
20221158,Weekday,Night
20222117,Weekday,Night
20221154,Weekday,Day
20227019,Weekday,Day
20221024,Weekday,Day
20222186,Weekday,Day
20224017,Weekday,Night
20222219,Weekday,Night
20228001,Weekday,Night
20222125,Weekday,Night
20226024,Weekday,Night
20213216,Weekday,Night
20212172,Weekday,Night
20215133,Weekday,Day
20213127,Weekday,Day
20212142,Weekday,Day
20212161,Weekday,Day
20211232,Weekday,Day
20212205,Weekday,Day
20211018,Weekday,Day
20212026,Weekday,Day
20217020,Weekday,Day
20216011,Weekday,Day
20212157,Weekday,Day
20213119,Weekday,Day
20212051,Weekend,Night
20211130,Weekend,Night
20217003,Weekend,Night
20213226,Weekend,Night
20217025,Weekend,Night
20213164,Weekend,Night
20211254,Weekday,Day
20212108,Weekday,Day
20213187,Weekday,Day
20212145,Weekday,Day
20214071,Weekday,Day
20211225,Weekday,Day
20211166,Weekday,Night
20211178,Weekday,Night
20214004,Weekday,Night
20211200,Weekend,Night
20215156,Weekend,Day
20211155,Weekend,Day
20211170,Weekend,Day
20215047,Weekend,Day
20212198,Weekend,Day
20212013,Weekend,Day
20214049,Weekend,Day
20213006,Weekend,Day
20211017,Weekend,Night
20214075,Weekend,Night
20213162,Weekend,Night
20217007,Weekend,Night
20211124,Weekend,Night
20215063,Weekend,Day
20211075,Weekend,Day
20211174,Weekend,Night
20211229,Weekend,Night
20213008,Weekday,Night
20213150,Weekday,Day
20211133,Weekday,Day
20211042,Weekday,Day
20212133,Weekday,Day
20212194,Weekday,Day
20212196,Weekday,Day
20213195,Weekday,Day
20212129,Weekday,Day
20215152,Weekday,Day
20215013,Weekday,Day
20215078,Weekday,Day
20216018,Weekday,Night
20211250,Weekday,Night
20216010,Weekday,Night
20211039,Weekday,Night
20211131,Weekday,Night
20214022,Weekday,Night
20211246,Weekday,Day
20214015,Weekday,Day
20211031,Weekday,Day
20212030,Weekday,Day
20212067,Weekday,Day
20211081,Weekday,Day
20211181,Weekday,Day
20215057,Weekday,Day
20214074,Weekday,Day
20215150,Weekday,Day
20213228,Weekday,Night
20211027,Weekday,Night
20211087,Weekday,Day
20211086,Weekday,Day
20211242,Weekday,Day
20215054,Weekday,Day
20215144,Weekday,Day
20211147,Weekday,Day
20211194,Weekday,Day
20213247,Weekday,Day
20211146,Weekday,Day
20212029,Weekday,Night
20213206,Weekday,Night
20216016,Weekday,Night
20211164,Weekday,Night
20211009,Weekday,Night
20212162,Weekday,Day
20213242,Weekday,Day
20212075,Weekday,Day
20213086,Weekday,Day
20211235,Weekday,Day
20211025,Weekday,Day
20213175,Weekday,Day
20212078,Weekend,Night
20211058,Weekend,Night
20212153,Weekend,Night
20211167,Weekend,Night
20212167,Weekend,Night
20211215,Weekday,Day
20213154,Weekday,Day
20211205,Weekday,Day
20215151,Weekday,Day
20215066,Weekday,Day
20212113,Weekday,Day
20214077,Weekday,Day
20211013,Weekday,Day
20211103,Weekday,Day
20211085,Weekday,Day
20213026,Weekday,Day
20217018,Weekday,Day
20213052,Weekday,Night
20213031,Weekday,Night
20213153,Weekday,Night
20214027,Weekend,Night
20215076,Weekend,Night
20216032,Weekend,Day
20214020,Weekend,Day
20211097,Weekend,Day
20212061,Weekend,Day
20213071,Weekend,Night
20212176,Weekend,Night
20212136,Weekend,Night
20214084,Weekend,Night
20215105,Weekend,Night
20214056,Weekend,Day
20211024,Weekend,Day
20212201,Weekend,Night
20213166,Weekend,Night
20215106,Weekend,Night
20212057,Weekday,Day
20211201,Weekday,Day
20212160,Weekday,Day
20211140,Weekday,Day
20211041,Weekday,Day
20212034,Weekday,Day
20212010,Weekday,Day
20214036,Weekday,Day
20213163,Weekday,Night
20211101,Weekday,Night
20211251,Weekday,Night
20213143,Weekday,Night
20212209,Weekday,Night
20212135,Weekday,Day
20211168,Weekday,Day
20214050,Weekday,Day
20212011,Weekday,Day
20212185,Weekday,Day
20213088,Weekday,Day
20211245,Weekday,Day
20214039,Weekday,Day
20213137,Weekday,Day
20212137,Weekday,Night
20215141,Weekday,Night
20213214,Weekday,Night
20211127,Weekday,Night
20213134,Weekday,Night
20211183,Weekday,Night
20213027,Weekday,Night
20212155,Weekday,Night
20213067,Weekday,Night
20211213,Weekday,Day
20212016,Weekday,Day
20215018,Weekday,Day
20215149,Weekday,Day
20213190,Weekday,Day
20212024,Weekday,Day
20215024,Weekday,Day
20216027,Weekday,Night
20215095,Weekday,Night
20213149,Weekday,Night
20212143,Weekday,Night
20214058,Weekday,Day
20211185,Weekday,Day
20211159,Weekday,Day
20213140,Weekday,Day
20212156,Weekday,Day
20215001,Weekday,Day
20215114,Weekday,Day
20212097,Weekday,Day
20212028,Weekday,Day
20215067,Weekday,Day
20212087,Weekday,Day
20213227,Weekend,Night
20213174,Weekend,Night
20213136,Weekend,Night
20211202,Weekend,Night
20213197,Weekend,Night
20211189,Weekend,Night
20213106,Weekday,Day
20211100,Weekday,Day
20211093,Weekday,Day
20213032,Weekday,Day
20214003,Weekday,Night
20211021,Weekday,Night
20211161,Weekend,Night
20211256,Weekend,Night
20215065,Weekend,Day
20213070,Weekend,Day
20213132,Weekend,Day
20212056,Weekend,Day
20217014,Weekend,Day
20213046,Weekend,Day
20214037,Weekend,Day
20211135,Weekend,Day
20211234,Weekend,Day
20213170,Weekend,Day
20214061,Weekend,Day
20213235,Weekend,Day
20213212,Weekend,Day
20214023,Weekend,Day
20211151,Weekend,Day
20212060,Weekend,Day
20211089,Weekend,Night
20215041,Weekend,Night
20213123,Weekend,Night
20211145,Weekend,Night
20216009,Weekend,Night
20211078,Weekend,Night
20211207,Weekend,Night
20211059,Weekend,Night
20212154,Weekend,Night
20215020,Weekend,Night
20212019,Weekend,Day
20213144,Weekend,Day
20213199,Weekend,Day
20212186,Weekend,Day
20213082,Weekend,Day
20211006,Weekend,Day
20213003,Weekend,Day
20213141,Weekend,Day
20214030,Weekend,Day
20214054,Weekend,Night
20215125,Weekend,Night
20213230,Weekday,Night
20212179,Weekday,Night
20215157,Weekday,Day
20211077,Weekday,Day
20212049,Weekday,Day
20213135,Weekday,Day
20214062,Weekday,Day
20213112,Weekday,Day
20211199,Weekday,Day
20212092,Weekday,Day
20211152,Weekday,Day
20212036,Weekday,Day
20213093,Weekday,Night
20213151,Weekday,Night
20213057,Weekday,Night
20215059,Weekday,Day
20211212,Weekday,Day
20211106,Weekday,Day
20211184,Weekday,Day
20215154,Weekday,Day
20213183,Weekday,Night
20217012,Weekday,Night
20211063,Weekday,Night
20217009,Weekday,Night
20213177,Weekday,Day
20213101,Weekday,Day
20212095,Weekday,Day
20213185,Weekday,Day
20214091,Weekday,Night
20214081,Weekday,Night
20212128,Weekday,Night
20215102,Weekday,Day
20212098,Weekday,Day
20214059,Weekday,Day
20211177,Weekday,Day
20214001,Weekday,Day
20212119,Weekday,Day
20215127,Weekend,Night
20213002,Weekend,Night
20216013,Weekday,Day
20213087,Weekend,Night
20213030,Weekend,Night
20212021,Weekend,Night
20211116,Weekend,Day
20211076,Weekend,Day
20211136,Weekend,Day
20212008,Weekend,Day
20215077,Weekend,Day
20213129,Weekend,Day
20212066,Weekend,Day
20214047,Weekend,Day
20211191,Weekend,Day
20215044,Weekend,Night
20212106,Weekend,Night
20212134,Weekend,Night
20212053,Weekend,Night
20217008,Weekend,Day
20212111,Weekend,Day
20211011,Weekend,Day
20213068,Weekend,Day
20213157,Weekend,Day
20212012,Weekend,Day
20211203,Weekend,Day
20215140,Weekend,Day
20213090,Weekend,Night
20212072,Weekday,Night
20215088,Weekday,Night
20215155,Weekday,Day
20215147,Weekday,Day
20213155,Weekday,Day
20215055,Weekday,Day
20211020,Weekday,Day
20213130,Weekday,Day
20215121,Weekday,Day
20216022,Weekday,Day
20215014,Weekday,Day
20212090,Weekday,Day
20211030,Weekday,Day
20215040,Weekday,Night
20213188,Weekday,Night
20212159,Weekday,Night
20214013,Weekday,Night
20215142,Weekday,Night
20211154,Weekday,Day
20215132,Weekday,Day
20212077,Weekday,Day
20216014,Weekday,Day
20211094,Weekday,Day
20212146,Weekday,Day
20211015,Weekday,Night
20211108,Weekday,Day
20213165,Weekday,Day
20214086,Weekday,Day
20214079,Weekday,Day
20214010,Weekday,Day
20215128,Weekday,Day
20213062,Weekday,Day
20215089,Weekday,Day
20211055,Weekday,Night
20213128,Weekday,Night
20211048,Weekday,Night
20213210,Weekday,Day
20212055,Weekday,Day
20212151,Weekday,Day
20213084,Weekday,Day
20215028,Weekday,Day
20216031,Weekday,Day
20217010,Weekday,Day
20211237,Weekday,Day
20211197,Weekend,Night
20215002,Weekend,Night
20211160,Weekend,Night
20215022,Weekend,Night
20213113,Weekday,Day
20213133,Weekday,Day
20213232,Weekday,Day
20215030,Weekday,Day
20212175,Weekday,Day
20213096,Weekday,Day
20211029,Weekday,Day
20213085,Weekday,Day
20213040,Weekday,Day
20213126,Weekday,Night
20213222,Weekday,Night
20211244,Weekend,Night
20215038,Weekend,Night
20213217,Weekend,Day
20213066,Weekend,Day
20211172,Weekend,Day
20211125,Weekend,Night
20217006,Weekend,Night
20216020,Weekend,Night
20215049,Weekend,Night
20213058,Weekend,Night
20212058,Weekend,Night
20216025,Weekend,Night
20215145,Weekend,Night
20213218,Weekend,Night
20214017,Weekend,Night
20212023,Weekend,Day
20212014,Weekend,Day
20213028,Weekend,Day
20213023,Weekend,Day
20212171,Weekend,Day
20211118,Weekday,Day
20213248,Weekday,Day
20214070,Weekday,Day
20212076,Weekday,Day
20213024,Weekday,Night
20217023,Weekday,Night
20213142,Weekday,Night
20213139,Weekday,Night
20212071,Weekday,Night
20211220,Weekday,Day
20211236,Weekday,Day
20216033,Weekday,Day
20214028,Weekday,Day
20212118,Weekday,Day
20211057,Weekday,Night
20213196,Weekday,Day
20212074,Weekday,Day
20211126,Weekday,Day
20211045,Weekday,Day
20215110,Weekday,Day
20212210,Weekday,Day
20215015,Weekday,Night
20216029,Weekday,Night
20211113,Weekday,Day
20213192,Weekday,Day
20213118,Weekday,Day
20213019,Weekday,Day
20212124,Weekday,Day
20213012,Weekday,Day
20212187,Weekday,Day
20212044,Weekday,Day
20212109,Weekday,Day
20215007,Weekday,Day
20213016,Weekend,Night
20211249,Weekend,Night
20212005,Weekend,Night
20211088,Weekend,Night
20215123,Weekend,Night
20213010,Weekend,Night
20214066,Weekend,Night
20213120,Weekend,Night
20212088,Weekend,Night
20215091,Weekday,Day
20215153,Weekday,Day
20214078,Weekday,Day
20216024,Weekday,Day
20213073,Weekday,Day
20211148,Weekday,Day
20213103,Weekday,Day
20212180,Weekday,Night
20216028,Weekday,Night
20215139,Weekend,Night
20213231,Weekend,Night
20213237,Weekend,Night
20211260,Weekend,Night
20217015,Weekend,Night
20211049,Weekend,Day
20215082,Weekend,Day
20214012,Weekend,Day
20215131,Weekend,Day
20212050,Weekend,Day
20213238,Weekend,Day
20212079,Weekend,Day
20214016,Weekend,Day
20211026,Weekend,Day
20215005,Weekend,Day
20212096,Weekend,Night
20213078,Weekend,Night
20213004,Weekend,Night
20213097,Weekend,Night
20212189,Weekend,Night
20211050,Weekend,Night
20212052,Weekend,Night
20217024,Weekend,Night
20213039,Weekend,Day
20213107,Weekend,Day
20216006,Weekend,Day
20215046,Weekend,Night
20211068,Weekend,Night
20212147,Weekday,Night
20217016,Weekday,Night
20213080,Weekday,Day
20215143,Weekday,Day
20212149,Weekday,Day
20213035,Weekday,Day
20211239,Weekday,Day
20211064,Weekday,Day
20217031,Weekday,Day
20214025,Weekday,Day
20212158,Weekday,Day
20216019,Weekday,Night
20211241,Weekday,Night
20211221,Weekday,Night
20212002,Weekday,Night
20213029,Weekday,Night
20211120,Weekday,Day
20212039,Weekday,Day
20212063,Weekday,Day
20213005,Weekday,Night
20211040,Weekday,Night
20212148,Weekday,Night
20215061,Weekday,Night
20213169,Weekday,Day
20213017,Weekday,Day
20214014,Weekday,Day
20215052,Weekday,Day
20214021,Weekday,Day
20211012,Weekday,Day
20213182,Weekday,Day
20211175,Weekday,Day
20214024,Weekday,Day
20211196,Weekday,Day
20217019,Weekday,Night
20213160,Weekday,Night
20211062,Weekday,Night
20212038,Weekday,Night
20213079,Weekday,Day
20214072,Weekday,Day
20211038,Weekday,Day
20217028,Weekday,Day
20211227,Weekday,Day
20218003,Weekday,Day
20212204,Weekday,Day
20211047,Weekend,Night
20213219,Weekend,Night
20213180,Weekend,Night
20212177,Weekend,Night
20213054,Weekday,Day
20212182,Weekday,Day
20212022,Weekday,Day
20211003,Weekday,Day
20211072,Weekday,Day
20213200,Weekday,Day
20213038,Weekday,Day
20211074,Weekday,Night
20211028,Weekend,Night
20214052,Weekend,Night
20213077,Weekend,Day
20211115,Weekend,Day
20211014,Weekend,Day
20212165,Weekend,Day
20211252,Weekend,Night
20211104,Weekend,Night
20212211,Weekend,Night
20214063,Weekend,Night
20211069,Weekend,Night
20215099,Weekend,Night
20217029,Weekend,Day
20214032,Weekend,Day
20212141,Weekend,Day
20211096,Weekend,Day
20211095,Weekend,Day
20212089,Weekend,Day
20213061,Weekend,Day
20211142,Weekend,Day
20213048,Weekend,Day
20213033,Weekend,Night
20213156,Weekday,Night
20212188,Weekday,Day
20214069,Weekday,Day
20211158,Weekday,Day
20213041,Weekday,Day
20211144,Weekday,Day
20216021,Weekday,Day
20212018,Weekday,Day
20211186,Weekday,Day
20214053,Weekday,Night
20217022,Weekday,Night
20211216,Weekday,Night
20215004,Weekday,Night
20213105,Weekday,Night
20212103,Weekday,Day
20212047,Weekday,Day
20215021,Weekday,Day
20212064,Weekday,Day
20211228,Weekday,Day
20211218,Weekday,Day
20215073,Weekday,Day
20213173,Weekday,Day
20213034,Weekday,Day
20213171,Weekday,Night
20215009,Weekday,Night
20214073,Weekday,Night
20213146,Weekday,Night
20215098,Weekday,Night
20213099,Weekday,Day
20211162,Weekday,Day
20212099,Weekday,Day
20213100,Weekday,Day
20212003,Weekday,Day
20212107,Weekday,Day
20215096,Weekday,Day
20211150,Weekday,Day
20215070,Weekday,Day
20211259,Weekday,Day
20211036,Weekday,Day
20212166,Weekday,Day
20212178,Weekday,Day
20212020,Weekday,Day
20213124,Weekday,Day
20215148,Weekday,Day
20211255,Weekday,Day
20213125,Weekday,Night
20217013,Weekday,Night
20213072,Weekday,Night
20214038,Weekday,Night
20211134,Weekday,Night
20213225,Weekday,Night
20215045,Weekday,Night
20211192,Weekday,Night
20211053,Weekday,Night
20215083,Weekday,Day
20215011,Weekday,Day
20215056,Weekday,Day
20213158,Weekday,Day
20213009,Weekday,Day
20211129,Weekday,Day
20213060,Weekend,Night
20217011,Weekend,Night
20213186,Weekend,Night
20215053,Weekend,Night
20213194,Weekend,Night
20212104,Weekday,Day
20214005,Weekday,Day
20213209,Weekday,Day
20213211,Weekday,Day
20211209,Weekday,Day
20216026,Weekend,Night
20213091,Weekend,Night
20217032,Weekend,Night
20212190,Weekend,Night
20211079,Weekend,Night
20211257,Weekend,Day
20212070,Weekend,Day
20213203,Weekend,Day
20215033,Weekend,Day
20211111,Weekend,Day
20211231,Weekend,Day
20212169,Weekend,Day
20211123,Weekend,Day
20217001,Weekend,Day
20214048,Weekend,Day
20211258,Weekend,Day
20211222,Weekend,Night
20211022,Weekend,Night
20216012,Weekend,Night
20215068,Weekend,Night
20215006,Weekend,Night
20211034,Weekend,Night
20217004,Weekend,Night
20215100,Weekend,Day
20211190,Weekend,Day
20215036,Weekend,Day
20215037,Weekend,Day
20213193,Weekend,Day
20213245,Weekend,Day
20214057,Weekend,Night
20215108,Weekend,Night
20214019,Weekend,Night
20211132,Weekday,Night
20212125,Weekday,Night
20213083,Weekday,Day
20215124,Weekday,Day
20215069,Weekday,Day
20212086,Weekday,Day
20213044,Weekday,Day
20212025,Weekday,Day
20215058,Weekday,Day
20211226,Weekday,Day
20213021,Weekday,Day
20216003,Weekday,Night
20212073,Weekday,Night
20212138,Weekday,Night
20211206,Weekday,Night
20212131,Weekday,Day
20213223,Weekday,Day
20211043,Weekday,Day
20215092,Weekday,Day
20214088,Weekday,Day
20211195,Weekday,Day
20213114,Weekday,Day
20212117,Weekday,Night
20215090,Weekday,Night
20212207,Weekday,Day
20212174,Weekday,Day
20212004,Weekday,Night
20211001,Weekday,Night
20213152,Weekday,Night
20212091,Weekday,Day
20216030,Weekday,Day
20211083,Weekday,Day
20212037,Weekday,Day
20212105,Weekday,Day
20217017,Weekend,Night
20215094,Weekend,Night
20214080,Weekend,Night
20216002,Weekend,Night
20211247,Weekend,Night
20213050,Weekend,Night
20215050,Weekday,Day
20213059,Weekday,Day
20213074,Weekday,Day
20212054,Weekday,Day
20215115,Weekday,Day
20214040,Weekday,Day
20212085,Weekend,Night
20214093,Weekend,Night
20211198,Weekend,Night
20212094,Weekend,Day
20212195,Weekend,Day
20211007,Weekend,Day
20215134,Weekend,Day
20213055,Weekend,Day
20214041,Weekend,Day
20211005,Weekend,Day
20212203,Weekend,Day
20213089,Weekend,Day
20211248,Weekend,Day
20215093,Weekend,Day
20212121,Weekend,Night
20215003,Weekend,Night
20211099,Weekend,Night
20212163,Weekend,Night
20213213,Weekend,Day
20211188,Weekend,Day
20211180,Weekend,Day
20216023,Weekend,Day
20213075,Weekend,Day
20215136,Weekend,Day
20213076,Weekend,Night
20211016,Weekend,Night
20211238,Weekend,Night
20213168,Weekend,Night
20213042,Weekend,Night
20212040,Weekday,Night
20211082,Weekday,Day
20214083,Weekday,Day
20213013,Weekday,Day
20214042,Weekday,Day
20216005,Weekday,Day
20212065,Weekday,Day
20211061,Weekday,Day
20211067,Weekday,Day
20215111,Weekday,Day
20214065,Weekday,Day
20216017,Weekday,Day
20212101,Weekday,Night
20216008,Weekday,Night
20211137,Weekday,Night
20211060,Weekday,Night
20211033,Weekday,Night
20211084,Weekday,Day
20215039,Weekday,Day
20211117,Weekday,Day
20212045,Weekday,Day
20213108,Weekday,Day
20214090,Weekday,Day
20213234,Weekday,Night
20218010,Weekday,Night
20211240,Weekday,Night
20211098,Weekday,Day
20213220,Weekday,Day
20217002,Weekday,Night
20213176,Weekday,Night
20211219,Weekday,Night
20214018,Weekday,Day
20212152,Weekday,Day
20211071,Weekday,Day
20214043,Weekday,Day
20213229,Weekday,Day
20215043,Weekday,Day
20213236,Weekday,Day
20212035,Weekend,Night
20211163,Weekend,Night
20211092,Weekend,Night
20218005,Weekend,Night
20213051,Weekend,Night
20213047,Weekday,Day
20211217,Weekday,Day
20211149,Weekday,Day
20211070,Weekday,Day
20213081,Weekday,Day
20213036,Weekday,Day
20213233,Weekday,Day
20212001,Weekday,Day
20213244,Weekday,Day
20213014,Weekday,Night
20211035,Weekday,Night
20213179,Weekend,Night
20214045,Weekend,Night
20212191,Weekend,Night
20213104,Weekend,Day
20213145,Weekend,Day
20217021,Weekend,Day
20212009,Weekend,Day
20212164,Weekend,Day
20212042,Weekend,Day
20212130,Weekend,Day
20213178,Weekend,Day
20214082,Weekend,Day
20213243,Weekend,Day
20212032,Weekend,Day
20214026,Weekend,Day
20212081,Weekend,Night
20213205,Weekend,Night
20213001,Weekend,Night
20212033,Weekend,Night
20211080,Weekend,Night
20215146,Weekend,Night
20211044,Weekend,Day
