crashID,dayType,timeOfDay
20191043,Weekday,Night
20191176,Weekday,Day
20197013,Weekday,Day
20191112,Weekday,Day
20191277,Weekday,Day
20193040,Weekday,Day
20195023,Weekday,Day
20192197,Weekday,Night
20192028,Weekday,Night
20191150,Weekend,Night
20191240,Weekend,Night
20191162,Weekend,Night
20193089,Weekday,Day
20195052,Weekday,Day
20191212,Weekday,Day
20193124,Weekday,Day
20191222,Weekday,Day
20191282,Weekday,Day
20191099,Weekday,Day
20193056,Weekday,Night
20193154,Weekday,Night
20195017,Weekday,Night
20191020,Weekend,Night
20193178,Weekend,Day
20191170,Weekend,Day
20193045,Weekend,Day
20192229,Weekend,Night
20191229,Weekend,Day
20194022,Weekend,Day
20196016,Weekend,Day
20191048,Weekend,Day
20193132,Weekend,Night
20192158,Weekend,Night
20192091,Weekend,Night
20191223,Weekend,Day
20195064,Weekend,Day
20191148,Weekend,Day
20193145,Weekend,Day
20192026,Weekend,Night
20195091,Weekend,Day
20191287,Weekend,Day
20193114,Weekend,Day
20191116,Weekend,Day
20191203,Weekend,Day
20192004,Weekend,Night
20193173,Weekend,Night
20192164,Weekend,Night
20191115,Weekday,Night
20192070,Weekday,Night
20195080,Weekday,Day
20195019,Weekday,Day
20191276,Weekday,Day
20193085,Weekday,Night
20196005,Weekday,Night
20191073,Weekday,Day
20192142,Weekday,Night
20193017,Weekday,Day
20193080,Weekday,Day
20198004,Weekday,Day
20191098,Weekday,Day
20195056,Weekday,Day
20194085,Weekday,Day
20193067,Weekday,Day
20193074,Weekday,Day
20192008,Weekday,Night
20193105,Weekday,Day
20191329,Weekday,Night
20191016,Weekday,Night
20193118,Weekday,Night
20191015,Weekday,Night
20192062,Weekday,Night
20193049,Weekday,Day
20195013,Weekday,Day
20193078,Weekday,Day
20192207,Weekday,Night
20191168,Weekday,Day
20191102,Weekday,Night
20191279,Weekday,Night
20195140,Weekday,Night
20194096,Weekday,Night
20192083,Weekday,Night
20193116,Weekday,Night
20193150,Weekday,Day
20193186,Weekday,Day
20193010,Weekday,Day
20191246,Weekday,Day
20192049,Weekday,Night
20191093,Weekday,Day
20193036,Weekday,Day
20196019,Weekday,Day
20194089,Weekday,Day
20195070,Weekday,Day
20193088,Weekend,Night
20191163,Weekend,Night
20191110,Weekend,Night
20192144,Weekday,Night
20193166,Weekend,Night
20192138,Weekday,Night
20193147,Weekend,Night
20197019,Weekday,Day
20193135,Weekday,Day
20192209,Weekend,Night
20192031,Weekend,Night
20193126,Weekday,Day
20193021,Weekday,Day
20192053,Weekend,Night
20192156,Weekend,Night
20191309,Weekday,Day
20194065,Weekday,Day
20195097,Weekday,Night
20191293,Weekend,Night
20191216,Weekend,Night
20195127,Weekend,Day
20191326,Weekend,Day
20191254,Weekend,Day
20192011,Weekend,Night
20191189,Weekend,Day
20193008,Weekend,Day
20191111,Weekend,Day
20194018,Weekend,Day
20193024,Weekend,Day
20193016,Weekend,Day
20195086,Weekend,Day
20195144,Weekend,Day
20191064,Weekend,Night
20193152,Weekend,Night
20191085,Weekend,Night
20191186,Weekend,Night
20193027,Weekend,Night
20192014,Weekend,Night
20196001,Weekend,Night
20193072,Weekend,Day
20191149,Weekend,Day
20192056,Weekend,Night
20195147,Weekend,Day
20193084,Weekend,Day
20193001,Weekend,Night
20191114,Weekend,Night
20191156,Weekend,Night
20195125,Weekday,Night
20191090,Weekday,Night
20195094,Weekday,Night
20191206,Weekday,Day
20191029,Weekday,Day
20194054,Weekday,Day
20194047,Weekday,Day
20194101,Weekday,Day
20191164,Weekday,Day
20191269,Weekday,Day
20193162,Weekday,Day
20192150,Weekday,Night
20193142,Weekday,Night
20191034,Weekday,Night
20192128,Weekday,Night
20197008,Weekday,Night
20191097,Weekday,Day
20191244,Weekday,Day
20191228,Weekday,Day
20194083,Weekday,Day
20195092,Weekday,Day
20191311,Weekday,Day
20193025,Weekday,Night
20195003,Weekday,Night
20195059,Weekday,Night
20191268,Weekday,Night
20191278,Weekday,Night
20193022,Weekday,Day
20195112,Weekday,Day
20195042,Weekday,Day
20191320,Weekday,Day
20195037,Weekday,Night
20192090,Weekday,Night
20191070,Weekday,Night
20197001,Weekday,Day
20191095,Weekday,Day
20193106,Weekday,Day
20193028,Weekday,Day
20196017,Weekday,Day
20192022,Weekday,Night
20192121,Weekday,Night
20193039,Weekend,Night
20193076,Weekend,Night
20195150,Weekend,Night
20192071,Weekend,Night
20191302,Weekend,Night
20196006,Weekday,Day
20191165,Weekday,Day
20194106,Weekday,Day
20195031,Weekday,Day
20193018,Weekday,Day
20194039,Weekday,Day
20191160,Weekday,Day
20192074,Weekend,Night
20193136,Weekday,Day
20191301,Weekday,Day
20192244,Weekend,Night
20191124,Weekday,Night
20191058,Weekday,Night
20194021,Weekend,Night
20192064,Weekend,Night
20195108,Weekend,Night
20193034,Weekend,Day
20191086,Weekend,Day
20196013,Weekend,Day
20194015,Weekend,Day
20193155,Weekend,Day
20194012,Weekend,Day
20192210,Weekend,Night
20192154,Weekend,Night
20191083,Weekend,Day
20193189,Weekend,Night
20192063,Weekend,Night
20191317,Weekend,Night
20193163,Weekend,Night
20191144,Weekend,Night
20195068,Weekend,Night
20193164,Weekend,Day
20191327,Weekend,Day
20193092,Weekend,Day
20191272,Weekend,Day
20191310,Weekend,Day
20192092,Weekend,Night
20191081,Weekend,Day
20191143,Weekend,Day
20192030,Weekday,Night
20192089,Weekday,Night
20192034,Weekday,Night
20193070,Weekday,Day
20193044,Weekday,Day
20193169,Weekday,Day
20197015,Weekday,Day
20195020,Weekday,Day
20191131,Weekday,Night
20191255,Weekday,Night
20195039,Weekday,Night
20194064,Weekday,Night
20195001,Weekday,Day
20191009,Weekday,Day
20195005,Weekday,Day
20197026,Weekday,Day
20197025,Weekday,Day
20192054,Weekday,Night
20191197,Weekday,Night
20195101,Weekday,Night
20194087,Weekday,Night
20193043,Weekday,Night
20192002,Weekday,Night
20194034,Weekday,Day
20192181,Weekday,Night
20193143,Weekday,Night
20195141,Weekday,Night
20191013,Weekday,Night
20195107,Weekday,Day
20191137,Weekday,Day
20194100,Weekday,Day
20191218,Weekday,Day
20192184,Weekday,Night
20192188,Weekday,Night
20191178,Weekday,Day
20194052,Weekday,Day
20191297,Weekday,Day
20191146,Weekday,Day
20191030,Weekday,Day
20194107,Weekend,Night
20196008,Weekend,Night
20191184,Weekend,Night
20191300,Weekday,Day
20194006,Weekday,Day
20195132,Weekday,Day
20193101,Weekday,Day
20194024,Weekday,Day
20193125,Weekday,Day
20195033,Weekday,Day
20192204,Weekend,Night
20192065,Weekend,Night
20195117,Weekend,Night
20195126,Weekend,Night
20192231,Weekend,Night
20195021,Weekend,Night
20191298,Weekend,Day
20192199,Weekend,Night
20193030,Weekend,Day
20195131,Weekend,Day
20195058,Weekend,Day
20195022,Weekend,Day
20191051,Weekend,Day
20191077,Weekend,Day
20194060,Weekend,Night
20192123,Weekend,Night
20192006,Weekend,Night
20194049,Weekend,Night
20194088,Weekend,Night
20192010,Weekend,Night
20192243,Weekend,Night
20191126,Weekend,Night
20191280,Weekend,Night
20193002,Weekend,Night
20193057,Weekend,Night
20192201,Weekend,Night
20192115,Weekend,Night
20193138,Weekend,Day
20191208,Weekend,Day
20195041,Weekend,Day
20192111,Weekend,Night
20191019,Weekend,Night
20193172,Weekend,Night
20193094,Weekday,Night
20195148,Weekday,Day
20195066,Weekday,Day
20191205,Weekday,Day
20193141,Weekday,Day
20192075,Weekday,Night
20192218,Weekday,Night
20197014,Weekday,Day
20192234,Weekday,Night
20191243,Weekday,Day
20191237,Weekday,Day
20191082,Weekday,Night
20193185,Weekday,Night
20197017,Weekday,Night
20191328,Weekday,Night
20196009,Weekday,Day
20196020,Weekday,Day
20191315,Weekday,Day
20193065,Weekday,Day
20195045,Weekday,Night
20191289,Weekday,Night
20195057,Weekday,Night
20198005,Weekday,Night
20191236,Weekday,Day
20192100,Weekday,Night
20191235,Weekday,Night
20195015,Weekday,Night
20195103,Weekday,Night
20191194,Weekday,Night
20192166,Weekday,Night
20193020,Weekday,Day
20191011,Weekday,Day
20194023,Weekday,Day
20195134,Weekday,Day
20193061,Weekday,Day
20192193,Weekday,Night
20193160,Weekday,Day
20192240,Weekday,Night
20195130,Weekend,Night
20192088,Weekday,Night
20191109,Weekend,Night
20191318,Weekday,Day
20194094,Weekday,Day
20192116,Weekend,Night
20191008,Weekday,Day
20194066,Weekday,Day
20192035,Weekend,Night
20191253,Weekday,Day
20192099,Weekend,Night
20196014,Weekday,Day
20193121,Weekday,Day
20194069,Weekday,Night
20192211,Weekend,Night
20192113,Weekend,Night
20191217,Weekday,Night
20192140,Weekend,Night
20193195,Weekend,Night
20191173,Weekend,Night
20194007,Weekend,Night
20195114,Weekend,Day
20192191,Weekend,Night
20194016,Weekend,Day
20192126,Weekend,Night
20195049,Weekend,Day
20195025,Weekend,Day
20193007,Weekend,Day
20192143,Weekend,Night
20192032,Weekend,Night
20192086,Weekend,Night
20194078,Weekend,Day
20191027,Weekend,Day
20192013,Weekend,Night
20195055,Weekend,Night
20193095,Weekend,Night
20192175,Weekend,Night
20191219,Weekend,Day
20193031,Weekend,Day
20194037,Weekend,Day
20192248,Weekend,Night
20192050,Weekend,Night
20194026,Weekend,Day
20192105,Weekend,Night
20196027,Weekend,Night
20191049,Weekend,Night
20193192,Weekend,Night
20193059,Weekend,Night
20194103,Weekend,Night
20191056,Weekday,Night
20192246,Weekday,Night
20193066,Weekday,Day
20191140,Weekday,Day
20194082,Weekday,Day
20193170,Weekday,Day
20191091,Weekday,Day
20195109,Weekday,Day
20191134,Weekday,Day
20194031,Weekday,Day
20195128,Weekday,Day
20191325,Weekday,Night
20195129,Weekday,Night
20192215,Weekday,Night
20193196,Weekday,Day
20193112,Weekday,Day
20192133,Weekday,Night
20191001,Weekday,Day
20193012,Weekday,Day
20191198,Weekday,Day
20191121,Weekday,Night
20193174,Weekday,Night
20197027,Weekday,Night
20192163,Weekday,Night
20192094,Weekday,Night
20193104,Weekday,Day
20191130,Weekday,Day
20193051,Weekday,Day
20191304,Weekday,Day
20195007,Weekday,Day
20192122,Weekday,Night
20193019,Weekday,Night
20192095,Weekday,Night
20197028,Weekday,Night
20194058,Weekday,Night
20192236,Weekday,Night
20193037,Weekday,Night
20192024,Weekday,Night
20193181,Weekday,Night
20192059,Weekday,Night
20192001,Weekday,Night
20194102,Weekday,Day
20192109,Weekday,Night
20197005,Weekday,Day
20194105,Weekday,Day
20191252,Weekday,Day
20193109,Weekday,Day
20194005,Weekday,Day
20195053,Weekday,Day
20191142,Weekday,Day
20195077,Weekday,Day
20194081,Weekday,Day
20192068,Weekday,Night
20191052,Weekend,Night
20195136,Weekend,Night
20193026,Weekend,Night
20195006,Weekend,Night
20192085,Weekend,Night
20192101,Weekend,Night
20191227,Weekday,Day
20191017,Weekday,Day
20192232,Weekend,Night
20192235,Weekend,Night
20193107,Weekday,Day
20191188,Weekday,Night
20192108,Weekend,Night
20192125,Weekend,Night
20196015,Weekend,Night
20194046,Weekend,Night
20194091,Weekend,Night
20194010,Weekend,Day
20193144,Weekend,Day
20195088,Weekend,Day
20194071,Weekend,Day
20195087,Weekend,Day
20192067,Weekend,Night
20191319,Weekend,Day
20197023,Weekend,Night
20191041,Weekend,Night
20193100,Weekend,Night
20195090,Weekend,Night
20191024,Weekend,Night
20195040,Weekend,Night
20195036,Weekend,Night
20192015,Weekend,Night
20192169,Weekend,Night
20191084,Weekend,Day
20191103,Weekend,Day
20193111,Weekend,Day
20195004,Weekend,Day
20192177,Weekend,Night
20191042,Weekend,Night
20195145,Weekend,Night
20196018,Weekday,Night
20193033,Weekday,Night
20192230,Weekday,Night
20191002,Weekday,Day
20192080,Weekday,Night
20192139,Weekday,Night
20191118,Weekday,Night
20191179,Weekday,Night
20191226,Weekday,Night
20191264,Weekday,Day
20193122,Weekday,Day
20192036,Weekday,Night
20191031,Weekday,Day
20191247,Weekday,Day
20191284,Weekday,Day
20193093,Weekday,Day
20191080,Weekday,Day
20196026,Weekday,Day
20191138,Weekday,Day
20192098,Weekday,Night
20191234,Weekday,Night
20194019,Weekday,Night
20197006,Weekday,Night
20195044,Weekday,Night
20193131,Weekday,Day
20193157,Weekday,Day
20192194,Weekday,Night
20191221,Weekday,Day
20191239,Weekday,Day
20195093,Weekday,Day
20191062,Weekday,Day
20192225,Weekday,Night
20192069,Weekday,Night
20192222,Weekday,Night
20195054,Weekday,Night
20191147,Weekday,Night
20191059,Weekday,Day
20193055,Weekday,Day
20193038,Weekday,Day
20191185,Weekday,Day
20191157,Weekday,Day
20194033,Weekday,Day
20192055,Weekday,Night
20193184,Weekday,Day
20191033,Weekday,Day
20195008,Weekday,Day
20191094,Weekend,Night
20192192,Weekend,Night
20192110,Weekend,Night
20196012,Weekday,Day
20192153,Weekend,Night
20193175,Weekday,Day
20192167,Weekend,Night
20193068,Weekday,Day
20197002,Weekday,Day
20192061,Weekend,Night
20193050,Weekend,Night
20193133,Weekend,Night
20191010,Weekend,Day
20193149,Weekend,Day
20194028,Weekend,Day
20191018,Weekend,Day
20196028,Weekend,Day
20191180,Weekend,Day
20191166,Weekend,Day
20192242,Weekend,Night
20191286,Weekend,Day
20191275,Weekend,Night
20193011,Weekend,Night
20191231,Weekend,Night
20194040,Weekend,Night
20195083,Weekend,Night
20191238,Weekend,Night
20195076,Weekend,Night
20191211,Weekend,Night
20192187,Weekend,Night
20191122,Weekend,Day
20193165,Weekend,Day
20192114,Weekend,Night
20192066,Weekend,Night
20191152,Weekend,Day
20194090,Weekend,Day
20192119,Weekend,Night
20195082,Weekend,Day
20192183,Weekend,Night
20193005,Weekend,Day
20191161,Weekend,Day
20195115,Weekend,Day
20195143,Weekend,Day
20192117,Weekend,Night
20196004,Weekend,Night
20191306,Weekend,Night
20192005,Weekday,Night
20191267,Weekday,Day
20192212,Weekday,Night
20194001,Weekday,Day
20195096,Weekday,Day
20193082,Weekday,Day
20191196,Weekday,Day
20193035,Weekday,Day
20191224,Weekday,Day
20191249,Weekday,Day
20194041,Weekday,Day
20195024,Weekday,Night
20192041,Weekday,Night
20191270,Weekday,Night
20191032,Weekday,Night
20193108,Weekday,Night
20191014,Weekday,Day
20191022,Weekday,Day
20194056,Weekday,Day
20193110,Weekday,Day
20193079,Weekday,Day
20191266,Weekday,Day
20191242,Weekday,Day
20192120,Weekday,Night
20194002,Weekday,Night
20191201,Weekday,Night
20194073,Weekday,Night
20195047,Weekday,Night
20193182,Weekday,Night
20191294,Weekday,Night
20194045,Weekday,Day
20191068,Weekday,Day
20194062,Weekday,Day
20191245,Weekday,Day
20196024,Weekday,Day
20194004,Weekday,Day
20191108,Weekday,Day
20191225,Weekday,Day
20191104,Weekday,Day
20195133,Weekday,Night
20196025,Weekday,Night
20191135,Weekday,Day
20195012,Weekday,Day
20195152,Weekday,Day
20191067,Weekday,Day
20192134,Weekday,Night
20193193,Weekday,Day
20193140,Weekend,Night
20192051,Weekday,Night
20197011,Weekend,Night
20192093,Weekend,Night
20191145,Weekday,Day
20192146,Weekend,Night
20194099,Weekday,Day
20191155,Weekday,Day
20192196,Weekend,Night
20195151,Weekend,Night
20192046,Weekend,Night
20192159,Weekend,Night
20192221,Weekend,Night
20193041,Weekend,Day
20191123,Weekend,Day
20195065,Weekend,Day
20192017,Weekend,Night
20192135,Weekend,Night
20192018,Weekend,Night
20191258,Weekend,Night
20191106,Weekend,Night
20191050,Weekend,Night
20193081,Weekend,Night
20191037,Weekend,Day
20191107,Weekend,Day
20191290,Weekend,Day
20192185,Weekend,Night
20193156,Weekend,Day
20192044,Weekend,Night
20191314,Weekend,Day
20191100,Weekend,Night
20191047,Weekend,Night
20192160,Weekend,Night
20192012,Weekend,Night
20195048,Weekday,Night
20191159,Weekday,Night
20194044,Weekday,Night
20193003,Weekday,Day
20191220,Weekday,Day
20192037,Weekday,Night
20191192,Weekday,Day
20193171,Weekday,Day
20195123,Weekday,Day
20195072,Weekday,Day
20191005,Weekday,Day
20192189,Weekday,Night
20191210,Weekday,Day
20191172,Weekday,Day
20192058,Weekday,Night
20192043,Weekday,Night
20192200,Weekday,Night
20193091,Weekday,Night
20195138,Weekday,Night
20196022,Weekday,Night
20191271,Weekday,Night
20193014,Weekday,Day
20195050,Weekday,Day
20192033,Weekday,Night
20191241,Weekday,Day
20195034,Weekday,Day
20191182,Weekday,Day
20196029,Weekday,Day
20192023,Weekday,Night
20191181,Weekday,Night
20191025,Weekday,Day
20191021,Weekday,Day
20192103,Weekday,Night
20192040,Weekday,Night
20194017,Weekday,Day
20192220,Weekday,Night
20192148,Weekday,Night
20195002,Weekday,Day
20192178,Weekday,Night
20192097,Weekday,Night
20193075,Weekday,Day
20192202,Weekday,Night
20195110,Weekday,Night
20195118,Weekday,Night
20192007,Weekday,Night
20191204,Weekday,Day
20195102,Weekday,Day
20194057,Weekday,Day
20195062,Weekday,Day
20195085,Weekday,Day
20192076,Weekday,Night
20192079,Weekday,Night
20195046,Weekday,Day
20193086,Weekend,Night
20198003,Weekend,Night
20192190,Weekday,Night
20191153,Weekend,Night
20192195,Weekend,Night
20195010,Weekday,Day
20195146,Weekday,Day
20191251,Weekday,Day
20193158,Weekday,Day
20192009,Weekend,Night
20192161,Weekend,Night
20194074,Weekday,Day
20191046,Weekday,Day
20195078,Weekday,Night
20193191,Weekday,Night
20191053,Weekday,Night
20191299,Weekend,Night
20194009,Weekend,Night
20195014,Weekend,Night
20193087,Weekend,Night
20197007,Weekend,Night
20191265,Weekend,Day
20191174,Weekend,Day
20195075,Weekend,Day
20191079,Weekend,Day
20194093,Weekend,Day
20191074,Weekend,Day
20191069,Weekend,Day
20192198,Weekend,Night
20191308,Weekend,Day
20197009,Weekend,Day
20195011,Weekend,Night
20193120,Weekend,Night
20193063,Weekend,Night
20193054,Weekend,Day
20191139,Weekend,Day
20192106,Weekend,Night
20191292,Weekend,Day
20192241,Weekend,Night
20194109,Weekend,Day
20194095,Weekend,Day
20194035,Weekend,Day
20191038,Weekend,Day
20192179,Weekend,Night
20192132,Weekend,Night
20191295,Weekend,Night
20195028,Weekend,Night
20192168,Weekend,Night
20191129,Weekday,Night
20193077,Weekday,Night
20193128,Weekday,Night
20192136,Weekday,Night
20191054,Weekday,Day
20194070,Weekday,Day
20195030,Weekday,Day
20192042,Weekday,Night
20197012,Weekday,Day
20191065,Weekday,Day
20192145,Weekday,Night
20191003,Weekday,Day
20197022,Weekday,Day
20192180,Weekday,Night
20194043,Weekday,Day
20192025,Weekday,Night
20191288,Weekday,Day
20197004,Weekday,Night
20192057,Weekday,Night
20191055,Weekday,Night
20196007,Weekday,Night
20191177,Weekday,Night
20194063,Weekday,Day
20193190,Weekday,Day
20195113,Weekday,Day
20194075,Weekday,Day
20191323,Weekday,Day
20191190,Weekday,Day
20191036,Weekday,Day
20191040,Weekday,Day
20195071,Weekday,Day
20192124,Weekday,Night
20191045,Weekday,Night
20195095,Weekday,Night
20195111,Weekday,Night
20194036,Weekday,Day
20191259,Weekday,Day
20191316,Weekday,Day
20192081,Weekday,Night
20194108,Weekday,Day
20194027,Weekday,Day
20191044,Weekday,Day
20193058,Weekday,Night
20191233,Weekday,Night
20192141,Weekday,Night
20193062,Weekday,Night
20193047,Weekday,Night
20191187,Weekday,Night
20181309,Weekday,Night
20184025,Weekday,Night
20183053,Weekday,Night
20181079,Weekday,Day
20184009,Weekday,Day
20183089,Weekday,Day
20181062,Weekday,Day
20181110,Weekday,Day
20181038,Weekday,Day
20181264,Weekday,Day
20183091,Weekend,Night
20181203,Weekend,Night
20185100,Weekend,Night
20182022,Weekend,Night
20183039,Weekend,Night
20182113,Weekend,Night
20182017,Weekend,Night
20184050,Weekday,Day
20183154,Weekday,Day
20181166,Weekday,Day
20187028,Weekday,Day
20183059,Weekday,Night
20182094,Weekday,Night
20183043,Weekday,Night
20182049,Weekday,Night
20183149,Weekday,Night
20182155,Weekday,Night
20182073,Weekend,Night
20184027,Weekend,Night
20181276,Weekend,Night
20181231,Weekend,Day
20185114,Weekend,Day
20181105,Weekend,Day
20183159,Weekend,Day
20186030,Weekend,Day
20181243,Weekend,Day
20182199,Weekend,Day
20185134,Weekend,Night
20182159,Weekend,Night
20183092,Weekend,Night
20182071,Weekend,Night
20181049,Weekend,Day
20183141,Weekend,Day
20183034,Weekend,Day
20184038,Weekend,Day
20181086,Weekend,Day
20182106,Weekend,Day
20183210,Weekend,Day
20183022,Weekend,Day
20181232,Weekend,Day
20185139,Weekend,Day
20181188,Weekend,Day
20185076,Weekend,Day
20181114,Weekend,Night
20183065,Weekend,Night
20187036,Weekend,Night
20185138,Weekday,Day
20183224,Weekday,Day
20184024,Weekday,Day
20185097,Weekday,Day
20181107,Weekday,Day
20186019,Weekday,Day
20183025,Weekday,Day
20183140,Weekday,Day
20184016,Weekday,Day
20183116,Weekday,Night
20187003,Weekday,Night
20185132,Weekday,Day
20186012,Weekday,Day
20181304,Weekday,Day
20183161,Weekday,Day
20181226,Weekday,Day
20182035,Weekday,Night
20181237,Weekday,Night
20185085,Weekday,Night
20182178,Weekday,Day
20181269,Weekday,Day
20185036,Weekday,Day
20182081,Weekday,Day
20183087,Weekday,Day
20181056,Weekday,Day
20181170,Weekday,Day
20181002,Weekday,Night
20182019,Weekday,Night
20181148,Weekday,Night
20182110,Weekday,Night
20183085,Weekday,Night
20184002,Weekday,Night
20181077,Weekday,Night
20184005,Weekday,Night
20186001,Weekday,Night
20182023,Weekday,Day
20187026,Weekday,Day
20184031,Weekday,Day
20182181,Weekday,Day
20185067,Weekday,Day
20181214,Weekday,Day
20181059,Weekday,Day
20183020,Weekend,Night
20182004,Weekend,Night
20182002,Weekend,Night
20183126,Weekend,Night
20185016,Weekend,Night
20181302,Weekend,Night
20187029,Weekend,Night
20183029,Weekday,Day
20183171,Weekday,Day
20184030,Weekday,Day
20181031,Weekday,Day
20182116,Weekday,Day
20181159,Weekday,Day
20183139,Weekday,Day
20181018,Weekday,Day
20181045,Weekday,Day
20183134,Weekday,Night
20183145,Weekend,Night
20185008,Weekend,Night
20185005,Weekend,Day
20184008,Weekend,Day
20182163,Weekend,Day
20181324,Weekend,Day
20182037,Weekend,Day
20181070,Weekend,Day
20183200,Weekend,Day
20183102,Weekend,Day
20185048,Weekend,Day
20181156,Weekend,Day
20183010,Weekend,Night
20184047,Weekend,Night
20181234,Weekend,Night
20182095,Weekend,Night
20183046,Weekend,Night
20182020,Weekend,Night
20183081,Weekend,Night
20182146,Weekend,Night
20181271,Weekend,Night
20185104,Weekend,Night
20182090,Weekend,Night
20181310,Weekend,Night
20185007,Weekend,Day
20185052,Weekend,Day
20185049,Weekend,Day
20184048,Weekend,Day
20182099,Weekend,Day
20182136,Weekend,Day
20184044,Weekend,Day
20183219,Weekend,Day
20187031,Weekend,Day
20182056,Weekend,Day
20182063,Weekend,Night
20181205,Weekday,Night
20185041,Weekday,Day
20181171,Weekday,Day
20181190,Weekday,Day
20185032,Weekday,Day
20182158,Weekday,Day
20185044,Weekday,Day
20181325,Weekday,Night
20183178,Weekday,Night
20184057,Weekday,Night
20186006,Weekday,Night
20183023,Weekday,Night
20183179,Weekday,Night
20181071,Weekday,Night
20186003,Weekday,Day
20185111,Weekday,Day
20181076,Weekday,Day
20181033,Weekday,Day
20182029,Weekday,Day
20184073,Weekday,Day
20184017,Weekday,Day
20181187,Weekday,Night
20182072,Weekday,Night
20183062,Weekday,Night
20181168,Weekday,Night
20185001,Weekday,Day
20181265,Weekday,Day
20182040,Weekday,Day
20182075,Weekday,Night
20181209,Weekday,Night
20181053,Weekday,Day
20181042,Weekday,Day
20182166,Weekday,Day
20181179,Weekday,Day
20181244,Weekday,Day
20182161,Weekday,Day
20183172,Weekend,Night
20181194,Weekday,Day
20187022,Weekday,Day
20181129,Weekday,Day
20182041,Weekday,Day
20182191,Weekday,Day
20183031,Weekday,Day
20182192,Weekday,Day
20184028,Weekday,Night
20183101,Weekday,Night
20187027,Weekday,Night
20185031,Weekend,Night
20182084,Weekend,Night
20182100,Weekend,Night
20181292,Weekend,Day
20185106,Weekend,Day
20182132,Weekend,Day
20182148,Weekend,Day
20183012,Weekend,Day
20185095,Weekend,Night
20185094,Weekend,Night
20183007,Weekend,Night
20182079,Weekend,Night
20181144,Weekend,Night
20183194,Weekend,Night
20181067,Weekend,Night
20182044,Weekend,Night
20187005,Weekend,Day
20181211,Weekend,Day
20181138,Weekend,Day
20182026,Weekend,Day
20181213,Weekend,Day
20181162,Weekend,Day
20182102,Weekend,Day
20184051,Weekend,Day
20182152,Weekend,Day
20181206,Weekend,Day
20184062,Weekend,Day
20182129,Weekend,Night
20183129,Weekday,Day
20185092,Weekday,Day
20182031,Weekday,Day
20187017,Weekday,Night
20184067,Weekday,Day
20183151,Weekday,Day
20183057,Weekday,Day
20181024,Weekday,Day
20187004,Weekday,Night
20181048,Weekday,Night
20185004,Weekday,Night
20182119,Weekday,Day
20185091,Weekday,Day
20185029,Weekday,Day
20182120,Weekday,Day
20181010,Weekday,Day
20181284,Weekday,Day
20182164,Weekday,Day
20181026,Weekday,Day
20181185,Weekday,Day
20181225,Weekday,Day
20182092,Weekday,Night
20181176,Weekday,Night
20186002,Weekday,Night
20185079,Weekday,Night
20182167,Weekday,Day
20181093,Weekday,Day
20186017,Weekday,Day
20182149,Weekday,Day
20181257,Weekday,Day
20183211,Weekday,Day
20182176,Weekday,Day
20183054,Weekday,Day
20181082,Weekday,Day
20182069,Weekday,Day
20181275,Weekday,Day
20183168,Weekend,Night
20181250,Weekend,Night
20185050,Weekend,Night
20181085,Weekend,Night
20183120,Weekend,Night
20183133,Weekend,Night
20181009,Weekend,Night
20185140,Weekday,Day
20181184,Weekday,Day
20183050,Weekday,Day
20182130,Weekday,Day
20181130,Weekday,Day
20184074,Weekday,Day
20185062,Weekday,Day
20182118,Weekday,Night
20182177,Weekday,Night
20182021,Weekday,Night
20183208,Weekend,Night
20185070,Weekend,Night
20181298,Weekend,Night
20184053,Weekend,Day
20181046,Weekend,Day
20183011,Weekend,Day
20186015,Weekend,Day
20185034,Weekend,Day
20184015,Weekend,Day
20181201,Weekend,Day
20181120,Weekend,Day
20181323,Weekend,Day
20184042,Weekend,Day
20182111,Weekend,Day
20181124,Weekend,Day
20183075,Weekend,Night
20181241,Weekend,Night
20181236,Weekend,Night
20185043,Weekend,Night
20183156,Weekend,Night
20182080,Weekend,Night
20183215,Weekend,Night
20183026,Weekend,Night
20187024,Weekend,Day
20181058,Weekend,Day
20185028,Weekend,Day
20183201,Weekend,Day
20181140,Weekend,Day
20186020,Weekend,Day
20184013,Weekend,Day
20185098,Weekend,Night
20185103,Weekend,Night
20181215,Weekend,Night
20186007,Weekday,Night
20183044,Weekday,Day
20182068,Weekday,Day
20182038,Weekday,Day
20183001,Weekday,Day
20181290,Weekday,Day
20181142,Weekday,Day
20181151,Weekday,Day
20183128,Weekday,Night
20181135,Weekday,Night
20181282,Weekday,Night
20181145,Weekday,Night
20185046,Weekday,Night
20181099,Weekday,Night
20182088,Weekday,Night
20182142,Weekday,Day
20182135,Weekday,Day
20184058,Weekday,Day
20182012,Weekday,Day
20182082,Weekday,Day
20185021,Weekday,Day
20182160,Weekday,Day
20181023,Weekday,Day
20183110,Weekday,Day
20184007,Weekday,Night
20181035,Weekday,Day
20184059,Weekday,Day
20184056,Weekday,Day
20181247,Weekday,Day
20185078,Weekday,Day
20181066,Weekday,Night
20185020,Weekday,Night
20181128,Weekday,Day
20181127,Weekday,Day
20186023,Weekday,Day
20181008,Weekday,Day
20181288,Weekday,Day
20183173,Weekday,Day
20183117,Weekday,Day
20182078,Weekday,Day
20181158,Weekday,Day
20181227,Weekday,Day
20181064,Weekend,Night
20183144,Weekend,Night
20181006,Weekend,Night
20181150,Weekend,Night
