crashID,locationID
20243116,QLD_Cassowary_Coast_Cairns
20242133,VIC_Melton_Melbourne___West
20241092,NSW_Central_Coast_(NSW)_Central_Coast
20242121,VIC_Whittlesea_Melbourne___North_East
20243214,QLD_Toowoomba_Darling_Downs___Maranoa
20241118,NSW_Tenterfield_New_England_and_North_West
20243157,QLD_Brisbane_Brisbane___South
20241190,NSW_Hilltops_Capital_Region
20241097,NSW_Goulburn_Mulwaree_Capital_Region
20242265,VIC_Indigo_Hume
20241250,NSW_Northern_Beaches_Sydney___Northern_Beaches
20242200,VIC_Moyne_Warrnambool_and_South_West
20242234,VIC_Campaspe_Shepparton
20242048,VIC_Brimbank_Melbourne___West
20242003,VIC_Greater_Shepparton_Shepparton
20243252,QLD_Moreton_Bay_Moreton_Bay___North
20243061,QLD_Toowoomba_Darling_Downs___Maranoa
20242162,VIC_Moonee_Valley_Melbourne___North_West
20244071,SA_Onkaparinga_Adelaide___South
20241047,NSW_Inner_West_Sydney___Inner_West
20241205,NSW_Cessnock_Hunter_Valley_exc_Newcastle
20241024,NSW_Central_Coast_(NSW)_Central_Coast
20242096,VIC_Casey_Melbourne___South_East
20242240,VIC_Greater_Dandenong_Melbourne___South_East
20243139,QLD_Brisbane_Brisbane_Inner_City
20243075,QLD_Brisbane_Brisbane___South
20244051,SA_Salisbury_Adelaide___North
20241070,NSW_Warrumbungle_Far_West_and_Orana
20244079,SA_Whyalla_South_Australia___Outback
20243051,QLD_Western_Downs_Darling_Downs___Maranoa
20242237,VIC_Yarra_Ranges_Melbourne___Outer_East
20243148,QLD_Rockhampton_Central_Queensland
20242157,VIC_Moonee_Valley_Melbourne___Inner
20244022,SA_Unincorporated_SA_South_Australia___Outback
20241142,NSW_Port_Stephens_Hunter_Valley_exc_Newcastle
20241124,NSW_Shoalhaven_Southern_Highlands_and_Shoalhaven
20241010,NSW_Narromine_Far_West_and_Orana
20241252,NSW_Clarence_Valley_Coffs_Harbour___Grafton
20243155,QLD_Cook_Queensland___Outback
20243163,QLD_Gladstone_Central_Queensland
20243269,QLD_Noosa_Sunshine_Coast
20243056,QLD_Mount_Isa_Queensland___Outback
20243049,QLD_Mount_Isa_Queensland___Outback
20243103,QLD_Brisbane_Brisbane_Inner_City
20242233,VIC_Kingston_(Vic.)_Melbourne___Inner_South
20243014,QLD_Toowoomba_Darling_Downs___Maranoa
20241198,NSW_Canterbury_Bankstown_Sydney___Inner_South_West
20242249,VIC_Maroondah_Melbourne___Outer_East
20243154,QLD_Whitsunday_Mackay___Isaac___Whitsunday
20241100,NSW_Lake_Macquarie_Newcastle_and_Lake_Macquarie
20241074,NSW_Tweed_Richmond___Tweed
20243263,QLD_Toowoomba_Darling_Downs___Maranoa
20242016,VIC_Maribyrnong_Melbourne___West
20244017,SA_Unincorporated_SA_South_Australia___Outback
20244009,SA_Marion_Adelaide___South
20242085,VIC_Darebin_Melbourne___North_East
20244012,SA_Unincorporated_SA_South_Australia___Outback
20243205,QLD_Logan_Logan___Beaudesert
20241035,NSW_Blacktown_Sydney___Blacktown
20241161,NSW_Blacktown_Sydney___Blacktown
20241062,NSW_Dubbo_Far_West_and_Orana
20243119,QLD_Moreton_Bay_Moreton_Bay___North
20241155,NSW_Lake_Macquarie_Newcastle_and_Lake_Macquarie
20243152,QLD_Gold_Coast_Gold_Coast
20243053,QLD_Gold_Coast_Gold_Coast
20241039,NSW_Northern_Beaches_Sydney___Northern_Beaches
20242154,VIC_Mildura_North_West
20243215,QLD_Brisbane_Brisbane___North
20243026,QLD_Gold_Coast_Gold_Coast
20241050,NSW_Hornsby_Sydney___North_Sydney_and_Hornsby
20243271,QLD_Gladstone_Central_Queensland
20241133,NSW_Clarence_Valley_Coffs_Harbour___Grafton
20248008,ACT_Unincorporated_ACT_Australian_Capital_Territory
20244037,SA_Adelaide_Hills_Adelaide___Central_and_Hills
20242143,VIC_Yarra_Melbourne___Inner
20241273,NSW_Lake_Macquarie_Newcastle_and_Lake_Macquarie
20242067,VIC_Monash_Melbourne___South_East
20242214,VIC_Mansfield_Hume
20243238,QLD_Charters_Towers_Townsville
20242011,VIC_Warrnambool_Warrnambool_and_South_West
20241180,NSW_Cumberland_Sydney___Parramatta
20241059,NSW_The_Hills_Sydney___Baulkham_Hills_and_Hawkesbury
20241021,NSW_Fairfield_Sydney___South_West
20242254,VIC_Kingston_(Vic.)_Melbourne___Inner_South
20243256,QLD_Cairns_Cairns
20241245,NSW_Richmond_Valley_Richmond___Tweed
20243126,QLD_Toowoomba_Darling_Downs___Maranoa
20244082,SA_Light_Barossa___Yorke___Mid_North
20241108,NSW_Parramatta_Sydney___Parramatta
20242137,VIC_Ballarat_Ballarat
20241005,NSW_Sutherland_Sydney___Sutherland
