crash_id,speed_limit
20241025,100
20241079,80
20246010,100
20242235,100
20242113,100
20242025,100
20241148,50
20241262,60
20241172,70
20242192,100
20241014,100
20242191,70
20243189,100
20244033,110
20241206,60
20243069,50
20243188,60
20241130,80
20241178,70
20248011,80
20241043,100
20244054,60
20243032,60
20244015,100
20243112,100
20243253,80
20246028,100
20242244,100
20244006,60
20241154,60
20241146,70
20242009,100
20241217,110
20242030,100
20243025,60
20242168,60
20246021,80
20241238,100
20241158,70
20243228,40
20242210,100
20242253,110
20242256,100
20241289,100
20243045,80
20242028,100
20243054,70
20241187,110
20246007,100
20241126,100
20244049,60
20242021,110
20242045,80
20243101,70
20242206,100
20242117,100
20241226,80
20242079,100
20241156,100
20243093,60
20243125,60
20243134,50
20242239,100
20241232,100
20241061,50
20244056,110
20242039,100
20241182,80
20241044,110
20242131,100
20244031,110
20242059,60
20242033,60
20241207,100
20243033,100
20242159,60
20243177,80
20243241,90
20243132,60
20243159,50
20242072,40
20243028,80
20243105,60
20242258,100
20241007,80
20241227,50
20243130,100
20242065,80
20243259,60
20244052,80
20242247,50
20241093,80
20241276,60
20242208,100
20241157,100
20244065,110
20242054,80
20242221,100
20242197,100
20241075,110
20241279,50
20243095,50
20243272,100
20243027,60
20248001,70
20242228,60
20242105,60
20241069,70
20244074,100
20244008,100
20243100,100
20241122,110
20244064,90
20243138,100
20241141,100
20241244,50
20242236,100
20242195,60
20242010,60
20242205,100
20244002,100
20242041,100
20242084,70
20243230,100
20241114,80
20243068,80
20243099,100
20242145,100
20243062,80
20244048,50
20241112,80
20243047,80
20242198,100
20243202,100
20244029,80
20241185,80
20242153,50
20243257,100
20243149,60
20242202,100
20243245,70
20244004,60
20241123,100
20242222,100
20242248,70
20241213,100
20242220,50
20242047,80
20243270,100
20241121,100
20243016,80
20241038,100
20243200,70
20243039,80
20242246,60
20242063,100
20243180,80
20241297,50
20243059,60
20242242,80
20242091,80
20243077,100
20244038,60
20243136,60
20243211,100
20241270,100
20241225,100
20241084,110
20243050,70
20243216,80
20242190,40
20243115,80
20242116,80
20241129,100
20244076,100
20243141,50
20241095,100
20242082,100
20241090,70
20241113,100
20243258,60
20244053,60
20241064,100
20243175,100
20243183,110
20241049,50
20241242,80
20241144,80
20243262,60
20241001,80
20242231,80
20241018,70
20241105,50
20241282,50
20243204,50
20243224,60
20243179,60
20241192,80
20241026,80
20241067,50
20242001,70
20243013,100
20241191,110
20242031,50
20241117,80
20246020,100
20241012,100
20242263,80
20242038,100
20246005,40
20244030,100
20242061,60
20244036,100
20242134,60
20243060,100
20242002,80
20243057,100
20243166,100
20242203,100
20243196,100
20241214,100
20242083,100
20241272,50
20241104,50
20243182,40
20242180,80
20242126,50
20241023,100
20243065,60
20243083,100
20244070,80
20243048,90
20241280,100
20242118,60
20241193,100
20242150,100
20241239,100
20242111,80
20243255,100
20241033,80
20241288,100
20243012,80
20241164,100
20243250,40
20242076,60
20241099,50
20243052,60
20241015,110
20243219,100
20241184,50
20241284,50
20242218,100
20241008,70
20244075,60
20242147,60
20248010,80
20234108,60
20234099,60
20233145,100
20236026,100
20233259,100
20236028,100
20231088,100
20231189,110
20232156,80
20233100,100
20231103,60
20232192,100
20233056,100
20231091,110
20232211,100
20231104,50
20231155,60
20232098,60
20232128,60
20233085,60
20234027,100
20232061,100
20234033,100
20232044,50
20232250,80
20233231,60
20231020,60
20231115,80
20231038,100
20231108,50
20231281,80
20233078,50
20231261,50
20233258,100
20236009,50
20232237,80
20232188,60
20233165,100
20231098,100
20234029,50
20231102,100
20231198,70
20231129,50
20231231,60
20233120,80
20232196,50
20234053,110
20232240,80
20231095,70
20232119,80
20232243,100
20234042,100
20232067,80
20234079,60
20231023,60
20233221,100
20233081,80
20231076,100
20232045,80
20236006,100
20234061,100
20232201,50
20236025,100
20233189,100
20233111,80
20232097,60
20233036,80
20231250,100
20233228,100
20234084,110
20232009,100
20231145,100
20231056,100
20232115,80
20233012,110
20232018,70
20233200,60
20233110,100
20233154,100
20231223,100
20234067,25
20231182,50
20238004,80
20231173,50
20233155,60
20233161,100
20234020,80
20231052,60
20231296,100
20231143,60
20234021,70
20231302,80
20231285,80
20231178,70
20234031,50
20237013,100
20233136,80
20233051,70
20231229,50
20233176,110
20234068,100
20231044,50
20231190,50
20236012,50
20233205,60
20233074,100
20233050,50
20231045,100
20231205,100
20234025,110
20231119,110
20231272,50
20233139,100
20233043,50
20231256,50
20234018,50
20231278,60
20233008,80
20234063,80
20233069,50
20234017,60
20231029,80
20231111,100
20234034,60
20231160,100
20233224,100
20231139,80
20231303,100
20231283,110
20231141,60
20231206,110
20233017,110
20231175,50
20233073,50
20233114,60
20231064,90
20233032,60
20233063,100
20231271,40
20234094,60
20231152,60
20231068,40
20233020,60
20233134,100
20233198,110
20231252,110
20231227,60
20231292,100
20232065,80
20232171,80
20232063,100
20232074,100
20231288,70
20232170,100
20231133,80
20231249,80
20231171,100
20233196,20
20233245,100
20231025,100
20231244,100
20232118,80
20231128,80
20232048,100
20236004,80
20232204,80
20231251,60
20231263,100
20231078,50
20233251,80
20234077,100
20236003,60
20233246,100
20232248,80
20237008,130
20232026,100
20233170,70
20233210,60
20233076,100
20233131,50
20233133,80
20232124,70
20232136,80
20233183,60
20232022,100
20231168,50
20232217,50
20236016,80
20231220,60
20233195,60
20231301,80
20233167,50
20233021,60
20231106,50
20231149,50
20231226,110
20236022,50
20232084,80
20232172,110
20237023,100
20232154,50
20234026,110
20232103,100
20232163,60
20231163,60
20231262,60
20231059,70
20236011,100
20234095,100
20232205,80
20234059,50
20234066,100
20232223,50
20231010,50
20231274,100
20231188,50
20231062,60
20233191,100
20234087,100
20232150,50
20233144,50
20233208,60
20233212,40
20234032,50
20232125,60
20231234,60
20233121,100
20232081,100
20233098,110
20233070,100
20233040,60
20236027,110
20232239,100
20231245,60
20231097,50
20232152,80
20231022,70
20231117,50
20231164,50
20231019,100
20233175,100
20233015,100
20231043,100
20234057,60
20234105,10
20233214,60
20234035,60
20231067,110
20231085,60
20231026,100
20233263,80
20237021,40
20231214,100
20232181,100
20231086,100
20232076,60
20233053,100
20233250,50
20233118,100
20231011,80
20232135,50
20233035,100
20237006,110
20233058,100
20233264,60
20232005,70
20234005,80
20231012,100
20231158,100
20231248,100
20234006,60
20233204,100
20233027,100
20232146,110
20233162,80
20232182,60
20232042,80
20231165,50
20233143,80
20231297,100
20232023,100
20233153,100
20232094,100
20231074,80
20233059,60
20233014,80
20232051,80
20231195,60
20231005,50
20232252,50
20234109,110
20231136,100
20234052,10
20234056,100
20232033,60
20232116,70
20232189,80
20233169,110
20232245,60
20231255,80
20231057,100
20233229,80
20231238,100
20234062,50
20234048,40
20232214,80
20231150,60
20233093,100
20231109,50
20233247,110
20232224,80
20232069,100
20232004,60
20233066,70
20231101,70
20232190,100
20233001,50
20232025,70
20231289,110
20233045,100
20231036,90
20233223,60
20231264,50
20233249,80
20232256,110
20231035,100
20231159,60
20232215,60
20232031,60
20231242,60
20231046,60
20231087,50
20236007,80
20231070,100
20231201,80
20233234,80
20233209,50
20233094,50
20231200,50
20232257,90
20231146,80
20231028,100
20233029,70
20233254,80
20233241,100
20231089,40
20233180,50
20233193,100
20232225,60
20231027,60
20231180,50
20231156,80
20231092,100
20231162,80
20236017,100
20233117,100
20233119,60
20233123,100
20234036,110
20232153,100
20233152,100
20232138,50
20234011,50
20233105,100
20232258,80
20233232,100
20231204,100
20234071,60
20231259,100
20232210,110
20233181,100
20232087,80
20237005,50
20232131,50
20233135,60
20231153,100
20236005,80
20232068,100
20232007,60
20233102,100
20233005,80
20231291,70
20234038,100
20232057,50
20233252,110
20233213,20
20232143,100
20234012,50
20231207,60
20233013,100
20231221,60
20233211,70
20231210,100
20233108,50
20231090,100
20232127,80
20232017,100
20233016,60
20233004,110
20231053,70
20234010,110
20233163,100
20233237,100
20233097,100
20231007,50
20231135,110
20233222,80
20234082,50
20233095,100
20231034,70
20232186,100
20237001,100
20231008,80
20233006,110
20231040,110
20231075,100
20233140,80
20233185,80
20232034,100
20232133,80
20232173,100
20234080,60
20234106,90
20233019,100
20232232,60
20233038,100
20232199,60
20232231,100
20231071,50
20231113,60
20232157,100
20234091,80
20233201,100
20231042,80
20231225,80
20231147,60
20234004,80
20238003,80
20231073,80
20234015,100
20231280,80
20231047,60
20231083,60
20232247,60
20232145,100
20233109,60
20234045,50
20232222,100
20231294,50
20231039,100
20231127,50
20231184,110
20232216,50
20233087,60
20233022,60
20232020,60
20236014,100
20232006,80
20233142,70
20231268,100
20231183,110
20231258,50
20232147,80
20234016,80
20233132,100
20233018,100
20233206,40
20232050,60
20231100,50
20234085,60
20231037,50
20231218,100
20233233,100
20233238,80
20232218,50
20231177,50
20233002,80
20232202,80
20231051,80
20231126,60
20233160,100
20233103,100
20232187,100
20232255,100
20231009,60
20233146,80
20232126,100
20231018,60
20233262,80
20231021,110
20232242,100
20233128,100
20232107,60
20234001,50
20237009,100
20236019,60
20231300,80
20232086,100
20233024,60
20232002,60
20231138,80
20233125,110
20232251,80
20233067,100
20233190,80
20233240,100
20233030,100
20232030,40
20233166,10
20232056,60
20233044,50
20231211,60
20232121,80
20231187,60
20236031,80
20232114,100
20233088,40
20237012,110
20233150,100
20231033,50
20231082,70
20231167,80
20233126,60
20231174,50
20231286,50
20232166,60
20231170,60
20231193,20
20233039,60
20231185,90
20233075,100
20232235,100
20236029,110
20231253,80
20233089,60
20231157,80
20232108,50
20231194,100
20233090,100
20233104,60
20236034,100
20231118,100
20234107,60
20232158,80
20233079,60
20232079,60
20231219,80
20231140,100
20231080,50
20231116,50
20234013,60
20233007,70
20232038,110
20231079,100
20231151,50
20232035,60
20231243,80
20233065,60
20233203,60
20233148,90
20234089,110
20233172,5
20231260,100
20233256,70
20234102,110
20231236,100
20233186,60
20231228,100
20232209,80
20234044,110
20233072,100
20231122,100
20233179,100
20233192,50
20232052,60
20234078,40
20232260,100
20233112,100
20233083,80
20233197,80
20232080,80
20231084,80
20233199,100
20234022,80
20233113,100
20231273,100
20236032,80
20233137,100
20232085,50
20231266,100
20233151,60
20233116,100
20231295,100
20233127,110
20231024,100
20231279,50
20233011,40
20234086,80
20234058,110
20231061,50
20231016,80
20236010,110
20233130,100
20236024,70
20234055,100
20233173,100
20233071,100
20231241,80
20233054,40
20231048,100
20232180,80
20231284,100
20231222,60
20233235,100
20233243,100
20232102,50
20233062,80
20233242,60
20234051,60
20233034,50
20231247,50
20231072,100
20231125,40
20231032,100
20236008,100
20231293,100
20231065,100
20234002,60
20231063,50
20233226,70
20234088,60
20233106,60
20231191,110
20233215,100
20231137,100
20232208,60
20231176,100
20231217,50
20232207,70
20231298,110
20232043,60
20232238,60
20233026,80
20237007,110
20231142,60
20231290,50
20231154,50
20231002,100
20231015,100
20233033,60
20234101,80
20233046,60
20236018,100
20231004,60
20231066,110
20232129,80
20232228,60
20233107,100
20233141,80
20234070,80
20231124,50
20233009,50
20233091,80
20231081,50
20231131,100
20233086,100
20232032,100
20231203,70
20231148,50
20233248,60
20231050,70
20232159,100
20232029,50
20233230,60
20234104,50
20231192,50
20234098,80
20231132,60
20233042,80
20231224,80
20231003,100
20233064,50
20231254,50
20233060,100
20233061,100
20233115,110
20233260,100
20233227,100
20231230,110
20236020,100
20234019,60
20234096,60
20231232,60
20234064,110
20232117,30
20231054,40
20233049,100
20234093,80
20231287,50
20231299,50
20233244,40
20231179,80
20231267,110
20231265,70
20233084,100
20231269,110
20233025,100
20234037,110
20234030,60
20231144,50
20233207,60
20234060,80
20233099,80
20232014,100
20231216,100
20234069,20
20231172,100
20233177,50
20232064,80
20231120,80
20231030,80
20233257,60
20233057,100
20233178,50
20231233,100
20234008,60
20232175,60
20232197,100
20231186,60
20232212,100
20231235,100
20233219,80
20232151,60
20233010,100
20231058,50
20236015,90
20232070,60
20234054,80
20237002,130
20232206,100
20234090,80
20231049,80
20232220,40
20231134,70
20234041,100
20233217,70
20231239,80
20231202,80
20234009,110
20233194,80
20233187,100
20231105,50
20232134,110
20231077,60
20231031,110
20234065,60
20232091,60
20236023,80
20234024,110
20232010,60
20233077,60
20231094,50
20231055,60
20231270,60
20231246,60
20231275,50
20237020,70
20234100,10
20234073,50
20233220,100
20236002,70
20231110,100
20233028,60
20234074,100
20233168,100
20234047,110
20233171,100
20233055,80
20232109,60
20234049,50
20231114,110
20231093,90
20234050,100
20231130,110
20233261,100
20233218,100
20231257,60
20233159,70
20231112,100
20233096,100
20231121,100
20232011,60
20231237,100
20231096,50
20233202,100
20231017,80
20232229,60
20233216,50
20231169,10
20231181,100
20231215,60
20231199,100
20236030,100
20234092,100
20231212,50
20234040,60
20231208,100
20231069,110
20232149,80
20233082,50
20232140,60
20232167,60
20232075,70
20234028,110
20231276,100
20234072,110
20234075,80
20232053,60
20233037,80
20233048,100
20234014,100
20232055,100
20232148,100
20232060,100
20232162,60
20232100,100
20232233,100
20236033,110
20232105,60
20232013,100
20233225,100
20232221,80
20233147,100
20234076,80
20232176,80
20231006,100
20233023,100
20233182,100
20232132,100
20232160,100
20232036,100
20233041,110
20232179,70
20232041,110
20232253,80
20233080,100
20231197,80
20233124,100
20233236,100
20231213,110
20234081,60
20231041,70
20233101,100
20232155,100
20231282,60
20234103,50
20234097,110
20232003,100
20231196,100
20232078,100
20233149,80
20232164,100
20231001,110
20231060,100
20233188,100
20233129,60
20232161,60
20233003,50
20231166,50
20232234,100
20236001,100
20231277,100
20234039,100
20233047,60
20234043,50
20231014,80
20233031,60
20233164,60
20234003,60
20237004,130
20234023,10
20232039,70
20232092,100
20233239,70
20233158,60
20232008,100
20232139,80
20231013,60
20231123,80
20232019,60
20236021,50
20238002,80
20232122,80
20232111,60
20234007,110
20231240,60
20231099,100
20231161,50
20232259,80
20233174,100
20232101,100
20232120,50
20236013,100
20233253,60
20231209,60
20231107,50
20234083,100
20234046,50
20233092,80
20232082,80
20232177,100
20233255,60
20232142,100
20221099,50
20221136,50
20221056,40
20221035,60
20221187,100
20221203,100
20223053,60
20221170,100
20221220,100
20221184,50
20224015,100
20221079,60
20221252,60
20224050,100
20223141,100
20223045,80
20221135,60
20223271,80
20223108,50
20221109,50
20223173,100
20223123,60
20226027,60
20223253,60
20223174,70
20224019,100
20223023,100
20227028,130
20221166,80
20223107,100
20223239,60
20223148,60
20221143,50
20221248,100
20221194,100
20223046,50
20223093,100
20221112,100
20223058,70
20221012,80
20221015,80
20223201,60
20221202,60
20221061,100
20224062,110
20221047,60
20221009,50
20223090,60
20221150,50
20223163,100
20223199,70
20221082,40
20223181,60
20224055,100
20223206,60
20224032,80
20222052,100
20221262,50
20222106,50
20226038,100
20223272,50
20222098,100
20224002,60
20221087,110
20222108,70
20223062,100
20224013,60
20222182,70
20223051,60
20221233,100
20221105,100
20226040,50
20221078,60
20223219,50
20222012,50
20223091,100
20222013,80
20222016,60
20223074,50
20223071,60
20221013,100
20221086,60
20223099,60
20223158,100
20221189,100
20223078,100
20226034,80
20221103,60
20222004,100
20224054,80
20223150,60
20221181,60
20221215,60
20223113,60
20223018,40
20223223,60
20221040,60
20222023,80
20221042,60
20223010,100
20223012,100
20222220,100
20221031,50
20222015,60
20223028,80
20222196,110
20221081,60
20221188,50
20221173,60
20221131,100
20222159,100
20223052,80
20223138,70
20222031,80
20223064,60
20222121,60
20227002,110
20223198,80
20223101,60
20221110,60
20222177,60
20221116,110
20226041,80
20221161,50
20224037,60
20222036,60
20221011,100
20223065,100
20221205,100
20224025,60
20223029,70
20223220,100
20222051,100
20221074,100
20223131,60
20222157,60
20226044,110
20227017,110
20223248,80
20223044,90
20227040,80
20222163,100
20222217,100
20223024,100
20221175,80
20222207,60
20224012,50
20221052,50
20222178,60
20221191,80
20221051,100
20223050,90
20221234,50
20222068,40
20226023,110
20221002,100
20222126,100
20222102,80
20221176,70
20226011,80
20221037,50
20222139,70
20228002,60
20222211,110
20221077,100
20223059,60
20223129,60
20228009,80
20223252,40
20224044,100
20222032,80
20223146,60
20221102,100
20228007,60
20221245,100
20221240,110
20223055,70
20223258,100
20223164,60
20221199,100
20221016,50
20222205,80
20222103,50
20223152,50
20224065,60
20221080,80
20221008,70
20222142,100
20222019,50
20223246,100
20223135,100
20222180,50
20221017,100
20223166,100
20222111,60
20222135,70
20221152,60
20223162,70
20221225,50
20226005,60
20223208,60
20221230,100
20226007,80
20223005,100
20223003,60
20221132,110
20221094,100
20222021,100
20223209,80
20221195,80
20221026,100
20221192,110
20222073,50
20221163,80
20223016,60
20222204,60
20224007,100
20223249,50
20226006,100
20221126,60
20221107,100
20223226,60
20223002,100
20222191,100
20221097,50
20223214,80
20222040,100
20223075,80
20223073,100
20221210,110
20222037,60
20224061,100
20222184,80
20223139,70
20221180,80
20224041,80
20222190,50
20222101,80
20227025,80
20221067,70
20223034,100
20222006,80
20221190,80
20222104,100
20221106,100
20223068,70
20221250,100
20221141,100
20226026,100
20221162,110
20222120,100
20223217,60
20222014,110
20222109,80
20222166,50
20222131,50
20223154,70
20222225,60
20221174,80
20224036,110
20223031,100
20223221,60
20221140,50
20222169,50
20221237,80
20221060,110
20222090,80
20222176,80
20222214,60
20221243,100
20222208,100
20223118,50
20222172,60
20221127,60
20222183,80
20223153,80
20221244,60
20221133,100
20224026,60
20222199,100
20224038,60
20224051,80
20223228,100
20221025,80
20223025,100
20223147,100
20223039,60
20222192,70
20222215,100
20223061,100
20223170,100
20221054,50
20221096,90
20221235,100
20222047,40
20221010,100
20222195,100
20223117,100
20222233,100
20223121,70
20222119,60
20228003,80
20227018,130
20221217,70
20221089,50
20226042,60
20223042,60
20227038,90
20223114,90
20224053,100
20222231,100
20223264,100
20226016,100
20222164,80
20221118,60
20223086,60
20224043,110
20223265,50
20223180,100
20221168,50
20223100,100
20221239,80
20221092,100
20223202,60
20222005,80
20224008,100
20223241,100
20227009,130
20222071,100
20227031,110
20223097,80
20224056,50
20221232,100
20222224,100
20224057,70
20221256,50
20223238,60
20222003,60
20227037,100
20227012,80
20223256,50
20222140,70
20221055,100
20222152,60
20221098,100
20223076,60
20222044,100
20222216,60
20223171,100
20223015,100
20223191,80
20223115,100
20223004,60
20222232,100
20223218,100
20222197,70
20221255,100
20222029,60
20223125,100
20223222,50
20223203,60
20223111,100
20221212,100
20224066,110
20222223,100
20226015,80
20223008,90
20222181,100
20227001,110
20224058,100
20222028,80
20222010,80
20227023,80
20222151,60
20221249,50
20224033,100
20223098,100
20223188,60
20222105,100
20221149,60
20222024,100
20221197,70
20224060,100
20223186,100
20222154,70
20221073,100
20226019,60
20222236,100
20221153,80
20222089,50
20222067,100
20223102,60
20223032,100
20223037,60
20223177,100
20221071,80
20223143,100
20227016,130
20221151,70
20223234,100
20222221,80
20222133,60
20221006,60
20223038,70
20223095,70
20223254,60
20226004,50
20223085,100
20222008,80
20224040,110
20222143,60
20222123,80
20222132,100
20223120,70
20223103,80
20221129,110
20222064,80
20222054,100
20221120,100
20222011,50
20221213,60
20226003,90
20223157,60
20222033,100
20221070,70
20223082,100
20223105,60
20222091,80
20221122,110
20221219,100
20227022,80
20222141,40
20222187,60
20226030,100
20223247,100
20223259,100
20223204,60
20221053,60
20222124,80
20227021,110
20223178,20
20223026,80
20222112,100
20224067,80
20223080,50
20227013,80
20221209,100
20221123,100
20221043,110
20222156,50
20221258,60
20223013,100
20228008,50
20222209,70
20222059,80
20224068,80
20224024,70
20221257,60
20221058,110
20223049,110
20227029,110
20222149,100
20222094,40
20222035,60
20222226,80
20223172,100
20222128,80
20222218,100
20222060,80
20223011,100
20223014,60
20221177,60
20221004,100
20223033,100
20221059,50
20223216,60
20224020,110
20222001,60
20222018,70
20223193,70
20222077,80
20223156,100
20221039,60
20221003,50
20223262,100
20226037,80
20227014,110
20224035,100
20222229,50
20223063,80
20221030,100
20222092,100
20223212,100
20221085,100
20223179,80
20223242,80
20223136,50
20227039,130
20222115,100
20221091,70
20226043,100
20223087,110
20223048,100
20223155,100
20228013,60
20223057,80
20226002,50
20223119,60
20222158,100
20222043,100
20221171,100
20226021,100
20221155,70
20222055,100
20223096,60
20223270,80
