crash_id,speed_limit
20221028,110
20227011,100
20223261,60
20228014,80
20223183,100
20224009,60
20222075,100
20223185,100
20223054,100
20223269,60
20221178,100
20222202,100
20228015,60
20223168,100
20221065,100
20223110,70
20223088,80
20223043,80
20223197,100
20223236,80
20221227,60
20221100,80
20223134,80
20224028,60
20221221,80
20221090,50
20222009,100
20223006,50
20223235,100
20221050,60
20223273,100
20223190,60
20223243,70
20222078,100
20221263,110
20223237,80
20226020,80
20221211,100
20222074,50
20226012,60
20221222,100
20228005,80
20222096,110
20223224,100
20221144,70
20221146,50
20223083,100
20226010,100
20223104,100
20222025,40
20224047,80
20227032,60
20223149,70
20223192,100
20223106,60
20224011,60
20221114,80
20221236,100
20221029,50
20224023,80
20224046,100
20222189,100
20221125,60
20222099,80
20221095,80
20227015,80
20223040,60
20221147,60
20227008,130
20228012,50
20221201,80
20221062,100
20223020,60
20222076,80
20224064,60
20222238,60
20224059,110
20221164,100
20222170,100
20221108,50
20222144,100
20222038,100
20226029,50
20221046,110
20223266,100
20221196,100
20226031,80
20222072,60
20221226,100
20223035,50
20221124,100
20221027,70
20221261,80
20221113,60
20223196,60
20221185,60
20221044,80
20226001,100
20224001,90
20221231,50
20222084,80
20221128,100
20227024,100
20222066,100
20221018,80
20227026,110
20228010,80
20223167,80
20222042,50
20222034,50
20226036,50
20223145,100
20223036,100
20224049,110
20222147,100
20223151,50
20223109,110
20221001,100
20224016,50
20221200,100
20222227,60
20221208,60
20223056,60
20226039,100
20226008,50
20226017,60
20221111,60
20224018,110
20227036,60
20222200,60
20224045,60
20222230,80
20222173,60
20224004,50
20221253,100
20222093,80
20221238,70
20221093,70
20222058,70
20221157,40
20223260,100
20224006,110
20222175,60
20226018,110
20221072,80
20221076,100
20221251,80
20224021,80
20221148,100
20222080,60
20222114,100
20223127,80
20226009,100
20222145,60
20222049,100
20221193,50
20223072,100
20223169,100
20221049,100
20223225,60
20224003,60
20221064,80
20223159,100
20222185,80
20223060,60
20227007,130
20222081,100
20222138,80
20223240,60
20221084,50
20221121,100
20227033,100
20224042,50
20227020,80
20221145,100
20221066,110
20221139,100
20223094,100
20221242,70
20222027,60
20221223,60
20223160,60
20224014,110
20223017,100
20223132,100
20221101,70
20222026,70
20223245,40
20223200,100
20221019,110
20224034,60
20222122,100
20223215,50
20223122,100
20221182,60
20222061,60
20221247,100
20221033,90
20223189,50
20226035,100
20221169,70
20221207,70
20223250,100
20226014,70
20223232,100
20221088,50
20221165,100
20222234,100
20221204,100
20222134,100
20226013,100
20223175,50
20223263,60
20222020,100
20223001,100
20221119,60
20221138,70
20223205,60
20221063,60
20227004,100
20223112,50
20222161,60
20222235,60
20222150,100
20223066,100
20223069,60
20223137,100
20223194,50
20223268,60
20223124,60
20221036,100
20223084,60
20221172,100
20222048,100
20221134,50
20223251,60
20222113,100
20222017,70
20221069,100
20223213,70
20222070,50
20223229,100
20223187,50
20222130,50
20221023,80
20221038,80
20227030,70
20221083,80
20224031,60
20222213,50
20221206,80
20227010,90
20224027,80
20223130,100
20222083,100
20223126,100
20223144,60
20221032,80
20221156,80
20224029,100
20224063,100
20223027,70
20224022,100
20221130,50
20222082,80
20222097,60
20223244,60
20221260,100
20221167,110
20222228,100
20221005,80
20223255,60
20223079,100
20222188,100
20228011,80
20226025,100
20223207,50
20222086,100
20221045,60
20223007,50
20226032,80
20221117,100
20222107,80
20221104,60
20221218,80
20224052,110
20223182,60
20222155,100
20226028,40
20222045,50
20223161,100
20224039,100
20221142,50
20223231,70
20222146,100
20222039,80
20221160,110
20221137,100
20223227,60
20221022,40
20227035,50
20223009,100
20223165,60
20223019,60
20222201,60
20222050,100
20223081,110
20223210,50
20223116,100
20221041,80
20222088,100
20224010,100
20221216,70
20223267,100
20223030,100
20221007,90
20223176,100
20221246,100
20223022,60
20223230,100
20221021,80
20222087,100
20223184,40
20224030,80
20222179,100
20222118,50
20224005,80
20221048,60
20223140,60
20223092,110
20221014,100
20221057,100
20222116,70
20223047,60
20222056,100
20222203,80
20223257,60
20223128,100
20222160,70
20222053,60
20221183,80
20222110,100
20221224,100
20221259,80
20221228,100
20221198,100
20223195,70
20221034,100
20221115,60
20223211,100
20221075,100
20223089,100
20222162,90
20222065,100
20221159,80
20222046,100
20221068,100
20222174,100
20223041,80
20226022,110
20221020,100
20223133,100
20222062,80
20221254,100
20222007,100
20223233,100
20221241,100
20227006,110
20222212,100
20221229,70
20226033,60
20222041,60
20221186,50
20227034,130
20224048,50
20221214,60
20223142,80
20222100,100
20223021,60
20221158,60
20222117,80
20221154,110
20227019,100
20221024,100
20222186,60
20224017,50
20222219,70
20228001,80
20222125,100
20226024,110
20213216,100
20212172,70
20215133,100
20213127,40
20212142,100
20212161,100
20211232,50
20212205,80
20211018,100
20212026,100
20217020,90
20216011,100
20212157,50
20213119,60
20212051,60
20211130,60
20217003,110
20213226,80
20217025,50
20213164,100
20211254,100
20212108,100
20213187,100
20212145,110
20214071,60
20211225,80
20211166,50
20211178,50
20214004,80
20211200,80
20215156,50
20211155,100
20211170,60
20215047,110
20212198,60
20212013,100
20214049,110
20213006,50
20211017,100
20214075,100
20213162,60
20217007,50
20211124,80
20215063,80
20211075,80
20211174,100
20211229,50
20213008,110
20213150,80
20211133,60
20211042,100
20212133,50
20212194,60
20212196,100
20213195,80
20212129,80
20215152,80
20215013,110
20215078,60
20216018,80
20211250,70
20216010,80
20211039,100
20211131,100
20214022,100
20211246,80
20214015,110
20211031,70
20212030,100
20212067,100
20211081,50
20211181,60
20215057,50
20214074,110
20215150,100
20213228,50
20211027,70
20211087,100
20211086,60
20211242,100
20215054,90
20215144,110
20211147,80
20211194,70
20213247,50
20211146,50
20212029,60
20213206,100
20216016,100
20211164,100
20211009,50
20212162,110
20213242,100
20212075,100
20213086,100
20211235,50
20211025,100
20213175,100
20212078,100
20211058,100
20212153,60
20211167,80
20212167,100
20211215,100
20213154,50
20211205,80
20215151,60
20215066,110
20212113,40
20214077,110
20211013,60
20211103,50
20211085,70
20213026,100
20217018,70
20213052,60
20213031,80
20213153,60
20214027,60
20215076,80
20216032,100
20214020,50
20211097,80
20212061,100
20213071,100
20212176,100
20212136,80
20214084,80
20215105,60
20214056,80
20211024,40
20212201,100
20213166,60
20215106,80
20212057,100
20211201,110
20212160,80
20211140,110
20211041,100
20212034,100
20212010,60
20214036,110
20213163,100
20211101,100
20211251,50
20213143,80
20212209,60
20212135,40
20211168,80
20214050,80
20212011,100
20212185,60
20213088,100
20211245,100
20214039,100
20213137,60
20212137,100
20215141,110
20213214,100
20211127,100
20213134,50
20211183,100
20213027,60
20212155,100
20213067,100
20211213,100
20212016,80
20215018,110
20215149,60
20213190,100
20212024,70
20215024,60
20216027,110
20215095,100
20213149,80
20212143,80
20214058,100
20211185,50
20211159,50
20213140,60
20212156,60
20215001,110
20215114,60
20212097,50
20212028,100
20215067,50
20212087,100
20213227,60
20213174,100
20213136,110
20211202,60
20213197,100
20211189,100
20213106,100
20211100,100
20211093,100
20213032,60
20214003,60
20211021,50
20211161,70
20211256,100
20215065,60
20213070,30
20213132,70
20212056,100
20217014,80
20213046,100
20214037,60
20211135,100
20211234,80
20213170,80
20214061,100
20213235,50
20213212,60
20214023,110
20211151,40
20212060,60
20211089,80
20215041,110
20213123,60
20211145,60
20216009,80
20211078,110
20211207,110
20211059,100
20212154,60
20215020,110
20212019,60
20213144,60
20213199,50
20212186,100
20213082,60
20211006,60
20213003,100
20213141,100
20214030,60
20214054,100
20215125,60
20213230,80
20212179,60
20215157,110
20211077,100
20212049,100
20213135,80
20214062,100
20213112,100
20211199,80
20212092,100
20211152,110
20212036,60
20213093,60
20213151,80
20213057,5
20215059,110
20211212,80
20211106,50
20211184,50
20215154,110
20213183,70
20217012,110
20211063,50
20217009,60
20213177,100
20213101,50
20212095,50
20213185,80
20214091,100
20214081,80
20212128,100
20215102,90
20212098,100
20214059,100
20211177,70
20214001,60
20212119,50
20215127,80
20213002,50
20216013,50
20213087,60
20213030,100
20212021,50
20211116,100
20211076,110
20211136,100
20212008,60
20215077,110
20213129,40
20212066,50
20214047,80
20211191,50
20215044,100
20212106,100
20212134,100
20212053,100
20217008,80
20212111,60
20211011,100
20213068,100
20213157,100
20212012,60
20211203,50
20215140,70
20213090,50
20212072,80
20215088,110
20215155,110
20215147,80
20213155,100
20215055,60
20211020,50
20213130,100
20215121,70
20216022,50
20215014,70
20212090,50
20211030,100
20215040,60
20213188,80
20212159,60
20214013,80
20215142,70
20211154,100
20215132,60
20212077,100
20216014,50
20211094,90
20212146,60
20211015,60
20211108,70
20213165,100
20214086,60
20214079,80
20214010,100
20215128,110
20213062,60
20215089,110
20211055,80
20213128,100
20211048,110
20213210,100
20212055,60
20212151,100
20213084,50
20215028,110
20216031,100
20217010,110
20211237,80
20211197,100
20215002,40
20211160,50
20215022,100
20213113,100
20213133,70
20213232,100
20215030,50
20212175,100
20213096,100
20211029,60
20213085,100
20213040,70
20213126,70
20213222,110
20211244,100
20215038,110
20213217,70
20213066,100
20211172,70
20211125,100
20217006,50
20216020,50
20215049,110
20213058,100
20212058,60
20216025,100
20215145,100
20213218,100
20214017,110
20212023,80
20212014,50
20213028,80
20213023,100
20212171,80
20211118,70
20213248,100
20214070,110
20212076,100
20213024,100
20217023,90
20213142,100
20213139,60
20212071,80
20211220,110
20211236,100
20216033,50
20214028,100
20212118,100
20211057,110
20213196,100
20212074,60
20211126,70
20211045,80
20215110,80
20212210,50
20215015,50
20216029,100
20211113,60
20213192,60
20213118,100
20213019,100
20212124,40
20213012,100
20212187,60
20212044,110
20212109,100
20215007,60
20213016,110
20211249,60
20212005,100
20211088,100
20215123,70
20213010,70
20214066,110
20213120,60
20212088,100
20215091,110
20215153,60
20214078,110
20216024,110
20213073,60
20211148,50
20213103,50
20212180,60
20216028,100
20215139,110
20213231,60
20213237,60
20211260,60
20217015,100
20211049,60
20215082,110
20214012,60
20215131,100
20212050,60
20213238,100
20212079,110
20214016,100
20211026,60
20215005,90
20212096,100
20213078,70
20213004,70
20213097,50
20212189,60
20211050,100
20212052,100
20217024,130
20213039,100
20213107,100
20216006,110
20215046,110
20211068,70
20212147,80
20217016,100
20213080,110
20215143,80
20212149,100
20213035,100
20211239,100
20211064,100
20217031,110
20214025,100
20212158,70
20216019,60
20211241,50
20211221,100
20212002,80
20213029,60
20211120,110
20212039,100
20212063,50
20213005,80
20211040,50
20212148,70
20215061,50
20213169,100
20213017,70
20214014,80
20215052,50
20214021,40
20211012,60
20213182,100
20211175,50
20214024,110
20211196,100
20217019,80
20213160,100
20211062,90
20212038,80
20213079,100
20214072,100
20211038,70
20217028,130
20211227,50
20218003,50
20212204,50
20211047,100
20213219,100
20213180,80
20212177,100
20213054,100
20212182,50
20212022,100
20211003,60
20211072,60
20213200,60
20213038,100
20211074,100
20211028,60
20214052,110
20213077,60
20211115,100
20211014,40
20212165,80
20211252,70
20211104,110
20212211,60
20214063,110
20211069,100
20215099,110
20217029,80
20214032,110
20212141,60
20211096,80
20211095,100
20212089,80
20213061,110
20211142,80
20213048,60
20213033,50
20213156,100
20212188,80
20214069,50
20211158,100
20213041,110
20211144,60
20216021,100
20212018,80
20211186,60
20214053,60
20217022,110
20211216,100
20215004,60
20213105,60
20212103,60
20212047,60
20215021,110
20212064,60
20211228,110
20211218,110
20215073,110
20213173,100
20213034,100
20213171,100
20215009,110
20214073,110
20213146,100
20215098,50
20213099,50
20211162,60
20212099,80
20213100,100
20212003,100
20212107,70
20215096,50
20211150,50
20215070,110
20211259,50
20211036,100
20212166,50
20212178,60
20212020,100
20213124,80
20215148,110
20211255,50
20213125,100
20217013,110
20213072,100
20214038,50
20211134,80
20213225,80
20215045,110
20211192,50
20211053,110
20215083,50
20215011,60
20215056,110
20213158,110
20213009,100
20211129,100
20213060,110
20217011,130
20213186,100
20215053,110
20213194,100
20212104,100
20214005,110
20213209,60
20213211,50
20211209,100
20216026,50
20213091,60
20217032,50
20212190,60
20211079,110
20211257,50
20212070,100
20213203,100
20215033,110
20211111,80
20211231,80
20212169,80
20211123,70
20217001,80
20214048,110
20211258,60
20211222,80
20211022,100
20216012,60
20215068,110
20215006,60
20211034,50
20217004,70
20215100,110
20211190,100
20215036,110
20215037,110
20213193,50
20213245,100
20214057,80
20215108,110
20214019,100
20211132,100
20212125,100
20213083,100
20215124,110
20215069,60
20212086,60
20213044,80
20212025,100
20215058,70
20211226,50
20213021,60
20216003,50
20212073,40
20212138,80
20211206,50
20212131,100
20213223,60
20211043,100
20215092,80
20214088,80
20211195,100
20213114,100
20212117,80
20215090,110
20212207,100
20212174,100
20212004,100
20211001,100
20213152,100
20212091,60
20216030,100
20211083,80
20212037,40
20212105,50
20217017,130
20215094,50
20214080,60
20216002,50
20211247,60
20213050,100
20215050,80
20213059,100
20213074,100
20212054,100
20215115,50
20214040,80
20212085,60
20214093,80
20211198,80
20212094,100
20212195,100
20211007,60
20215134,70
20213055,60
20214041,60
20211005,50
20212203,100
20213089,70
20211248,100
20215093,80
20212121,100
20215003,110
20211099,100
20212163,80
20213213,100
20211188,60
20211180,60
20216023,100
20213075,50
20215136,110
20213076,100
20211016,50
20211238,60
20213168,70
20213042,70
20212040,100
20211082,110
20214083,60
20213013,100
20214042,100
20216005,100
20212065,100
20211061,110
20211067,100
20215111,110
20214065,110
20216017,100
20212101,100
20216008,80
20211137,70
20211060,110
20211033,50
20211084,50
20215039,110
20211117,60
20212045,70
20213108,80
20214090,60
20213234,80
20218010,80
20211240,110
20211098,100
20213220,60
20217002,110
20213176,100
20211219,70
20214018,60
20212152,40
20211071,50
20214043,110
20213229,100
20215043,50
20213236,100
20212035,60
20211163,100
20211092,110
20218005,80
20213051,70
20213047,60
20211217,100
20211149,100
20211070,80
20213081,100
20213036,60
20213233,80
20212001,70
20213244,100
20213014,100
20211035,100
20213179,80
20214045,80
20212191,100
20213104,90
20213145,70
20217021,60
20212009,100
20212164,60
20212042,60
20212130,100
20213178,60
20214082,110
20213243,100
20212032,100
20214026,100
20212081,70
20213205,100
20213001,100
20212033,100
20211080,50
20215146,110
20211044,80
20215042,100
20213056,100
20212144,100
20212110,60
20215087,110
20212059,100
20213109,90
20212212,100
20213110,100
20213148,100
20214085,60
20211128,50
20214006,100
20212116,100
20212120,100
20217030,100
20212027,100
20215034,100
20212062,100
20214009,110
20211052,60
20212083,80
20215086,110
20214087,80
20213147,100
20212015,80
20211056,70
20215027,110
20213020,100
20211037,110
20214051,50
20212183,80
20211171,80
20211091,50
20215074,100
20213189,70
20215097,110
20211004,110
20211182,50
20211065,80
20213224,60
20213053,100
20214092,60
20212139,100
20212115,60
20211090,60
20213063,100
20213049,70
20211187,80
20213043,50
20211211,80
20213215,60
20213207,60
20211122,50
20214011,80
20212046,60
20215060,50
20213167,60
20215119,100
20213094,100
20213208,70
20214094,80
20213045,110
20211214,100
20212199,90
20211153,100
20213138,80
20213007,100
20211002,100
20212200,100
20215103,110
20211109,60
20212150,70
20212017,60
20211210,60
20215138,80
20213159,80
20214089,100
20213122,70
20212114,100
20211169,100
20212082,100
20211119,100
20213117,60
20212122,50
20211173,100
20215117,110
20211233,60
20211230,100
20211051,80
20216004,100
20211054,100
20211253,60
20212080,80
20213115,60
20213064,60
20213022,110
20212007,100
20211073,50
20214044,110
20212197,100
20215129,100
20212041,90
20213095,60
20213191,80
20211023,80
20214002,100
20212126,60
20218011,60
20212069,80
20211176,100
20213011,110
20212208,80
20211141,50
20211032,50
20214068,50
20211243,100
20211143,100
20212123,90
20212170,60
20215081,90
20213172,100
20211165,100
20212192,80
20213241,60
20213240,100
20215008,110
20214033,60
20214008,60
20213037,50
20211193,70
20214007,80
20217026,100
20213131,60
20211105,50
20215158,110
20214076,50
20215071,110
20213161,100
20212193,100
20211139,100
20215126,110
20211102,60
20217005,40
20211112,110
20212127,100
20213025,70
20211046,60
20214031,100
20213069,100
20211110,80
20214035,100
20211138,80
20213184,50
20216015,100
20215080,110
20212184,80
20213239,100
20212043,60
20217027,60
20215026,50
20215051,110
20215113,80
20213121,80
20212202,80
20211156,100
20212048,100
20212068,100
20213246,70
20215064,60
20214060,50
20212100,80
20213116,100
20215118,110
20211114,60
20211224,50
20213098,70
20211107,100
20211179,100
20218009,100
20211157,100
20215029,110
20213102,100
20215010,80
20215085,60
20215135,50
20212112,100
20212093,100
20211066,100
20212102,80
20214055,50
20213015,50
20215079,90
20211208,50
20213065,100
20211223,70
20211008,100
20211010,50
20215048,50
20214034,70
20215130,60
20212168,60
20215025,110
20212173,70
20211019,80
20215109,70
20215031,110
20211204,50
20213201,70
20215032,50
20215112,80
20211121,60
20215035,70
20213221,100
20214064,110
20214046,10
20213018,100
20212140,80
20213198,60
20216007,50
20203116,110
20203201,100
20203050,100
20201071,80
20203222,100
20203006,100
20202059,80
20203233,70
20202124,60
20205110,70
20205108,80
20206023,50
20202004,100
20203146,60
20203134,100
20204053,50
20203228,100
20201006,100
20202109,100
20203158,50
20204081,60
20202175,60
20204074,80
20203097,80
20203049,100
20201118,70
20201202,100
20203013,50
20204003,100
20205095,110
20203137,100
20202130,100
20207022,110
20205128,80
20204001,110
20201212,100
20203038,50
20201166,90
20204004,110
20205127,100
20201253,50
20201205,100
20202066,50
20202061,100
20201148,110
20203105,60
20203103,100
20201100,60
20202100,100
20202127,50
20202188,100
20201033,100
20201098,50
20203159,100
20203163,100
20207017,60
20201185,80
20203063,80
20204072,60
20205030,110
20203181,100
20201116,100
20203021,100
20204068,60
20203007,100
20201059,100
20201250,100
20207009,110
20201167,80
20202160,100
20203058,60
20203160,70
20201186,50
20201201,40
20205023,60
20202018,100
20203185,80
20201093,100
20203152,80
20201043,100
20207015,110
20202016,70
20203011,60
20206003,100
20205104,50
20201058,100
20205067,110
20205077,110
20203237,80
20201197,100
20203232,60
20204020,100
20201047,100
20203178,100
20206019,100
20201065,100
20205114,80
20203197,100
20203230,100
20203164,100
20203095,100
20201110,50
20201096,60
20203015,100
20201180,100
20201042,60
20201073,100
20203099,100
20201022,60
20204044,110
20202105,100
20203024,80
20203167,60
20205068,110
20201165,80
20202049,100
20204040,80
20205106,110
20207007,110
20201002,100
20202039,60
20201244,50
20207013,80
20205014,80
20201264,60
20206010,50
20201223,100
20203039,60
20201175,90
20202095,50
20203118,80
20201215,100
20201051,100
20201243,100
20203213,100
20205083,110
20204032,60
20205001,110
20204054,110
20205042,110
20203062,80
20203155,100
20202033,60
20203027,100
20204084,100
20202072,100
20202131,60
20202088,60
20205061,80
20203176,80
20204005,60
20202189,60
20204029,100
20207005,80
20204073,100
20201021,80
20203051,100
20202013,100
20202097,100
20203055,100
20204008,100
20205035,50
20202133,60
20205069,60
20204060,50
20202134,60
20203172,100
20202044,60
20201237,60
20201011,50
20203014,100
20201209,50
20205040,80
20204010,50
20203083,80
20205092,90
20203053,80
20202053,110
20203220,100
20203223,90
20206032,110
20205048,110
20202082,100
20202143,100
20203193,80
20201045,100
20201106,80
20207003,70
20203179,60
20204012,80
20203205,100
20203068,80
20202037,70
20202071,100
20204066,80
20202092,110
20203084,60
20202087,60
20201121,110
20201170,100
20205017,110
20203074,80
20202163,100
20207008,80
20201078,100
20201232,100
20203052,80
20202118,110
20204021,50
20205136,50
20202102,100
20206022,100
20203047,60
20203002,60
20202098,40
20205135,110
20203012,110
20205029,90
20205112,100
20202187,50
20201236,60
20205101,50
20203244,60
20203191,70
20203098,100
20203017,80
20203162,60
20202056,100
20205054,110
20204065,80
20201037,80
20203113,100
20203048,100
20202009,60
20205051,80
20201196,80
20201032,110
20203143,80
20201145,100
20207004,60
20202094,60
20203156,80
20204061,100
20201173,110
20204030,110
20201242,50
20201217,50
20205004,50
20206025,50
20203177,100
20205100,110
20204013,60
20202062,100
20202180,100
20201247,50
20203072,100
20203131,80
20205049,110
20202190,110
20203036,100
20203076,100
20201182,100
20205102,70
20205119,110
20202058,50
20201263,80
20202123,80
20206030,80
20203071,70
20205089,110
20201114,100
20201143,100
20203239,80
20205020,110
20203032,60
20203117,100
20202079,100
20201112,100
20202170,60
20202080,50
20205041,110
20201119,70
20204048,100
20201038,80
20201008,50
20203238,60
20201154,40
20201090,100
20203129,60
20201164,50
20201132,50
20201155,70
20201153,100
20201262,80
20202060,100
20201144,80
20203175,60
20201255,100
20203214,100
20205124,80
20202096,70
20201025,100
20202132,100
20203040,60
20203119,100
20202070,80
20201081,60
20203190,60
20203114,80
20203173,100
20202166,100
20203226,100
20208006,80
20203111,80
20205039,90
20205045,80
20203130,100
20203010,100
20205109,60
20204067,100
20201251,70
20201091,70
20201064,60
20203211,100
20201200,110
20203139,100
20203250,80
20208001,100
20203148,60
20201249,100
20202172,100
20201151,100
20202020,60
20201226,40
20205028,50
20201133,70
20202147,80
20204035,80
20201072,50
20203089,100
20202151,50
20201231,100
20202168,100
20201023,60
20201070,60
20201095,80
20205129,110
20205118,100
20205009,110
20203235,70
20202111,60
20204071,100
20204019,50
20205116,70
20201158,100
20201034,100
20202025,100
20201035,90
20201207,60
20201229,80
20201104,70
20203199,100
20203124,110
20201213,50
20201189,60
20203153,80
20201088,100
20202157,100
20201092,80
20203057,90
20206014,80
20203212,100
20202128,50
20202156,60
20202032,100
20202177,60
20206012,100
20202015,110
20201003,70
20207024,130
20201066,100
20203194,60
20207002,110
20206028,60
20203142,50
20203064,50
20203106,60
20203184,80
20203206,100
20205002,110
20202065,100
20203188,100
20205098,80
20201162,100
20207001,100
20203030,60
20202099,60
20202035,70
20202090,60
20201239,70
20206018,90
20203123,110
20205027,90
20205074,100
20201126,50
20203132,60
20205130,90
20207028,130
20202106,100
20201241,100
20203236,80
20205111,80
20202075,100
20203234,70
20204037,60
20203033,100
20201044,100
20203094,80
20205015,110
20201204,100
20203157,100
20201187,50
20203135,80
20201137,100
20204082,60
20201056,100
20203171,100
20202145,100
20201140,100
20203198,50
20201138,110
20201007,100
20203043,110
20201016,100
20204036,90
20202069,50
20207019,80
20205050,100
20202176,100
20207011,130
20205072,70
20203029,100
20205093,100
20202023,80
20203093,100
20208003,70
20201159,100
20201063,100
20201087,40
20203018,60
20206020,110
20205031,100
20202091,60
20202159,60
20203005,100
20203042,80
20203209,80
20205117,110
20203109,80
20201102,100
20205025,90
20201195,100
20204069,100
20201224,70
20201084,50
20201198,60
20203107,80
20201040,60
20204039,80
20201240,100
20204063,90
20204022,110
20203245,60
20203035,100
20203001,100
20205056,100
20202050,80
20202116,60
20202122,100
20202101,100
20203056,50
20203210,60
20202014,100
20203243,100
20201080,100
20201120,60
20205133,110
20203046,50
20201130,100
20204076,110
20201211,80
20203225,80
20206015,70
20203122,60
20202076,100
20201135,80
20203081,100
20205081,110
20205032,50
20204075,60
20207025,130
20204085,110
20204034,100
20201163,100
20205033,70
20201172,100
20201181,40
20204017,110
20203241,60
20202154,100
20203108,100
20205036,60
20203187,50
20202089,40
20203136,80
20203009,100
20202084,80
20201101,80
20201094,80
20203008,100
20201124,110
20205064,60
20203217,70
20203037,80
20203075,100
20203204,60
20203249,50
20202034,80
20201041,50
20205019,110
20201257,80
20205052,110
20205073,60
20207020,100
20207023,110
20202110,100
20202093,100
20201125,100
20201062,60
20201067,80
20205125,110
20203060,110
20202195,100
20203101,60
20201142,80
20205053,70
20203080,70
20203041,70
20207006,100
20202114,100
20203096,70
20204011,60
20202164,100
20203218,80
20201220,50
20201234,80
20201004,80
20202012,60
20201258,80
20201252,70
20201026,60
20205022,100
20202119,60
20201052,100
20203229,60
20202193,100
20203079,80
20204050,50
20201233,100
20201146,60
20205065,110
20202028,50
20203127,70
20205123,50
20203077,50
20202171,60
20201039,60
20205071,100
20201129,100
20201031,100
20201177,40
20202178,60
20205120,70
20201218,60
20203121,100
20201193,100
20205063,80
20204015,80
20205094,80
20205057,50
20206027,100
20202108,60
20203087,100
20203125,80
20202007,50
20201131,80
20203020,60
20203165,100
20202022,100
20202051,70
20203045,50
20201169,50
20201238,50
20203104,60
20201086,110
20201225,60
20204007,100
20205066,110
20201150,50
20203246,50
20201219,110
20201191,100
20202139,80
20203031,100
20203112,80
20207018,60
20201188,100
20202038,60
20204047,40
20203090,80
20201136,50
20203004,100
20202029,100
20203126,60
20201174,80
20201208,50
20205018,110
20201019,70
20205091,110
20204046,100
20203202,100
20203208,50
20202169,100
20204028,80
20202046,100
20205026,60
20205007,110
20201001,50
20203066,60
20205024,110
20202129,50
20202019,80
20202073,100
20202153,100
20203115,100
20203088,70
20205047,80
20202191,100
20205075,70
20206006,50
20203189,80
20201194,100
20203025,50
20203086,100
20203161,60
20202081,100
20203168,60
20202140,30
20205058,110
20201079,50
20204025,80
20202125,110
20204079,100
20202144,100
20203065,60
20201009,80
20203100,100
20203069,70
20201036,70
20208004,80
20205016,80
20204033,60
20201222,100
20201053,60
20201061,50
20203061,60
20203215,50
20201082,80
20203023,80
20205078,110
20201122,60
20204006,60
20202186,80
20203078,100
20201013,80
20203120,100
20207027,100
20201176,80
20201152,100
20203028,100
20202121,80
20204078,80
20201068,60
20201014,90
20202183,100
20203003,80
20202002,80
20201149,100
20203221,60
20205080,80
20201184,50
20205046,50
20206004,100
20203248,70
20202057,50
20201141,60
20205097,110
20201214,80
20201010,60
20201127,60
20203054,100
20201057,100
20205034,60
20205008,100
20201099,80
20201246,50
20202006,60
20203138,50
20203091,50
20204041,100
20202138,100
20202162,100
20206017,100
20201029,100
20203192,100
20201256,50
20205038,60
20203240,100
20201216,70
20202077,100
20205070,90
20202135,80
20202182,100
20202181,100
20203140,70
20202017,50
20202005,60
20205103,110
20202042,50
20202027,60
20203186,60
20201077,60
20203231,60
20203150,80
20204058,100
20202155,80
20202173,100
20202074,60
20201183,50
20205006,80
20205126,110
20201168,100
20205062,110
20203085,60
20204027,110
20202055,80
20204014,100
20202146,60
20204045,80
20204077,90
20204064,100
20205076,60
20202113,40
20202030,100
20203082,60
20205113,110
20203026,50
20201192,100
20204024,100
20203145,50
20204056,110
20203151,60
20203170,100
20204051,110
20201221,80
20201109,90
20201113,100
20202148,100
20201117,50
20201083,50
20202117,70
20204057,110
20203182,60
20201260,60
20203180,100
20201097,100
20204026,50
20202165,40
20203059,60
20201248,100
20203169,100
20201147,110
20202043,50
20202067,60
20203183,100
20205012,110
20201228,50
20203174,80
20203073,80
20201017,100
20201227,70
20203141,100
20202036,100
20204070,110
20204002,100
20206001,100
20202137,60
20203016,50
20206013,100
20204055,100
20202001,70
20201028,60
20202149,60
20201156,80
20202010,80
20201005,100
20201055,100
20207012,130
20204043,50
20201161,50
20203019,100
20202120,100
20202021,80
20205084,90
20203154,70
20201230,60
20201089,100
20203247,100
20207016,70
20203044,90
20201108,110
20205021,110
20205003,80
20202078,100
20205115,110
20202150,100
20202112,80
20207014,100
20201115,100
20202103,100
20203102,60
20206007,50
20201020,100
20204023,80
20201069,100
20201030,50
20201235,70
20205085,110
20202185,80
20202136,80
20205107,60
20201157,50
20202152,100
20205088,50
20201050,60
20202179,60
20204042,110
20203133,50
20202031,60
20202052,100
20204009,110
20203216,100
20203219,100
20201128,50
20201074,60
20206031,100
20205060,50
20201139,100
20201261,70
20207021,100
20201123,80
20201049,50
20201015,50
20203251,50
20206002,110
20202048,100
20203034,80
20201054,60
20201018,100
20202003,80
20204031,110
20203067,100
20204018,80
20203110,40
20201103,80
20202107,100
20203166,100
20201024,50
20201206,60
20202142,60
20201203,40
20201075,60
20206009,110
20202045,80
20204059,60
20205132,50
20203200,50
20205090,50
20205037,100
20201111,60
20202158,50
20202167,100
20202040,100
20201107,90
20203224,100
20203147,100
20202184,50
20201190,110
20201245,100
20204083,100
20203207,70
20201259,100
20202068,100
20201178,110
20203196,10
20206016,60
20206008,100
20201105,50
20201171,100
20202161,60
20205010,70
20202085,100
20206026,100
20201199,100
20201085,50
20206024,50
20201027,100
20202024,50
20203092,100
