crash_id,vehicle_id
20232109,0
20234049,0
20231114,1
20231093,0
20234050,0
20231130,1
20233261,0
20233218,0
20231257,0
20233159,0
20231112,0
20233096,0
20231121,1
20232011,0
20231237,0
20231096,0
20233202,0
20231017,0
20232229,0
20233216,0
20231169,0
20231181,0
20231215,0
20231199,0
20236030,0
20234092,0
20231212,0
20234040,0
20231208,0
20231069,1
20232149,1
20233082,0
20232140,0
20232167,3
20232075,1
20234028,0
20231276,0
20234072,0
20234075,0
20232053,0
20233037,1
20233048,0
20234014,0
20232055,3
20232148,3
20232060,3
20232162,0
20232100,1
20232233,1
20236033,0
20232105,0
20232013,0
20233225,0
20232221,0
20233147,1
20234076,0
20232176,0
20231006,0
20233023,0
20233182,0
20232132,0
20232160,0
20232036,0
20233041,0
20232179,0
20232041,0
20232253,0
20233080,0
20231197,0
20233124,1
20233236,0
20231213,0
20234081,0
20231041,0
20233101,1
20232155,0
20231282,0
20234103,0
20234097,0
20232003,0
20231196,3
20232078,0
20233149,3
20232164,1
20231001,0
20231060,0
20233188,0
20233129,0
20232161,0
20233003,0
20231166,0
20232234,0
20236001,0
20231277,0
20234039,0
20233047,0
20234043,0
20231014,0
20233031,0
20233164,3
20234003,0
20237004,0
20234023,0
20232039,0
20232092,0
20233239,0
20233158,0
20232008,0
20232139,0
20231013,0
20231123,0
20232019,0
20236021,0
20238002,0
20232122,0
20232111,0
20234007,0
20231240,0
20231099,0
20231161,0
20232259,0
20233174,4
20232101,0
20232120,0
20236013,0
20233253,0
20231209,0
20231107,0
20234083,0
20234046,0
20233092,0
20232082,0
20232177,0
20233255,0
20232142,0
20221099,0
20221136,0
20221056,0
20221035,0
20221187,0
20221203,6
20223053,0
20221170,0
20221220,0
20221184,0
20224015,0
20221079,0
20221252,0
20224050,0
20223141,0
20223045,0
20221135,0
20223271,0
20223108,0
20221109,0
20223173,1
20223123,0
20226027,0
20223253,0
20223174,0
20224019,0
20223023,0
20227028,0
20221166,0
20223107,0
20223239,0
20223148,3
20221143,0
20221248,1
20221194,0
20223046,0
20223093,0
20221112,0
20223058,0
20221012,1
20221015,0
20223201,0
20221202,0
20221061,0
20224062,0
20221047,0
20221009,0
20223090,0
20221150,0
20223163,4
20223199,0
20221082,5
20223181,0
20224055,0
20223206,0
20224032,0
20222052,0
20221262,0
20222106,0
20226038,0
20223272,3
20222098,0
20224002,0
20221087,0
20222108,0
20223062,0
20224013,0
20222182,0
20223051,0
20221233,1
20221105,0
20226040,0
20221078,0
20223219,0
20222012,0
20223091,0
20222013,0
20222016,0
20223074,0
20223071,0
20221013,0
20221086,0
20223099,0
20223158,0
20221189,0
20223078,0
20226034,0
20221103,0
20222004,0
20224054,0
20223150,0
20221181,0
20221215,0
20223113,0
20223018,0
20223223,0
20221040,0
20222023,0
20221042,0
20223010,0
20223012,0
20222220,0
20221031,0
20222015,0
20223028,0
20222196,0
20221081,3
20221188,3
20221173,0
20221131,0
20222159,0
20223052,0
20223138,0
20222031,0
20223064,0
20222121,0
20227002,0
20223198,0
20223101,1
20221110,0
20222177,0
20221116,1
20226041,3
20221161,0
20224037,0
20222036,0
20221011,1
20223065,0
20221205,0
20224025,0
20223029,3
20223220,0
20222051,0
20221074,0
20223131,0
20222157,0
20226044,3
20227017,0
20223248,0
20223044,0
20227040,5
20222163,0
20222217,0
20223024,0
20221175,0
20222207,0
20224012,0
20221052,0
20222178,0
20221191,0
20221051,0
20223050,0
20221234,0
20222068,0
20226023,0
20221002,0
20222126,0
20222102,0
20221176,0
20226011,0
20221037,0
20222139,0
20228002,0
20222211,1
20221077,0
20223059,0
20223129,0
20228009,0
20223252,0
20224044,0
20222032,0
20223146,0
20221102,0
20228007,0
20221245,0
20221240,0
20223055,0
20223258,0
20223164,0
20221199,0
20221016,0
20222205,1
20222103,0
20223152,0
20224065,0
20221080,0
20221008,0
20222142,0
20222019,0
20223246,0
20223135,0
20222180,1
20221017,0
20223166,0
20222111,3
20222135,0
20221152,0
20223162,0
20221225,0
20226005,0
20223208,0
20221230,0
20226007,0
20223005,1
20223003,3
20221132,0
20221094,0
20222021,0
20223209,5
20221195,0
20221026,0
20221192,0
20222073,0
20221163,0
20223016,0
20222204,0
20224007,0
20223249,0
20226006,0
20221126,0
20221107,0
20223226,0
20223002,0
20222191,4
20221097,0
20223214,0
20222040,0
20223075,0
20223073,3
20221210,0
20222037,0
20224061,0
20222184,0
20223139,0
20221180,0
20224041,0
20222190,0
20222101,0
20227025,0
20221067,0
20223034,1
20222006,0
20221190,0
20222104,0
20221106,0
20223068,0
20221250,0
20221141,0
20226026,0
20221162,0
20222120,0
20223217,0
20222014,1
20222109,0
20222166,0
20222131,0
20223154,0
20222225,1
20221174,3
20224036,0
20223031,0
20223221,0
20221140,0
20222169,0
20221237,0
20221060,0
20222090,0
20222176,0
20222214,3
20221243,0
20222208,0
20223118,0
20222172,0
20221127,0
20222183,0
20223153,0
20221244,0
20221133,0
20224026,0
20222199,0
20224038,0
20224051,0
20223228,0
20221025,5
20223025,0
20223147,1
20223039,0
20222192,0
20222215,1
20223061,0
20223170,1
20221054,0
20221096,1
20221235,0
20222047,0
20221010,0
20222195,0
20223117,0
20222233,0
20223121,0
20222119,0
20228003,0
20227018,0
20221217,0
20221089,0
20226042,0
20223042,0
20227038,0
20223114,0
20224053,0
20222231,0
20223264,0
20226016,0
20222164,0
20221118,0
20223086,0
20224043,0
20223265,0
20223180,0
20221168,0
20223100,0
20221239,3
20221092,0
20223202,0
20222005,0
20224008,0
20223241,0
20227009,0
20222071,0
20227031,3
20223097,0
20224056,0
20221232,1
20222224,0
20224057,0
20221256,2
20223238,0
20222003,0
20227037,0
20227012,0
20223256,0
20222140,0
20221055,0
20222152,0
20221098,0
20223076,0
20222044,1
20222216,0
20223171,0
20223015,0
20223191,0
20223115,0
20223004,0
20222232,1
20223218,1
20222197,0
20221255,0
20222029,0
20223125,0
20223222,0
20223203,3
20223111,3
20221212,0
20224066,0
20222223,0
20226015,3
20223008,3
20222181,3
20227001,1
20224058,0
20222028,1
20222010,0
20227023,0
20222151,0
20221249,0
20224033,0
20223098,0
20223188,3
20222105,0
20221149,0
20222024,0
20221197,0
20224060,0
20223186,0
20222154,0
20221073,0
20226019,0
20222236,0
20221153,0
20222089,0
20222067,0
20223102,0
20223032,0
20223037,0
20223177,0
20221071,0
20223143,0
20227016,0
20221151,0
20223234,0
20222221,0
20222133,0
20221006,0
20223038,3
20223095,0
20223254,0
20226004,0
20223085,0
20222008,0
20224040,0
20222143,0
20222123,3
20222132,3
20223120,0
20223103,0
20221129,0
20222064,1
20222054,0
20221120,0
20222011,1
20221213,0
20226003,0
20223157,0
20222033,0
20221070,0
20223082,1
20223105,0
20222091,0
20221122,0
20221219,0
20227022,0
20222141,0
20222187,0
20226030,0
20223247,0
20223259,3
20223204,0
20221053,5
20222124,0
20227021,5
20223178,0
20223026,0
20222112,0
20224067,0
20223080,0
20227013,0
20221209,0
20221123,0
20221043,0
20222156,0
20221258,0
20223013,0
20228008,0
20222209,0
20222059,0
20224068,0
20224024,0
20221257,0
20221058,0
20223049,0
20227029,0
20222149,0
20222094,0
20222035,0
20222226,0
20223172,1
20222128,0
20222218,0
20222060,3
20223011,0
20223014,0
20221177,0
20221004,0
20223033,0
20221059,0
20223216,0
20224020,0
20222001,0
20222018,0
20223193,0
20222077,0
20223156,1
20221039,3
20221003,3
20223262,3
20226037,3
20227014,0
20224035,0
20222229,0
20223063,0
20221030,3
20222092,3
20223212,3
20221085,0
20223179,0
20223242,0
20223136,0
20227039,0
20222115,0
20221091,0
20226043,0
20223087,0
20223048,3
20223155,0
20228013,0
20223057,0
20226002,0
20223119,0
20222158,0
20222043,0
20221171,3
