crashID,crashType,articulatedTruckInvolvement,busInvolvement,heavyRigidTruckInvolvement,vehicleID
20195122,Single,No,No,No,V5257
20194029,Single,No,No,No,V5258
20195084,Single,No,No,No,V5259
20191283,Single,Yes,No,No,V5260
20191305,Single,No,No,No,V5261
20194059,Single,No,No,No,V5262
20192027,Single,No,No,No,V5263
20191101,Single,No,Yes,No,V5264
20193048,Single,No,No,No,V5265
20193023,Single,No,No,No,V5266
20191128,Single,No,No,No,V5267
20192172,Single,No,No,No,V5268
20194042,Single,No,No,No,V5269
20191141,Single,Yes,No,No,V5270
20192084,Single,No,No,No,V5271
20191230,Single,No,No,Yes,V5272
20192020,Single,Yes,No,No,V5273
20193046,Single,No,No,No,V5274
20192112,Single,No,No,No,V5275
20195026,Single,No,No,No,V5276
20193064,Single,No,No,No,V5277
20194104,Single,No,No,No,V5278
20194110,Single,No,No,No,V5279
20191324,Single,No,No,No,V5280
20191075,Multiple,No,No,No,V5281
20191075,Multiple,No,No,No,V5282
20196002,Single,Yes,No,No,V5283
20194097,Single,Yes,No,No,V5284
20192186,Single,No,No,No,V5285
20193179,Single,No,No,No,V5286
20192003,Single,No,No,No,V5287
20191291,Single,No,No,No,V5288
20194098,Single,No,No,No,V5289
20191007,Single,No,No,No,V5290
20191132,Single,No,No,No,V5291
20191263,Single,No,No,No,V5292
20193183,Single,No,No,No,V5293
20195098,Multiple,No,No,No,V5294
20195098,Multiple,No,No,No,V5295
20192217,Single,No,No,No,V5296
20193102,Single,No,No,No,V5297
20192137,Single,No,No,Yes,V5298
20198002,Single,No,No,No,V5299
20192131,Single,No,No,No,V5300
20191307,Single,No,No,No,V5301
20193180,Single,No,No,No,V5302
20191023,Multiple,No,No,No,V5303
20191023,Multiple,No,No,No,V5304
20192224,Single,No,No,No,V5305
20192245,Single,No,No,No,V5306
20194025,Single,No,No,Yes,V5307
20191061,Single,No,No,No,V5308
20191088,Single,No,No,No,V5309
20194008,Single,No,No,No,V5310
20191006,Single,No,No,No,V5311
20193137,Single,No,No,No,V5312
20191072,Single,No,No,No,V5313
20193188,Single,No,No,No,V5314
20194048,Single,No,No,No,V5315
20193103,Multiple,No,No,No,V5316
20193103,Multiple,No,No,No,V5317
20191060,Single,No,No,No,V5318
20194079,Single,No,No,No,V5319
20192019,Single,No,No,No,V5320
20193083,Single,No,No,No,V5321
20192165,Single,No,No,Yes,V5322
20192118,Single,No,No,No,V5323
20191167,Single,No,No,No,V5324
20196021,Single,No,No,No,V5325
20191136,Single,No,No,No,V5326
20193176,Single,No,No,No,V5327
20193042,Single,No,No,No,V5328
20191260,Single,No,No,No,V5329
20192047,Multiple,No,No,No,V5330
20192047,Multiple,No,No,No,V5331
20191028,Single,No,No,No,V5332
20192227,Single,No,No,No,V5333
20193151,Single,No,No,No,V5334
20192174,Single,No,No,No,V5335
20193159,Multiple,No,No,No,V5336
20193159,Multiple,No,No,No,V5337
20194013,Single,No,No,No,V5338
20192238,Single,No,No,No,V5339
20193096,Single,No,No,No,V5340
20192162,Single,No,No,No,V5341
20191281,Single,No,No,No,V5342
20197024,Single,No,No,No,V5343
20191199,Single,Yes,No,No,V5344
20193130,Single,No,No,No,V5345
20192155,Single,No,No,No,V5346
20195027,Single,No,No,Yes,V5347
20194011,Single,No,No,No,V5348
20193187,Single,No,No,No,V5349
20195038,Single,No,No,No,V5350
20191257,Single,No,No,No,V5351
20192237,Multiple,No,No,No,V5352
20192237,Multiple,No,No,No,V5353
20193117,Single,No,No,No,V5354
20195009,Single,No,No,No,V5355
20192077,Single,No,No,No,V5356
20191195,Single,No,Yes,No,V5357
20191193,Single,No,Yes,Yes,V5358
20191273,Single,No,No,Yes,V5359
20193146,Single,No,No,Yes,V5360
20191183,Single,No,No,No,V5361
20193097,Multiple,No,No,No,V5362
20193097,Multiple,No,No,No,V5363
20192213,Single,No,No,Yes,V5364
20191175,Single,No,No,Yes,V5365
20191113,Single,No,No,No,V5366
20193161,Single,No,No,Yes,V5367
20195061,Single,No,No,No,V5368
20195139,Multiple,No,No,No,V5369
20195139,Multiple,No,No,No,V5370
20192157,Single,No,No,No,V5371
20193194,Single,No,No,No,V5372
20192060,Single,No,No,No,V5373
20191039,Single,No,No,No,V5374
20193119,Single,No,No,No,V5375
20192048,Single,No,No,No,V5376
20192205,Single,No,No,No,V5377
20191285,Single,No,No,Yes,V5378
20193113,Single,No,No,No,V5379
20191202,Single,No,No,No,V5380
20195060,Single,No,No,No,V5381
20192228,Single,No,No,No,V5382
20191312,Single,No,No,No,V5383
20193032,Single,No,No,No,V5384
20191191,Single,No,No,No,V5385
20191043,Single,No,No,No,V5386
20191176,Single,No,No,No,V5387
20197013,Single,No,No,No,V5388
20191112,Single,No,No,No,V5389
20191277,Single,No,No,No,V5390
20193040,Single,No,No,No,V5391
20195023,Single,No,No,No,V5392
20192197,Single,No,No,No,V5393
20192028,Multiple,No,No,No,V5394
20192028,Multiple,No,No,No,V5395
20191150,Single,No,No,No,V5396
20191240,Single,No,No,No,V5397
20191162,Single,No,No,No,V5398
20193089,Single,No,No,No,V5399
20195052,Single,No,No,No,V5400
20191212,Single,No,No,No,V5401
20193124,Single,No,No,No,V5402
20191222,Single,No,No,No,V5403
20191282,Single,No,No,No,V5404
20191099,Single,No,No,No,V5405
20193056,Single,No,No,No,V5406
20193154,Single,No,No,No,V5407
20195017,Single,Yes,No,No,V5408
20191020,Single,Yes,No,No,V5409
20193178,Single,No,No,No,V5410
20191170,Single,No,No,No,V5411
20193045,Single,No,No,No,V5412
20192229,Single,No,No,No,V5413
20191229,Single,No,No,No,V5414
20194022,Single,No,No,No,V5415
20196016,Single,No,No,No,V5416
20191048,Single,No,No,No,V5417
20193132,Single,No,No,No,V5418
20192158,Single,No,No,Yes,V5419
20192091,Multiple,No,No,No,V5420
20192091,Multiple,No,No,No,V5421
20191223,Multiple,No,No,No,V5422
20191223,Multiple,No,No,No,V5423
20195064,Single,No,No,No,V5424
20191148,Multiple,No,No,No,V5425
20191148,Multiple,No,No,No,V5426
20193145,Single,No,No,No,V5427
20192026,Single,No,No,No,V5428
20195091,Multiple,No,Yes,No,V5429
20195091,Multiple,No,Yes,No,V5430
20191287,Single,No,No,No,V5431
20193114,Single,No,No,No,V5432
20191116,Single,No,No,No,V5433
20191203,Single,No,No,No,V5434
20192004,Multiple,No,No,No,V5435
20192004,Multiple,No,No,No,V5436
20193173,Single,No,No,No,V5437
20192164,Single,No,No,No,V5438
20191115,Single,Yes,No,No,V5439
20192070,Single,No,No,No,V5440
20195080,Single,No,No,No,V5441
20195019,Single,No,No,No,V5442
20191276,Single,No,No,No,V5443
20193085,Single,No,No,No,V5444
20196005,Single,No,No,No,V5445
20191073,Single,No,No,No,V5446
20192142,Single,No,No,No,V5447
20193017,Single,No,No,No,V5448
20193080,Single,No,No,No,V5449
20198004,Single,Yes,No,No,V5450
20191098,Single,No,No,No,V5451
20195056,Single,No,No,No,V5452
20194085,Single,No,No,No,V5453
20193067,Single,No,No,No,V5454
20193074,Single,Yes,No,No,V5455
20192008,Single,No,No,No,V5456
20193105,Multiple,No,No,No,V5457
20193105,Multiple,No,No,No,V5458
20191329,Single,No,No,No,V5459
20191016,Single,No,No,No,V5460
20193118,Single,Yes,No,No,V5461
20191015,Single,Yes,No,No,V5462
20192062,Single,Yes,No,No,V5463
20193049,Single,No,No,No,V5464
20195013,Single,No,No,No,V5465
20193078,Single,No,No,No,V5466
20192207,Single,No,No,No,V5467
20191168,Single,No,No,No,V5468
20191102,Single,No,No,No,V5469
20191279,Single,No,No,No,V5470
20195140,Single,No,No,No,V5471
20194096,Single,No,No,No,V5472
20192083,Single,No,No,No,V5473
20193116,Single,No,No,No,V5474
20193150,Single,No,No,No,V5475
20193186,Single,No,No,No,V5476
20193010,Single,No,No,No,V5477
20191246,Single,No,No,No,V5478
20192049,Single,No,No,No,V5479
20191093,Single,No,No,No,V5480
20193036,Single,No,No,No,V5481
20196019,Single,No,No,No,V5482
20194089,Single,No,No,No,V5483
20195070,Single,No,No,No,V5484
20193088,Single,No,No,No,V5485
20191163,Single,No,No,No,V5486
20191110,Single,No,No,No,V5487
20192144,Single,No,No,No,V5488
20193166,Single,No,No,No,V5489
20192138,Single,No,No,No,V5490
20193147,Single,Yes,No,No,V5491
20197019,Single,No,No,No,V5492
20193135,Single,No,No,No,V5493
20192209,Single,No,No,No,V5494
20192031,Single,No,No,No,V5495
20193126,Single,No,No,No,V5496
20193021,Single,Yes,No,No,V5497
20192053,Single,No,No,No,V5498
20192156,Single,No,No,No,V5499
20191309,Single,No,No,No,V5500
20194065,Single,No,No,No,V5501
20195097,Single,No,No,No,V5502
20191293,Single,No,No,No,V5503
20191216,Single,No,No,No,V5504
20195127,Single,No,No,No,V5505
20191326,Single,No,No,No,V5506
20191254,Single,No,No,No,V5507
20192011,Single,No,No,No,V5508
20191189,Single,No,No,No,V5509
20193008,Single,No,No,Yes,V5510
20191111,Single,No,No,No,V5511
20194018,Single,No,No,Yes,V5512
20193024,Single,No,No,No,V5513
20193016,Single,No,No,No,V5514
20195086,Single,No,No,No,V5515
20195144,Single,No,No,No,V5516
20191064,Single,No,No,No,V5517
20193152,Single,No,No,No,V5518
20191085,Single,No,No,No,V5519
20191186,Multiple,No,No,No,V5520
20191186,Multiple,No,No,No,V5521
20193027,Single,No,No,No,V5522
20192014,Single,No,No,No,V5523
20196001,Single,No,No,No,V5524
20193072,Single,No,No,No,V5525
20191149,Single,No,No,No,V5526
20192056,Multiple,No,No,No,V5527
20192056,Multiple,No,No,No,V5528
20195147,Single,No,No,No,V5529
20193084,Single,No,No,No,V5530
20193001,Single,No,No,No,V5531
20191114,Single,No,No,No,V5532
20191156,Single,No,No,No,V5533
20195125,Single,No,No,No,V5534
20191090,Single,No,No,No,V5535
20195094,Single,No,No,No,V5536
20191206,Single,No,No,No,V5537
20191029,Single,No,No,No,V5538
20194054,Single,No,No,No,V5539
20194047,Single,No,No,No,V5540
20194101,Multiple,Yes,No,No,V5541
20194101,Multiple,Yes,No,No,V5542
20191164,Single,No,No,No,V5543
20191269,Single,No,No,No,V5544
20193162,Single,Yes,No,No,V5545
20192150,Single,No,No,No,V5546
20193142,Single,No,No,No,V5547
20191034,Single,No,No,No,V5548
20192128,Single,No,No,No,V5549
20197008,Multiple,No,No,No,V5550
20197008,Multiple,No,No,No,V5551
20191097,Single,No,No,No,V5552
20191244,Single,No,Yes,No,V5553
20191228,Single,No,No,No,V5554
20194083,Single,No,No,Yes,V5555
20195092,Single,No,No,No,V5556
20191311,Single,No,No,No,V5557
20193025,Single,Yes,No,No,V5558
20195003,Single,No,Yes,No,V5559
20195059,Single,No,No,No,V5560
20191268,Single,No,No,No,V5561
20191278,Single,No,No,No,V5562
20193022,Single,No,No,Yes,V5563
20195112,Single,No,No,No,V5564
20195042,Single,No,No,No,V5565
20191320,Single,No,No,No,V5566
20195037,Single,No,No,No,V5567
20192090,Single,No,No,No,V5568
20191070,Single,Yes,No,Yes,V5569
20197001,Single,No,No,No,V5570
20191095,Single,No,No,No,V5571
20193106,Multiple,No,No,No,V5572
20193106,Multiple,No,No,No,V5573
20193028,Single,No,No,No,V5574
20196017,Single,No,No,No,V5575
20192022,Single,No,No,No,V5576
20192121,Single,No,No,No,V5577
20193039,Single,No,No,No,V5578
20193076,Single,No,No,No,V5579
20195150,Single,No,No,No,V5580
20192071,Single,No,No,No,V5581
20191302,Single,No,No,No,V5582
20196006,Single,Yes,No,No,V5583
20191165,Single,No,No,Yes,V5584
20194106,Single,No,No,No,V5585
20195031,Single,No,No,No,V5586
20193018,Multiple,No,No,No,V5587
20193018,Multiple,No,No,No,V5588
20194039,Single,No,No,No,V5589
20191160,Single,No,No,No,V5590
20192074,Single,No,No,No,V5591
20193136,Single,No,No,No,V5592
20191301,Single,No,No,No,V5593
20192244,Single,No,No,No,V5594
20191124,Single,Yes,No,No,V5595
20191058,Single,No,No,No,V5596
20194021,Single,No,No,No,V5597
20192064,Single,No,No,No,V5598
20195108,Single,No,No,No,V5599
20193034,Single,No,No,No,V5600
20191086,Single,No,No,No,V5601
20196013,Single,No,No,No,V5602
20194015,Single,No,No,No,V5603
20193155,Single,No,No,No,V5604
20194012,Single,No,No,No,V5605
20192210,Single,No,No,No,V5606
20192154,Single,No,No,No,V5607
20191083,Single,No,No,No,V5608
20193189,Single,Yes,No,No,V5609
20192063,Single,No,No,No,V5610
20191317,Single,No,No,No,V5611
20193163,Single,No,No,No,V5612
20191144,Multiple,No,No,No,V5613
20191144,Multiple,No,No,No,V5614
20195068,Single,No,No,No,V5615
20193164,Single,No,No,No,V5616
20191327,Single,No,No,No,V5617
20193092,Single,No,No,No,V5618
20191272,Single,No,No,No,V5619
20191310,Single,No,No,No,V5620
20192092,Single,No,No,No,V5621
20191081,Single,No,No,No,V5622
20191143,Single,No,No,No,V5623
20192030,Single,Yes,Yes,No,V5624
20192089,Single,No,No,No,V5625
20192034,Multiple,No,No,Yes,V5626
20192034,Multiple,No,No,Yes,V5627
20193070,Single,No,No,Yes,V5628
20193044,Single,No,No,No,V5629
20193169,Single,No,No,No,V5630
20197015,Single,No,No,No,V5631
20195020,Single,No,No,Yes,V5632
20191131,Single,No,No,No,V5633
20191255,Single,No,No,No,V5634
20195039,Single,No,No,No,V5635
20194064,Single,No,No,No,V5636
20195001,Single,No,No,Yes,V5637
20191009,Single,Yes,No,No,V5638
20195005,Single,No,No,No,V5639
20197026,Single,No,No,No,V5640
20197025,Single,No,No,Yes,V5641
20192054,Single,No,No,No,V5642
20191197,Single,No,Yes,No,V5643
20195101,Single,No,No,No,V5644
20194087,Single,No,No,No,V5645
20193043,Single,No,No,No,V5646
20192002,Single,No,No,No,V5647
20194034,Single,No,No,No,V5648
20192181,Single,No,No,No,V5649
20193143,Single,No,No,No,V5650
20195141,Single,No,No,No,V5651
20191013,Single,No,No,No,V5652
20195107,Single,No,No,No,V5653
20191137,Single,Yes,No,No,V5654
20194100,Single,No,No,No,V5655
20191218,Single,No,No,No,V5656
20192184,Single,No,No,Yes,V5657
20192188,Single,No,No,Yes,V5658
20191178,Multiple,No,No,Yes,V5659
20191178,Multiple,No,No,Yes,V5660
20194052,Single,No,No,No,V5661
20191297,Single,No,No,Yes,V5662
20191146,Single,No,No,No,V5663
20191030,Single,No,No,No,V5664
20194107,Single,No,No,No,V5665
20196008,Single,No,No,No,V5666
20191184,Single,No,No,No,V5667
20191300,Single,No,No,No,V5668
20194006,Single,No,No,No,V5669
20195132,Single,No,No,No,V5670
20193101,Single,No,No,Yes,V5671
20194024,Single,No,No,No,V5672
20193125,Single,No,No,Yes,V5673
20195033,Single,No,No,No,V5674
20192204,Single,No,No,No,V5675
20192065,Single,Yes,No,No,V5676
20195117,Single,No,No,No,V5677
20195126,Single,No,No,No,V5678
20192231,Single,No,No,No,V5679
20195021,Single,Yes,No,No,V5680
20191298,Single,No,No,No,V5681
20192199,Single,No,No,No,V5682
20193030,Single,No,No,No,V5683
20195131,Single,No,No,No,V5684
20195058,Single,No,No,No,V5685
20195022,Single,No,No,No,V5686
20191051,Single,No,No,No,V5687
20191077,Single,No,No,No,V5688
20194060,Single,No,No,No,V5689
20192123,Single,No,No,No,V5690
20192006,Single,No,No,No,V5691
20194049,Single,No,No,No,V5692
20194088,Single,No,No,No,V5693
20192010,Single,No,No,No,V5694
20192243,Single,No,No,No,V5695
20191126,Single,No,No,No,V5696
20191280,Single,No,No,No,V5697
20193002,Single,No,No,No,V5698
20193057,Single,No,No,No,V5699
20192201,Single,No,No,No,V5700
20192115,Single,No,No,No,V5701
20193138,Multiple,No,No,No,V5702
20193138,Multiple,No,No,No,V5703
20193138,Multiple,No,No,No,V5704
20191208,Single,No,No,No,V5705
20195041,Single,No,No,No,V5706
20192111,Single,No,No,No,V5707
20191019,Single,No,No,No,V5708
20193172,Single,No,No,No,V5709
20193094,Single,No,No,No,V5710
20195148,Single,No,No,No,V5711
20195066,Single,Yes,No,No,V5712
20191205,Single,No,No,No,V5713
20193141,Single,No,No,No,V5714
20192075,Single,No,No,Yes,V5715
20192218,Single,No,No,No,V5716
20197014,Single,No,No,No,V5717
20192234,Single,No,No,No,V5718
20191243,Single,No,No,No,V5719
20191237,Single,No,No,No,V5720
20191082,Single,No,No,No,V5721
20193185,Single,No,No,No,V5722
20197017,Single,No,No,No,V5723
20191328,Single,No,No,No,V5724
20196009,Single,No,No,No,V5725
20196020,Single,No,No,No,V5726
20191315,Single,No,No,No,V5727
20193065,Multiple,Yes,No,No,V5728
20193065,Multiple,Yes,No,No,V5729
20195045,Single,No,No,No,V5730
20191289,Single,No,No,No,V5731
20195057,Multiple,Yes,No,No,V5732
20195057,Multiple,Yes,No,No,V5733
20198005,Single,No,No,No,V5734
20191236,Single,No,No,No,V5735
20192100,Single,No,No,No,V5736
20191235,Single,Yes,No,No,V5737
20195015,Single,Yes,No,No,V5738
20195103,Single,No,No,No,V5739
20191194,Single,Yes,No,No,V5740
20192166,Single,No,No,No,V5741
20193020,Single,No,No,No,V5742
20191011,Single,No,No,Yes,V5743
20194023,Single,No,No,No,V5744
20195134,Single,No,No,No,V5745
20193061,Single,No,No,Yes,V5746
20192193,Multiple,No,No,No,V5747
20192193,Multiple,No,No,No,V5748
20192193,Multiple,No,No,No,V5749
20193160,Single,No,No,No,V5750
20192240,Single,No,No,No,V5751
20195130,Single,No,No,No,V5752
20192088,Single,No,No,No,V5753
20191109,Single,No,No,No,V5754
20191318,Single,No,No,No,V5755
20194094,Single,No,No,No,V5756
20192116,Single,No,No,No,V5757
20191008,Single,No,No,No,V5758
20194066,Single,No,No,No,V5759
20192035,Multiple,No,No,Yes,V5760
20192035,Multiple,No,No,Yes,V5761
20191253,Single,No,No,Yes,V5762
20192099,Single,No,No,No,V5763
20196014,Single,No,No,No,V5764
20193121,Multiple,No,No,No,V5765
20193121,Multiple,No,No,No,V5766
20194069,Single,No,No,No,V5767
20192211,Single,No,No,No,V5768
20192113,Single,No,No,No,V5769
20191217,Single,Yes,No,Yes,V5770
20192140,Multiple,No,No,No,V5771
20192140,Multiple,No,No,No,V5772
20193195,Single,No,No,No,V5773
20191173,Single,Yes,No,No,V5774
20194007,Single,No,No,No,V5775
20195114,Single,No,No,No,V5776
20192191,Single,No,No,Yes,V5777
20194016,Single,No,No,No,V5778
20192126,Single,No,No,No,V5779
20195049,Single,No,No,No,V5780
20195025,Single,No,No,No,V5781
20193007,Single,No,No,No,V5782
20192143,Single,No,No,No,V5783
20192032,Single,No,No,No,V5784
20192086,Single,No,No,No,V5785
20194078,Single,No,No,No,V5786
20191027,Single,No,No,No,V5787
20192013,Single,No,No,No,V5788
20195055,Single,No,No,Yes,V5789
20193095,Multiple,No,No,No,V5790
20193095,Multiple,No,No,No,V5791
20192175,Single,No,No,No,V5792
20191219,Single,No,No,No,V5793
20193031,Single,No,No,No,V5794
20194037,Single,No,No,No,V5795
20192248,Single,Yes,No,No,V5796
20192050,Multiple,No,No,No,V5797
20192050,Multiple,No,No,No,V5798
20194026,Single,No,No,No,V5799
20192105,Single,No,No,No,V5800
20196027,Single,Yes,No,No,V5801
20191049,Single,No,No,No,V5802
20193192,Single,No,No,No,V5803
20193059,Single,No,No,No,V5804
20194103,Single,No,No,No,V5805
20191056,Single,No,No,Yes,V5806
20192246,Single,No,No,No,V5807
20193066,Single,No,No,No,V5808
20191140,Single,No,No,Yes,V5809
20194082,Single,No,No,No,V5810
20193170,Single,No,No,No,V5811
20191091,Single,No,No,No,V5812
20195109,Single,No,No,No,V5813
20191134,Single,No,No,Yes,V5814
20194031,Single,Yes,No,No,V5815
20195128,Single,No,No,Yes,V5816
20191325,Single,No,No,No,V5817
20195129,Single,No,No,No,V5818
20192215,Single,No,No,No,V5819
20193196,Multiple,No,No,No,V5820
20193196,Multiple,No,No,No,V5821
20193112,Single,No,No,No,V5822
20192133,Single,No,No,No,V5823
20191001,Single,No,No,No,V5824
20193012,Single,No,No,No,V5825
20191198,Single,No,No,No,V5826
20191121,Single,No,No,No,V5827
20193174,Single,No,No,No,V5828
20197027,Single,No,No,No,V5829
20192163,Single,No,No,No,V5830
20192094,Single,Yes,No,No,V5831
20193104,Single,Yes,No,No,V5832
20191130,Single,No,No,No,V5833
20193051,Single,No,No,No,V5834
20191304,Single,No,No,No,V5835
20195007,Single,No,No,No,V5836
20192122,Single,No,No,No,V5837
20193019,Single,No,No,No,V5838
20192095,Single,No,No,No,V5839
20197028,Multiple,No,No,No,V5840
20197028,Multiple,No,No,No,V5841
20194058,Multiple,Yes,No,No,V5842
20194058,Multiple,Yes,No,No,V5843
20192236,Single,No,No,No,V5844
20193037,Single,No,No,No,V5845
20192024,Single,No,No,No,V5846
20193181,Single,No,No,No,V5847
20192059,Single,Yes,No,No,V5848
20192001,Single,No,No,No,V5849
20194102,Single,No,No,No,V5850
20192109,Single,No,No,No,V5851
20197005,Single,No,No,No,V5852
20194105,Single,Yes,No,No,V5853
20191252,Single,No,No,No,V5854
20193109,Single,No,No,No,V5855
20194005,Single,No,No,No,V5856
20195053,Single,No,No,No,V5857
20191142,Single,No,No,No,V5858
20195077,Single,No,No,No,V5859
20194081,Single,Yes,No,No,V5860
20192068,Single,No,No,No,V5861
20191052,Single,No,No,No,V5862
20195136,Single,No,No,No,V5863
20193026,Single,No,No,No,V5864
20195006,Single,No,No,No,V5865
20192085,Single,No,No,No,V5866
20192101,Single,No,No,No,V5867
20191227,Single,No,No,Yes,V5868
20191017,Single,No,No,No,V5869
20192232,Single,No,No,No,V5870
20192235,Single,Yes,No,No,V5871
20193107,Single,No,No,No,V5872
20191188,Single,No,No,No,V5873
20192108,Single,No,No,No,V5874
20192125,Single,No,No,No,V5875
20196015,Single,No,No,No,V5876
20194046,Single,Yes,No,No,V5877
20194091,Single,Yes,No,No,V5878
20194010,Single,No,No,No,V5879
20193144,Single,No,No,No,V5880
20195088,Single,No,No,No,V5881
20194071,Single,No,No,No,V5882
20195087,Single,No,No,No,V5883
20192067,Single,No,No,Yes,V5884
20191319,Single,No,No,No,V5885
20197023,Single,No,No,No,V5886
20191041,Multiple,No,No,No,V5887
20191041,Multiple,No,No,No,V5888
20193100,Single,No,No,No,V5889
20195090,Single,No,No,No,V5890
20191024,Single,No,No,No,V5891
20195040,Single,No,No,No,V5892
20195036,Single,No,No,No,V5893
20192015,Single,No,No,No,V5894
20192169,Single,No,No,No,V5895
20191084,Single,No,No,No,V5896
20191103,Single,No,No,No,V5897
20193111,Single,No,No,No,V5898
20195004,Single,No,No,No,V5899
20192177,Multiple,No,No,No,V5900
20192177,Multiple,No,No,No,V5901
20191042,Single,No,Yes,No,V5902
20195145,Single,No,No,No,V5903
20196018,Single,No,No,No,V5904
20193033,Single,No,No,No,V5905
20192230,Single,No,No,No,V5906
20191002,Single,No,No,No,V5907
20192080,Single,No,No,No,V5908
20192139,Single,No,No,No,V5909
20191118,Single,No,No,No,V5910
20191179,Single,No,No,No,V5911
20191226,Single,No,No,No,V5912
20191264,Single,No,No,No,V5913
20193122,Single,No,No,Yes,V5914
20192036,Single,No,No,Yes,V5915
20191031,Single,No,No,No,V5916
20191247,Multiple,No,No,Yes,V5917
20191247,Multiple,No,No,Yes,V5918
20191284,Single,No,No,No,V5919
20193093,Single,No,No,No,V5920
20191080,Single,No,No,Yes,V5921
20196026,Single,No,No,No,V5922
20191138,Single,Yes,No,No,V5923
20192098,Single,No,No,No,V5924
20191234,Single,No,No,No,V5925
20194019,Single,No,No,No,V5926
20197006,Single,No,No,No,V5927
20195044,Single,No,No,No,V5928
20193131,Multiple,Yes,No,No,V5929
20193157,Single,No,No,No,V5930
20193131,Multiple,Yes,No,No,V5931
20192194,Single,No,No,Yes,V5932
20191221,Single,No,No,Yes,V5933
20191239,Single,No,No,No,V5934
20195093,Single,No,No,No,V5935
20191062,Single,No,No,No,V5936
20192225,Single,No,No,No,V5937
20192069,Single,No,No,No,V5938
20192222,Single,No,No,No,V5939
20195054,Single,No,No,No,V5940
20191147,Single,No,No,No,V5941
20191059,Single,No,No,No,V5942
20193055,Single,No,No,No,V5943
20193038,Single,Yes,No,No,V5944
20191185,Multiple,No,No,No,V5945
20191185,Multiple,No,No,No,V5946
20191157,Single,No,No,No,V5947
20194033,Single,No,No,No,V5948
20192055,Single,No,No,No,V5949
20193184,Multiple,No,No,Yes,V5950
20193184,Multiple,No,No,Yes,V5951
20191033,Single,No,No,No,V5952
20195008,Single,No,No,No,V5953
20191094,Single,No,No,No,V5954
20192192,Single,Yes,No,No,V5955
20192110,Single,No,No,Yes,V5956
20196012,Single,Yes,No,No,V5957
20192153,Single,No,No,No,V5958
20193175,Single,No,No,Yes,V5959
20192167,Single,No,No,No,V5960
20193068,Multiple,No,No,No,V5961
20193068,Multiple,No,No,No,V5962
20197002,Single,No,No,No,V5963
20192061,Single,No,No,No,V5964
20193050,Multiple,No,No,No,V5965
20193050,Multiple,No,No,No,V5966
20193050,Multiple,No,No,No,V5967
20193050,Multiple,No,No,No,V5968
20193133,Multiple,No,No,No,V5969
20193133,Multiple,No,No,No,V5970
20191010,Single,No,No,No,V5971
20193149,Single,No,No,No,V5972
20194028,Single,No,No,No,V5973
20191018,Single,No,No,No,V5974
20196028,Single,No,No,No,V5975
20191180,Single,No,No,No,V5976
20191166,Single,Yes,No,No,V5977
20192242,Multiple,No,No,No,V5978
20192242,Multiple,No,No,No,V5979
20191286,Single,Yes,No,No,V5980
20191275,Single,No,No,No,V5981
20193011,Single,No,No,No,V5982
20191231,Single,No,No,No,V5983
20194040,Single,No,No,No,V5984
20195083,Single,No,No,No,V5985
20191238,Single,No,No,No,V5986
20195076,Single,No,No,No,V5987
20191211,Single,No,No,No,V5988
20192187,Single,No,No,No,V5989
20191122,Single,Yes,No,No,V5990
20193165,Single,No,No,No,V5991
20192114,Single,No,No,No,V5992
20192066,Single,No,No,No,V5993
20191152,Single,No,No,No,V5994
20194090,Single,No,No,No,V5995
20192119,Single,Yes,No,No,V5996
20195082,Single,No,No,No,V5997
20192183,Single,No,No,No,V5998
20193005,Single,No,No,No,V5999
20191161,Single,No,No,No,V6000
20195115,Single,No,No,No,V6001
20195143,Single,No,No,No,V6002
20192117,Single,No,No,No,V6003
20196004,Single,No,No,No,V6004
20191306,Single,No,No,No,V6005
20192005,Single,No,No,No,V6006
20191267,Multiple,No,No,No,V6007
20191267,Multiple,No,No,No,V6008
20192212,Single,No,No,No,V6009
20194001,Single,No,No,No,V6010
20195096,Single,No,No,No,V6011
20193082,Single,No,No,No,V6012
20191196,Single,No,No,No,V6013
20193035,Single,No,No,Yes,V6014
20191224,Single,No,No,Yes,V6015
20191249,Single,No,No,No,V6016
20194041,Single,Yes,No,No,V6017
20195024,Single,No,No,No,V6018
20192041,Single,No,No,No,V6019
20191270,Single,Yes,No,No,V6020
20191032,Single,Yes,No,No,V6021
20193108,Single,No,No,No,V6022
20191014,Single,No,No,No,V6023
20191022,Single,No,No,No,V6024
20194056,Multiple,No,No,No,V6025
20194056,Multiple,No,No,No,V6026
20193110,Single,Yes,No,No,V6027
20193079,Single,No,No,No,V6028
20191266,Single,No,No,No,V6029
20191242,Single,No,No,No,V6030
20192120,Single,No,No,No,V6031
20194002,Single,Yes,No,No,V6032
20191201,Multiple,No,No,No,V6033
20191201,Multiple,No,No,No,V6034
20194073,Single,No,No,No,V6035
20195047,Single,No,No,No,V6036
20193182,Single,Yes,No,No,V6037
20191294,Single,Yes,No,No,V6038
20194045,Single,Yes,No,No,V6039
20191068,Single,No,No,No,V6040
20194062,Single,No,Yes,No,V6041
20191245,Single,No,No,Yes,V6042
20196024,Single,No,No,No,V6043
20194004,Single,No,No,No,V6044
20191108,Single,No,No,No,V6045
20191225,Multiple,No,No,No,V6046
20191225,Multiple,No,No,No,V6047
