crashID,crashType,articulatedTruckInvolvement,busInvolvement,heavyRigidTruckInvolvement,vehicleID
20227019,Single,No,No,No,V2931
20221024,Multiple,No,No,No,V2932
20221024,Multiple,No,No,No,V2933
20222186,Single,No,No,No,V2934
20224017,Single,No,No,No,V2935
20222219,Single,No,No,No,V2936
20228001,Single,No,No,No,V2937
20222125,Single,No,No,No,V2938
20226024,Single,No,No,No,V2939
20213216,Single,No,No,No,V2940
20212172,Single,No,No,No,V2941
20215133,Single,No,No,No,V2942
20213127,Single,No,No,No,V2943
20212142,Single,No,No,No,V2944
20212161,Single,Yes,No,No,V2945
20211232,Single,No,No,No,V2946
20212205,Single,No,No,No,V2947
20211018,Single,No,No,No,V2948
20212026,Single,No,No,Yes,V2949
20217020,Single,No,No,No,V2950
20216011,Single,No,No,No,V2951
20212157,Single,No,No,No,V2952
20213119,Single,No,No,No,V2953
20212051,Single,No,No,No,V2954
20211130,Single,No,No,No,V2955
20217003,Multiple,No,No,No,V2956
20213226,Single,No,No,No,V2957
20217003,Multiple,No,No,No,V2958
20217025,Single,No,No,No,V2959
20213164,Single,Yes,No,No,V2960
20211254,Single,No,No,No,V2961
20212108,Multiple,No,No,No,V2962
20212108,Multiple,No,No,No,V2963
20213187,Single,Yes,No,No,V2964
20212145,Single,No,No,No,V2965
20214071,Single,No,No,No,V2966
20211225,Single,No,No,No,V2967
20211166,Single,No,No,No,V2968
20211178,Single,No,No,No,V2969
20214004,Single,No,No,No,V2970
20211200,Single,No,No,No,V2971
20215156,Single,No,No,No,V2972
20211155,Single,No,No,No,V2973
20211170,Single,No,No,No,V2974
20215047,Single,No,No,No,V2975
20212198,Single,No,No,No,V2976
20212013,Single,No,No,No,V2977
20214049,Single,Yes,No,No,V2978
20213006,Single,No,No,No,V2979
20211017,Single,No,No,No,V2980
20214075,Single,No,No,No,V2981
20213162,Single,No,No,No,V2982
20217007,Single,No,No,No,V2983
20211124,Single,No,No,No,V2984
20215063,Single,No,No,No,V2985
20211075,Single,No,No,No,V2986
20211174,Single,Yes,No,No,V2987
20211229,Single,No,No,No,V2988
20213008,Single,No,No,No,V2989
20213150,Single,No,No,No,V2990
20211133,Single,No,No,Yes,V2991
20211042,Single,No,No,No,V2992
20212133,Single,No,No,No,V2993
20212194,Single,No,No,No,V2994
20212196,Single,No,No,No,V2995
20213195,Single,No,No,No,V2996
20212129,Single,No,No,No,V2997
20215152,Single,No,No,No,V2998
20215013,Single,No,No,No,V2999
20215078,Single,No,No,No,V3000
20216018,Single,No,No,No,V3001
20211250,Single,No,No,No,V3002
20216010,Single,No,No,No,V3003
20211039,Single,No,No,No,V3004
20211131,Single,No,No,No,V3005
20214022,Single,No,No,No,V3006
20211246,Single,Yes,No,No,V3007
20214015,Single,No,No,No,V3008
20211031,Single,No,No,No,V3009
20212030,Single,No,No,No,V3010
20212067,Multiple,No,No,No,V3011
20212067,Multiple,No,No,No,V3012
20211081,Single,No,No,No,V3013
20211181,Single,No,No,No,V3014
20215057,Single,No,No,Yes,V3015
20214074,Single,No,No,No,V3016
20215150,Single,No,No,Yes,V3017
20213228,Single,No,No,No,V3018
20211027,Single,No,No,No,V3019
20211087,Single,No,No,No,V3020
20211086,Single,No,No,Yes,V3021
20211242,Single,No,No,Yes,V3022
20215054,Single,No,No,No,V3023
20215144,Single,No,No,No,V3024
20211147,Single,No,No,No,V3025
20211194,Single,No,No,No,V3026
20213247,Single,No,No,No,V3027
20211146,Single,No,No,Yes,V3028
20212029,Single,No,No,No,V3029
20213206,Single,No,No,No,V3030
20216016,Single,No,No,No,V3031
20211164,Single,Yes,No,No,V3032
20211009,Single,No,No,No,V3033
20212162,Single,Yes,No,No,V3034
20213242,Single,No,No,No,V3035
20212075,Single,No,No,No,V3036
20213086,Single,No,No,No,V3037
20211235,Single,No,No,No,V3038
20211025,Single,No,No,Yes,V3039
20213175,Single,No,No,Yes,V3040
20212078,Single,No,No,No,V3041
20211058,Single,No,No,No,V3042
20212153,Single,No,No,No,V3043
20211167,Single,No,No,No,V3044
20212167,Single,No,No,No,V3045
20211215,Single,No,No,No,V3046
20213154,Single,No,No,Yes,V3047
20211205,Single,No,No,Yes,V3048
20215151,Single,No,No,No,V3049
20215066,Single,No,No,No,V3050
20212113,Single,No,No,Yes,V3051
20214077,Single,No,No,No,V3052
20211013,Single,No,No,Yes,V3053
20211103,Single,No,No,No,V3054
20211085,Single,No,No,Yes,V3055
20213026,Single,No,No,No,V3056
20217018,Single,No,Yes,No,V3057
20213052,Single,No,No,No,V3058
20213031,Single,No,No,No,V3059
20213153,Single,No,No,No,V3060
20214027,Single,No,No,No,V3061
20215076,Multiple,No,No,No,V3062
20215076,Multiple,No,No,No,V3063
20216032,Single,No,No,No,V3064
20214020,Single,Yes,No,No,V3065
20211097,Single,No,No,No,V3066
20212061,Single,No,No,No,V3067
20213071,Single,No,No,No,V3068
20212176,Single,No,No,No,V3069
20212136,Multiple,No,No,No,V3070
20212136,Multiple,No,No,No,V3071
20214084,Single,No,No,No,V3072
20215105,Single,No,No,No,V3073
20214056,Single,No,No,No,V3074
20211024,Single,No,No,No,V3075
20212201,Multiple,No,No,No,V3076
20212201,Multiple,No,No,No,V3077
20213166,Single,No,No,No,V3078
20215106,Single,No,No,No,V3079
20212057,Single,Yes,No,No,V3080
20211201,Single,No,No,No,V3081
20212160,Single,No,No,Yes,V3082
20211140,Single,Yes,No,No,V3083
20211041,Single,No,No,No,V3084
20212034,Single,No,No,Yes,V3085
20212010,Single,No,No,No,V3086
20214036,Single,No,No,No,V3087
20213163,Single,No,No,No,V3088
20211101,Single,No,No,Yes,V3089
20211251,Single,No,No,No,V3090
20213143,Multiple,No,No,No,V3091
20213143,Multiple,No,No,No,V3092
20213143,Multiple,No,No,No,V3093
20212209,Single,No,No,No,V3094
20212135,Single,No,No,No,V3095
20211168,Single,No,No,No,V3096
20214050,Single,Yes,No,No,V3097
20212011,Single,No,No,Yes,V3098
20212185,Single,Yes,No,No,V3099
20213088,Single,No,No,No,V3100
20211245,Single,No,No,No,V3101
20214039,Multiple,No,No,No,V3102
20214039,Multiple,No,No,No,V3103
20213137,Multiple,No,No,No,V3104
20213137,Multiple,No,No,No,V3105
20212137,Single,No,No,No,V3106
20215141,Single,No,No,No,V3107
20213214,Single,No,No,No,V3108
20211127,Single,No,No,No,V3109
20213134,Single,No,No,No,V3110
20211183,Single,Yes,No,No,V3111
20213027,Single,No,No,No,V3112
20212155,Single,No,No,No,V3113
20213067,Single,No,No,No,V3114
20211213,Single,Yes,No,No,V3115
20212016,Single,No,No,No,V3116
20215018,Single,No,No,No,V3117
20215149,Single,No,No,No,V3118
20213190,Single,No,No,No,V3119
20212024,Single,No,No,No,V3120
20215024,Single,No,No,No,V3121
20216027,Single,No,No,No,V3122
20215095,Multiple,No,No,No,V3123
20215095,Multiple,No,No,No,V3124
20213149,Single,No,No,No,V3125
20212143,Single,No,No,No,V3126
20214058,Single,No,No,No,V3127
20211185,Single,No,Yes,No,V3128
20211159,Single,No,No,No,V3129
20213140,Single,No,No,No,V3130
20212156,Multiple,No,No,Yes,V3131
20212156,Multiple,No,No,Yes,V3132
20215001,Single,No,No,No,V3133
20215114,Single,No,No,No,V3134
20212097,Single,No,No,No,V3135
20212028,Single,No,No,No,V3136
20215067,Single,No,Yes,No,V3137
20212087,Single,No,No,No,V3138
20213227,Multiple,No,No,No,V3139
20213227,Multiple,No,No,No,V3140
20213174,Single,No,No,No,V3141
20213136,Single,No,No,No,V3142
20211202,Single,No,No,No,V3143
20213197,Single,No,No,No,V3144
20211189,Single,No,No,No,V3145
20213106,Single,No,No,No,V3146
20211100,Single,No,No,No,V3147
20211093,Single,No,No,No,V3148
20213032,Multiple,Yes,No,No,V3149
20213032,Multiple,Yes,No,No,V3150
20214003,Single,No,No,No,V3151
20211021,Single,No,No,No,V3152
20211161,Single,No,No,No,V3153
20211256,Single,No,No,No,V3154
20215065,Single,No,No,No,V3155
20213070,Single,No,No,No,V3156
20213132,Single,No,No,No,V3157
20212056,Single,No,No,Yes,V3158
20217014,Single,Yes,No,No,V3159
20213046,Single,No,No,No,V3160
20214037,Single,No,No,No,V3161
20211135,Single,No,No,No,V3162
20211234,Single,No,No,No,V3163
20213170,Single,No,No,No,V3164
20214061,Single,No,No,No,V3165
20213235,Single,No,No,No,V3166
20213212,Single,No,No,No,V3167
20214023,Single,Yes,No,No,V3168
20211151,Single,No,No,No,V3169
20212060,Single,No,No,No,V3170
20211089,Single,No,No,No,V3171
20215041,Single,No,No,No,V3172
20213123,Single,No,No,No,V3173
20211145,Single,No,No,No,V3174
20216009,Single,No,No,No,V3175
20211078,Single,No,No,Yes,V3176
20211207,Single,Yes,No,No,V3177
20211059,Multiple,No,No,No,V3178
20211059,Multiple,No,No,No,V3179
20212154,Single,No,No,No,V3180
20215020,Single,No,No,No,V3181
20212019,Single,Yes,No,No,V3182
20213144,Single,No,No,No,V3183
20213199,Single,No,No,No,V3184
20212186,Single,No,No,No,V3185
20213082,Single,No,No,No,V3186
20211006,Single,No,No,No,V3187
20213003,Multiple,No,No,No,V3188
20213003,Multiple,No,No,No,V3189
20213141,Single,No,No,No,V3190
20214030,Single,No,No,No,V3191
20214054,Single,No,No,No,V3192
20215125,Single,No,No,No,V3193
20213230,Single,No,No,No,V3194
20212179,Single,No,No,No,V3195
20215157,Single,No,No,No,V3196
20211077,Single,No,No,No,V3197
20212049,Single,Yes,No,No,V3198
20213135,Multiple,Yes,No,No,V3199
20213135,Multiple,Yes,No,No,V3200
20213135,Multiple,Yes,No,No,V3201
20214062,Single,No,No,No,V3202
20213112,Single,No,No,No,V3203
20211199,Single,No,No,No,V3204
20212092,Single,No,No,No,V3205
20211152,Single,No,No,Yes,V3206
20212036,Single,No,No,No,V3207
20213093,Single,No,No,No,V3208
20213151,Single,No,No,No,V3209
20213057,Single,No,No,No,V3210
20215059,Single,No,No,No,V3211
20211212,Single,No,No,No,V3212
20211106,Single,No,No,Yes,V3213
20211184,Single,No,No,No,V3214
20215154,Single,No,No,No,V3215
20213183,Single,No,No,No,V3216
20217012,Single,No,No,No,V3217
20211063,Single,No,No,No,V3218
20217009,Single,No,No,No,V3219
20213177,Single,Yes,No,No,V3220
20213101,Single,No,No,No,V3221
20212095,Single,No,No,No,V3222
20213185,Single,No,No,No,V3223
20214091,Single,No,No,No,V3224
20214081,Single,No,No,No,V3225
20212128,Single,No,No,No,V3226
20215102,Single,No,No,No,V3227
20212098,Multiple,No,No,No,V3228
20212098,Multiple,No,No,No,V3229
20214059,Single,No,No,Yes,V3230
20211177,Single,No,No,No,V3231
20214001,Single,No,No,No,V3232
20212119,Single,No,No,No,V3233
20215127,Single,No,No,No,V3234
20213002,Single,No,No,No,V3235
20216013,Single,No,No,No,V3236
20213087,Single,No,No,No,V3237
20213030,Single,No,No,No,V3238
20212021,Single,No,No,No,V3239
20211116,Single,No,No,No,V3240
20211076,Single,No,No,No,V3241
20211136,Single,No,No,No,V3242
20212008,Single,No,No,No,V3243
20215077,Single,No,No,No,V3244
20213129,Single,No,No,No,V3245
20212066,Single,No,No,No,V3246
20214047,Single,No,No,No,V3247
20211191,Single,No,No,No,V3248
20215044,Single,No,No,No,V3249
20212106,Single,No,No,No,V3250
20212134,Single,No,No,No,V3251
20212053,Single,No,No,No,V3252
20217008,Single,No,No,No,V3253
20212111,Single,No,No,No,V3254
20211011,Single,No,No,No,V3255
20213068,Single,No,No,No,V3256
20213157,Single,No,No,No,V3257
20212012,Single,No,No,No,V3258
20211203,Single,Yes,No,No,V3259
20215140,Single,No,No,No,V3260
20213090,Single,No,No,No,V3261
20212072,Single,No,No,No,V3262
20215088,Single,No,No,No,V3263
20215155,Single,No,No,No,V3264
20215147,Single,No,Yes,No,V3265
20213155,Single,No,No,No,V3266
20215055,Single,No,No,No,V3267
20211020,Single,No,No,No,V3268
20213130,Single,No,No,Yes,V3269
20215121,Single,No,No,No,V3270
20216022,Single,No,No,No,V3271
20215014,Single,No,No,No,V3272
20212090,Single,No,No,No,V3273
20211030,Single,No,No,No,V3274
20215040,Single,No,No,No,V3275
20213188,Single,No,No,No,V3276
20212159,Multiple,No,No,No,V3277
20212159,Multiple,No,No,No,V3278
20212159,Multiple,No,No,No,V3279
20212159,Multiple,No,No,No,V3280
20214013,Single,No,No,No,V3281
20215142,Multiple,No,No,No,V3282
20215142,Multiple,No,No,No,V3283
20211154,Single,No,No,No,V3284
20215132,Single,No,Yes,No,V3285
20212077,Multiple,Yes,No,No,V3286
20212077,Multiple,Yes,No,No,V3287
20216014,Single,No,No,No,V3288
20211094,Single,No,No,No,V3289
20212146,Single,No,No,No,V3290
20211015,Multiple,No,No,No,V3291
20211015,Multiple,No,No,No,V3292
20211015,Multiple,No,No,No,V3293
20211108,Single,No,No,No,V3294
20213165,Single,Yes,No,Yes,V3295
20214086,Single,No,No,Yes,V3296
20214079,Single,No,No,No,V3297
20214010,Single,No,No,No,V3298
20215128,Single,No,No,No,V3299
20213062,Single,No,No,No,V3300
20215089,Single,No,No,Yes,V3301
20211055,Single,No,No,No,V3302
20213128,Multiple,No,No,No,V3303
20213128,Multiple,No,No,No,V3304
20213128,Multiple,No,No,No,V3305
20213128,Multiple,No,No,No,V3306
20211048,Multiple,Yes,No,No,V3307
20211048,Multiple,Yes,No,No,V3308
20213210,Single,No,No,No,V3309
20212055,Multiple,No,No,No,V3310
20212055,Multiple,No,No,No,V3311
20212055,Multiple,No,No,No,V3312
20212151,Single,No,No,No,V3313
20213084,Single,No,No,No,V3314
20215028,Single,Yes,No,No,V3315
20216031,Multiple,No,No,No,V3316
20216031,Multiple,No,No,No,V3317
20217010,Single,No,No,No,V3318
20211237,Single,No,No,No,V3319
20211197,Single,Yes,No,No,V3320
20215002,Single,No,No,No,V3321
20211160,Single,No,No,No,V3322
20215022,Single,No,No,No,V3323
20213113,Single,Yes,No,No,V3324
20213133,Single,No,No,No,V3325
20213232,Single,Yes,No,No,V3326
20215030,Single,No,No,Yes,V3327
20212175,Single,No,No,No,V3328
20213096,Multiple,No,No,No,V3329
20213096,Multiple,No,No,No,V3330
20211029,Multiple,No,No,Yes,V3331
20211029,Multiple,No,No,Yes,V3332
20213085,Single,No,No,No,V3333
20213040,Single,No,No,No,V3334
20213126,Single,No,No,No,V3335
20213222,Single,No,No,No,V3336
20211244,Single,No,No,No,V3337
20215038,Single,No,No,No,V3338
20213217,Single,No,No,No,V3339
20213066,Single,No,No,No,V3340
20211172,Single,No,No,No,V3341
20211125,Single,No,No,No,V3342
20217006,Single,No,No,No,V3343
20216020,Single,No,No,No,V3344
20215049,Single,No,No,No,V3345
20213058,Single,No,No,No,V3346
20212058,Multiple,No,No,No,V3347
20212058,Multiple,No,No,No,V3348
20216025,Single,No,No,No,V3349
20215145,Single,No,No,No,V3350
20213218,Single,Yes,No,No,V3351
20214017,Single,No,No,Yes,V3352
20212023,Single,No,No,No,V3353
20212014,Single,No,No,No,V3354
20213028,Single,No,No,No,V3355
20213023,Single,No,No,No,V3356
20212171,Single,No,No,No,V3357
20211118,Single,Yes,No,No,V3358
20213248,Single,No,No,No,V3359
20214070,Multiple,No,No,No,V3360
20214070,Multiple,No,No,No,V3361
20212076,Multiple,No,No,No,V3362
20212076,Multiple,No,No,No,V3363
20213024,Single,No,No,No,V3364
20217023,Single,No,No,No,V3365
20213142,Single,No,No,No,V3366
20213139,Single,No,No,No,V3367
20212071,Single,No,No,Yes,V3368
20211220,Single,Yes,No,Yes,V3369
20211236,Single,No,No,No,V3370
20216033,Single,No,No,Yes,V3371
20214028,Single,No,No,No,V3372
20212118,Single,No,No,No,V3373
20211057,Single,Yes,No,No,V3374
20213196,Single,No,No,Yes,V3375
20212074,Single,No,No,Yes,V3376
20211126,Single,No,No,No,V3377
20211045,Single,No,No,No,V3378
20215110,Single,No,No,Yes,V3379
20212210,Single,No,No,Yes,V3380
20215015,Single,No,No,No,V3381
20216029,Single,No,No,No,V3382
20211113,Single,No,No,No,V3383
20213192,Single,No,No,No,V3384
20213118,Single,No,No,No,V3385
20213019,Single,No,No,No,V3386
20212124,Single,No,No,No,V3387
20213012,Single,No,No,No,V3388
20212187,Single,No,No,No,V3389
20212044,Single,Yes,No,No,V3390
20212109,Single,No,No,No,V3391
20215007,Single,No,No,No,V3392
20213016,Multiple,No,No,No,V3393
20213016,Multiple,No,No,No,V3394
20213016,Multiple,No,No,No,V3395
20211249,Single,No,No,No,V3396
20212005,Single,No,No,No,V3397
20211088,Single,No,No,Yes,V3398
20215123,Single,No,No,No,V3399
20213010,Multiple,No,No,No,V3400
20213010,Multiple,No,No,No,V3401
20214066,Single,Yes,No,No,V3402
20213120,Single,No,No,No,V3403
20212088,Single,No,No,No,V3404
20215091,Single,No,No,No,V3405
20215153,Single,No,No,No,V3406
20214078,Single,No,No,No,V3407
20216024,Multiple,Yes,No,No,V3408
20216024,Multiple,Yes,No,No,V3409
20213073,Single,Yes,No,No,V3410
20211148,Single,No,No,No,V3411
20213103,Single,No,No,No,V3412
20212180,Single,No,No,No,V3413
20216028,Single,No,No,No,V3414
20215139,Single,No,No,No,V3415
20213231,Single,No,No,No,V3416
20213237,Single,No,No,No,V3417
20211260,Single,No,No,No,V3418
20217015,Single,No,No,No,V3419
20211049,Single,No,No,No,V3420
20215082,Single,No,No,No,V3421
20214012,Single,No,No,No,V3422
20215131,Single,No,No,No,V3423
20212050,Single,No,No,No,V3424
20213238,Single,No,No,No,V3425
20212079,Single,No,No,No,V3426
20214016,Single,No,No,No,V3427
20211026,Single,No,No,No,V3428
20215005,Single,No,No,Yes,V3429
20212096,Single,Yes,No,No,V3430
20213078,Single,No,No,No,V3431
20213004,Single,No,No,No,V3432
20213097,Single,No,No,No,V3433
20212189,Multiple,No,No,No,V3434
20212189,Multiple,No,No,No,V3435
20211050,Single,No,No,No,V3436
20212052,Single,No,No,No,V3437
20217024,Single,No,No,No,V3438
20213039,Single,No,No,No,V3439
20213107,Single,No,No,No,V3440
20216006,Multiple,No,No,No,V3441
20216006,Multiple,No,No,No,V3442
20215046,Single,No,No,No,V3443
20211068,Single,No,No,No,V3444
20212147,Single,No,No,No,V3445
20217016,Single,No,No,No,V3446
20213080,Multiple,No,No,No,V3447
20213080,Multiple,No,No,No,V3448
20213080,Multiple,No,No,No,V3449
20215143,Single,No,No,No,V3450
20212149,Single,Yes,No,No,V3451
20213035,Multiple,Yes,No,No,V3452
20213035,Multiple,Yes,No,No,V3453
20211239,Single,No,No,No,V3454
20211064,Single,No,No,No,V3455
20217031,Single,No,No,No,V3456
20214025,Single,No,No,No,V3457
20212158,Single,No,No,No,V3458
20216019,Single,No,No,No,V3459
20211241,Single,No,No,No,V3460
20211221,Single,Yes,No,No,V3461
20212002,Single,No,No,No,V3462
20213029,Single,No,No,No,V3463
20211120,Single,No,No,No,V3464
20212039,Single,No,No,No,V3465
20212063,Single,No,No,No,V3466
20213005,Single,No,No,No,V3467
20211040,Single,No,No,No,V3468
20212148,Single,No,No,No,V3469
20215061,Single,No,No,No,V3470
20213169,Multiple,Yes,No,No,V3471
20213017,Single,No,No,No,V3472
20213169,Multiple,Yes,No,No,V3473
20214014,Single,No,No,No,V3474
20215052,Single,No,No,No,V3475
20214021,Single,No,No,No,V3476
20211012,Single,Yes,No,No,V3477
20213182,Single,No,No,No,V3478
20211175,Single,No,No,No,V3479
20214024,Multiple,No,No,No,V3480
20214024,Multiple,No,No,No,V3481
20211196,Single,No,No,No,V3482
20217019,Single,No,No,No,V3483
20213160,Single,No,No,No,V3484
20211062,Single,No,No,No,V3485
20212038,Single,No,No,No,V3486
20213079,Single,Yes,No,No,V3487
20214072,Single,No,No,No,V3488
20211038,Single,No,No,No,V3489
20217028,Single,No,No,Yes,V3490
20211227,Single,No,No,No,V3491
20218003,Single,No,No,No,V3492
20212204,Single,No,No,No,V3493
20211047,Single,No,No,No,V3494
20213219,Single,No,No,No,V3495
20213180,Single,Yes,No,No,V3496
20212177,Single,No,No,No,V3497
20213054,Single,Yes,No,No,V3498
20212182,Single,No,No,No,V3499
20212022,Single,Yes,No,Yes,V3500
20211003,Single,Yes,No,No,V3501
20211072,Single,No,No,No,V3502
20213200,Single,No,No,No,V3503
20213038,Single,No,No,No,V3504
20211074,Single,No,No,No,V3505
20211028,Single,No,No,No,V3506
20214052,Single,Yes,No,No,V3507
20213077,Single,No,No,No,V3508
20211115,Single,No,No,No,V3509
20211014,Single,No,No,No,V3510
20212165,Single,No,No,No,V3511
20211252,Single,No,No,No,V3512
20211104,Single,Yes,No,No,V3513
20212211,Single,No,No,No,V3514
20214063,Single,No,No,No,V3515
20211069,Single,No,No,No,V3516
20215099,Single,No,No,No,V3517
20217029,Single,No,No,No,V3518
20214032,Single,No,No,No,V3519
20212141,Single,No,No,No,V3520
20211096,Single,No,No,No,V3521
20211095,Single,No,No,No,V3522
20212089,Single,No,No,No,V3523
20213061,Single,No,No,No,V3524
20211142,Single,No,No,No,V3525
20213048,Single,No,No,No,V3526
20213033,Single,No,No,No,V3527
20213156,Single,No,No,No,V3528
20212188,Single,No,No,No,V3529
20214069,Single,No,No,No,V3530
20211158,Single,No,No,No,V3531
20213041,Single,No,No,No,V3532
20211144,Single,No,No,No,V3533
20216021,Single,No,No,No,V3534
20212018,Single,No,No,No,V3535
20211186,Single,No,No,No,V3536
20214053,Single,No,No,No,V3537
20217022,Single,No,No,No,V3538
20211216,Single,No,No,No,V3539
20215004,Single,No,No,No,V3540
20213105,Single,No,No,No,V3541
20212103,Single,No,No,No,V3542
20212047,Single,No,No,No,V3543
20215021,Single,No,No,No,V3544
20212064,Single,No,No,No,V3545
20211228,Single,No,No,No,V3546
20211218,Single,No,No,No,V3547
20215073,Single,No,No,No,V3548
20213173,Single,No,No,No,V3549
20213034,Single,No,No,Yes,V3550
20213171,Single,Yes,No,No,V3551
20215009,Single,No,No,No,V3552
20214073,Single,No,No,No,V3553
20213146,Multiple,No,No,No,V3554
20213146,Multiple,No,No,No,V3555
20215098,Single,No,No,No,V3556
20213099,Single,No,No,No,V3557
20211162,Single,No,Yes,No,V3558
20212099,Single,No,No,Yes,V3559
20213100,Single,No,No,No,V3560
20212003,Single,No,No,No,V3561
20212107,Single,No,No,No,V3562
20215096,Single,No,No,No,V3563
20211150,Single,No,No,No,V3564
20215070,Multiple,No,No,No,V3565
20215070,Multiple,No,No,No,V3566
20211259,Single,No,No,No,V3567
20211036,Multiple,No,No,Yes,V3568
20211036,Multiple,No,No,Yes,V3569
20212166,Single,No,No,Yes,V3570
20212178,Single,No,No,No,V3571
20212020,Single,No,No,No,V3572
20213124,Single,Yes,No,No,V3573
20215148,Single,No,No,No,V3574
20211255,Single,No,No,No,V3575
20213125,Single,No,No,No,V3576
20217013,Single,No,No,No,V3577
20213072,Single,No,No,No,V3578
20214038,Single,No,No,No,V3579
20211134,Single,No,No,No,V3580
20213225,Single,Yes,No,No,V3581
20215045,Single,Yes,No,No,V3582
20211192,Single,No,No,No,V3583
20211053,Single,Yes,No,No,V3584
20215083,Single,No,No,No,V3585
20215011,Single,No,No,No,V3586
20215056,Single,Yes,No,No,V3587
20213158,Single,No,Yes,No,V3588
20213009,Single,No,No,No,V3589
20211129,Single,No,No,No,V3590
20213060,Single,Yes,No,No,V3591
20217011,Single,No,No,No,V3592
20213186,Single,Yes,No,No,V3593
20215053,Single,No,No,No,V3594
20213194,Single,No,No,No,V3595
20212104,Single,No,No,No,V3596
20214005,Single,No,No,No,V3597
20213209,Single,No,No,No,V3598
20213211,Single,No,No,No,V3599
20211209,Single,No,No,No,V3600
20216026,Single,No,No,No,V3601
20213091,Single,No,No,No,V3602
20217032,Single,No,No,No,V3603
20212190,Single,No,No,No,V3604
20211079,Multiple,No,No,No,V3605
20211079,Multiple,No,No,No,V3606
20211257,Single,No,Yes,No,V3607
20212070,Single,No,No,No,V3608
20213203,Single,No,No,No,V3609
20215033,Single,No,No,No,V3610
20211111,Single,No,No,No,V3611
20211231,Single,No,No,No,V3612
20212169,Single,No,No,No,V3613
20211123,Single,No,No,No,V3614
20217001,Single,No,No,No,V3615
20214048,Single,No,No,No,V3616
20211258,Single,No,No,No,V3617
20211222,Single,No,No,No,V3618
20211022,Single,No,No,No,V3619
20216012,Single,No,No,No,V3620
20215068,Single,No,No,No,V3621
20215006,Single,No,No,No,V3622
20211034,Single,No,No,No,V3623
20217004,Single,No,No,No,V3624
20215100,Single,Yes,No,No,V3625
20211190,Single,No,No,No,V3626
20215036,Single,No,No,No,V3627
20215037,Single,No,No,No,V3628
20213193,Single,No,No,No,V3629
20213245,Single,No,No,No,V3630
20214057,Single,No,No,No,V3631
20215108,Single,No,No,No,V3632
20214019,Single,No,No,No,V3633
20211132,Single,No,No,No,V3634
20212125,Single,No,No,No,V3635
20213083,Single,No,No,No,V3636
20215124,Single,No,No,No,V3637
20215069,Single,No,No,No,V3638
20212086,Single,No,No,No,V3639
20213044,Single,No,No,No,V3640
20212025,Single,No,Yes,No,V3641
20215058,Single,No,No,No,V3642
20211226,Single,No,No,No,V3643
20213021,Single,No,Yes,No,V3644
20216003,Single,No,No,No,V3645
20212073,Single,No,No,No,V3646
20212138,Single,No,No,No,V3647
20211206,Single,No,No,No,V3648
20212131,Single,No,No,No,V3649
20213223,Single,No,No,No,V3650
20211043,Single,Yes,No,No,V3651
20215092,Single,No,No,No,V3652
20214088,Single,No,Yes,No,V3653
20211195,Single,No,No,No,V3654
20213114,Single,No,No,No,V3655
20212117,Single,No,No,No,V3656
20215090,Single,No,No,Yes,V3657
20212207,Single,No,No,No,V3658
20212174,Single,Yes,No,No,V3659
20212004,Single,No,No,No,V3660
20211001,Single,Yes,No,No,V3661
20213152,Single,No,No,No,V3662
20212091,Single,No,No,Yes,V3663
20216030,Single,No,No,No,V3664
20211083,Single,No,No,No,V3665
20212037,Single,No,No,No,V3666
20212105,Single,No,No,No,V3667
20217017,Single,No,No,No,V3668
20215094,Single,No,No,No,V3669
20214080,Single,No,No,No,V3670
20216002,Single,Yes,No,Yes,V3671
20211247,Single,No,No,No,V3672
20213050,Single,No,No,No,V3673
20215050,Single,Yes,No,No,V3674
20213059,Single,No,No,No,V3675
20213074,Single,No,No,No,V3676
20212054,Single,No,No,No,V3677
20215115,Single,No,No,No,V3678
20214040,Single,No,No,No,V3679
20212085,Single,No,No,No,V3680
20214093,Single,No,No,No,V3681
20211198,Multiple,No,No,No,V3682
20211198,Multiple,No,No,No,V3683
20211198,Multiple,No,No,No,V3684
20212094,Single,No,No,No,V3685
20212195,Single,No,No,No,V3686
20211007,Single,No,No,No,V3687
20215134,Single,No,No,No,V3688
20213055,Single,No,No,No,V3689
20214041,Single,No,No,No,V3690
20211005,Single,No,No,Yes,V3691
20212203,Single,No,No,No,V3692
20213089,Single,No,No,No,V3693
20211248,Single,No,No,No,V3694
20215093,Single,No,No,No,V3695
20212121,Single,No,No,No,V3696
20215003,Multiple,No,No,No,V3697
20215003,Multiple,No,No,No,V3698
20211099,Single,No,No,No,V3699
20212163,Single,No,No,No,V3700
20213213,Single,No,No,No,V3701
20211188,Single,No,No,Yes,V3702
20211180,Single,No,No,No,V3703
20216023,Single,No,No,No,V3704
20213075,Single,No,No,No,V3705
20215136,Multiple,No,No,No,V3706
20215136,Multiple,No,No,No,V3707
20213076,Multiple,No,No,No,V3708
20213076,Multiple,No,No,No,V3709
20211016,Single,No,No,No,V3710
20211238,Single,No,No,No,V3711
20213168,Single,No,No,No,V3712
20213042,Single,No,No,No,V3713
20212040,Single,No,No,No,V3714
20211082,Single,No,No,No,V3715
20214083,Single,Yes,No,No,V3716
20213013,Single,No,No,No,V3717
20214042,Single,No,No,No,V3718
20216005,Single,No,No,No,V3719
20212065,Single,No,No,No,V3720
20211061,Single,No,No,No,V3721
