from,to
4237,QLD
4238,QLD
4239,VIC
4240,VIC
4241,VIC
4242,SA
4243,VIC
4244,QLD
4245,VIC
4246,NSW
4247,NSW
4248,WA
4249,WA
4250,WA
4251,QLD
4252,VIC
4253,NT
4254,NSW
4255,NSW
4256,QLD
4257,VIC
4258,SA
4259,WA
4260,VIC
4261,TAS
4262,QLD
4263,QLD
4264,VIC
4265,WA
4266,QLD
4267,WA
4268,WA
4269,VIC
4270,NSW
4271,WA
4272,QLD
4273,QLD
4274,QLD
4275,QLD
4276,QLD
4277,VIC
4278,WA
4279,SA
4280,NSW
4281,QLD
4282,QLD
4283,VIC
4284,WA
4285,NSW
4286,NSW
4287,QLD
4288,NSW
4289,NT
4290,VIC
4291,QLD
4292,SA
4293,NSW
4294,SA
4295,NSW
4296,NSW
4297,WA
4298,TAS
4299,QLD
4300,WA
4301,SA
4302,VIC
4303,VIC
4304,NSW
4305,QLD
4306,QLD
4307,WA
4308,VIC
4309,QLD
4310,QLD
4311,NSW
4312,WA
4313,WA
4314,VIC
4315,NSW
4316,VIC
4317,TAS
4318,QLD
4319,WA
4320,NSW
4321,NSW
4322,QLD
4323,WA
4324,QLD
4325,QLD
4326,VIC
4327,NSW
4328,VIC
4329,VIC
4330,WA
4331,NSW
4332,SA
4333,NSW
4334,NSW
4335,QLD
4336,NSW
4337,NSW
4338,QLD
4339,NSW
4340,NSW
4341,NSW
4342,NSW
4343,NSW
4344,VIC
4345,NSW
4346,QLD
4347,NSW
4348,NSW
4349,QLD
4350,WA
4351,VIC
4352,NSW
4353,VIC
4354,QLD
4355,QLD
4356,QLD
4357,VIC
4358,VIC
4359,NSW
4360,QLD
4361,QLD
4362,QLD
4363,VIC
4364,QLD
4365,ACT
4366,QLD
4367,QLD
4368,QLD
4369,WA
4370,WA
4371,WA
4372,QLD
4373,QLD
4374,WA
4375,SA
4376,NSW
4377,NSW
4378,NSW
4379,NSW
4380,QLD
4381,NSW
4382,QLD
4383,QLD
4384,ACT
4385,QLD
4386,NSW
4387,VIC
4388,NSW
4389,VIC
4390,NSW
4391,WA
4392,NSW
4393,VIC
4394,SA
4395,NSW
4396,QLD
4397,VIC
4398,NSW
4399,VIC
4400,NSW
4401,NSW
4402,NSW
4403,WA
4404,WA
4405,WA
4406,QLD
4407,VIC
4408,SA
4409,SA
4410,SA
4411,WA
4412,NSW
4413,NSW
4414,VIC
4415,NSW
4416,NSW
4417,NSW
4418,NSW
4419,QLD
4420,QLD
4421,NSW
4422,NSW
4423,QLD
4424,NSW
4425,VIC
4426,NSW
4427,QLD
4428,TAS
4429,QLD
4430,VIC
4431,VIC
4432,VIC
4433,VIC
4434,TAS
4435,TAS
4436,VIC
4437,NSW
4438,NT
4439,NT
4440,NSW
4441,NSW
4442,QLD
4443,NT
4444,TAS
4445,QLD
4446,QLD
4447,QLD
4448,QLD
4449,QLD
4450,WA
4451,VIC
4452,QLD
4453,WA
4454,NSW
4455,NSW
4456,NT
4457,QLD
4458,QLD
4459,QLD
4460,VIC
4461,VIC
4462,VIC
4463,NSW
4464,TAS
4465,TAS
4466,QLD
4467,WA
4468,WA
4469,NSW
4470,QLD
4471,WA
4472,NT
4473,VIC
4474,NSW
4475,QLD
4476,WA
4477,VIC
4478,QLD
4479,SA
4480,QLD
4481,NSW
4482,QLD
4483,QLD
4484,WA
4485,WA
4486,NSW
4487,QLD
4488,NSW
4489,NSW
4490,QLD
4491,NSW
4492,SA
4493,NSW
4494,QLD
4495,VIC
4496,NSW
4497,QLD
4498,NSW
4499,NSW
4500,QLD
4501,NSW
4502,SA
4503,VIC
4504,NT
4505,WA
4506,VIC
4507,VIC
4508,NT
4509,WA
4510,QLD
4511,WA
4512,VIC
4513,QLD
4514,ACT
4515,NSW
4516,NSW
4517,NSW
4518,QLD
4519,TAS
4520,WA
4521,VIC
4522,VIC
4523,QLD
4524,QLD
4525,QLD
4526,QLD
4527,QLD
4528,QLD
4529,WA
4530,QLD
4531,NSW
4532,NSW
4533,WA
4534,NSW
4535,SA
4536,NSW
4537,NSW
4538,NSW
4539,QLD
4540,NSW
4541,SA
4542,NSW
4543,SA
4544,SA
4545,QLD
4546,QLD
4547,QLD
4548,WA
4549,VIC
4550,VIC
4551,VIC
4552,VIC
4553,QLD
4554,QLD
4555,VIC
4556,QLD
4557,NSW
4558,NSW
4559,WA
4560,QLD
4561,NSW
4562,SA
4563,NSW
4564,QLD
4565,TAS
4566,QLD
4567,VIC
4568,NSW
4569,QLD
4570,WA
4571,WA
4572,SA
4573,NT
4574,SA
4575,SA
4576,NSW
4577,WA
4578,NSW
4579,NSW
4580,SA
4581,QLD
4582,VIC
4583,VIC
4584,QLD
4585,QLD
4586,WA
4587,QLD
4588,VIC
4589,QLD
4590,QLD
4591,VIC
4592,NSW
4593,NSW
4594,QLD
4595,NSW
4596,WA
4597,QLD
4598,QLD
4599,QLD
4600,QLD
4601,QLD
4602,VIC
4603,NSW
4604,WA
4605,WA
4606,NSW
4607,WA
4608,WA
4609,NT
4610,NT
4611,VIC
4612,VIC
4613,VIC
4614,NSW
4615,NSW
4616,NSW
4617,WA
4618,QLD
4619,VIC
4620,VIC
4621,QLD
4622,NSW
4623,WA
4624,QLD
4625,QLD
4626,QLD
4627,QLD
4628,QLD
4629,QLD
4630,NT
4631,VIC
4632,QLD
4633,SA
4634,VIC
4635,QLD
4636,QLD
4637,NSW
4638,NSW
4639,NSW
4640,VIC
4641,NSW
4642,NSW
4643,NSW
4644,WA
4645,VIC
4646,NSW
4647,QLD
4648,VIC
4649,QLD
4650,SA
4651,NSW
4652,NSW
4653,WA
4654,VIC
4655,QLD
4656,WA
4657,QLD
4658,VIC
4659,NSW
4660,WA
4661,NSW
4662,NSW
4663,NSW
4664,VIC
4665,WA
4666,NSW
4667,QLD
4668,NSW
4669,WA
4670,WA
4671,SA
4672,SA
4673,WA
4674,WA
4675,WA
4676,TAS
4677,VIC
4678,QLD
4679,QLD
4680,VIC
4681,NSW
4682,NSW
4683,QLD
4684,QLD
4685,VIC
4686,VIC
4687,QLD
4688,NSW
4689,NSW
4690,QLD
4691,NSW
4692,NSW
4693,NSW
4694,SA
4695,SA
4696,WA
4697,NSW
4698,QLD
4699,NSW
4700,NSW
4701,VIC
4702,QLD
4703,QLD
4704,NT
4705,NSW
4706,VIC
4707,SA
4708,QLD
4709,NSW
4710,QLD
4711,VIC
4712,VIC
4713,QLD
4714,NSW
4715,NSW
4716,NSW
4717,WA
4718,NSW
4719,WA
4720,WA
4721,SA
4722,QLD
4723,QLD
4724,QLD
4725,QLD
4726,VIC
4727,SA
4728,VIC
4729,WA
4730,WA
4731,NSW
4732,QLD
4733,WA
4734,VIC
4735,VIC
4736,VIC
4737,VIC
4738,QLD
4739,QLD
4740,WA
4741,VIC
4742,WA
4743,TAS
4744,QLD
4745,NSW
4746,QLD
4747,QLD
4748,QLD
4749,QLD
4750,VIC
4751,QLD
4752,VIC
4753,WA
4754,NSW
4755,SA
4756,VIC
4757,VIC
4758,SA
4759,VIC
4760,QLD
4761,NSW
4762,QLD
4763,QLD
4764,NSW
4765,ACT
4766,ACT
4767,WA
4768,SA
4769,SA
4770,NSW
4771,NSW
4772,NSW
4773,QLD
4774,QLD
4775,NSW
4776,QLD
4777,WA
4778,NSW
4779,SA
4780,VIC
4781,QLD
4782,NSW
4783,NSW
4784,QLD
4785,NT
4786,NSW
4787,NSW
4788,QLD
4789,VIC
4790,SA
4791,NSW
4792,NSW
4793,VIC
4794,QLD
4795,VIC
4796,NSW
4797,QLD
4798,WA
4799,NSW
4800,WA
4801,TAS
4802,QLD
4803,VIC
4804,NSW
4805,WA
4806,NSW
4807,NSW
4808,NSW
4809,QLD
4810,NSW
4811,WA
4812,WA
4813,WA
4814,NSW
4815,NSW
4816,VIC
4817,QLD
4818,QLD
4819,SA
4820,VIC
4821,VIC
4822,TAS
4823,NSW
4824,QLD
4825,NSW
4826,WA
4827,QLD
4828,QLD
4829,NSW
4830,VIC
4831,WA
4832,VIC
4833,VIC
4834,VIC
4835,QLD
4836,VIC
4837,VIC
4838,WA
4839,VIC
4840,VIC
4841,QLD
4842,NSW
4843,QLD
4844,QLD
4845,SA
4846,VIC
4847,VIC
4848,VIC
4849,NSW
4850,WA
4851,WA
4852,NSW
4853,WA
4854,QLD
4855,SA
4856,VIC
4857,SA
4858,VIC
4859,SA
4860,SA
4861,SA
4862,WA
4863,VIC
4864,VIC
4865,QLD
4866,WA
4867,WA
4868,QLD
4869,NSW
4870,SA
4871,QLD
4872,SA
4873,QLD
4874,QLD
4875,QLD
4876,SA
4877,NSW
4878,NSW
4879,NSW
4880,VIC
4881,NSW
4882,NSW
4883,VIC
4884,SA
4885,QLD
4886,NSW
4887,QLD
4888,NSW
4889,SA
4890,VIC
4891,QLD
4892,NSW
4893,QLD
4894,NSW
4895,VIC
4896,VIC
4897,QLD
4898,WA
4899,NSW
4900,QLD
4901,QLD
4902,NSW
4903,NSW
4904,QLD
4905,VIC
4906,SA
4907,SA
4908,TAS
4909,VIC
4910,QLD
4911,TAS
4912,SA
4913,VIC
4914,NSW
4915,VIC
4916,NSW
4917,VIC
4918,NSW
4919,NSW
4920,NSW
4921,NT
4922,SA
4923,NSW
4924,QLD
4925,VIC
4926,VIC
4927,WA
4928,WA
4929,QLD
4930,NSW
4931,NSW
4932,QLD
4933,NT
4934,QLD
4935,NT
4936,NSW
4937,WA
4938,WA
4939,VIC
4940,WA
4941,VIC
4942,VIC
4943,NT
4944,NSW
4945,VIC
4946,QLD
4947,TAS
4948,NSW
4949,SA
4950,SA
4951,NSW
4952,NSW
4953,NSW
4954,NSW
4955,WA
4956,VIC
4957,VIC
4958,WA
4959,NSW
4960,NSW
4961,NSW
4962,NSW
4963,VIC
4964,WA
4965,NSW
4966,VIC
4967,SA
4968,QLD
4969,VIC
4970,VIC
4971,SA
4972,QLD
4973,QLD
4974,NSW
4975,NSW
4976,TAS
4977,WA
4978,NSW
4979,NSW
4980,NT
4981,NSW
4982,NSW
4983,NSW
4984,QLD
4985,TAS
4986,VIC
4987,QLD
4988,NSW
4989,NSW
4990,VIC
4991,SA
4992,QLD
4993,QLD
4994,SA
4995,QLD
4996,NSW
4997,VIC
4998,QLD
4999,NSW
5000,NSW
5001,VIC
5002,VIC
5003,NSW
5004,NSW
5005,TAS
5006,TAS
5007,TAS
5008,VIC
5009,SA
5010,WA
5011,QLD
5012,WA
5013,WA
5014,NSW
5015,VIC
5016,VIC
5017,VIC
5018,NSW
5019,QLD
5020,QLD
5021,VIC
5022,NSW
5023,NSW
5024,SA
5025,QLD
5026,NSW
5027,VIC
5028,NSW
5029,QLD
5030,TAS
5031,TAS
5032,NSW
5033,NSW
5034,VIC
5035,WA
5036,VIC
5037,TAS
5038,NSW
5039,NSW
5040,TAS
5041,NSW
5042,VIC
5043,QLD
5044,VIC
5045,QLD
5046,TAS
5047,SA
5048,SA
5049,SA
5050,WA
5051,WA
5052,NSW
5053,QLD
5054,NSW
5055,WA
5056,SA
5057,VIC
5058,WA
5059,WA
5060,NSW
5061,VIC
5062,QLD
5063,NSW
5064,SA
5065,VIC
5066,VIC
5067,NSW
5068,WA
5069,VIC
5070,WA
5071,QLD
5072,VIC
5073,SA
5074,VIC
5075,NSW
5076,NSW
5077,NSW
5078,NSW
5079,VIC
5080,WA
5081,NSW
5082,NSW
5083,VIC
5084,VIC
5085,VIC
5086,VIC
5087,VIC
5088,NSW
5089,WA
5090,TAS
5091,NSW
5092,QLD
5093,SA
5094,VIC
5095,NT
5096,WA
5097,NSW
5098,VIC
5099,QLD
5100,VIC
5101,NT
5102,SA
5103,NSW
5104,NSW
5105,QLD
5106,VIC
5107,VIC
5108,SA
5109,WA
5110,WA
5111,QLD
5112,QLD
5113,SA
5114,SA
5115,NT
5116,NT
5117,NT
5118,NT
5119,NT
5120,QLD
5121,NT
5122,NSW
5123,VIC
5124,NSW
5125,NSW
5126,NSW
5127,VIC
5128,ACT
5129,NSW
5130,SA
5131,VIC
5132,NSW
5133,WA
5134,NSW
5135,NSW
5136,SA
5137,QLD
5138,NSW
5139,NSW
5140,VIC
5141,NSW
5142,WA
5143,WA
5144,NSW
5145,TAS
5146,VIC
5147,VIC
5148,NT
5149,WA
5150,SA
5151,WA
5152,SA
5153,VIC
5154,VIC
5155,NSW
5156,QLD
5157,WA
5158,NSW
5159,NSW
5160,VIC
5161,SA
5162,VIC
5163,QLD
5164,VIC
5165,VIC
5166,VIC
5167,TAS
5168,VIC
5169,QLD
5170,NSW
5171,NSW
5172,WA
5173,SA
5174,NSW
5175,QLD
5176,VIC
5177,NSW
5178,VIC
5179,QLD
5180,NSW
5181,NT
5182,TAS
5183,NSW
5184,QLD
5185,QLD
5186,NSW
5187,NSW
5188,QLD
5189,WA
5190,NSW
5191,SA
5192,SA
5193,NSW
5194,QLD
5195,WA
5196,QLD
5197,NSW
5198,NT
5199,NT
5200,NT
5201,SA
5202,WA
5203,QLD
5204,TAS
5205,VIC
5206,SA
5207,NSW
5208,NSW
5209,NSW
5210,NSW
5211,VIC
5212,QLD
5213,NSW
5214,VIC
5215,VIC
5216,QLD
5217,NSW
5218,SA
5219,NSW
5220,NSW
5221,SA
5222,QLD
5223,QLD
5224,VIC
5225,VIC
5226,NSW
5227,VIC
5228,QLD
5229,QLD
5230,WA
5231,SA
5232,QLD
5233,NSW
5234,NSW
5235,NSW
5236,QLD
5237,QLD
5238,NSW
5239,SA
5240,NSW
5241,SA
5242,WA
5243,VIC
5244,WA
5245,QLD
5246,NSW
5247,VIC
5248,SA
5249,SA
5250,VIC
5251,NSW
5252,NSW
5253,WA
5254,NSW
5255,VIC
5256,VIC
5257,VIC
5258,WA
5259,SA
5260,WA
5261,NSW
5262,NSW
5263,SA
5264,VIC
5265,NSW
5266,QLD
5267,QLD
5268,NSW
5269,VIC
5270,SA
5271,NSW
5272,VIC
5273,NSW
5274,VIC
5275,QLD
5276,VIC
5277,WA
5278,QLD
5279,SA
5280,SA
5281,NSW
5282,NSW
5283,NSW
5284,TAS
5285,SA
5286,VIC
5287,QLD
5288,VIC
5289,NSW
5290,SA
5291,NSW
5292,NSW
5293,NSW
5294,QLD
5295,WA
5296,WA
5297,VIC
5298,QLD
5299,VIC
5300,ACT
5301,VIC
5302,NSW
5303,QLD
5304,NSW
5305,NSW
5306,VIC
5307,VIC
5308,SA
5309,NSW
5310,NSW
5311,SA
5312,NSW
5313,QLD
5314,NSW
5315,QLD
5316,SA
5317,QLD
5318,QLD
5319,NSW
5320,SA
5321,VIC
5322,QLD
5323,VIC
5324,VIC
5325,NSW
5326,TAS
5327,NSW
5328,QLD
5329,QLD
5330,NSW
5331,VIC
5332,VIC
5333,NSW
5334,VIC
5335,QLD
5336,VIC
5337,QLD
5338,QLD
5339,SA
5340,VIC
5341,QLD
5342,VIC
5343,NSW
5344,NT
5345,NSW
5346,QLD
5347,VIC
5348,WA
5349,SA
5350,QLD
5351,WA
5352,NSW
5353,VIC
5354,VIC
5355,QLD
5356,WA
5357,VIC
5358,NSW
5359,NSW
5360,NSW
5361,QLD
5362,NSW
5363,QLD
5364,QLD
5365,VIC
5366,NSW
5367,NSW
5368,QLD
5369,WA
5370,WA
5371,WA
5372,VIC
5373,QLD
5374,VIC
5375,NSW
5376,QLD
5377,VIC
5378,VIC
5379,NSW
5380,QLD
5381,NSW
5382,WA
5383,VIC
5384,NSW
5385,QLD
5386,NSW
5387,NSW
5388,NSW
5389,NT
5390,NSW
5391,NSW
5392,QLD
5393,WA
5394,VIC
5395,VIC
5396,VIC
5397,NSW
5398,NSW
5399,NSW
5400,QLD
5401,WA
5402,NSW
5403,QLD
5404,NSW
5405,NSW
5406,NSW
5407,QLD
5408,QLD
5409,WA
5410,NSW
5411,QLD
5412,NSW
5413,QLD
5414,VIC
5415,NSW
5416,SA
5417,TAS
5418,NSW
5419,QLD
5420,VIC
5421,VIC
5422,VIC
5423,NSW
5424,NSW
5425,WA
5426,NSW
5427,NSW
5428,QLD
5429,VIC
5430,WA
5431,WA
5432,NSW
5433,QLD
5434,NSW
5435,NSW
5436,VIC
5437,VIC
5438,QLD
5439,VIC
5440,NSW
5441,VIC
5442,WA
5443,WA
5444,NSW
5445,QLD
5446,TAS
5447,NSW
5448,VIC
5449,QLD
5450,QLD
5451,ACT
5452,NSW
5453,WA
5454,SA
5455,QLD
5456,QLD
5457,VIC
5458,QLD
5459,QLD
5460,NSW
5461,NSW
5462,QLD
5463,NSW
5464,VIC
5465,QLD
5466,WA
5467,QLD
5468,VIC
5469,NSW
5470,NSW
5471,NSW
5472,WA
5473,SA
5474,VIC
5475,QLD
5476,QLD
5477,QLD
5478,QLD
5479,NSW
5480,VIC
5481,NSW
5482,QLD
5483,TAS
5484,SA
5485,WA
5486,QLD
5487,NSW
5488,NSW
5489,VIC
5490,QLD
5491,VIC
5492,QLD
5493,NT
5494,QLD
5495,VIC
5496,VIC
5497,QLD
5498,QLD
5499,VIC
5500,VIC
5501,NSW
5502,SA
5503,WA
5504,NSW
5505,NSW
5506,WA
5507,NSW
5508,NSW
5509,VIC
5510,NSW
5511,QLD
5512,NSW
5513,SA
5514,QLD
5515,QLD
5516,WA
5517,WA
5518,NSW
5519,QLD
5520,NSW
5521,NSW
5522,NSW
5523,QLD
5524,VIC
5525,TAS
5526,QLD
5527,NSW
5528,VIC
5529,VIC
5530,WA
5531,QLD
5532,QLD
5533,NSW
5534,NSW
5535,WA
5536,NSW
5537,WA
5538,NSW
5539,NSW
5540,SA
5541,SA
5542,SA
5543,SA
5544,NSW
5545,NSW
5546,QLD
5547,VIC
5548,QLD
5549,NSW
5550,VIC
5551,NT
5552,NT
5553,NSW
5554,NSW
5555,NSW
5556,SA
5557,WA
5558,NSW
5559,QLD
5560,WA
5561,WA
5562,NSW
5563,NSW
5564,QLD
5565,WA
5566,WA
5567,NSW
5568,WA
5569,VIC
5570,NSW
5571,NT
5572,NSW
5573,QLD
5574,QLD
5575,QLD
5576,TAS
5577,VIC
5578,VIC
5579,QLD
5580,QLD
5581,WA
5582,VIC
5583,NSW
5584,TAS
5585,NSW
5586,SA
5587,WA
5588,QLD
5589,QLD
5590,SA
5591,NSW
5592,VIC
5593,QLD
5594,NSW
5595,VIC
5596,NSW
5597,NSW
5598,SA
5599,VIC
5600,WA
5601,QLD
5602,NSW
5603,TAS
5604,SA
5605,QLD
5606,SA
5607,VIC
5608,VIC
5609,NSW
5610,QLD
5611,VIC
5612,NSW
5613,QLD
5614,NSW
5615,NSW
5616,WA
5617,QLD
5618,NSW
5619,QLD
5620,NSW
5621,NSW
5622,VIC
5623,NSW
5624,NSW
5625,VIC
5626,VIC
5627,VIC
5628,VIC
5629,QLD
5630,QLD
5631,QLD
5632,NT
5633,WA
5634,NSW
5635,NSW
5636,WA
5637,SA
5638,WA
5639,NSW
5640,WA
5641,NT
5642,NT
5643,VIC
5644,NSW
5645,WA
5646,SA
5647,QLD
5648,VIC
5649,SA
5650,VIC
5651,QLD
5652,WA
5653,NSW
5654,WA
5655,NSW
5656,SA
5657,NSW
5658,VIC
5659,VIC
5660,NSW
5661,NSW
5662,SA
5663,NSW
5664,NSW
5665,NSW
5666,SA
5667,TAS
5668,NSW
5669,NSW
5670,SA
5671,WA
5672,QLD
5673,SA
5674,QLD
5675,WA
5676,VIC
5677,VIC
5678,WA
5679,WA
5680,VIC
5681,WA
5682,NSW
5683,VIC
5684,QLD
5685,WA
5686,WA
5687,WA
5688,NSW
5689,NSW
5690,SA
5691,VIC
5692,VIC
5693,SA
5694,SA
5695,VIC
5696,VIC
5697,NSW
5698,NSW
5699,QLD
5700,QLD
5701,VIC
5702,VIC
5703,QLD
5704,QLD
5705,QLD
5706,NSW
5707,WA
5708,VIC
5709,NSW
5710,QLD
5711,QLD
5712,WA
5713,WA
5714,NSW
5715,QLD
5716,VIC
5717,VIC
5718,NT
5719,VIC
5720,NSW
5721,NSW
5722,NSW
5723,QLD
5724,NT
5725,NSW
5726,TAS
5727,TAS
5728,NSW
5729,QLD
5730,QLD
5731,WA
5732,NSW
5733,WA
5734,WA
5735,ACT
5736,NSW
5737,VIC
5738,NSW
5739,WA
5740,WA
5741,NSW
5742,VIC
5743,QLD
5744,NSW
5745,SA
5746,WA
5747,QLD
5748,VIC
5749,VIC
5750,VIC
5751,QLD
5752,VIC
5753,WA
5754,VIC
5755,NSW
5756,NSW
5757,SA
5758,VIC
5759,NSW
5760,SA
5761,VIC
5762,VIC
5763,NSW
5764,VIC
5765,TAS
5766,QLD
5767,QLD
5768,SA
5769,VIC
5770,VIC
5771,NSW
5772,VIC
5773,VIC
5774,QLD
5775,NSW
5776,SA
5777,WA
5778,VIC
5779,SA
5780,VIC
5781,WA
5782,WA
5783,QLD
5784,VIC
5785,VIC
5786,VIC
5787,SA
5788,NSW
5789,VIC
5790,WA
5791,QLD
5792,QLD
5793,VIC
5794,NSW
5795,QLD
5796,SA
5797,VIC
5798,VIC
5799,VIC
5800,SA
5801,VIC
5802,TAS
5803,NSW
5804,QLD
5805,QLD
5806,SA
5807,NSW
5808,VIC
5809,QLD
5810,NSW
5811,SA
5812,QLD
5813,NSW
5814,WA
5815,NSW
5816,SA
5817,WA
5818,NSW
5819,WA
5820,VIC
5821,QLD
5822,QLD
5823,QLD
5824,VIC
5825,NSW
5826,QLD
5827,NSW
5828,NSW
5829,QLD
5830,NT
5831,VIC
5832,VIC
5833,QLD
5834,NSW
5835,QLD
5836,NSW
5837,WA
5838,VIC
5839,QLD
5840,VIC
5841,NT
5842,NT
5843,SA
5844,SA
5845,VIC
5846,QLD
5847,VIC
5848,QLD
5849,VIC
5850,VIC
5851,SA
5852,VIC
5853,NT
5854,SA
5855,NSW
5856,QLD
5857,SA
5858,WA
5859,NSW
5860,WA
5861,SA
5862,VIC
5863,NSW
5864,WA
5865,QLD
5866,WA
5867,VIC
5868,VIC
5869,NSW
5870,NSW
5871,VIC
5872,VIC
5873,QLD
5874,NSW
5875,VIC
5876,VIC
5877,TAS
5878,SA
5879,SA
5880,SA
5881,QLD
5882,WA
5883,SA
5884,WA
5885,VIC
5886,NSW
5887,NT
5888,NSW
5889,NSW
5890,QLD
5891,WA
5892,NSW
5893,WA
5894,WA
5895,VIC
5896,VIC
5897,NSW
5898,NSW
5899,QLD
5900,WA
5901,VIC
5902,VIC
5903,NSW
5904,WA
5905,TAS
5906,QLD
5907,VIC
5908,NSW
5909,VIC
5910,VIC
5911,NSW
5912,NSW
5913,NSW
5914,NSW
5915,QLD
5916,VIC
5917,NSW
5918,NSW
5919,NSW
5920,NSW
5921,QLD
5922,NSW
5923,TAS
5924,NSW
5925,VIC
5926,NSW
5927,SA
5928,NT
5929,WA
5930,QLD
5931,QLD
5932,QLD
5933,VIC
5934,NSW
5935,NSW
5936,WA
5937,NSW
5938,VIC
5939,VIC
5940,VIC
5941,WA
5942,NSW
5943,NSW
5944,QLD
5945,QLD
5946,NSW
5947,NSW
5948,NSW
5949,SA
5950,VIC
5951,QLD
5952,QLD
5953,NSW
5954,WA
5955,NSW
5956,VIC
5957,VIC
5958,TAS
5959,VIC
5960,QLD
5961,VIC
5962,QLD
5963,QLD
5964,NT
5965,VIC
5966,QLD
5967,QLD
5968,QLD
5969,QLD
5970,QLD
5971,QLD
5972,NSW
5973,QLD
5974,SA
5975,NSW
5976,TAS
5977,NSW
5978,NSW
5979,VIC
5980,VIC
5981,NSW
5982,NSW
5983,QLD
5984,NSW
5985,SA
5986,WA
5987,NSW
5988,WA
5989,NSW
5990,VIC
5991,NSW
5992,QLD
5993,VIC
5994,VIC
5995,NSW
5996,SA
5997,VIC
5998,WA
5999,VIC
6000,QLD
6001,NSW
6002,WA
6003,WA
6004,VIC
6005,TAS
6006,NSW
6007,VIC
6008,NSW
6009,NSW
6010,VIC
6011,SA
6012,WA
6013,QLD
6014,NSW
6015,QLD
6016,NSW
6017,NSW
6018,SA
6019,WA
6020,VIC
6021,NSW
6022,NSW
6023,QLD
6024,NSW
6025,NSW
6026,SA
6027,SA
6028,QLD
6029,QLD
6030,NSW
6031,NSW
6032,VIC
6033,SA
6034,NSW
6035,NSW
6036,SA
6037,WA
6038,QLD
6039,NSW
6040,SA
6041,NSW
6042,SA
6043,NSW
6044,TAS
6045,SA
6046,NSW
6047,NSW
6048,NSW
6049,NSW
6050,NSW
6051,WA
6052,TAS
6053,NSW
6054,WA
6055,WA
6056,NSW
6057,VIC
6058,QLD
6059,QLD
6060,VIC
6061,NT
6062,VIC
6063,NSW
6064,VIC
6065,SA
6066,NSW
6067,VIC
6068,WA
6069,VIC
6070,VIC
6071,VIC
6072,QLD
6073,NSW
6074,WA
6075,VIC
6076,VIC
6077,VIC
6078,NSW
6079,NSW
6080,NSW
6081,QLD
6082,NSW
6083,NSW
6084,NSW
6085,VIC
6086,QLD
6087,VIC
6088,NSW
6089,NSW
6090,NSW
6091,VIC
6092,VIC
6093,WA
6094,NSW
6095,SA
6096,QLD
6097,NSW
6098,VIC
6099,NSW
6100,NSW
6101,QLD
6102,WA
6103,WA
6104,NSW
6105,VIC
6106,NSW
6107,NSW
6108,VIC
6109,VIC
6110,VIC
6111,QLD
6112,WA
6113,TAS
6114,NSW
6115,QLD
6116,WA
6117,VIC
6118,NSW
6119,WA
6120,NSW
6121,TAS
6122,VIC
6123,VIC
6124,NSW
6125,NSW
6126,NSW
6127,NSW
6128,VIC
6129,VIC
6130,SA
6131,VIC
6132,VIC
6133,VIC
6134,WA
6135,VIC
6136,VIC
6137,QLD
6138,VIC
6139,WA
6140,WA
6141,VIC
6142,NSW
6143,WA
6144,SA
6145,WA
6146,WA
6147,VIC
6148,VIC
6149,WA
6150,WA
6151,QLD
6152,ACT
6153,VIC
6154,NSW
6155,VIC
6156,WA
6157,WA
6158,NSW
6159,QLD
6160,VIC
6161,VIC
6162,SA
6163,NSW
6164,WA
6165,QLD
6166,NSW
6167,NSW
6168,NSW
6169,SA
6170,WA
6171,QLD
6172,NT
6173,NSW
6174,NSW
6175,WA
6176,WA
6177,NSW
6178,SA
6179,NSW
6180,NSW
6181,VIC
6182,NSW
6183,NT
6184,WA
6185,QLD
6186,QLD
6187,QLD
6188,NSW
6189,NSW
6190,VIC
6191,NSW
6192,VIC
6193,SA
6194,SA
6195,SA
6196,NSW
6197,VIC
6198,VIC
6199,NSW
6200,NSW
6201,WA
6202,VIC
6203,NSW
6204,QLD
6205,QLD
6206,QLD
6207,VIC
6208,NSW
6209,SA
6210,WA
6211,VIC
6212,NT
6213,NSW
6214,NSW
6215,VIC
6216,NSW
6217,NT
6218,VIC
6219,SA
6220,VIC
6221,NSW
6222,NT
6223,VIC
6224,NSW
6225,TAS
6226,NSW
6227,SA
6228,QLD
6229,WA
6230,SA
6231,NSW
6232,NSW
6233,NSW
6234,NSW
6235,WA
6236,VIC
6237,NSW
6238,WA
6239,WA
6240,SA
6241,NSW
6242,NSW
6243,NSW
6244,VIC
6245,SA
6246,SA
6247,NSW
6248,QLD
6249,NSW
6250,VIC
6251,QLD
6252,QLD
6253,QLD
6254,NSW
6255,NSW
6256,SA
6257,QLD
6258,NSW
6259,SA
6260,QLD
6261,NSW
6262,NSW
6263,NSW
6264,NSW
6265,QLD
6266,NSW
6267,WA
6268,VIC
6269,QLD
6270,VIC
6271,VIC
6272,SA
6273,QLD
6274,NSW
6275,NT
6276,QLD
6277,VIC
6278,QLD
6279,QLD
6280,VIC
6281,QLD
6282,VIC
6283,VIC
6284,SA
6285,NSW
6286,NSW
6287,WA
6288,NSW
6289,QLD
6290,TAS
6291,NSW
6292,VIC
6293,WA
6294,VIC
6295,VIC
6296,QLD
6297,VIC
6298,NSW
6299,NSW
6300,QLD
6301,QLD
6302,SA
6303,NSW
6304,VIC
6305,QLD
6306,QLD
6307,NSW
6308,WA
