from,to
2176,SA
2177,NSW
2178,NSW
2179,VIC
2180,VIC
2181,QLD
2182,QLD
2183,VIC
2184,NSW
2185,QLD
2186,VIC
2187,VIC
2188,NSW
2189,QLD
2190,NSW
2191,TAS
2192,QLD
2193,NSW
2194,TAS
2195,QLD
2196,QLD
2197,NSW
2198,NSW
2199,NSW
2200,VIC
2201,QLD
2202,NSW
2203,NSW
2204,NSW
2205,VIC
2206,NSW
2207,QLD
2208,VIC
2209,SA
2210,QLD
2211,TAS
2212,NSW
2213,NSW
2214,QLD
2215,QLD
2216,VIC
2217,NSW
2218,QLD
2219,VIC
2220,QLD
2221,QLD
2222,NSW
2223,NSW
2224,VIC
2225,SA
2226,VIC
2227,QLD
2228,NSW
2229,SA
2230,VIC
2231,VIC
2232,NT
2233,NSW
2234,QLD
2235,VIC
2236,NSW
2237,VIC
2238,NSW
2239,QLD
2240,NSW
2241,NSW
2242,TAS
2243,NSW
2244,VIC
2245,QLD
2246,VIC
2247,VIC
2248,VIC
2249,VIC
2250,QLD
2251,VIC
2252,NSW
2253,SA
2254,QLD
2255,QLD
2256,NSW
2257,VIC
2258,NSW
2259,NSW
2260,VIC
2261,VIC
2262,VIC
2263,NSW
2264,VIC
2265,QLD
2266,VIC
2267,NSW
2268,VIC
2269,QLD
2270,NSW
2271,NSW
2272,NSW
2273,NSW
2274,NSW
2275,NSW
2276,SA
2277,VIC
2278,SA
2279,SA
2280,QLD
2281,NSW
2282,QLD
2283,QLD
2284,QLD
2285,VIC
2286,VIC
2287,QLD
2288,QLD
2289,QLD
2290,NSW
2291,NSW
2292,NSW
2293,VIC
2294,NSW
2295,VIC
2296,VIC
2297,QLD
2298,VIC
2299,QLD
2300,VIC
2301,ACT
2302,NT
2303,NT
2304,NSW
2305,NSW
2306,TAS
2307,QLD
2308,NT
2309,QLD
2310,SA
2311,VIC
2312,QLD
2313,TAS
2314,TAS
2315,TAS
2316,VIC
2317,NSW
2318,QLD
2319,SA
2320,QLD
2321,QLD
2322,NSW
2323,QLD
2324,NSW
2325,NSW
2326,QLD
2327,VIC
2328,SA
2329,QLD
2330,NT
2331,VIC
2332,NT
2333,QLD
2334,SA
2335,NSW
2336,VIC
2337,SA
2338,NSW
2339,QLD
2340,VIC
2341,NT
2342,NT
2343,QLD
2344,VIC
2345,NSW
2346,VIC
2347,NSW
2348,QLD
2349,VIC
2350,VIC
2351,QLD
2352,QLD
2353,QLD
2354,QLD
2355,QLD
2356,VIC
2357,QLD
2358,VIC
2359,NSW
2360,VIC
2361,QLD
2362,QLD
2363,QLD
2364,QLD
2365,NSW
2366,SA
2367,VIC
2368,TAS
2369,QLD
2370,VIC
2371,NT
2372,NT
2373,SA
2374,VIC
2375,VIC
2376,NT
2377,VIC
2378,NSW
2379,SA
2380,QLD
2381,QLD
2382,VIC
2383,NSW
2384,VIC
2385,NSW
2386,SA
2387,QLD
2388,VIC
2389,NSW
2390,TAS
2391,VIC
2392,NSW
2393,VIC
2394,VIC
2395,QLD
2396,QLD
2397,QLD
2398,QLD
2399,NSW
2400,QLD
2401,NT
2402,NSW
2403,QLD
2404,VIC
2405,VIC
2406,NSW
2407,QLD
2408,QLD
2409,QLD
2410,TAS
2411,QLD
2412,VIC
2413,SA
2414,VIC
2415,VIC
2416,VIC
2417,QLD
2418,QLD
2419,NSW
2420,VIC
2421,VIC
2422,NSW
2423,VIC
2424,NSW
2425,TAS
2426,QLD
2427,VIC
2428,NSW
2429,QLD
2430,QLD
2431,VIC
2432,NSW
2433,NSW
2434,NT
2435,VIC
2436,VIC
2437,TAS
2438,QLD
2439,QLD
2440,QLD
2441,NSW
2442,VIC
2443,NT
2444,QLD
2445,QLD
2446,VIC
2447,SA
2448,QLD
2449,NT
2450,NSW
2451,NSW
2452,NSW
2453,VIC
2454,NSW
2455,QLD
2456,ACT
2457,VIC
2458,VIC
2459,SA
2460,SA
2461,NSW
2462,NSW
2463,QLD
2464,NT
2465,VIC
2466,VIC
2467,VIC
2468,VIC
2469,QLD
2470,VIC
2471,VIC
2472,VIC
2473,QLD
2474,QLD
2475,NSW
2476,NSW
2477,QLD
2478,NSW
2479,QLD
2480,SA
2481,VIC
2482,VIC
2483,QLD
2484,VIC
2485,QLD
2486,NSW
2487,NSW
2488,QLD
2489,TAS
2490,TAS
2491,NT
2492,SA
2493,VIC
2494,QLD
2495,QLD
2496,NSW
2497,NSW
2498,VIC
2499,QLD
2500,NSW
2501,NSW
2502,NSW
2503,QLD
2504,QLD
2505,QLD
2506,NT
2507,VIC
2508,NSW
2509,TAS
2510,QLD
2511,QLD
2512,QLD
2513,QLD
2514,ACT
2515,QLD
2516,TAS
2517,QLD
2518,VIC
2519,VIC
2520,NSW
2521,TAS
2522,NSW
2523,VIC
2524,QLD
2525,QLD
2526,NSW
2527,NT
2528,QLD
2529,ACT
2530,QLD
2531,SA
2532,VIC
2533,QLD
2534,QLD
2535,QLD
2536,NSW
2537,VIC
2538,ACT
2539,QLD
2540,NSW
2541,QLD
2542,QLD
2543,QLD
2544,QLD
2545,QLD
2546,QLD
2547,NSW
2548,NSW
2549,QLD
2550,SA
2551,SA
2552,NSW
2553,NSW
2554,VIC
2555,QLD
2556,QLD
2557,NSW
2558,QLD
2559,QLD
2560,QLD
2561,VIC
2562,NSW
2563,QLD
2564,TAS
2565,NSW
2566,VIC
2567,TAS
2568,NSW
2569,ACT
2570,VIC
2571,QLD
2572,NSW
2573,NSW
2574,QLD
2575,TAS
2576,TAS
2577,QLD
2578,VIC
2579,SA
2580,NT
2581,QLD
2582,QLD
2583,QLD
2584,SA
2585,NSW
2586,NSW
2587,NSW
2588,SA
2589,SA
2590,VIC
2591,NSW
2592,VIC
2593,NSW
2594,NT
2595,QLD
2596,NSW
2597,NT
2598,ACT
2599,NSW
2600,NSW
2601,QLD
2602,VIC
2603,SA
2604,VIC
2605,SA
2606,NSW
2607,VIC
2608,VIC
2609,NSW
2610,VIC
2611,VIC
2612,TAS
2613,NSW
2614,QLD
2615,QLD
2616,NSW
2617,TAS
2618,VIC
2619,NSW
2620,QLD
2621,NSW
2622,NSW
2623,NSW
2624,NSW
2625,QLD
2626,NSW
2627,NSW
2628,TAS
2629,SA
2630,NSW
2631,VIC
2632,NSW
2633,NT
2634,VIC
2635,NSW
2636,NT
2637,ACT
2638,QLD
2639,VIC
2640,VIC
2641,TAS
2642,QLD
2643,QLD
2644,QLD
2645,SA
2646,VIC
2647,QLD
2648,QLD
2649,NSW
2650,NSW
2651,SA
2652,NSW
2653,NSW
2654,VIC
2655,NSW
2656,QLD
2657,QLD
2658,TAS
2659,TAS
2660,TAS
2661,NSW
2662,SA
2663,NT
2664,VIC
2665,SA
2666,VIC
2667,VIC
2668,SA
2669,NSW
2670,VIC
2671,NSW
2672,NSW
2673,VIC
2674,NSW
2675,QLD
2676,QLD
2677,QLD
2678,QLD
2679,SA
2680,VIC
2681,TAS
2682,NSW
2683,NSW
2684,NSW
2685,SA
2686,NSW
2687,VIC
2688,VIC
2689,QLD
2690,TAS
2691,TAS
2692,VIC
2693,VIC
2694,NSW
2695,QLD
2696,QLD
2697,NSW
2698,QLD
2699,SA
2700,NSW
2701,QLD
2702,VIC
2703,QLD
2704,NT
2705,VIC
2706,VIC
2707,QLD
2708,NSW
2709,NSW
2710,NT
2711,SA
2712,NT
2713,NSW
2714,NSW
2715,NSW
2716,QLD
2717,NSW
2718,VIC
2719,NSW
2720,QLD
2721,SA
2722,QLD
2723,QLD
2724,NSW
2725,NSW
2726,VIC
2727,QLD
2728,QLD
2729,NSW
2730,NSW
2731,SA
2732,VIC
2733,QLD
2734,QLD
2735,NSW
2736,VIC
2737,NSW
2738,NSW
2739,QLD
2740,TAS
2741,NSW
2742,NSW
2743,QLD
2744,TAS
2745,QLD
2746,NSW
2747,NSW
2748,VIC
2749,NSW
2750,VIC
2751,TAS
2752,QLD
2753,QLD
2754,VIC
2755,QLD
2756,NSW
2757,NSW
2758,QLD
2759,NSW
2760,NT
2761,QLD
2762,VIC
2763,VIC
2764,VIC
2765,QLD
2766,QLD
2767,QLD
2768,QLD
2769,QLD
2770,QLD
2771,NSW
2772,QLD
2773,NSW
2774,VIC
2775,NSW
2776,QLD
2777,VIC
2778,VIC
2779,NSW
2780,QLD
2781,VIC
2782,QLD
2783,QLD
2784,VIC
2785,NSW
2786,NSW
2787,NT
2788,NT
2789,NT
2790,NT
2791,NSW
2792,NSW
2793,SA
2794,VIC
2795,NSW
2796,NT
2797,SA
2798,QLD
2799,VIC
2800,QLD
2801,QLD
2802,NSW
2803,NSW
2804,SA
2805,SA
2806,QLD
2807,SA
2808,NSW
2809,VIC
2810,VIC
2811,QLD
2812,NSW
2813,NSW
2814,VIC
2815,NSW
2816,QLD
2817,QLD
2818,VIC
2819,ACT
2820,TAS
2821,QLD
2822,VIC
2823,NSW
2824,QLD
2825,TAS
2826,NSW
2827,VIC
2828,NSW
2829,NSW
2830,SA
2831,QLD
2832,VIC
2833,TAS
2834,VIC
2835,QLD
2836,QLD
2837,SA
2838,NSW
2839,QLD
2840,VIC
2841,VIC
2842,NSW
2843,NSW
2844,QLD
2845,NSW
2846,NT
2847,QLD
2848,QLD
2849,QLD
2850,VIC
2851,VIC
2852,QLD
2853,QLD
2854,QLD
2855,QLD
2856,NSW
2857,VIC
2858,SA
2859,NSW
2860,QLD
2861,QLD
2862,NSW
2863,QLD
2864,QLD
2865,NSW
2866,QLD
2867,QLD
2868,NSW
2869,VIC
2870,QLD
2871,SA
2872,VIC
2873,VIC
2874,SA
2875,NSW
2876,QLD
2877,QLD
2878,NSW
2879,NSW
2880,VIC
2881,QLD
2882,VIC
2883,VIC
2884,QLD
2885,QLD
2886,VIC
2887,VIC
2888,NSW
2889,VIC
2890,NSW
2891,NSW
2892,NSW
2893,NSW
2894,QLD
2895,NSW
2896,NSW
2897,QLD
2898,QLD
2899,NSW
2900,QLD
2901,VIC
2902,VIC
2903,NSW
2904,VIC
2905,NSW
2906,VIC
2907,QLD
2908,TAS
2909,NSW
2910,QLD
2911,VIC
2912,NSW
2913,NSW
2914,VIC
2915,QLD
2916,NSW
2917,NT
2918,VIC
2919,NSW
2920,TAS
2921,VIC
2922,NSW
2923,NT
2924,SA
2925,NSW
2926,QLD
2927,VIC
2928,QLD
2929,NSW
2930,VIC
2931,NSW
2932,NT
2933,NSW
2934,NSW
2935,VIC
2936,SA
2937,VIC
2938,ACT
2939,VIC
2940,TAS
2941,QLD
2942,VIC
2943,WA
2944,QLD
2945,VIC
2946,VIC
2947,NSW
2948,VIC
2949,NSW
2950,VIC
2951,NT
2952,TAS
2953,VIC
2954,QLD
2955,VIC
2956,NSW
2957,NT
2958,QLD
2959,NT
2960,NT
2961,QLD
2962,NSW
2963,VIC
2964,VIC
2965,QLD
2966,VIC
2967,SA
2968,NSW
2969,NSW
2970,NSW
2971,SA
2972,NSW
2973,WA
2974,NSW
2975,NSW
2976,WA
2977,VIC
2978,VIC
2979,SA
2980,QLD
2981,NSW
2982,SA
2983,QLD
2984,NT
2985,NSW
2986,WA
2987,NSW
2988,NSW
2989,NSW
2990,QLD
2991,QLD
2992,NSW
2993,NSW
2994,VIC
2995,VIC
2996,VIC
2997,QLD
2998,VIC
2999,WA
3000,WA
3001,WA
3002,TAS
3003,NSW
3004,TAS
3005,NSW
3006,NSW
3007,SA
3008,NSW
3009,SA
3010,NSW
3011,VIC
3012,VIC
3013,VIC
3014,NSW
3015,NSW
3016,WA
3017,SA
3018,WA
3019,QLD
3020,NSW
3021,NSW
3022,NSW
3023,NSW
3024,WA
3025,WA
3026,NSW
3027,NSW
3028,QLD
3029,NSW
3030,VIC
3031,QLD
3032,TAS
3033,NSW
3034,NSW
3035,VIC
3036,QLD
3037,VIC
3038,QLD
3039,NSW
3040,NSW
3041,QLD
3042,VIC
3043,NSW
3044,VIC
3045,NSW
3046,VIC
3047,NSW
3048,QLD
3049,NSW
3050,WA
3051,WA
3052,VIC
3053,SA
3054,NSW
3055,NSW
3056,NSW
3057,QLD
3058,NT
3059,QLD
3060,QLD
3061,QLD
3062,SA
3063,WA
3064,WA
3065,TAS
3066,SA
3067,NSW
3068,VIC
3069,QLD
3070,VIC
3071,VIC
3072,VIC
3073,SA
3074,WA
3075,SA
3076,NSW
3077,VIC
3078,VIC
3079,QLD
3080,WA
3081,VIC
3082,NSW
3083,VIC
3084,NSW
3085,NSW
3086,VIC
3087,VIC
3088,SA
3089,QLD
3090,NSW
3091,NSW
3092,QLD
3093,QLD
3094,QLD
3095,VIC
3096,VIC
3097,NSW
3098,SA
3099,VIC
3100,VIC
3101,QLD
3102,NSW
3103,SA
3104,SA
3105,QLD
3106,QLD
3107,VIC
3108,WA
3109,QLD
3110,NSW
3111,QLD
3112,NSW
3113,QLD
3114,VIC
3115,QLD
3116,NSW
3117,VIC
3118,WA
3119,WA
3120,QLD
3121,VIC
3122,WA
3123,TAS
3124,WA
3125,WA
3126,QLD
3127,VIC
3128,SA
3129,NSW
3130,NSW
3131,QLD
3132,VIC
3133,VIC
3134,WA
3135,WA
3136,VIC
3137,VIC
3138,WA
3139,VIC
3140,QLD
3141,QLD
3142,QLD
3143,QLD
3144,NSW
3145,QLD
3146,NSW
3147,QLD
3148,NSW
3149,NSW
3150,QLD
3151,QLD
3152,SA
3153,NSW
3154,NSW
3155,NSW
3156,WA
3157,QLD
3158,QLD
3159,VIC
3160,NT
3161,QLD
3162,SA
3163,NSW
3164,NSW
3165,QLD
3166,SA
3167,QLD
3168,QLD
3169,SA
3170,NSW
3171,VIC
3172,NSW
3173,WA
3174,QLD
3175,NSW
3176,TAS
3177,NSW
3178,NSW
3179,NSW
3180,NSW
3181,VIC
3182,WA
3183,VIC
3184,QLD
3185,QLD
3186,VIC
3187,QLD
3188,NSW
3189,QLD
3190,QLD
3191,QLD
3192,SA
3193,SA
3194,WA
3195,QLD
3196,VIC
3197,WA
3198,NSW
3199,VIC
3200,QLD
3201,QLD
3202,QLD
3203,SA
3204,QLD
3205,NSW
3206,VIC
3207,NSW
3208,VIC
3209,QLD
3210,QLD
3211,QLD
3212,WA
3213,NSW
3214,NSW
3215,NSW
3216,WA
3217,QLD
3218,NT
3219,NSW
3220,NT
3221,QLD
3222,QLD
3223,VIC
3224,QLD
3225,SA
3226,SA
3227,VIC
3228,WA
3229,VIC
3230,VIC
3231,SA
3232,NSW
3233,SA
3234,VIC
3235,WA
3236,QLD
3237,TAS
3238,QLD
3239,QLD
3240,VIC
3241,NSW
3242,NSW
3243,NSW
3244,VIC
3245,WA
3246,QLD
3247,VIC
3248,SA
3249,NSW
3250,WA
3251,VIC
3252,VIC
3253,VIC
3254,NT
3255,VIC
3256,NSW
3257,QLD
3258,QLD
3259,VIC
3260,NSW
3261,WA
3262,QLD
3263,VIC
3264,WA
3265,WA
3266,WA
3267,QLD
3268,WA
3269,NSW
3270,QLD
3271,WA
3272,TAS
3273,WA
3274,VIC
3275,NSW
3276,WA
3277,QLD
3278,VIC
3279,VIC
3280,VIC
3281,VIC
3282,SA
3283,WA
3284,WA
3285,NSW
3286,WA
3287,VIC
3288,VIC
3289,TAS
3290,NSW
3291,VIC
3292,NSW
3293,NSW
3294,NSW
3295,NSW
3296,QLD
3297,SA
3298,SA
3299,SA
3300,WA
3301,QLD
3302,WA
3303,NSW
3304,QLD
3305,QLD
3306,QLD
3307,QLD
3308,NSW
3309,NSW
3310,QLD
3311,VIC
3312,VIC
3313,VIC
3314,VIC
3315,QLD
3316,WA
3317,TAS
3318,TAS
3319,NT
3320,NSW
3321,NSW
3322,WA
3323,NSW
3324,WA
3325,QLD
3326,QLD
3327,QLD
3328,WA
3329,VIC
3330,QLD
3331,QLD
3332,NSW
3333,NSW
3334,QLD
3335,QLD
3336,QLD
3337,QLD
3338,NSW
3339,WA
3340,QLD
3341,QLD
3342,NSW
3343,NSW
3344,NT
3345,TAS
3346,WA
3347,QLD
3348,VIC
3349,VIC
3350,TAS
3351,WA
3352,QLD
3353,SA
3354,VIC
3355,VIC
3356,QLD
3357,QLD
3358,VIC
3359,NSW
3360,QLD
3361,SA
3362,SA
3363,VIC
3364,VIC
3365,QLD
3366,NT
3367,QLD
3368,QLD
3369,VIC
3370,NSW
3371,NSW
3372,TAS
3373,SA
3374,VIC
3375,NSW
3376,QLD
3377,VIC
3378,NSW
3379,NSW
3380,WA
3381,VIC
3382,WA
3383,TAS
3384,NSW
3385,QLD
3386,QLD
3387,QLD
3388,VIC
3389,QLD
3390,VIC
3391,VIC
3392,VIC
3393,WA
3394,QLD
3395,QLD
3396,QLD
3397,NSW
3398,VIC
3399,NSW
3400,WA
3401,QLD
3402,QLD
3403,SA
3404,QLD
3405,VIC
3406,WA
3407,WA
3408,SA
3409,TAS
3410,TAS
3411,QLD
3412,NSW
3413,QLD
3414,VIC
3415,TAS
3416,WA
3417,QLD
3418,QLD
3419,NSW
3420,NT
3421,NSW
3422,WA
3423,SA
3424,WA
3425,VIC
3426,QLD
3427,VIC
3428,SA
3429,NSW
3430,WA
3431,VIC
3432,QLD
3433,QLD
3434,QLD
3435,VIC
3436,VIC
3437,NSW
3438,VIC
3439,NT
3440,QLD
3441,QLD
3442,TAS
3443,TAS
3444,WA
3445,NSW
3446,VIC
3447,NT
3448,QLD
3449,QLD
3450,QLD
3451,WA
3452,VIC
3453,QLD
3454,QLD
3455,NSW
3456,NSW
3457,NT
3458,SA
3459,VIC
3460,TAS
3461,NSW
3462,NSW
3463,VIC
3464,QLD
3465,NSW
3466,VIC
3467,VIC
3468,QLD
3469,NSW
3470,VIC
3471,WA
3472,QLD
3473,QLD
3474,QLD
3475,SA
3476,WA
3477,SA
3478,NSW
3479,QLD
3480,NSW
3481,SA
3482,SA
3483,NSW
3484,NT
3485,QLD
3486,NSW
3487,VIC
3488,QLD
3489,SA
3490,NSW
3491,NT
3492,NSW
3493,ACT
3494,VIC
3495,NSW
3496,QLD
3497,QLD
3498,VIC
3499,QLD
3500,VIC
3501,VIC
3502,NSW
3503,NSW
3504,QLD
3505,QLD
3506,NSW
3507,NSW
3508,SA
3509,QLD
3510,NSW
3511,NSW
3512,VIC
3513,NSW
3514,NSW
3515,VIC
3516,SA
3517,NSW
3518,WA
3519,NT
3520,SA
3521,VIC
3522,NSW
3523,NSW
3524,VIC
3525,QLD
3526,NSW
3527,QLD
3528,QLD
3529,QLD
3530,VIC
3531,SA
3532,NSW
3533,QLD
3534,NSW
3535,TAS
3536,VIC
3537,NSW
3538,SA
3539,NT
3540,NSW
3541,WA
3542,QLD
3543,VIC
3544,VIC
3545,WA
3546,VIC
3547,NSW
3548,NSW
3549,WA
3550,QLD
3551,QLD
3552,QLD
3553,WA
3554,SA
3555,QLD
3556,QLD
3557,WA
3558,QLD
3559,NSW
3560,VIC
3561,QLD
3562,VIC
3563,VIC
3564,WA
3565,NSW
3566,WA
3567,WA
3568,NSW
3569,NSW
3570,NSW
3571,VIC
3572,VIC
3573,VIC
3574,QLD
3575,WA
3576,NSW
3577,QLD
3578,NT
3579,QLD
3580,SA
3581,NSW
3582,QLD
3583,WA
3584,NSW
3585,NSW
3586,WA
3587,WA
3588,WA
3589,QLD
3590,QLD
3591,NSW
3592,QLD
3593,NT
3594,QLD
3595,WA
3596,QLD
3597,VIC
3598,SA
3599,QLD
3600,QLD
3601,NSW
3602,TAS
3603,QLD
3604,NT
3605,VIC
3606,NSW
3607,NSW
3608,NSW
3609,VIC
3610,QLD
3611,WA
3612,NSW
3613,NSW
3614,VIC
3615,NSW
3616,NT
3617,SA
3618,NSW
3619,NSW
3620,NSW
3621,TAS
3622,WA
3623,WA
3624,NSW
3625,NT
3626,WA
3627,NSW
3628,WA
3629,WA
3630,QLD
3631,QLD
3632,SA
3633,WA
3634,SA
3635,NSW
3636,VIC
3637,QLD
3638,WA
3639,WA
3640,VIC
3641,QLD
3642,VIC
3643,WA
3644,NSW
3645,QLD
3646,TAS
3647,VIC
3648,VIC
3649,NSW
3650,VIC
3651,QLD
3652,NSW
3653,WA
3654,SA
3655,NSW
3656,QLD
3657,VIC
3658,WA
3659,VIC
3660,VIC
3661,VIC
3662,NSW
3663,QLD
3664,VIC
3665,TAS
3666,NSW
3667,VIC
3668,VIC
3669,NT
3670,WA
3671,SA
3672,TAS
3673,NSW
3674,QLD
3675,WA
3676,QLD
3677,QLD
3678,VIC
3679,WA
3680,SA
3681,VIC
3682,SA
3683,NSW
3684,NSW
3685,NSW
3686,VIC
3687,VIC
3688,NSW
3689,WA
3690,QLD
3691,SA
3692,NSW
3693,VIC
3694,QLD
3695,NSW
3696,WA
3697,VIC
3698,WA
3699,WA
3700,NSW
3701,VIC
3702,QLD
3703,NSW
3704,NSW
3705,TAS
3706,QLD
3707,WA
3708,WA
3709,QLD
3710,QLD
3711,NSW
3712,NSW
3713,QLD
3714,QLD
3715,VIC
3716,NSW
3717,SA
3718,QLD
3719,SA
3720,TAS
3721,VIC
3722,NSW
3723,NSW
3724,NSW
3725,NSW
3726,WA
3727,SA
3728,TAS
3729,VIC
3730,TAS
3731,NSW
3732,NSW
3733,NSW
3734,NSW
3735,WA
3736,NSW
3737,VIC
3738,QLD
3739,SA
3740,QLD
3741,ACT
3742,NSW
3743,NSW
3744,QLD
3745,NT
3746,QLD
3747,NSW
3748,SA
3749,VIC
3750,NSW
3751,SA
3752,QLD
3753,WA
3754,QLD
3755,VIC
3756,NSW
3757,NSW
3758,ACT
3759,QLD
3760,QLD
3761,NSW
3762,NSW
3763,NSW
3764,QLD
3765,QLD
3766,QLD
3767,VIC
3768,QLD
3769,QLD
3770,NSW
3771,QLD
3772,SA
3773,SA
3774,VIC
3775,QLD
3776,QLD
3777,NT
3778,VIC
3779,VIC
3780,VIC
3781,VIC
3782,QLD
3783,SA
3784,SA
3785,QLD
3786,VIC
3787,SA
3788,VIC
3789,QLD
3790,QLD
3791,VIC
3792,NSW
3793,WA
3794,NSW
3795,WA
3796,QLD
3797,VIC
3798,VIC
3799,WA
3800,VIC
3801,QLD
3802,QLD
3803,VIC
3804,QLD
3805,QLD
3806,QLD
3807,SA
3808,NSW
3809,SA
3810,VIC
3811,VIC
3812,NT
3813,VIC
3814,WA
3815,VIC
3816,SA
3817,NSW
3818,VIC
3819,WA
3820,SA
3821,QLD
3822,VIC
3823,NSW
3824,WA
3825,QLD
3826,NSW
3827,SA
3828,VIC
3829,NSW
3830,NSW
3831,WA
3832,QLD
3833,WA
3834,NSW
3835,NSW
3836,NSW
3837,QLD
3838,QLD
3839,QLD
3840,SA
3841,VIC
3842,VIC
3843,NSW
3844,QLD
3845,QLD
3846,NSW
3847,QLD
3848,NSW
3849,QLD
3850,QLD
3851,NSW
3852,SA
3853,VIC
3854,WA
3855,QLD
3856,WA
3857,QLD
3858,QLD
3859,SA
3860,QLD
3861,NSW
3862,VIC
3863,NSW
3864,QLD
3865,QLD
3866,NSW
3867,VIC
3868,WA
3869,NSW
3870,VIC
3871,VIC
3872,NSW
3873,WA
3874,QLD
3875,SA
3876,QLD
3877,VIC
3878,NSW
3879,VIC
3880,NSW
3881,QLD
3882,VIC
3883,NSW
3884,WA
3885,NSW
3886,NSW
3887,NSW
3888,TAS
3889,NSW
3890,NSW
3891,VIC
3892,QLD
3893,QLD
3894,QLD
3895,VIC
3896,NSW
3897,SA
3898,VIC
3899,WA
3900,VIC
3901,VIC
3902,QLD
3903,QLD
3904,NSW
3905,SA
3906,VIC
3907,ACT
3908,VIC
3909,NSW
3910,QLD
3911,QLD
3912,VIC
3913,NSW
3914,NSW
3915,SA
3916,NSW
3917,NSW
3918,NSW
3919,VIC
3920,VIC
3921,WA
3922,QLD
3923,NSW
3924,VIC
3925,QLD
3926,QLD
3927,QLD
3928,WA
3929,SA
3930,SA
3931,QLD
3932,NSW
3933,SA
3934,NT
3935,QLD
3936,NSW
3937,WA
3938,SA
3939,WA
3940,QLD
3941,VIC
3942,NSW
3943,WA
3944,NSW
3945,NT
3946,NSW
3947,VIC
3948,QLD
3949,NSW
3950,SA
3951,QLD
3952,NSW
3953,SA
3954,NSW
3955,QLD
3956,TAS
3957,WA
3958,VIC
3959,QLD
3960,VIC
3961,NT
3962,WA
3963,WA
3964,WA
3965,QLD
3966,VIC
3967,NSW
3968,VIC
3969,VIC
3970,QLD
3971,WA
3972,SA
3973,VIC
3974,QLD
3975,QLD
3976,WA
3977,NSW
3978,NSW
3979,QLD
3980,NSW
3981,NSW
3982,ACT
3983,NSW
3984,WA
3985,QLD
3986,WA
3987,WA
3988,WA
3989,VIC
3990,VIC
3991,NSW
3992,NSW
3993,NSW
3994,VIC
3995,SA
3996,QLD
3997,WA
3998,WA
3999,NSW
4000,QLD
4001,NSW
4002,NSW
4003,NSW
4004,WA
4005,SA
4006,WA
4007,VIC
4008,WA
4009,VIC
4010,NSW
4011,WA
4012,WA
4013,NSW
4014,NSW
4015,QLD
4016,QLD
4017,QLD
4018,WA
4019,WA
4020,NSW
4021,WA
4022,QLD
4023,SA
4024,SA
4025,QLD
4026,VIC
4027,QLD
4028,TAS
4029,QLD
4030,QLD
4031,QLD
4032,NSW
4033,QLD
4034,QLD
4035,VIC
4036,QLD
4037,VIC
4038,WA
4039,WA
4040,TAS
4041,VIC
4042,QLD
4043,QLD
4044,QLD
4045,SA
4046,QLD
4047,QLD
4048,NSW
4049,VIC
4050,QLD
4051,SA
4052,VIC
4053,SA
4054,QLD
4055,QLD
4056,NSW
4057,NSW
4058,QLD
4059,SA
4060,WA
4061,WA
4062,QLD
4063,VIC
4064,NT
4065,WA
4066,SA
4067,NSW
4068,QLD
4069,NSW
4070,SA
4071,WA
4072,NSW
4073,NSW
4074,VIC
4075,VIC
4076,NSW
4077,QLD
4078,QLD
4079,NSW
4080,VIC
4081,VIC
4082,VIC
4083,VIC
4084,NSW
4085,NSW
4086,QLD
4087,QLD
4088,NT
4089,NT
4090,NSW
4091,QLD
4092,SA
4093,WA
4094,QLD
4095,NSW
4096,QLD
4097,SA
4098,QLD
4099,NSW
4100,NSW
4101,NT
4102,NSW
4103,VIC
4104,QLD
4105,QLD
4106,NSW
4107,NSW
4108,WA
4109,VIC
4110,QLD
4111,NSW
4112,NSW
4113,QLD
4114,NSW
4115,NT
4116,VIC
4117,QLD
4118,TAS
4119,WA
4120,NSW
4121,WA
4122,WA
4123,WA
4124,QLD
4125,NSW
4126,QLD
4127,SA
4128,NSW
4129,QLD
4130,TAS
4131,NSW
4132,WA
4133,QLD
4134,QLD
4135,QLD
4136,QLD
4137,NSW
4138,NSW
4139,QLD
4140,NSW
4141,NSW
4142,NSW
4143,QLD
4144,NSW
4145,SA
4146,SA
4147,SA
4148,VIC
4149,QLD
4150,QLD
4151,WA
4152,NSW
4153,VIC
4154,SA
4155,WA
4156,WA
4157,NT
4158,NSW
4159,VIC
4160,NSW
4161,NT
4162,WA
4163,NSW
4164,NSW
4165,TAS
4166,NSW
4167,QLD
4168,NSW
4169,VIC
4170,QLD
4171,NSW
4172,NSW
4173,NSW
4174,QLD
4175,QLD
4176,WA
4177,WA
4178,SA
4179,WA
4180,WA
4181,SA
4182,WA
4183,QLD
4184,QLD
4185,VIC
4186,QLD
4187,SA
4188,VIC
4189,VIC
4190,VIC
4191,WA
4192,QLD
4193,SA
4194,VIC
4195,SA
4196,NT
4197,SA
4198,NSW
4199,QLD
4200,VIC
4201,VIC
4202,QLD
4203,SA
4204,WA
4205,VIC
4206,WA
4207,SA
4208,VIC
4209,QLD
4210,VIC
4211,NSW
4212,NSW
4213,QLD
4214,QLD
4215,NSW
4216,WA
4217,SA
4218,QLD
4219,WA
4220,QLD
4221,VIC
4222,QLD
4223,QLD
4224,TAS
4225,TAS
4226,TAS
4227,WA
4228,VIC
4229,VIC
4230,VIC
4231,QLD
4232,NSW
4233,NSW
4234,NT
4235,QLD
4236,SA
