crashID,month,year,dayweek,time,numberFatalities,speedLimit
20241138,9,2024,Sunday,10:25,1,50
20244014,9,2024,Sunday,13:00,1,40
20244069,9,2024,Sunday,16:40,1,60
20242053,9,2024,Sunday,16:40,1,100
20243111,9,2024,Sunday,17:00,1,100
20243067,9,2024,Sunday,19:00,1,100
20242186,9,2024,Sunday,19:45,1,80
20242250,9,2024,Sunday,21:20,1,60
20243167,9,2024,Thursday,0:00,1,70
20243106,9,2024,Thursday,4:00,1,70
20242098,9,2024,Thursday,5:25,1,60
20241179,9,2024,Thursday,6:50,1,80
20242070,9,2024,Thursday,7:04,1,80
20243261,9,2024,Thursday,8:00,1,100
20243227,9,2024,Thursday,11:00,1,100
20242243,9,2024,Thursday,11:30,1,50
20242102,9,2024,Thursday,12:17,1,60
20241109,9,2024,Thursday,21:05,1,100
20243187,9,2024,Tuesday,4:00,1,60
20241301,9,2024,Tuesday,12:36,1,80
20243135,9,2024,Tuesday,16:00,1,100
20241248,9,2024,Wednesday,6:00,1,60
20243268,9,2024,Wednesday,11:00,1,100
20242071,9,2024,Wednesday,13:11,1,60
20241020,9,2024,Wednesday,15:20,1,100
20241294,9,2024,Wednesday,16:50,1,60
20241304,9,2024,Wednesday,17:46,1,80
20242123,9,2024,Wednesday,18:40,1,60
20242144,9,2024,Wednesday,22:06,1,60
20241199,9,2024,Wednesday,22:45,2,80
20243066,8,2024,Friday,2:00,1,50
20243233,8,2024,Friday,5:00,1,100
20243203,8,2024,Friday,5:00,1,100
20242209,8,2024,Friday,6:15,1,100
20242056,8,2024,Friday,6:35,1,70
20242130,8,2024,Friday,8:59,1,100
20243109,8,2024,Friday,11:00,2,100
20243010,8,2024,Friday,13:00,1,100
20243181,8,2024,Friday,15:00,1,100
20246018,8,2024,Friday,15:15,1,80
20241071,8,2024,Friday,17:45,1,60
20241186,8,2024,Friday,17:50,1,70
20243078,8,2024,Friday,18:00,1,70
20241223,8,2024,Friday,18:54,1,50
20241221,8,2024,Friday,19:30,1,60
20241143,8,2024,Friday,19:55,1,100
20243242,8,2024,Friday,20:00,1,100
20242189,8,2024,Monday,0:48,1,50
20242170,8,2024,Monday,5:38,1,60
20243043,8,2024,Monday,7:00,1,80
20241140,8,2024,Monday,8:00,1,100
20244063,8,2024,Monday,9:15,1,110
20241131,8,2024,Monday,9:30,1,100
20242172,8,2024,Monday,15:05,1,60
20241111,8,2024,Monday,15:45,1,80
20242055,8,2024,Monday,17:01,1,60
20241017,8,2024,Monday,17:40,1,50
20244067,8,2024,Monday,19:48,1,40
20246024,8,2024,Saturday,0:55,1,100
20241254,8,2024,Saturday,3:30,2,80
20243011,8,2024,Saturday,11:00,1,80
20246011,8,2024,Saturday,13:00,1,80
20242177,8,2024,Saturday,14:54,1,80
20241127,8,2024,Saturday,16:20,1,50
20241210,8,2024,Saturday,17:15,1,100
20242132,8,2024,Saturday,18:16,2,100
20242184,8,2024,Saturday,19:14,1,80
20241253,8,2024,Saturday,21:00,1,100
20243024,8,2024,Saturday,21:00,1,80
20242224,8,2024,Saturday,23:25,1,60
20243031,8,2024,Sunday,0:00,1,50
20242069,8,2024,Sunday,0:40,1,60
20243156,8,2024,Sunday,4:00,1,60
20242251,8,2024,Sunday,6:48,1,60
20244034,8,2024,Sunday,8:13,1,80
20242090,8,2024,Sunday,10:50,1,100
20243231,8,2024,Sunday,13:00,3,100
20242194,8,2024,Sunday,15:25,1,100
20243142,8,2024,Thursday,12:00,1,100
20242043,8,2024,Thursday,12:28,1,50
20243124,8,2024,Thursday,14:00,1,100
20244007,8,2024,Thursday,15:31,1,80
20242060,8,2024,Thursday,15:55,1,60
20243104,8,2024,Thursday,16:00,1,60
20244041,8,2024,Thursday,18:25,1,110
20246026,8,2024,Thursday,21:52,1,70
20243021,8,2024,Tuesday,2:00,1,100
20242155,8,2024,Tuesday,6:40,1,100
20242032,8,2024,Tuesday,10:23,1,40
20241285,8,2024,Tuesday,16:45,1,70
20244066,8,2024,Tuesday,19:00,1,110
20242064,8,2024,Tuesday,19:54,1,60
20242164,8,2024,Tuesday,20:40,1,60
20244035,8,2024,Tuesday,20:55,1,100
20243018,8,2024,Wednesday,9:00,1,80
20242086,8,2024,Wednesday,9:35,1,80
20243217,8,2024,Wednesday,11:00,1,60
20243251,8,2024,Wednesday,18:00,1,100
20243058,8,2024,Wednesday,19:00,1,100
20244046,8,2024,Wednesday,22:41,1,100
20243085,7,2024,Friday,8:00,1,60
20244039,7,2024,Friday,11:46,1,100
20243240,7,2024,Friday,12:00,1,100
20246002,7,2024,Friday,12:38,2,100
20242099,7,2024,Friday,13:30,2,100
20243063,7,2024,Friday,16:00,1,60
20241176,7,2024,Friday,16:00,1,80
20247022,7,2024,Friday,16:30,1,130
20241086,7,2024,Friday,16:40,1,70
20241224,7,2024,Friday,22:45,1,80
20241265,7,2024,Monday,8:05,1,100
20241202,7,2024,Monday,8:15,1,50
20246023,7,2024,Monday,11:28,1,60
20241293,7,2024,Monday,12:08,1,110
20241299,7,2024,Monday,13:20,1,100
20244078,7,2024,Monday,13:24,1,50
20243164,7,2024,Monday,14:00,1,60
20242201,7,2024,Monday,14:30,1,100
20241307,7,2024,Monday,19:20,1,100
20242074,7,2024,Monday,20:37,2,100
20241243,7,2024,Monday,22:00,2,110
20247034,7,2024,Monday,23:28,1,60
20241260,7,2024,Saturday,0:30,1,70
20243004,7,2024,Saturday,2:00,1,80
20246014,7,2024,Saturday,8:30,2,80
20242024,7,2024,Saturday,9:07,1,60
20243169,7,2024,Saturday,14:00,1,70
20243081,7,2024,Saturday,14:00,2,100
20242169,7,2024,Saturday,14:43,1,100
20241110,7,2024,Saturday,15:00,1,50
20241082,7,2024,Saturday,19:25,1,60
20241159,7,2024,Sunday,0:01,1,100
20246022,7,2024,Sunday,4:07,1,50
20241229,7,2024,Sunday,6:30,1,80
20242026,7,2024,Sunday,9:26,1,60
20242268,7,2024,Sunday,10:24,1,80
20242238,7,2024,Sunday,10:41,1,50
20242122,7,2024,Sunday,11:10,1,60
20241046,7,2024,Sunday,13:00,3,100
20243192,7,2024,Sunday,14:00,1,100
20241032,7,2024,Sunday,14:30,2,80
20241031,7,2024,Sunday,14:45,1,80
20243254,7,2024,Sunday,17:00,1,60
20243133,7,2024,Sunday,17:00,1,100
20241203,7,2024,Sunday,18:20,1,100
20243118,7,2024,Thursday,3:00,1,60
20243173,7,2024,Thursday,4:00,1,80
20243199,7,2024,Thursday,6:00,1,40
20244003,7,2024,Thursday,9:55,1,60
20241298,7,2024,Thursday,10:00,1,50
20242112,7,2024,Thursday,11:53,2,100
20243092,7,2024,Thursday,12:00,1,100
20243042,7,2024,Thursday,13:00,1,60
20244005,7,2024,Thursday,16:13,1,100
20243178,7,2024,Thursday,17:00,1,60
20244050,7,2024,Thursday,17:45,1,50
20241208,7,2024,Thursday,20:30,1,100
20242259,7,2024,Tuesday,6:20,1,100
20242212,7,2024,Tuesday,7:00,1,50
20243019,7,2024,Tuesday,9:00,1,60
20241036,7,2024,Tuesday,11:45,1,90
20242226,7,2024,Tuesday,14:10,1,50
20247007,7,2024,Tuesday,14:13,1,110
20243074,7,2024,Tuesday,15:00,1,60
20241003,7,2024,Tuesday,15:30,1,100
20241277,7,2024,Tuesday,16:35,1,100
20241249,7,2024,Tuesday,17:50,1,50
20242020,7,2024,Tuesday,17:57,1,60
20242108,7,2024,Tuesday,18:59,1,60
20243120,7,2024,Tuesday,19:00,1,60
20242187,7,2024,Tuesday,19:30,1,100
20243116,7,2024,Tuesday,22:00,2,100
20242133,7,2024,Wednesday,0:00,1,60
20241092,7,2024,Wednesday,1:35,1,60
20242121,7,2024,Wednesday,6:05,1,60
20243214,7,2024,Wednesday,9:00,1,100
20241118,7,2024,Wednesday,9:30,1,100
20243157,7,2024,Wednesday,10:00,1,70
20241190,7,2024,Wednesday,10:45,1,80
20241097,7,2024,Wednesday,13:00,1,100
20242265,7,2024,Wednesday,13:59,2,100
20241250,7,2024,Wednesday,14:15,1,70
20242200,7,2024,Wednesday,16:30,1,100
20242234,7,2024,Wednesday,18:30,1,100
20242048,7,2024,Wednesday,22:22,1,70
20242003,6,2024,Friday,12:50,1,80
20243252,6,2024,Friday,14:00,2,80
20243061,6,2024,Friday,14:00,1,100
20242162,6,2024,Friday,14:39,1,80
20244071,6,2024,Friday,16:48,1,80
20241047,6,2024,Friday,17:15,1,50
20241205,6,2024,Friday,17:45,1,60
20241024,6,2024,Friday,18:20,1,60
20242096,6,2024,Friday,19:08,1,80
20242240,6,2024,Friday,21:04,1,60
20243139,6,2024,Friday,23:00,1,40
20243075,6,2024,Monday,3:00,1,70
20244051,6,2024,Monday,8:40,1,60
20241070,6,2024,Monday,9:30,1,100
20244079,6,2024,Monday,9:30,1,50
20243051,6,2024,Monday,10:00,3,100
20242237,6,2024,Monday,10:24,1,80
20243148,6,2024,Monday,11:00,1,100
20242157,6,2024,Monday,13:38,1,60
20244022,6,2024,Monday,14:51,1,80
20241142,6,2024,Monday,15:15,1,80
20241124,6,2024,Monday,15:20,1,100
20241010,6,2024,Monday,17:20,1,110
20241252,6,2024,Monday,19:10,1,80
20243155,6,2024,Monday,22:00,1,60
20243163,6,2024,Saturday,0:00,1,100
20243269,6,2024,Saturday,16:00,1,80
20243056,6,2024,Saturday,23:00,1,60
20243049,6,2024,Sunday,0:00,1,40
20243103,6,2024,Sunday,3:00,1,10
20242233,6,2024,Sunday,3:55,1,50
20243014,6,2024,Sunday,9:00,1,100
20241198,6,2024,Sunday,9:13,1,70
20242249,6,2024,Sunday,10:45,1,70
20243154,6,2024,Sunday,11:00,3,100
20241100,6,2024,Sunday,12:09,1,50
20241074,6,2024,Sunday,12:15,1,80
20243263,6,2024,Sunday,13:00,1,100
20242016,6,2024,Sunday,13:00,1,70
20244017,6,2024,Sunday,14:02,1,90
20244009,6,2024,Sunday,16:15,1,50
20242085,6,2024,Sunday,16:50,1,60
20244012,6,2024,Sunday,20:19,1,110
20243205,6,2024,Sunday,21:00,1,80
20241035,6,2024,Sunday,23:15,1,50
20241161,6,2024,Thursday,8:40,1,60
20241062,6,2024,Thursday,17:19,1,80
20243119,6,2024,Thursday,18:00,1,70
20241155,6,2024,Thursday,19:18,1,60
20243152,6,2024,Thursday,21:00,1,80
20243053,6,2024,Tuesday,6:00,1,60
20241039,6,2024,Tuesday,6:00,1,80
20242154,6,2024,Tuesday,7:40,2,110
20243215,6,2024,Tuesday,8:00,1,80
20243026,6,2024,Tuesday,10:00,1,60
20241050,6,2024,Tuesday,11:29,1,80
20243271,6,2024,Tuesday,14:00,1,100
20241133,6,2024,Tuesday,15:15,1,100
20248008,6,2024,Tuesday,17:05,1,60
20244037,6,2024,Tuesday,21:20,1,50
20242143,6,2024,Wednesday,0:41,1,40
20241273,6,2024,Wednesday,3:23,1,50
20242067,6,2024,Wednesday,6:15,1,100
20242214,6,2024,Wednesday,9:00,1,80
20243238,6,2024,Wednesday,12:00,1,100
20242011,6,2024,Wednesday,13:35,1,60
20241180,6,2024,Wednesday,17:20,1,50
20241059,6,2024,Wednesday,17:25,1,50
20241021,6,2024,Wednesday,17:50,1,60
20242254,6,2024,Wednesday,21:12,1,80
20243256,6,2024,Wednesday,23:00,1,50
20241245,6,2024,Wednesday,23:00,1,80
20243126,5,2024,Friday,14:00,1,80
20244082,5,2024,Friday,14:10,2,100
20241108,5,2024,Friday,15:30,1,60
20242137,5,2024,Friday,18:10,1,70
20241005,5,2024,Friday,18:55,1,60
20241051,5,2024,Friday,20:40,1,100
20243128,5,2024,Friday,21:00,1,80
20242109,5,2024,Friday,21:45,1,60
20241116,5,2024,Friday,22:40,1,70
20243226,5,2024,Monday,12:00,1,100
20242092,5,2024,Monday,17:54,1,80
20242125,5,2024,Monday,19:30,1,60
20244077,5,2024,Saturday,14:45,1,50
20242049,5,2024,Saturday,16:36,1,40
20243265,5,2024,Saturday,17:00,1,50
20243122,5,2024,Sunday,0:00,1,60
20243151,5,2024,Sunday,12:00,1,10
20241283,5,2024,Sunday,14:00,1,100
20242262,5,2024,Sunday,16:00,1,60
20242100,5,2024,Sunday,16:22,1,100
20242211,5,2024,Sunday,16:32,1,60
20241168,5,2024,Sunday,19:25,2,70
20241162,5,2024,Sunday,22:25,2,100
20241073,5,2024,Sunday,22:38,1,100
20243097,5,2024,Thursday,5:00,3,80
20242182,5,2024,Thursday,8:40,1,100
20243123,5,2024,Thursday,10:00,1,60
20242044,5,2024,Thursday,12:34,1,100
20241120,5,2024,Thursday,17:44,1,110
20242266,5,2024,Thursday,19:14,1,80
20241048,5,2024,Thursday,23:15,1,70
20243023,5,2024,Tuesday,2:00,1,70
20243137,5,2024,Tuesday,5:00,1,100
20241200,5,2024,Tuesday,6:29,1,60
20242151,5,2024,Tuesday,7:14,2,70
20242223,5,2024,Tuesday,8:15,1,100
20241259,5,2024,Tuesday,8:30,1,110
20241264,5,2024,Tuesday,10:50,1,50
20243086,5,2024,Tuesday,13:00,1,80
20242215,5,2024,Tuesday,13:24,1,40
20246012,5,2024,Tuesday,15:30,1,60
20244068,5,2024,Tuesday,16:36,1,100
20241296,5,2024,Tuesday,18:00,1,60
20241006,5,2024,Tuesday,19:57,2,70
20241258,5,2024,Tuesday,22:48,1,50
20241290,5,2024,Wednesday,0:30,2,110
20241056,5,2024,Wednesday,0:30,1,110
20242014,5,2024,Wednesday,0:42,1,80
20241251,5,2024,Wednesday,4:42,1,80
20243076,5,2024,Wednesday,7:00,1,100
20243162,5,2024,Wednesday,8:00,1,100
20242027,5,2024,Wednesday,13:00,1,70
20243029,5,2024,Wednesday,15:00,2,80
20242179,5,2024,Wednesday,15:11,1,60
20244080,5,2024,Wednesday,15:55,1,100
20242241,5,2024,Wednesday,16:08,1,100
20244047,5,2024,Wednesday,17:10,1,100
20241041,5,2024,Wednesday,18:26,1,110
20241165,5,2024,Wednesday,18:30,1,100
20242077,5,2024,Wednesday,19:05,1,60
20242078,5,2024,Wednesday,19:13,1,80
20242017,5,2024,Wednesday,21:57,1,60
20243223,4,2024,Friday,1:00,1,60
20241271,4,2024,Friday,3:30,1,60
20242217,4,2024,Friday,12:48,1,80
20242245,4,2024,Friday,12:50,1,100
20241170,4,2024,Friday,13:00,1,80
20242199,4,2024,Friday,13:15,1,100
20241177,4,2024,Friday,13:58,1,100
20246015,4,2024,Friday,15:08,1,40
20242165,4,2024,Friday,18:20,1,100
20241011,4,2024,Friday,18:36,1,60
20243260,4,2024,Friday,23:00,3,70
20241083,4,2024,Monday,4:25,2,110
20246006,4,2024,Monday,7:22,1,110
20244058,4,2024,Monday,12:25,1,100
20243218,4,2024,Monday,13:00,1,80
20241089,4,2024,Monday,13:45,1,50
20243146,4,2024,Monday,14:00,1,100
20241295,4,2024,Monday,14:23,1,50
20243264,4,2024,Monday,16:00,1,100
20241136,4,2024,Monday,16:15,2,110
20241281,4,2024,Monday,16:15,1,100
20241076,4,2024,Monday,19:00,1,50
20244073,4,2024,Monday,19:33,1,110
20242094,4,2024,Saturday,1:06,1,100
20241058,4,2024,Saturday,2:30,1,100
20241019,4,2024,Saturday,7:30,1,80
20241275,4,2024,Saturday,8:00,1,100
20243222,4,2024,Saturday,9:00,1,60
20241065,4,2024,Saturday,9:15,1,110
20243094,4,2024,Saturday,11:00,1,70
20243145,4,2024,Saturday,12:00,1,100
20241305,4,2024,Saturday,19:30,1,60
20242146,4,2024,Saturday,22:26,2,60
20241231,4,2024,Sunday,0:01,1,100
20241145,4,2024,Sunday,0:17,1,60
20241228,4,2024,Sunday,2:00,1,100
20243030,4,2024,Sunday,5:00,1,100
20243034,4,2024,Sunday,8:00,1,100
20242058,4,2024,Sunday,9:12,1,80
20241085,4,2024,Sunday,9:45,1,100
20243091,4,2024,Sunday,10:00,1,100
20243184,4,2024,Sunday,12:00,1,60
20242104,4,2024,Sunday,13:39,1,80
20248004,4,2024,Sunday,13:45,1,60
20242101,4,2024,Sunday,13:53,1,110
20243195,4,2024,Sunday,15:00,1,100
20243055,4,2024,Sunday,18:00,1,90
