crash_id,sa4_name
20221232,Murray
20222224,Latrobe - Gippsland
20224057,Adelaide - North
20221256,Sydney - South West
20223238,Townsville
20222003,Melbourne - North West
20227037,Northern Territory - Outback
20227012,Northern Territory - Outback
20223256,Central Queensland
20222140,Melbourne - Inner East
20221055,Far West and Orana
20222152,Melbourne - North West
20221098,Central West
20223076,Townsville
20222044,Ballarat
20222216,Melbourne - North East
20223171,Sunshine Coast
20223015,Darling Downs - Maranoa
20223191,Townsville
20223115,Townsville
20223004,Moreton Bay - South
20222232,Shepparton
20223218,Cairns
20222197,Geelong
20221255,Illawarra
20222029,Melbourne - South East
20223125,Darling Downs - Maranoa
20223222,Wide Bay
20223203,Ipswich
20223111,Toowoomba
20221212,Richmond - Tweed
20224066,South Australia - South East
20222223,Shepparton
20226015,Launceston and North East
20223008,Gold Coast
20222181,Melbourne - West
20227001,Northern Territory - Outback
20224058,Barossa - Yorke - Mid North
20222028,Melbourne - Inner
20222010,Melbourne - South East
20227023,Darwin
20222151,Melbourne - South East
20221249,Sydney - Parramatta
20224033,Adelaide - Central and Hills
20223098,Ipswich
20223188,Logan - Beaudesert
20222105,Hume
20221149,Sydney - Inner South West
20222024,Warrnambool and South West
20221197,Sydney - Inner South West
20224060,South Australia - South East
20223186,Wide Bay
20222154,Melbourne - West
20221073,Murray
20226019,Hobart
20222236,Shepparton
20221153,Sydney - Sutherland
20222089,Melbourne - North East
20222067,Melbourne - South East
20223102,Brisbane - South
20223032,Wide Bay
20223037,Brisbane - East
20223177,Central Queensland
20221071,Richmond - Tweed
20223143,Cairns
20227016,Northern Territory - Outback
20221151,Richmond - Tweed
20223234,Cairns
20222221,Melbourne - South East
20222133,Geelong
20221006,Sydney - Inner West
20223038,Moreton Bay - North
20223095,Central Queensland
20223254,Cairns
20226004,Hobart
20223085,Darling Downs - Maranoa
20222008,Mornington Peninsula
20224040,South Australia - South East
20222143,Melbourne - Inner
20222123,Melbourne - West
20222132,Latrobe - Gippsland
20223120,Sunshine Coast
20223103,Wide Bay
20221129,Coffs Harbour - Grafton
20222064,Melbourne - Outer East
20222054,Bendigo
20221120,Far West and Orana
20222011,Melbourne - West
20221213,Hunter Valley exc Newcastle
20226003,Launceston and North East
20223157,Cairns
20222033,Latrobe - Gippsland
20221070,Sydney - Outer West and Blue Mountains
20223082,Logan - Beaudesert
20223105,Logan - Beaudesert
20222091,Melbourne - North East
20221122,Central Coast
20221219,Riverina
20227022,Darwin
20222141,Melbourne - Inner
20222187,Melbourne - South East
20226030,Launceston and North East
20223247,Darling Downs - Maranoa
20223259,Ipswich
20223204,Wide Bay
20221053,Illawarra
20222124,Melbourne - South East
20227021,Northern Territory - Outback
20223178,Mackay - Isaac - Whitsunday
20223026,Cairns
20222112,Ballarat
20224067,Adelaide - North
20223080,Queensland - Outback
20227013,Darwin
20221209,Coffs Harbour - Grafton
20221123,Murray
20221043,Southern Highlands and Shoalhaven
20222156,Geelong
20221258,Sydney - Inner West
20223013,Central Queensland
20228008,Australian Capital Territory
20222209,Melbourne - West
20222059,Warrnambool and South West
20224068,South Australia - South East
20224024,Adelaide - North
20221257,Central Coast
20221058,Capital Region
20223049,Gold Coast
20227029,Northern Territory - Outback
20222149,Ballarat
20222094,Latrobe - Gippsland
20222035,Melbourne - West
20222226,Melbourne - North East
20223172,Darling Downs - Maranoa
20222128,Melbourne - North West
20222218,Geelong
20222060,Melbourne - South East
20223011,Darling Downs - Maranoa
20223014,Brisbane Inner City
20221177,Sydney - North Sydney and Hornsby
20221004,Central West
20223033,Logan - Beaudesert
20221059,Hunter Valley exc Newcastle
20223216,Sunshine Coast
20224020,South Australia - South East
20222001,Melbourne - West
20222018,Geelong
20223193,Brisbane - West
20222077,Latrobe - Gippsland
20223156,Central Queensland
20221039,Hunter Valley exc Newcastle
20221003,Sydney - North Sydney and Hornsby
20223262,Central Queensland
20226037,West and North West
20227014,Darwin
20224035,South Australia - Outback
20222229,Melbourne - West
20223063,Logan - Beaudesert
20221030,New England and North West
20222092,Hume
20223212,Gold Coast
20221085,New England and North West
20223179,Wide Bay
20223242,Townsville
20223136,Brisbane Inner City
20227039,Northern Territory - Outback
20222115,North West
20221091,Sydney - Blacktown
20226043,Launceston and North East
20223087,Mackay - Isaac - Whitsunday
20223048,Central Queensland
20223155,Wide Bay
20228013,Australian Capital Territory
20223057,Wide Bay
20226002,Launceston and North East
20223119,Ipswich
20222158,North West
20222043,Hume
20221171,Hunter Valley exc Newcastle
20226021,West and North West
20221155,Sydney - Baulkham Hills and Hawkesbury
20222055,Hume
20223096,Sunshine Coast
20223270,Logan - Beaudesert
20221028,Far West and Orana
20227011,Darwin
20223261,Brisbane - South
20228014,Australian Capital Territory
20223183,Sunshine Coast
20224009,Adelaide - South
20222075,Melbourne - West
20223185,Queensland - Outback
20223054,Mackay - Isaac - Whitsunday
20223269,Mackay - Isaac - Whitsunday
20221178,Murray
20222202,Latrobe - Gippsland
20228015,Australian Capital Territory
20223168,Townsville
20221065,Richmond - Tweed
20223110,Gold Coast
20223088,Mackay - Isaac - Whitsunday
20223043,Mackay - Isaac - Whitsunday
20223197,Ipswich
20223236,Ipswich
20221227,Sydney - Baulkham Hills and Hawkesbury
20221100,Hunter Valley exc Newcastle
20223134,Wide Bay
20224028,Adelaide - Central and Hills
20221221,Southern Highlands and Shoalhaven
20221090,Hunter Valley exc Newcastle
20222009,Latrobe - Gippsland
20223006,Moreton Bay - South
20223235,Mackay - Isaac - Whitsunday
20221050,Mid North Coast
20223273,Ipswich
20223190,Ipswich
20223243,Logan - Beaudesert
20222078,Warrnambool and South West
20221263,Central Coast
20223237,Mackay - Isaac - Whitsunday
20226020,Launceston and North East
20221211,Illawarra
20222074,Melbourne - West
20226012,Hobart
20221222,New England and North West
20228005,Australian Capital Territory
20222096,Hume
20223224,Wide Bay
20221144,Sydney - Outer West and Blue Mountains
20221146,Sydney - Inner South West
20223083,Cairns
20226010,Hobart
20223104,Cairns
20222025,Melbourne - Inner
20224047,Adelaide - North
20227032,Northern Territory - Outback
20223149,Brisbane - South
20223192,Mackay - Isaac - Whitsunday
20223106,Brisbane - South
20224011,Adelaide - North
20221114,New England and North West
20221236,Central West
20221029,Sydney - City and Inner South
20224023,Adelaide - Central and Hills
20224046,South Australia - Outback
20222189,Hume
20221125,Mid North Coast
20222099,Geelong
20221095,Sydney - Parramatta
20227015,Darwin
20223040,Sunshine Coast
20221147,Sydney - Eastern Suburbs
20227008,Northern Territory - Outback
20228012,Australian Capital Territory
20221201,Coffs Harbour - Grafton
20221062,Central West
20223020,Logan - Beaudesert
20222076,Bendigo
20224064,South Australia - Outback
20222238,Melbourne - North East
20224059,Barossa - Yorke - Mid North
20221164,Far West and Orana
20222170,North West
20221108,Sydney - Sutherland
20222144,Warrnambool and South West
20222038,Ballarat
20226029,West and North West
20221046,Mid North Coast
20223266,Mackay - Isaac - Whitsunday
20221196,Riverina
20226031,West and North West
20222072,Melbourne - Inner
20221226,Capital Region
20223035,Ipswich
20221124,Southern Highlands and Shoalhaven
20221027,Sydney - Parramatta
20221261,Sydney - Outer West and Blue Mountains
20221113,Sydney - Inner West
20223196,Sunshine Coast
20221185,Richmond - Tweed
20221044,Richmond - Tweed
20226001,Hobart
20224001,Barossa - Yorke - Mid North
20221231,Sydney - City and Inner South
20222084,Melbourne - South East
20221128,Capital Region
20227024,Northern Territory - Outback
20222066,Shepparton
20221018,Sydney - Outer South West
20227026,Northern Territory - Outback
20228010,Australian Capital Territory
20223167,Darling Downs - Maranoa
20222042,Melbourne - Inner
20222034,Melbourne - Inner South
20226036,Launceston and North East
20223145,Ipswich
20223036,Wide Bay
20224049,Barossa - Yorke - Mid North
20222147,Shepparton
20223151,Central Queensland
20223109,Central Queensland
20221001,Murray
20224016,South Australia - Outback
20221200,Murray
20222227,Melbourne - North West
20221208,Sydney - Parramatta
20223056,Sunshine Coast
20226039,West and North West
20226008,Hobart
20226017,Launceston and North East
20221111,New England and North West
20224018,South Australia - Outback
20227036,Darwin
20222200,Melbourne - Inner
20224045,South Australia - South East
20222230,Melbourne - South East
20222173,Melbourne - Inner
20224004,Adelaide - North
20221253,New England and North West
20222093,Mornington Peninsula
20221238,Sydney - South West
20221093,Sydney - Blacktown
20222058,Melbourne - North East
20221157,Sydney - Inner South West
20223260,Darling Downs - Maranoa
20224006,South Australia - South East
20222175,Melbourne - Outer East
20226018,Launceston and North East
20221072,Southern Highlands and Shoalhaven
20221076,Capital Region
20221251,Capital Region
20224021,South Australia - Outback
20221148,Far West and Orana
20222080,Melbourne - Inner
20222114,Warrnambool and South West
20223127,Gold Coast
20226009,West and North West
20222145,Melbourne - Outer East
20222049,Shepparton
20221193,New England and North West
20223072,Toowoomba
20223169,Cairns
20221049,New England and North West
20223225,Cairns
20224003,Adelaide - South
20221064,Richmond - Tweed
20223159,Moreton Bay - South
20222185,Hume
20223060,Cairns
20227007,Northern Territory - Outback
20222081,Bendigo
20222138,Latrobe - Gippsland
20223240,Logan - Beaudesert
20221084,Central Coast
20221121,Riverina
20227033,Northern Territory - Outback
20224042,Adelaide - Central and Hills
20227020,Darwin
20221145,Murray
20221066,Central West
20221139,New England and North West
20223094,Mackay - Isaac - Whitsunday
20221242,Sydney - Sutherland
20222027,Geelong
20221223,Sydney - Inner West
20223160,Wide Bay
20224014,South Australia - Outback
20223017,Ipswich
20223132,Townsville
20221101,Sydney - Parramatta
20222026,Mornington Peninsula
20223245,Brisbane - South
20223200,Logan - Beaudesert
20221019,Mid North Coast
20224034,Adelaide - Central and Hills
20222122,Hume
20223215,Cairns
20223122,Central Queensland
20221182,Sydney - City and Inner South
20222061,Melbourne - South East
20221247,Riverina
20221033,Capital Region
20223189,Cairns
20226035,Launceston and North East
20221169,Southern Highlands and Shoalhaven
20221207,Sydney - South West
20223250,Darling Downs - Maranoa
20226014,West and North West
20223232,Mackay - Isaac - Whitsunday
20221088,Richmond - Tweed
20221165,New England and North West
20222234,Latrobe - Gippsland
20221204,Capital Region
20222134,North West
20226013,West and North West
20223175,Cairns
20223263,Sunshine Coast
20222020,Bendigo
20223001,Wide Bay
20221119,Sydney - Blacktown
20221138,Sydney - South West
20223205,Toowoomba
20221063,Newcastle and Lake Macquarie
20227004,Northern Territory - Outback
20223112,Central Queensland
20222161,Melbourne - Inner
20222235,Melbourne - North East
20222150,Hume
20223066,Gold Coast
20223069,Ipswich
20223137,Mackay - Isaac - Whitsunday
20223194,Central Queensland
20223268,Cairns
20223124,Gold Coast
20221036,Far West and Orana
20223084,Sunshine Coast
20221172,Riverina
20222048,Melbourne - North East
20221134,Sydney - City and Inner South
20223251,Sunshine Coast
20222113,Hume
20222017,Melbourne - Inner
20221069,Far West and Orana
20223213,Central Queensland
20222070,Ballarat
20223229,Wide Bay
20223187,Ipswich
20222130,Ballarat
20221023,Mid North Coast
20221038,Sydney - Baulkham Hills and Hawkesbury
20227030,Darwin
20221083,Far West and Orana
20224031,Adelaide - South
20222213,Melbourne - North West
20221206,Sydney - Outer West and Blue Mountains
20227010,Northern Territory - Outback
20224027,South Australia - Outback
20223130,Queensland - Outback
20222083,Shepparton
20223126,Townsville
20223144,Brisbane - West
20221032,Hunter Valley exc Newcastle
20221156,Sydney - Outer South West
20224029,Adelaide - Central and Hills
20224063,South Australia - South East
20223027,Moreton Bay - South
20224022,Adelaide - North
20221130,Newcastle and Lake Macquarie
20222082,Melbourne - North East
20222097,Melbourne - North West
20223244,Sunshine Coast
20221260,Illawarra
20221167,Far West and Orana
20222228,Hume
20221005,Sydney - South West
20223255,Gold Coast
20223079,Ipswich
20222188,Melbourne - West
20228011,Australian Capital Territory
20226025,Launceston and North East
20223207,Ipswich
20222086,Hume
20221045,Sydney - Inner South West
20223007,Cairns
20226032,Hobart
20221117,Murray
20222107,Melbourne - South East
20221104,Central Coast
20221218,Central West
20224052,South Australia - South East
20223182,Moreton Bay - North
20222155,Latrobe - Gippsland
20226028,Hobart
20222045,Melbourne - West
20223161,Central Queensland
20224039,South Australia - South East
20221142,Southern Highlands and Shoalhaven
20223231,Sunshine Coast
20222146,Shepparton
20222039,Warrnambool and South West
20221160,Far West and Orana
20221137,Capital Region
20223227,Logan - Beaudesert
20221022,Sydney - Eastern Suburbs
20227035,Darwin
20223009,Wide Bay
20223165,Sunshine Coast
20223019,Mackay - Isaac - Whitsunday
20222201,Melbourne - Inner South
20222050,North West
20223081,Queensland - Outback
20223210,Central Queensland
20223116,Mackay - Isaac - Whitsunday
20221041,Central West
20222088,Shepparton
20224010,South Australia - South East
20221216,Illawarra
20223267,Brisbane - North
20223030,Darling Downs - Maranoa
20221007,Newcastle and Lake Macquarie
20223176,Moreton Bay - North
20221246,Capital Region
20223022,Sunshine Coast
20223230,Cairns
20221021,Hunter Valley exc Newcastle
20222087,Warrnambool and South West
20223184,Wide Bay
20224030,Adelaide - North
20222179,Warrnambool and South West
20222118,Hume
20224005,South Australia - Outback
20221048,Sydney - Outer South West
20223140,Brisbane - South
20223092,Darling Downs - Maranoa
20221014,Capital Region
20221057,Far West and Orana
20222116,Geelong
20223047,Sunshine Coast
20222056,Latrobe - Gippsland
20222203,Hume
20223257,Ipswich
20223128,Wide Bay
20222160,Melbourne - North West
20222053,Melbourne - North West
20221183,Southern Highlands and Shoalhaven
20222110,Ballarat
20221224,Capital Region
20221259,Richmond - Tweed
20221228,Capital Region
20221198,Capital Region
20223195,Townsville
20221034,Central West
20221115,Sydney - Blacktown
20223211,Darling Downs - Maranoa
20221075,Coffs Harbour - Grafton
20223089,Townsville
20222162,Melbourne - South East
20222065,Hume
20221159,Southern Highlands and Shoalhaven
20222046,Warrnambool and South West
20221068,New England and North West
20222174,North West
20223041,Ipswich
20226022,Launceston and North East
20221020,Mid North Coast
20223133,Darling Downs - Maranoa
20222062,Melbourne - South East
20221254,Central West
20222007,Shepparton
20223233,Queensland - Outback
20221241,Capital Region
20227006,Northern Territory - Outback
20222212,Hume
20221229,Sydney - Baulkham Hills and Hawkesbury
20226033,Launceston and North East
20222041,Melbourne - West
20221186,Sydney - South West
20227034,Northern Territory - Outback
20224048,Adelaide - Central and Hills
20221214,Sydney - North Sydney and Hornsby
20223142,Queensland - Outback
20222100,Shepparton
20223021,Brisbane - South
20221158,Sydney - Outer West and Blue Mountains
20222117,Melbourne - North West
20221154,Newcastle and Lake Macquarie
20227019,Northern Territory - Outback
20221024,Capital Region
20222186,Melbourne - Inner East
20224017,Barossa - Yorke - Mid North
20222219,Melbourne - Outer East
20228001,Australian Capital Territory
20222125,Bendigo
20226024,Hobart
20213216,Darling Downs - Maranoa
20212172,Melbourne - West
20215133,Western Australia - Wheat Belt
20213127,Toowoomba
20212142,Melbourne - South East
20212161,Melbourne - Inner South
20211232,Sydney - City and Inner South
20212205,Geelong
20211018,Richmond - Tweed
20212026,Shepparton
20217020,Northern Territory - Outback
20216011,West and North West
20212157,Melbourne - Inner
20213119,Queensland - Outback
20212051,Melbourne - Inner
20211130,Sydney - North Sydney and Hornsby
20217003,Northern Territory - Outback
20213226,Gold Coast
20217025,Northern Territory - Outback
20213164,Logan - Beaudesert
20211254,Central West
20212108,North West
20213187,Moreton Bay - North
20212145,Melbourne - North West
20214071,South Australia - South East
20211225,Sydney - Outer West and Blue Mountains
20211166,New England and North West
20211178,Sydney - South West
20214004,Adelaide - Central and Hills
20211200,Hunter Valley exc Newcastle
20215156,Perth - South West
20211155,Hunter Valley exc Newcastle
20211170,Riverina
20215047,Western Australia - Wheat Belt
20212198,Melbourne - Outer East
20212013,Shepparton
20214049,South Australia - Outback
20213006,Cairns
20211017,Riverina
20214075,Barossa - Yorke - Mid North
20213162,Brisbane - West
20217007,Darwin
20211124,Capital Region
20215063,Perth - South West
20211075,New England and North West
20211174,Far West and Orana
20211229,Sydney - Outer South West
20213008,Queensland - Outback
20213150,Cairns
20211133,Sydney - South West
20211042,Capital Region
20212133,Mornington Peninsula
20212194,Melbourne - Inner South
20212196,Hume
20213195,Wide Bay
20212129,Melbourne - North West
20215152,Mandurah
20215013,Western Australia - Wheat Belt
20215078,Western Australia - Outback (North)
20216018,Hobart
20211250,Sydney - South West
20216010,South East
20211039,Riverina
20211131,Coffs Harbour - Grafton
20214022,Barossa - Yorke - Mid North
20211246,Mid North Coast
20214015,South Australia - South East
20211031,Richmond - Tweed
20212030,Hume
20212067,Hume
20211081,Sydney - Outer South West
20211181,Sydney - Outer South West
20215057,Perth - North West
20214074,South Australia - South East
20215150,Perth - Inner
20213228,Darling Downs - Maranoa
20211027,Illawarra
20211087,Murray
20211086,Sydney - Parramatta
20211242,Murray
20215054,Perth - North West
20215144,Western Australia - Wheat Belt
20211147,Richmond - Tweed
20211194,Sydney - Sutherland
20213247,Brisbane - West
20211146,Sydney - North Sydney and Hornsby
20212029,Melbourne - North West
20213206,Moreton Bay - North
20216016,West and North West
20211164,Riverina
20211009,Murray
20212162,Hume
20213242,Central Queensland
20212075,Latrobe - Gippsland
20213086,Moreton Bay - North
20211235,Newcastle and Lake Macquarie
20211025,Capital Region
20213175,Mackay - Isaac - Whitsunday
20212078,Shepparton
20211058,Richmond - Tweed
20212153,Melbourne - Inner
20211167,Richmond - Tweed
20212167,Ballarat
20211215,New England and North West
20213154,Brisbane - West
20211205,Sydney - Outer West and Blue Mountains
20215151,Perth - South East
20215066,Western Australia - Wheat Belt
20212113,Geelong
20214077,South Australia - South East
20211013,Sydney - Outer West and Blue Mountains
20211103,Richmond - Tweed
20211085,Sydney - Ryde
20213026,Ipswich
20217018,Darwin
20213052,Brisbane - South
20213031,Logan - Beaudesert
20213153,Logan - Beaudesert
20214027,Adelaide - North
20215076,Perth - South East
20216032,South East
20214020,Adelaide - South
20211097,Hunter Valley exc Newcastle
20212061,Shepparton
20213071,Wide Bay
20212176,Melbourne - West
20212136,Latrobe - Gippsland
20214084,South Australia - South East
20215105,Mandurah
20214056,Adelaide - South
20211024,Sydney - City and Inner South
20212201,Bendigo
20213166,Brisbane - South
20215106,Perth - North West
20212057,Melbourne - West
20211201,Far West and Orana
20212160,Melbourne - North East
20211140,Murray
20211041,Riverina
20212034,Latrobe - Gippsland
20212010,Mornington Peninsula
20214036,South Australia - South East
20213163,Central Queensland
20211101,Riverina
20211251,Sydney - Inner South West
20213143,Mackay - Isaac - Whitsunday
20212209,Melbourne - North East
20212135,Mornington Peninsula
20211168,Sydney - Outer West and Blue Mountains
20214050,South Australia - South East
20212011,Warrnambool and South West
20212185,Latrobe - Gippsland
20213088,Wide Bay
20211245,Richmond - Tweed
20214039,Barossa - Yorke - Mid North
20213137,Sunshine Coast
20212137,Bendigo
20215141,Western Australia - Wheat Belt
20213214,Wide Bay
20211127,Central West
20213134,Wide Bay
20211183,Central West
20213027,Moreton Bay - South
20212155,Ballarat
20213067,Ipswich
20211213,Central West
20212016,Melbourne - North East
20215018,Western Australia - Wheat Belt
20215149,Western Australia - Outback (South)
20213190,Wide Bay
20212024,Melbourne - North West
20215024,Western Australia - Outback (South)
20216027,Launceston and North East
20215095,Bunbury
20213149,Gold Coast
20212143,Melbourne - South East
20214058,South Australia - South East
20211185,Sydney - Parramatta
20211159,Richmond - Tweed
20213140,Wide Bay
20212156,North West
20215001,Perth - South East
20215114,Perth - North East
20212097,Mornington Peninsula
20212028,Hume
20215067,Perth - North East
20212087,Bendigo
20213227,Moreton Bay - North
20213174,Queensland - Outback
20213136,Gold Coast
20211202,Sydney - Outer South West
20213197,Central Queensland
20211189,Far West and Orana
20213106,Queensland - Outback
20211100,Hunter Valley exc Newcastle
20211093,Hunter Valley exc Newcastle
20213032,Central Queensland
20214003,Adelaide - West
20211021,Hunter Valley exc Newcastle
20211161,Southern Highlands and Shoalhaven
20211256,New England and North West
20215065,Perth - South East
20213070,Brisbane - North
20213132,Logan - Beaudesert
20212056,Hume
20217014,Northern Territory - Outback
20213046,Sunshine Coast
20214037,Adelaide - Central and Hills
20211135,Riverina
20211234,Mid North Coast
20213170,Mackay - Isaac - Whitsunday
20214061,South Australia - South East
20213235,Brisbane - East
20213212,Wide Bay
20214023,South Australia - Outback
20211151,Central West
20212060,Mornington Peninsula
20211089,Capital Region
20215041,Western Australia - Wheat Belt
20213123,Toowoomba
20211145,Sydney - Inner South West
20216009,South East
20211078,Capital Region
20211207,Capital Region
20211059,Riverina
20212154,Melbourne - South East
20215020,Western Australia - Wheat Belt
20212019,Melbourne - North West
20213144,Gold Coast
20213199,Brisbane - South
20212186,Latrobe - Gippsland
20213082,Moreton Bay - North
20211006,New England and North West
20213003,Townsville
20213141,Darling Downs - Maranoa
20214030,Adelaide - West
20214054,Barossa - Yorke - Mid North
20215125,Perth - South East
20213230,Logan - Beaudesert
20212179,Ballarat
20215157,Western Australia - Outback (South)
20211077,Capital Region
20212049,Melbourne - North West
20213135,Gold Coast
20214062,South Australia - South East
20213112,Wide Bay
20211199,Sydney - Baulkham Hills and Hawkesbury
20212092,Warrnambool and South West
20211152,Sydney - Outer South West
20212036,Melbourne - North West
20213093,Toowoomba
20213151,Mackay - Isaac - Whitsunday
20213057,Brisbane - East
20215059,Western Australia - Outback (South)
20211212,Hunter Valley exc Newcastle
20211106,Sydney - Inner West
20211184,Central Coast
20215154,Bunbury
20213183,Sunshine Coast
20217012,Darwin
20211063,Far West and Orana
20217009,Darwin
20213177,Ipswich
20213101,Sunshine Coast
20212095,Melbourne - South East
20213185,Queensland - Outback
20214091,South Australia - Outback
20214081,South Australia - South East
20212128,Shepparton
20215102,Bunbury
20212098,Melbourne - South East
20214059,Adelaide - South
20211177,Central Coast
20214001,Adelaide - West
20212119,Melbourne - North West
20215127,Perth - Inner
20213002,Gold Coast
20216013,West and North West
20213087,Logan - Beaudesert
20213030,Brisbane - South
20212021,Melbourne - South East
20211116,Mid North Coast
20211076,Richmond - Tweed
20211136,Riverina
20212008,Bendigo
20215077,Western Australia - Wheat Belt
20213129,Moreton Bay - North
20212066,Melbourne - South East
20214047,Barossa - Yorke - Mid North
20211191,Hunter Valley exc Newcastle
20215044,Perth - South East
20212106,Hume
20212134,Melbourne - North West
20212053,Melbourne - Outer East
20217008,Darwin
20212111,Melbourne - West
20211011,Central West
20213068,Logan - Beaudesert
20213157,Wide Bay
20212012,Melbourne - West
20211203,New England and North West
20215140,Perth - South West
20213090,Gold Coast
20212072,Melbourne - North East
20215088,Western Australia - Wheat Belt
20215155,Western Australia - Outback (South)
20215147,Western Australia - Wheat Belt
20213155,Toowoomba
20215055,Perth - North West
20211020,New England and North West
20213130,Cairns
20215121,Perth - North East
20216022,West and North West
20215014,Perth - South West
20212090,Melbourne - South East
20211030,New England and North West
20215040,Perth - South East
20213188,Mackay - Isaac - Whitsunday
20212159,Melbourne - West
20214013,Adelaide - Central and Hills
20215142,Perth - South East
20211154,Richmond - Tweed
20215132,Bunbury
20212077,North West
20216014,Hobart
20211094,Coffs Harbour - Grafton
20212146,Warrnambool and South West
20211015,Central Coast
20211108,Sydney - Inner South West
20213165,Brisbane - North
20214086,Adelaide - West
20214079,Adelaide - South
20214010,Adelaide - Central and Hills
20215128,Western Australia - Wheat Belt
20213062,Brisbane - North
20215089,Western Australia - Wheat Belt
20211055,Capital Region
20213128,Ipswich
20211048,Mid North Coast
20213210,Wide Bay
20212055,Melbourne - Inner
20212151,Warrnambool and South West
20213084,Brisbane - East
20215028,Western Australia - Wheat Belt
20216031,Launceston and North East
20217010,Northern Territory - Outback
20211237,Mid North Coast
20211197,Coffs Harbour - Grafton
20215002,Perth - Inner
20211160,Sydney - City and Inner South
20215022,Western Australia - Wheat Belt
20213113,Central Queensland
20213133,Logan - Beaudesert
20213232,Darling Downs - Maranoa
20215030,Bunbury
20212175,Latrobe - Gippsland
20213096,Townsville
20211029,Riverina
20213085,Wide Bay
20213040,Gold Coast
20213126,Gold Coast
20213222,Sunshine Coast
20211244,Central West
20215038,Western Australia - Wheat Belt
20213217,Moreton Bay - North
20213066,Townsville
20211172,Newcastle and Lake Macquarie
20211125,Capital Region
20217006,Darwin
20216020,Launceston and North East
20215049,Bunbury
20213058,Gold Coast
20212058,Melbourne - North East
20216025,South East
20215145,Perth - North West
20213218,Mackay - Isaac - Whitsunday
20214017,South Australia - South East
20212023,Melbourne - Outer East
20212014,Latrobe - Gippsland
20213028,Central Queensland
20213023,Wide Bay
20212171,Melbourne - Inner South
20211118,Sydney - Outer West and Blue Mountains
20213248,Townsville
20214070,South Australia - South East
20212076,Warrnambool and South West
20213024,Logan - Beaudesert
20217023,Northern Territory - Outback
20213142,Queensland - Outback
20213139,Gold Coast
20212071,Melbourne - West
20211220,Sydney - Outer South West
20211236,Mid North Coast
20216033,West and North West
20214028,South Australia - South East
20212118,Latrobe - Gippsland
20211057,Central West
20213196,Gold Coast
20212074,Melbourne - Inner South
20211126,Sydney - Inner South West
20211045,Hunter Valley exc Newcastle
20215110,Western Australia - Outback (South)
20212210,Melbourne - South East
20215015,Perth - South West
20216029,Launceston and North East
20211113,Sydney - Northern Beaches
20213192,Brisbane - West
20213118,Mackay - Isaac - Whitsunday
20213019,Wide Bay
20212124,Melbourne - West
20213012,Darling Downs - Maranoa
20212187,Bendigo
20212044,Hume
20212109,Geelong
20215007,Perth - South West
20213016,Townsville
20211249,Sydney - Outer South West
20212005,Melbourne - North West
20211088,Central West
20215123,Perth - North West
20213010,Moreton Bay - North
20214066,South Australia - South East
20213120,Cairns
20212088,Melbourne - South East
20215091,Perth - South West
20215153,Perth - North East
20214078,Barossa - Yorke - Mid North
20216024,Launceston and North East
20213073,Moreton Bay - North
20211148,Newcastle and Lake Macquarie
20213103,Logan - Beaudesert
20212180,Melbourne - South East
20216028,Hobart
20215139,Western Australia - Wheat Belt
20213231,Wide Bay
20213237,Mackay - Isaac - Whitsunday
20211260,Sydney - Outer West and Blue Mountains
20217015,Darwin
20211049,Murray
20215082,Western Australia - Wheat Belt
20214012,South Australia - South East
20215131,Western Australia - Outback (North)
20212050,Geelong
20213238,Ipswich
20212079,North West
20214016,South Australia - Outback
20211026,Sydney - Outer South West
20215005,Western Australia - Outback (South)
20212096,North West
20213078,Sunshine Coast
20213004,Logan - Beaudesert
20213097,Sunshine Coast
20212189,Melbourne - North East
20211050,Central West
20212052,Latrobe - Gippsland
20217024,Northern Territory - Outback
20213039,Mackay - Isaac - Whitsunday
20213107,Central Queensland
20216006,Launceston and North East
20215046,Mandurah
20211068,Mid North Coast
20212147,Melbourne - South East
20217016,Darwin
20213080,Darling Downs - Maranoa
20215143,Perth - South West
20212149,Latrobe - Gippsland
20213035,Darling Downs - Maranoa
20211239,Far West and Orana
20211064,Coffs Harbour - Grafton
20217031,Northern Territory - Outback
20214025,South Australia - Outback
20212158,Melbourne - West
20216019,West and North West
20211241,Richmond - Tweed
20211221,Mid North Coast
20212002,Melbourne - Outer East
20213029,Brisbane - South
20211120,Newcastle and Lake Macquarie
20212039,Latrobe - Gippsland
20212063,Melbourne - West
20213005,Logan - Beaudesert
20211040,Hunter Valley exc Newcastle
20212148,Melbourne - Inner East
20215061,Western Australia - Outback (South)
20213169,Cairns
20213017,Sunshine Coast
20214014,Adelaide - South
20215052,Perth - Inner
20214021,Adelaide - West
20211012,Sydney - Inner South West
20213182,Darling Downs - Maranoa
20211175,Richmond - Tweed
20214024,Barossa - Yorke - Mid North
20211196,Riverina
20217019,Darwin
20213160,Cairns
20211062,Hunter Valley exc Newcastle
20212038,Mornington Peninsula
20213079,Darling Downs - Maranoa
20214072,Barossa - Yorke - Mid North
20211038,Sydney - Northern Beaches
20217028,Northern Territory - Outback
20211227,Sydney - City and Inner South
20218003,Australian Capital Territory
20212204,Warrnambool and South West
20211047,Capital Region
20213219,Moreton Bay - North
20213180,Wide Bay
20212177,Latrobe - Gippsland
20213054,Darling Downs - Maranoa
20212182,Melbourne - South East
20212022,Latrobe - Gippsland
