crash_id,lga_name
20221004,Lithgow
20223033,Logan
20221059,Port Stephens
20223216,Sunshine Coast
20224020,Grant
20222001,Brimbank
20222018,Greater Geelong
20223193,Brisbane
20222077,Latrobe (Vic.)
20223156,Livingstone
20221039,Maitland
20221003,Willoughby
20223262,Gladstone
20226037,Latrobe (Tas.)
20227014,Litchfield
20224035,Unincorporated SA
20222229,Brimbank
20223063,Logan
20221030,Walcha
20222092,Murrindindi
20223212,Gold Coast
20221085,Narrabri
20223179,Gympie
20223242,Townsville
20223136,Brisbane
20227039,MacDonnell
20222115,Northern Grampians
20221091,Blacktown
20226043,Northern Midlands
20223087,Isaac
20223048,Livingstone
20223155,Gympie
20228013,Unincorporated ACT
20223057,Fraser Coast
20226002,Launceston
20223119,Ipswich
20222158,Northern Grampians
20222043,Mitchell
20221171,Muswellbrook
20226021,Latrobe (Tas.)
20221155,The Hills
20222055,Mitchell
20223096,Sunshine Coast
20223270,Logan
20221028,Bogan
20227011,Litchfield
20223261,Brisbane
20228014,Unincorporated ACT
20223183,Sunshine Coast
20224009,Onkaparinga
20222075,Melton
20223185,Cloncurry
20223054,Mackay
20223269,Mackay
20221178,Greater Hume
20222202,Wellington
20228015,Unincorporated ACT
20223168,Townsville
20221065,Tweed
20223110,Gold Coast
20223088,Mackay
20223043,Mackay
20223197,Ipswich
20223236,Ipswich
20221227,The Hills
20221100,Port Stephens
20223134,Fraser Coast
20224028,Campbelltown (SA)
20221221,Wingecarribee
20221090,Maitland
20222009,South Gippsland
20223006,Moreton Bay
20223235,Whitsunday
20221050,Mid-Coast
20223273,Scenic Rim
20223190,Brisbane
20223243,Logan
20222078,Colac Otway
20221263,Central Coast (NSW)
20223237,Isaac
20226020,West Tamar
20221211,Wollondilly
20222074,Brimbank
20226012,Glenorchy
20221222,Glen Innes Severn
20228005,Unincorporated ACT
20222096,Strathbogie
20223224,Fraser Coast
20221144,Penrith
20221146,Georges River
20223083,Cassowary Coast
20226010,Sorell
20223104,Cairns
20222025,Melbourne
20224047,Playford
20227032,Alice Springs
20223149,Brisbane
20223192,Mackay
20223106,Brisbane
20224011,Salisbury
20221114,Tamworth
20221236,Cabonne
20221029,Bayside (NSW)
20224023,Mount Barker
20224046,Unincorporated SA
20222189,Wangaratta
20221125,Mid-Coast
20222099,Surf Coast
20221095,Cumberland
20227015,Palmerston
20223040,Sunshine Coast
20221147,Woollahra
20227008,Victoria Daly
20228012,Unincorporated ACT
20221201,Coffs Harbour
20221062,Cabonne
20223020,Logan
20222076,Greater Bendigo
20224064,Cleve
20222238,Banyule
20224059,Light
20221164,Coonamble
20222170,Mildura
20221108,Sutherland
20222144,Glenelg
20222038,Moorabool
20226029,Burnie
20221046,Mid-Coast
20223266,Mackay
20221196,Snowy Valleys
20226031,Central Coast (Tas.)
20222072,Melbourne
20221226,Eurobodalla
20223035,Ipswich
20221124,Shoalhaven
20221027,Cumberland
20221261,Penrith
20221113,Burwood
20223196,Noosa
20221185,Lismore
20221044,Byron
20226001,Sorell
20224001,Barossa
20221231,Inner West
20222084,Cardinia
20221128,Hilltops
20227024,Unincorporated NT
20222066,Greater Shepparton
20221018,Wollondilly
20227026,West Arnhem
20228010,Unincorporated ACT
20223167,Toowoomba
20222042,Yarra
20222034,Glen Eira
20226036,Break O'Day
20223145,Ipswich
20223036,South Burnett
20224049,Port Pirie
20222147,Campaspe
20223151,Central Highlands (Qld)
20223109,Livingstone
20221001,Wentworth
20224016,Whyalla
20221200,Federation
20222227,Merri-bek
20221208,Canterbury-Bankstown
20223056,Sunshine Coast
20226039,King Island
20226008,Glenorchy
20226017,Launceston
20221111,Tamworth
20224018,Unincorporated SA
20227036,Palmerston
20222200,Port Phillip
20224045,Kangaroo Island
20222230,Greater Dandenong
20222173,Merri-bek
20224004,Salisbury
20221253,Gwydir
20222093,Mornington Peninsula
20221238,Liverpool
20221093,Blacktown
20222058,Whittlesea
20221157,Canterbury-Bankstown
20223260,Southern Downs
20224006,Kangaroo Island
20222175,Yarra Ranges
20226018,Meander Valley
20221072,Wingecarribee
20221076,Snowy Monaro
20221251,Queanbeyan-Palerang
20224021,Port Augusta
20221148,Warrumbungle
20222080,Port Phillip
20222114,Corangamite
20223127,Gold Coast
20226009,Waratah-Wynyard
20222145,Yarra Ranges
20222049,Moira
20221193,Uralla
20223072,Toowoomba
20223169,Tablelands
20221049,Tamworth
20223225,Mareeba
20224003,Holdfast Bay
20221064,Tweed
20223159,Moreton Bay
20222185,Wodonga
20223060,Douglas
20227007,West Arnhem
20222081,Greater Bendigo
20222138,Wellington
20223240,Logan
20221084,Central Coast (NSW)
20221121,Wagga Wagga
20227033,Unincorporated NT
20224042,Adelaide Hills
20227020,Darwin
20221145,Berrigan
20221066,Bland
20221139,Armidale
20223094,Mackay
20221242,Sutherland
20222027,Greater Geelong
20221223,Inner West
20223160,South Burnett
20224014,Port Augusta
20223017,Lockyer Valley
20223132,Charters Towers
20221101,Cumberland
20222026,Mornington Peninsula
20223245,Brisbane
20223200,Logan
20221019,Mid-Coast
20224034,Campbelltown (SA)
20222122,Wodonga
20223215,Cairns
20223122,Gladstone
20221182,Inner West
20222061,Greater Dandenong
20221247,Carrathool
20221033,Eurobodalla
20223189,Mareeba
20226035,Break O'Day
20221169,Wingecarribee
20221207,Fairfield
20223250,Southern Downs
20226014,Devonport
20223232,Mackay
20221088,Tweed
20221165,Narrabri
20222234,Latrobe (Vic.)
20221204,Goulburn Mulwaree
20222134,Ararat
20226013,Waratah-Wynyard
20223175,Douglas
20223263,Sunshine Coast
20222020,Greater Bendigo
20223001,Fraser Coast
20221119,Blacktown
20221138,Liverpool
20223205,Toowoomba
20221063,Lake Macquarie
20227004,Unincorporated NT
20223112,Central Highlands (Qld)
20222161,Yarra
20222235,Murrindindi
20222150,Strathbogie
20223066,Gold Coast
20223069,Somerset
20223137,Mackay
20223194,Gladstone
20223268,Cairns
20223124,Gold Coast
20221036,Bogan
20223084,Noosa
20221172,Junee
20222048,Murrindindi
20221134,Sydney
20223251,Sunshine Coast
20222113,Alpine
20222017,Yarra
20221069,Gilgandra
20223213,Rockhampton
20222070,Ballarat
20223229,Fraser Coast
20223187,Scenic Rim
20222130,Ballarat
20221023,Port Macquarie-Hastings
20221038,Hawkesbury
20227030,Litchfield
20221083,Brewarrina
20224031,Holdfast Bay
20222213,Hume
20221206,Wollondilly
20227010,East Arnhem
20224027,Port Lincoln
20223130,Carpentaria
20222083,Campaspe
20223126,Townsville
20223144,Brisbane
20221032,Singleton
20221156,Wollondilly
20224029,Mount Barker
20224063,Naracoorte Lucindale
20223027,Moreton Bay
20224022,Light
20221130,Newcastle
20222082,Nillumbik
20222097,Macedon Ranges
20223244,Sunshine Coast
20221260,Wollongong
20221167,Narromine
20222228,Murrindindi
20221005,Camden
20223255,Gold Coast
20223079,Somerset
20222188,Melton
20228011,Unincorporated ACT
20226025,Northern Midlands
20223207,Ipswich
20222086,Towong
20221045,Canterbury-Bankstown
20223007,Cairns
20226032,Glenorchy
20221117,Greater Hume
20222107,Casey
20221104,Central Coast (NSW)
20221218,Bathurst
20224052,Wattle Range
20223182,Moreton Bay
20222155,South Gippsland
20226028,Kingborough
20222045,Brimbank
20223161,Banana
20224039,Kangaroo Island
20221142,Wingecarribee
20223231,Sunshine Coast
20222146,Moira
20222039,Warrnambool
20221160,Unincorporated NSW
20221137,Queanbeyan-Palerang
20223227,Logan
20221022,Waverley
20227035,Darwin
20223009,Gympie
20223165,Sunshine Coast
20223019,Whitsunday
20222201,Kingston (Vic.)
20222050,Mildura
20223081,Longreach
20223210,Rockhampton
20223116,Isaac
20221041,Lithgow
20222088,Campaspe
20224010,Mid Murray
20221216,Wollongong
20223267,Brisbane
20223030,Maranoa
20221007,Maitland
20223176,Moreton Bay
20221246,Eurobodalla
20223022,Sunshine Coast
20223230,Cassowary Coast
20221021,Cessnock
20222087,Colac Otway
20223184,Fraser Coast
20224030,Playford
20222179,Colac Otway
20222118,Wangaratta
20224005,Lower Eyre Peninsula
20221048,Campbelltown (NSW)
20223140,Brisbane
20223092,Balonne
20221014,Hilltops
20221057,Warrumbungle
20222116,Greater Geelong
20223047,Sunshine Coast
20222056,Wellington
20222203,Mansfield
20223257,Scenic Rim
20223128,Gympie
20222160,Merri-bek
20222053,Hume
20221183,Shoalhaven
20222110,Hepburn
20221224,Goulburn Mulwaree
20221259,Ballina
20221228,Upper Lachlan
20221198,Goulburn Mulwaree
20223195,Townsville
20221034,Forbes
20221115,Blacktown
20223211,Toowoomba
20221075,Clarence Valley
20223089,Townsville
20222162,Greater Dandenong
20222065,Alpine
20221159,Wingecarribee
20222046,Corangamite
20221068,Glen Innes Severn
20222174,Northern Grampians
20223041,Somerset
20226022,Meander Valley
20221020,Mid-Coast
20223133,Maranoa
20222062,Casey
20221254,Lithgow
20222007,Greater Shepparton
20223233,Mareeba
20221241,Queanbeyan-Palerang
20227006,MacDonnell
20222212,Strathbogie
20221229,The Hills
20226033,Northern Midlands
20222041,Hobsons Bay
20221186,Fairfield
20227034,Victoria Daly
20224048,Adelaide Hills
20221214,Ku-ring-gai
20223142,Mareeba
20222100,Campaspe
20223021,Brisbane
20221158,Blue Mountains
20222117,Hume
20221154,Lake Macquarie
20227019,Unincorporated NT
20221024,Hilltops
20222186,Whitehorse
20224017,Port Pirie
20222219,Maroondah
20228001,Unincorporated ACT
20222125,Loddon
20226024,Brighton
20213216,Southern Downs
20212172,Melton
20215133,York
20213127,Toowoomba
20212142,Casey
20212161,Stonnington
20211232,Sydney
20212205,Greater Geelong
20211018,Kyogle
20212026,Campaspe
20217020,East Arnhem
20216011,Waratah-Wynyard
20212157,Melbourne
20213119,Cook
20212051,Yarra
20211130,Ku-ring-gai
20217003,MacDonnell
20213226,Gold Coast
20217025,West Arnhem
20213164,Logan
20211254,Bathurst
20212108,Horsham
20213187,Moreton Bay
20212145,Hume
20214071,Renmark Paringa
20211225,Penrith
20211166,Inverell
20211178,Camden
20214004,Mount Barker
20211200,Cessnock
20215156,Rockingham
20211155,Upper Hunter
20211170,Snowy Valleys
20215047,Plantagenet
20212198,Yarra Ranges
20212013,Moira
20214049,Unincorporated SA
20213006,Cairns
20211017,Carrathool
20214075,Yorke Peninsula
20213162,Brisbane
20217007,Darwin
20211124,Snowy Monaro
20215063,Kwinana
20211075,Tamworth
20211174,Dubbo
20211229,Campbelltown (NSW)
20213008,Cloncurry
20213150,Cassowary Coast
20211133,Liverpool
20211042,Snowy Monaro
20212133,Mornington Peninsula
20212194,Glen Eira
20212196,Murrindindi
20213195,Bundaberg
20212129,Hume
20215152,Murray
20215013,Dumbleyung
20215078,Port Hedland
20216018,Derwent Valley
20211250,Liverpool
20216010,Huon Valley
20211039,Coolamon
20211131,Clarence Valley
20214022,Barossa
20211246,Mid-Coast
20214015,Wattle Range
20211031,Ballina
20212030,Murrindindi
20212067,Benalla
20211081,Campbelltown (NSW)
20211181,Wollondilly
20215057,Stirling
20214074,Robe
20215150,Cambridge
20213228,Maranoa
20211027,Shellharbour
20211087,Federation
20211086,Cumberland
20211242,Murray River
20215054,Wanneroo
20215144,Plantagenet
20211147,Lismore
20211194,Sutherland
20213247,Brisbane
20211146,Willoughby
20212029,Hume
20213206,Somerset
20216016,Central Coast (Tas.)
20211164,Temora
20211009,Albury
20212162,Mitchell
20213242,Rockhampton
20212075,East Gippsland
20213086,Somerset
20211235,Lake Macquarie
20211025,Snowy Monaro
20213175,Isaac
20212078,Moira
20211058,Richmond Valley
20212153,Melbourne
20211167,Lismore
20212167,Moorabool
20211215,Uralla
20213154,Brisbane
20211205,Blue Mountains
20215151,Gosnells
20215066,Dandaragan
20212113,Greater Geelong
20214077,Kangaroo Island
20211013,Blue Mountains
20211103,Ballina
20211085,The Hills
20213026,Scenic Rim
20217018,Darwin
20213052,Brisbane
20213031,Logan
20213153,Logan
20214027,Salisbury
20215076,Serpentine-Jarrahdale
20216032,Southern Midlands
20214020,Onkaparinga
20211097,Port Stephens
20212061,Campaspe
20213071,North Burnett
20212176,Melton
20212136,Latrobe (Vic.)
20214084,Grant
20215105,Mandurah
20214056,Onkaparinga
20211024,Sydney
20212201,Greater Bendigo
20213166,Brisbane
20215106,Wanneroo
20212057,Melton
20211201,Unincorporated NSW
20212160,Whittlesea
20211140,Balranald
20211041,Snowy Valleys
20212034,South Gippsland
20212010,Mornington Peninsula
20214036,Wattle Range
20213163,Central Highlands (Qld)
20211101,Wagga Wagga
20211251,Bayside (NSW)
20213143,Isaac
20212209,Banyule
20212135,Frankston
20211168,Penrith
20214050,Southern Mallee
20212011,Colac Otway
20212185,South Gippsland
20213088,Fraser Coast
20211245,Ballina
20214039,Barossa
20213137,Sunshine Coast
20212137,Loddon
20215141,Woodanilling
20213214,Fraser Coast
20211127,Mid-Western
20213134,Bundaberg
20211183,Warrumbungle
20213027,Moreton Bay
20212155,Hepburn
20213067,Somerset
20211213,Forbes
20212016,Darebin
20215018,Dowerin
20215149,Kalgoorlie-Boulder
20213190,Bundaberg
20212024,Brimbank
20215024,Greater Geraldton
20216027,Northern Midlands
20215095,Harvey
20213149,Gold Coast
20212143,Monash
20214058,Murray Bridge
20211185,Cumberland
20211159,Richmond Valley
20213140,Fraser Coast
20212156,Horsham
20215001,Serpentine-Jarrahdale
20215114,Bayswater
20212097,Frankston
20212028,Wangaratta
20215067,Swan
20212087,Macedon Ranges
20213227,Moreton Bay
20213174,Doomadgee
20213136,Gold Coast
20211202,Campbelltown (NSW)
20213197,Gladstone
20211189,Narromine
20213106,Croydon
20211100,Muswellbrook
20211093,Mid-Coast
20213032,Rockhampton
20214003,Charles Sturt
20211021,Cessnock
20211161,Shoalhaven
20211256,Narrabri
20215065,Gosnells
20213070,Brisbane
20213132,Scenic Rim
20212056,Towong
20217014,West Arnhem
20213046,Sunshine Coast
20214037,Adelaide Hills
20211135,Wagga Wagga
20211234,Port Macquarie-Hastings
20213170,Mackay
20214061,Alexandrina
20213235,Brisbane
20213212,Bundaberg
20214023,Unincorporated SA
20211151,Mid-Western
20212060,Mornington Peninsula
20211089,Queanbeyan-Palerang
20215041,Albany
20213123,Toowoomba
20211145,Canterbury-Bankstown
20216009,Central Highlands (Tas.)
20211078,Upper Lachlan
20211207,Upper Lachlan
20211059,Lockhart
20212154,Casey
20215020,Chittering
20212019,Macedon Ranges
20213144,Gold Coast
20213199,Brisbane
20212186,Baw Baw
20213082,Moreton Bay
20211006,Walcha
20213003,Townsville
20213141,Western Downs
20214030,Port Adelaide Enfield
20214054,Barossa
20215125,Canning
20213230,Logan
20212179,Ballarat
20215157,Perenjori
20211077,Eurobodalla
20212049,Brimbank
20213135,Gold Coast
20214062,Renmark Paringa
20213112,Bundaberg
20211199,Hawkesbury
20212092,Moyne
20211152,Wollondilly
20212036,Moonee Valley
20213093,Toowoomba
20213151,Mackay
20213057,Redland
20215059,Mount Magnet
20211212,Cessnock
20211106,Inner West
20211184,Central Coast (NSW)
20215154,Donnybrook-Balingup
20213183,Sunshine Coast
20217012,Litchfield
20211063,Cobar
20217009,Darwin
20213177,Ipswich
20213101,Sunshine Coast
20212095,Cardinia
20213185,Hope Vale
20214091,Cleve
20214081,Murray Bridge
20212128,Moira
20215102,Augusta Margaret River
20212098,Casey
20214059,Mitcham
20211177,Central Coast (NSW)
20214001,Charles Sturt
20212119,Moonee Valley
20215127,Vincent
20213002,Scenic Rim
20216013,West Coast
20213087,Logan
20213030,Brisbane
20212021,Casey
20211116,Port Macquarie-Hastings
20211076,Tweed
20211136,Carrathool
20212008,Greater Bendigo
20215077,Wickepin
20213129,Moreton Bay
20212066,Casey
20214047,Clare and Gilbert Valleys
20211191,Port Stephens
20215044,Gosnells
20212106,Wangaratta
20212134,Melton
20212053,Yarra Ranges
20217008,Darwin
20212111,Melton
20211011,Mid-Western
20213068,Logan
20213157,South Burnett
20212012,Hobsons Bay
20211203,Liverpool Plains
20215140,Cockburn
20213090,Gold Coast
20212072,Nillumbik
20215088,Chittering
20215155,Kalgoorlie-Boulder
20215147,York
20213155,Lockyer Valley
20215055,Wanneroo
20211020,Tamworth
20213130,Douglas
20215121,Swan
20216022,Central Coast (Tas.)
20215014,Cockburn
20212090,Casey
20211030,Narrabri
20215040,Victoria Park
20213188,Isaac
20212159,Wyndham
20214013,Adelaide Hills
20215142,Armadale
20211154,Kyogle
20215132,Bunbury
20212077,Horsham
20216014,Glenorchy
20211094,Clarence Valley
20212146,Warrnambool
20211015,Central Coast (NSW)
20211108,Canterbury-Bankstown
20213165,Brisbane
20214086,West Torrens
20214079,Onkaparinga
20214010,Adelaide Hills
20215128,Gingin
20213062,Brisbane
20215089,Moora
20211055,Queanbeyan-Palerang
20213128,Ipswich
20211048,Port Macquarie-Hastings
20213210,South Burnett
20212055,Melbourne
20212151,Corangamite
20213084,Redland
20215028,Gingin
20216031,West Tamar
20217010,MacDonnell
20211237,Mid-Coast
20211197,Clarence Valley
20215002,Perth
20211160,Bayside (NSW)
20215022,Chittering
20213113,Banana
20213133,Logan
20213232,Toowoomba
20215030,Busselton
20212175,Wellington
20213096,Charters Towers
20211029,Wagga Wagga
20213085,Gympie
20213040,Gold Coast
20213126,Gold Coast
20213222,Sunshine Coast
20211244,Lachlan
20215038,Williams
20213217,Moreton Bay
20213066,Townsville
20211172,Lake Macquarie
20211125,Goulburn Mulwaree
20217006,Darwin
20216020,Launceston
20215049,Augusta Margaret River
20213058,Scenic Rim
20212058,Mitchell
20216025,Derwent Valley
20215145,Stirling
20213218,Isaac
20214017,Loxton Waikerie
20212023,Knox
20212014,Baw Baw
20213028,Rockhampton
20213023,South Burnett
20212171,Kingston (Vic.)
20211118,Penrith
20213248,Charters Towers
20214070,Tatiara
20212076,Moyne
20213024,Scenic Rim
20217023,Alice Springs
20213142,Quilpie
20213139,Gold Coast
20212071,Hobsons Bay
20211220,Wollondilly
20211236,Kempsey
20216033,Burnie
20214028,Mid Murray
20212118,Latrobe (Vic.)
20211057,Forbes
20213196,Gold Coast
20212074,Glen Eira
20211126,Canterbury-Bankstown
20211045,Port Stephens
20215110,Kalgoorlie-Boulder
20212210,Cardinia
20215015,Kwinana
20216029,George Town
20211113,Northern Beaches
20213192,Brisbane
20213118,Mackay
20213019,Bundaberg
20212124,Wyndham
20213012,Toowoomba
20212187,Mount Alexander
20212044,Strathbogie
20212109,Golden Plains
20215007,Cockburn
20213016,Charters Towers
20211249,Campbelltown (NSW)
20212005,Macedon Ranges
20211088,Orange
20215123,Stirling
20213010,Moreton Bay
20214066,Wattle Range
20213120,Cairns
20212088,Casey
20215091,Rockingham
20215153,Bayswater
20214078,Adelaide Plains
20216024,Northern Midlands
20213073,Moreton Bay
20211148,Lake Macquarie
20213103,Logan
20212180,Monash
20216028,Clarence
20215139,Kojonup
20213231,Gympie
20213237,Isaac
20211260,Penrith
20217015,Litchfield
20211049,Wentworth
20215082,Mount Marshall
20214012,Kingston (SA)
20215131,Karratha
20212050,Greater Geelong
20213238,Somerset
20212079,Buloke
20214016,Port Augusta
20211026,Camden
20215005,Greater Geraldton
20212096,Northern Grampians
20213078,Noosa
20213004,Logan
20213097,Sunshine Coast
20212189,Whittlesea
20211050,Cowra
20212052,Wellington
20217024,Barkly
20213039,Whitsunday
20213107,Livingstone
20216006,Meander Valley
20215046,Murray
20211068,Mid-Coast
20212147,Casey
20217016,Litchfield
20213080,Toowoomba
20215143,Kwinana
20212149,East Gippsland
20213035,Toowoomba
20211239,Dubbo
20211064,Clarence Valley
20217031,MacDonnell
20214025,Elliston
20212158,Brimbank
20216019,King Island
20211241,Richmond Valley
20211221,Kempsey
20212002,Maroondah
20213029,Brisbane
20211120,Lake Macquarie
20212039,Baw Baw
20212063,Brimbank
20213005,Logan
20211040,Upper Hunter
20212148,Whitehorse
20215061,Coolgardie
20213169,Mareeba
20213017,Sunshine Coast
20214014,Marion
20215052,Vincent
20214021,Port Adelaide Enfield
20211012,Bayside (NSW)
20213182,Western Downs
20211175,Lismore
20214024,Mount Remarkable
20211196,Narrandera
20217019,Palmerston
20213160,Tablelands
20211062,Port Stephens
20212038,Mornington Peninsula
20213079,Toowoomba
20214072,Yorke Peninsula
20211038,Northern Beaches
20217028,Barkly
20211227,Sydney
20218003,Unincorporated ACT
20212204,Warrnambool
20211047,Queanbeyan-Palerang
20213219,Moreton Bay
20213180,Gympie
20212177,Baw Baw
20213054,Toowoomba
20212182,Casey
20212022,Wellington
20211003,Canterbury-Bankstown
20211072,Cumberland
20213200,Redland
20213038,Flinders (Qld)
20211074,Wagga Wagga
20211028,Liverpool
20214052,Coorong
20213077,Gladstone
20211115,Wagga Wagga
20211014,North Sydney
20212165,Mornington Peninsula
20211252,Fairfield
20211104,Weddin
20212211,Stonnington
20214063,Kangaroo Island
20211069,Clarence Valley
20215099,Serpentine-Jarrahdale
20217029,MacDonnell
20214032,Loxton Waikerie
20212141,Monash
20211096,Central Coast (NSW)
20211095,Bland
20212089,Glenelg
20213061,Mareeba
20211142,Port Macquarie-Hastings
20213048,Toowoomba
20213033,Sunshine Coast
20213156,Somerset
20212188,East Gippsland
20214069,Alexandrina
20211158,Tamworth
20213041,Gold Coast
20211144,Blacktown
20216021,Break O'Day
20212018,Glenelg
20211186,Wagga Wagga
20214053,Marion
20217022,MacDonnell
20211216,Kempsey
20215004,Derby-West Kimberley
20213105,Brisbane
20212103,Greater Geelong
20212047,Greater Geelong
20215021,Mundaring
20212064,Hobsons Bay
20211228,Unincorporated NSW
20211218,Gilgandra
20215073,Busselton
20213173,Gympie
20213034,Fraser Coast
20213171,Townsville
20215009,Donnybrook-Balingup
20214073,Light
20213146,Townsville
20215098,Vincent
20213099,Whitsunday
20211162,Ryde
20212099,Monash
20213100,Western Downs
20212003,Corangamite
20212107,Glen Eira
20215096,Belmont
20211150,Fairfield
20215070,Nungarin
20211259,Central Coast (NSW)
20211036,Lithgow
20212166,Hume
20212178,Bayside (Vic.)
20212020,Mitchell
20213124,Redland
20215148,Northam
20211255,Wagga Wagga
20213125,Whitsunday
20217013,Central Desert
20213072,South Burnett
20214038,Unley
20211134,Albury
20213225,Gladstone
20215045,Port Hedland
20211192,Camden
20211053,Kempsey
20215083,Melville
20215011,Bassendean
20215056,Yilgarn
20213158,Maranoa
20213009,Central Highlands (Qld)
20211129,Warrumbungle
20213060,McKinlay
20217011,Victoria Daly
20213186,Maranoa
20215053,Broome
20213194,Southern Downs
20212104,East Gippsland
20214005,Unincorporated SA
20213209,Gold Coast
20213211,Logan
20211209,Singleton
20216026,West Coast
20213091,Brisbane
20217032,Victoria Daly
20212190,Nillumbik
20211079,Dubbo
20211257,Parramatta
20212070,Moorabool
20213203,Gympie
20215033,Chapman Valley
20211111,Cessnock
20211231,Snowy Monaro
20212169,Mitchell
20211123,The Hills
20217001,Litchfield
20214048,Port Pirie
20211258,Cumberland
20211222,Sutherland
20211022,Uralla
20216012,Launceston
20215068,Broomehill-Tambellup
20215006,Gosnells
20211034,Kyogle
20217004,Darwin
20215100,Meekatharra
20211190,Greater Hume
20215036,Esperance
20215037,Williams
20213193,Sunshine Coast
20213245,North Burnett
20214057,Port Augusta
20215108,Capel
20214019,Mid Murray
20211132,Armidale
20212125,Cardinia
20213083,Tablelands
20215124,Albany
20215069,Mandurah
20212086,Ballarat
20213044,Sunshine Coast
20212025,Strathbogie
20215058,Kwinana
20211226,Willoughby
20213021,Brisbane
20216003,Launceston
20212073,Monash
20212138,Macedon Ranges
20211206,Inverell
20212131,Cardinia
20213223,Moreton Bay
20211043,Warrumbungle
20215092,Canning
20214088,Clare and Gilbert Valleys
20211195,Dubbo
20213114,Gladstone
20212117,Whittlesea
20215090,Kalgoorlie-Boulder
20212207,Warrnambool
20212174,Pyrenees
20212004,Cardinia
20211001,Tamworth
20213152,Tablelands
20212091,Ballarat
20216030,Break O'Day
20211083,Blacktown
20212037,Ararat
20212105,Brimbank
20217017,MacDonnell
20215094,Kalgoorlie-Boulder
20214080,Charles Sturt
20216002,Devonport
20211247,Georges River
20213050,Western Downs
20215050,Port Hedland
20213059,Bundaberg
20213074,Moreton Bay
20212054,Mornington Peninsula
20215115,Serpentine-Jarrahdale
20214040,Mount Barker
20212085,Mornington Peninsula
20214093,Gawler
20211198,Shoalhaven
20212094,Pyrenees
20212195,Swan Hill
20211007,Blacktown
20215134,Armadale
20213055,Moreton Bay
20214041,Mitcham
20211005,Blacktown
20212203,Colac Otway
20213089,Gold Coast
20211248,Bega Valley
20215093,Dandaragan
20212121,Loddon
20215003,Busselton
20211099,Warrumbungle
20212163,Cardinia
20213213,Bundaberg
20211188,Northern Beaches
20211180,Ku-ring-gai
20216023,Southern Midlands
20213075,Brisbane
20215136,Donnybrook-Balingup
20213076,Gympie
20211016,Goulburn Mulwaree
20211238,Inner West
20213168,Gold Coast
20213042,Southern Downs
20212040,Mitchell
20211082,Bellingen
20214083,Port Adelaide Enfield
20213013,Logan
20214042,Victor Harbor
20216005,West Tamar
20212065,Baw Baw
20211061,Upper Lachlan
20211067,Cowra
20215111,Williams
20214065,Adelaide Hills
20216017,Burnie
20212101,Baw Baw
20216008,Huon Valley
20211137,Cumberland
20211060,Lake Macquarie
20211033,Mid-Coast
20211084,Central Coast (NSW)
20215039,Dundas
20211117,Port Macquarie-Hastings
20212045,Melton
20213108,Banana
20214090,Norwood Payneham and St Peters
20213234,Redland
20218010,Unincorporated ACT
20211240,Bogan
20211098,Liverpool
20213220,Brisbane
20217002,MacDonnell
20213176,Charters Towers
20211219,Parramatta
20214018,Campbelltown (SA)
20212152,Maroondah
20211071,Lake Macquarie
20214043,Light
20213229,Burdekin
20215043,Cockburn
20213236,Bundaberg
20212035,Greater Geelong
20211163,Wollongong
20211092,Federation
20218005,Unincorporated ACT
20213051,Townsville
20213047,Scenic Rim
20211217,Singleton
20211149,Tenterfield
20211070,Northern Beaches
20213081,Fraser Coast
20213036,Brisbane
20213233,Sunshine Coast
20212001,Casey
20213244,Moreton Bay
20213014,Southern Downs
20211035,Clarence Valley
20213179,Redland
20214045,Barossa
20212191,Brimbank
20213104,Central Highlands (Qld)
20213145,Sunshine Coast
20217021,MacDonnell
20212009,Latrobe (Vic.)
20212164,Cardinia
20212042,Greater Dandenong
20212130,Towong
20213178,Sunshine Coast
20214082,Unincorporated SA
20213243,Tablelands
20212032,Surf Coast
20214026,Barossa
20212081,Wyndham
20213205,Ipswich
20213001,Mackay
20212033,Yarriambiack
20211080,Wollongong
20215146,Lake Grace
20211044,Maitland
20215042,Dardanup
20213056,North Burnett
20212144,Loddon
20212110,Boroondara
20215087,Kondinin
20212059,Mount Alexander
20213109,Moreton Bay
20212212,Surf Coast
20213110,Bundaberg
20213148,Western Downs
20214085,Onkaparinga
20211128,Canterbury-Bankstown
20214006,Yankalilla
20212116,Baw Baw
20212120,Cardinia
20217030,Litchfield
20212027,Indigo
20215034,Augusta Margaret River
20212062,Corangamite
20214009,Murray Bridge
20211052,Cumberland
20212083,Wellington
20215086,Kent
20214087,Barossa
20213147,Gympie
20212015,Greater Shepparton
20211056,Campbelltown (NSW)
20215027,Meekatharra
20213020,Burdekin
20211037,Narrabri
20214051,Port Adelaide Enfield
20212183,Kingston (Vic.)
20211171,The Hills
20211091,Canada Bay
20215074,Belmont
20213189,Brisbane
20215097,Coolgardie
20211004,Port Macquarie-Hastings
20211182,Ballina
20211065,Wollondilly
20213224,Moreton Bay
20213053,Fraser Coast
20214092,Charles Sturt
20212139,Casey
20212115,Mildura
20211090,Blacktown
20213063,Isaac
20213049,Logan
20211187,Wollondilly
20213043,Brisbane
20211211,Mid-Coast
20213215,Bundaberg
20213207,Scenic Rim
20211122,Fairfield
20214011,Port Augusta
20212046,Melbourne
20215060,Wagin
20213167,Townsville
20215119,Bunbury
20213094,Rockhampton
20213208,North Burnett
20214094,Northern Areas
